rep,ID,time,prediction_iwRes,iwRes_simulated,iwRes_simulated_simBlq,censored,split,color,filter
1,7,1,0,3.3517,1.29263,1,All,#4682B4,0
2,7,1,0,3.3517,1.04769,1,All,#4682B4,0
3,7,1,0,3.3517,0.111737,1,All,#4682B4,0
4,7,1,0,3.3517,0.935122,1,All,#4682B4,0
5,7,1,0,3.3517,1.00908,1,All,#4682B4,0
6,7,1,0,3.3517,0.141501,1,All,#4682B4,0
7,7,1,0,3.3517,0.678982,1,All,#4682B4,0
8,7,1,0,3.3517,0.785126,1,All,#4682B4,0
9,7,1,0,3.3517,0.649792,1,All,#4682B4,0
10,7,1,0,3.3517,0.666951,1,All,#4682B4,0
1,7,1.5,0,3.3517,1.08308,1,All,#4682B4,0
2,7,1.5,0,3.3517,0.0434166,1,All,#4682B4,0
3,7,1.5,0,3.3517,0.0386026,1,All,#4682B4,0
4,7,1.5,0,3.3517,1.0255,1,All,#4682B4,0
5,7,1.5,0,3.3517,1.07696,1,All,#4682B4,0
6,7,1.5,0,3.3517,0.375836,1,All,#4682B4,0
7,7,1.5,0,3.3517,0.316026,1,All,#4682B4,0
8,7,1.5,0,3.3517,0.419729,1,All,#4682B4,0
9,7,1.5,0,3.3517,0.495524,1,All,#4682B4,0
10,7,1.5,0,3.3517,0.808959,1,All,#4682B4,0
1,7,2,0,3.3517,0.537504,1,All,#4682B4,0
2,7,2,0,3.3517,0.111167,1,All,#4682B4,0
3,7,2,0,3.3517,0.369317,1,All,#4682B4,0
4,7,2,0,3.3517,0.653362,1,All,#4682B4,0
5,7,2,0,3.3517,0.509553,1,All,#4682B4,0
6,7,2,0,3.3517,0.526929,1,All,#4682B4,0
7,7,2,0,3.3517,1.5837,1,All,#4682B4,0
8,7,2,0,3.3517,0.409558,1,All,#4682B4,0
9,7,2,0,3.3517,0.518028,1,All,#4682B4,0
10,7,2,0,3.3517,1.58012,1,All,#4682B4,0
1,7,2.5,1.02532,2.20618,0.848571,1,All,#4682B4,0
2,7,2.5,0,3.3517,0.826443,1,All,#4682B4,0
3,7,2.5,0.513648,2.77784,0.134934,1,All,#4682B4,0
4,7,2.5,1.39559,1.7925,0.431047,1,All,#4682B4,0
