time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,0.420286,1,0.538562,1,0.450654,2.22045e-16,0.352994,2.22045e-16,0.387888,2.22045e-16,0.418979,All
1.06121,0.399686,1.06121,0.526194,1.06121,0.438861,4.75958e-16,0.352994,4.77186e-16,0.387888,4.75958e-16,0.418979,All
1.12616,0.377826,1.12616,0.513069,1.12616,0.426346,1.02023e-15,0.352994,1.0255e-15,0.387888,1.02023e-15,0.418979,All
1.19509,0.354628,1.19509,0.499141,1.19509,0.413066,2.18689e-15,0.352994,2.20385e-15,0.387888,2.18689e-15,0.418979,All
1.26824,0.330011,1.26824,0.484361,1.26824,0.398972,4.68765e-15,0.352994,4.73619e-15,0.387888,4.68765e-15,0.418979,All
1.34587,0.303886,1.34587,0.468675,1.34587,0.384016,1.00481e-14,0.352994,1.01783e-14,0.387888,1.00481e-14,0.418979,All
1.37,0.295765,1.37,0.4638,1.37,0.379368,2.15383e-14,0.352994,2.18737e-14,0.387888,2.15383e-14,0.418979,All
1.42825,0.276162,1.42825,0.45203,1.42825,0.368145,4.6168e-14,0.352994,4.70078e-14,0.387888,4.6168e-14,0.418979,All
1.51567,0.251873,1.51567,0.435658,1.51567,0.352224,9.89622e-14,0.352994,1.01022e-13,0.387888,9.89622e-14,0.418979,All
1.60844,0.251031,1.60844,0.424561,1.60844,0.33981,2.12128e-13,0.352994,2.17102e-13,0.387888,2.12128e-13,0.418979,All
1.70689,0.250137,1.70689,0.412784,1.70689,0.326637,4.54702e-13,0.352994,4.66565e-13,0.387888,4.54702e-13,0.418979,All
1.74,0.249837,1.74,0.408824,1.74,0.322206,9.74665e-13,0.352994,1.00267e-12,0.387888,9.74665e-13,0.418979,All
1.81137,0.249189,1.81137,0.400287,1.81137,0.312656,2.08922e-12,0.352994,2.1548e-12,0.387888,2.08922e-12,0.418979,All
1.92224,0.248183,1.92224,0.387025,1.92224,0.297821,4.4783e-12,0.352994,4.63077e-12,0.387888,4.4783e-12,0.418979,All
2.0399,0.243619,2.0399,0.357638,2.0399,0.282094,9.59934e-12,0.352994,9.95177e-12,0.387888,9.59934e-12,0.418979,All
2.11,0.23684,2.11,0.322346,2.11,0.272744,2.05764e-11,0.352994,2.13869e-11,0.387888,2.05764e-11,0.418979,All
2.16476,0.231546,2.16476,0.29478,2.16476,0.26544,4.41061e-11,0.352994,4.59616e-11,0.387888,4.41061e-11,0.418979,All
2.29726,0.218733,2.29726,0.228074,2.29726,0.247768,9.45426e-11,0.352994,9.87738e-11,0.387888,9.45426e-11,0.418979,All
2.43787,0.205137,2.43787,0.157285,2.43787,0.229013,2.02654e-10,0.352994,2.1227e-10,0.387888,2.02654e-10,0.418979,All
2.48,0.201063,2.48,0.136075,2.48,0.223394,4.34395e-10,0.352994,4.5618e-10,0.387888,4.34395e-10,0.418979,All
2.58709,0.198247,2.58709,0.13539,2.58709,0.219199,9.31137e-10,0.352994,9.80355e-10,0.387888,9.31137e-10,0.418979,All
2.74544,0.196644,2.74544,0.152454,2.74544,0.216423,1.99592e-09,0.352994,2.10683e-09,0.387888,1.99592e-09,0.418979,All
2.85,0.195586,2.85,0.163721,2.85,0.21459,4.2783e-09,0.352994,4.5277e-09,0.387888,4.2783e-09,0.418979,All
2.91348,0.194943,2.91348,0.170562,2.91348,0.213477,9.17064e-09,0.352994,9.73027e-09,0.387888,9.17064e-09,0.418979,All
3.09181,0.190683,3.09181,0.188024,3.09181,0.207601,1.96575e-08,0.352994,2.09109e-08,0.387888,1.96575e-08,0.418979,All
3.22,0.185957,3.22,0.199388,3.22,0.201515,4.21363e-08,0.352994,4.49386e-08,0.387888,4.21363e-08,0.418979,All
3.28106,0.183706,3.28106,0.204801,3.28106,0.198616,9.03203e-08,0.352994,9.65754e-08,0.387888,9.03203e-08,0.418979,All
3.48189,0.176303,3.48189,0.222605,3.48189,0.189081,1.93604e-07,0.352994,2.07546e-07,0.387888,1.93604e-07,0.418979,All
3.59,0.169882,3.59,0.218866,3.59,0.182137,4.14995e-07,0.352993,4.46026e-07,0.387888,4.14995e-07,0.418978,All
3.69501,0.163169,3.69501,0.21263,3.69501,0.175038,8.89552e-07,0.352993,9.58535e-07,0.387888,8.89552e-07,0.418978,All
3.92117,0.14871,3.92117,0.199198,3.92117,0.159748,1.90678e-06,0.352993,2.05994e-06,0.387888,1.90678e-06,0.418978,All
3.96,0.146228,3.96,0.196892,3.96,0.157124,4.08723e-06,0.352992,4.42692e-06,0.387888,4.08723e-06,0.418976,All
4.16118,0.136637,4.16118,0.178413,4.16118,0.149377,8.76108e-06,0.35299,9.5137e-06,0.387888,8.76108e-06,0.418974,All
4.33,0.129269,4.33,0.161546,4.33,0.144095,1.87796e-05,0.352985,2.04454e-05,0.387888,1.87796e-05,0.418968,All
4.41588,0.125521,4.41588,0.152966,4.41588,0.141408,4.02545e-05,0.352975,4.39383e-05,0.387887,4.02545e-05,0.418955,All
4.68617,0.125111,4.68617,0.134274,4.68617,0.141069,8.62866e-05,0.352954,9.44258e-05,0.387886,8.62866e-05,0.418928,All
4.7,0.125354,4.7,0.133509,4.7,0.141239,0.000184958,0.35291,0.000202926,0.387884,0.000184958,0.418871,All
4.973,0.130136,4.973,0.118423,4.973,0.144601,0.000396461,0.352814,0.000436099,0.387879,0.000396461,0.418748,All
5.07,0.137356,5.07,0.119986,5.07,0.149241,0.000849825,0.352608,0.0009372,0.387868,0.000849825,0.418483,All
5.27739,0.157344,5.27739,0.129037,5.27739,0.162004,0.00182162,0.352167,0.00201409,0.387844,0.00182162,0.417917,All
5.44,0.173016,5.44,0.136134,5.44,0.172011,0.00390469,0.351221,0.00432839,0.387793,0.00390469,0.416702,All
5.60041,0.190511,5.60041,0.148569,5.60041,0.188963,0.00836981,0.349193,0.00930194,0.387684,0.00836981,0.414099,All
5.81,0.214957,5.81,0.169059,5.81,0.21664,0.0179409,0.344847,0.0199904,0.387449,0.0179409,0.408519,All
5.94321,0.230494,5.94321,0.182081,5.94321,0.23423,0.0384568,0.335531,0.0429604,0.386944,0.0384568,0.396559,All
6.18,0.254455,6.18,0.20395,6.18,0.264631,0.0824331,0.315563,0.0923241,0.38586,0.0824331,0.370921,All
6.30698,0.266685,6.30698,0.21546,6.30698,0.280787,0.15992,0.280378,0.181898,0.383892,0.15992,0.325748,All
6.55,0.287435,6.55,0.23428,6.55,0.307166,0.176697,0.27276,0.198409,0.383529,0.176697,0.315967,All
6.69302,0.293611,6.69302,0.238068,6.69302,0.312374,0.31984,0.259651,0.363796,0.379896,0.31984,0.298972,All
6.92,0.303412,6.92,0.24408,6.92,0.32064,0.378755,0.256289,0.426392,0.37852,0.378755,0.294582,All
7.10269,0.301599,7.10269,0.237288,7.10269,0.315771,0.479761,0.250526,0.545694,0.375899,0.479761,0.287057,All
7.29,0.29199,7.29,0.221034,7.29,0.301576,0.639681,0.241401,0.727592,0.310415,0.639681,0.275141,All
7.53743,0.276105,7.53743,0.195971,7.53743,0.279996,0.799601,0.232277,0.90949,0.230284,0.799601,0.263226,All
7.66,0.259363,7.66,0.173578,7.66,0.261449,0.811872,0.231576,0.91634,0.227267,0.811872,0.262312,All
7.99879,0.213086,7.99879,0.111682,7.99879,0.210183,0.959521,0.223152,1.09139,0.150153,0.959521,0.251311,All
8.03,0.211238,8.03,0.109347,8.03,0.207889,1.11944,0.214027,1.27329,0.0725058,1.11944,0.239396,All
8.4,0.190485,8.4,0.0832861,8.4,0.181857,1.27936,0.204903,1.45518,0.0177772,1.27936,0.227481,All
8.48838,0.185528,8.48838,0.0770608,8.48838,0.175639,1.43928,0.195778,1.63708,-0.00534618,1.43928,0.215566,All
8.77,0.192202,8.77,0.0887649,8.77,0.179704,1.5992,0.186653,1.81898,-0.010918,1.5992,0.203651,All
9.00794,0.198754,9.00794,0.100042,9.00794,0.184179,1.74027,0.178605,1.96926,0.00458804,1.74027,0.19314,All
9.14,0.203951,9.14,0.110174,9.14,0.189445,1.75912,0.177529,2.00088,0.00925615,1.75912,0.191736,All
9.51,0.217605,9.51,0.137522,9.51,0.203235,1.91904,0.168404,2.18278,0.0426204,1.91904,0.17982,All
9.5593,0.215078,9.5593,0.136167,9.5593,0.200446,2.07896,0.159279,2.36467,0.0809241,2.07896,0.167905,All
9.88,0.19864,9.88,0.127353,9.88,0.182302,2.23888,0.150155,2.54657,0.116441,2.23888,0.15599,All
10.1444,0.181593,10.1444,0.109794,10.1444,0.163658,2.3988,0.14103,2.72847,0.125798,2.3988,0.144075,All
10.25,0.173626,10.25,0.0993665,10.25,0.154991,2.55872,0.131905,2.91037,0.0544608,2.55872,0.13216,All
10.62,0.153488,10.62,0.0650094,10.62,0.133187,2.71864,0.122781,3.09227,-0.0458556,2.71864,0.120245,All
10.7653,0.151945,10.7653,0.0532992,10.7653,0.131636,2.87856,0.131671,3.27417,-0.0550331,2.87856,0.127584,All
10.99,0.14956,10.99,0.0351978,10.99,0.129239,3.03848,0.179625,3.45606,-0.0123389,3.03848,0.176031,All
11.36,0.165572,11.36,0.0565724,11.36,0.145742,3.1984,0.226258,3.63796,0.0343636,3.1984,0.221932,All
11.4243,0.16845,11.4243,0.0605321,11.4243,0.148707,3.35833,0.245627,3.81986,0.07169,3.35833,0.239862,All
11.73,0.178275,11.73,0.100425,11.73,0.157747,3.51825,0.200535,4.00176,0.094835,3.51825,0.193119,All
12.1,0.172999,12.1,0.114772,12.1,0.150619,3.67817,0.140526,4.18366,0.102355,3.67817,0.13309,All
12.1235,0.16998,12.1235,0.108417,12.1235,0.14741,3.73031,0.132663,4.23205,0.101649,3.73031,0.125882,All
12.47,0.125526,12.47,0.0148472,12.47,0.100155,3.83809,0.136444,4.36555,0.0935274,3.83809,0.131376,All
12.84,0.0803944,12.84,-0.100528,12.84,0.0522256,3.99801,0.150609,4.54745,0.0731639,3.99801,0.146693,All
12.8656,0.0772871,12.8656,-0.108602,12.8656,0.048926,4.15793,0.126765,4.72935,0.0543184,4.15793,0.12227,All
13.21,0.071575,13.21,-0.132498,13.21,0.0414344,4.31785,0.143082,4.91125,0.0495252,4.31785,0.13817,All
13.58,0.0905622,13.58,-0.0949057,13.58,0.0589927,4.47777,0.205504,5.09315,0.0581243,4.47777,0.20089,All
13.6531,0.0945251,13.6531,-0.0839183,13.6531,0.062621,4.63769,0.209439,5.27504,0.0713464,4.63769,0.204625,All
13.95,0.110628,13.95,-0.0392727,13.95,0.0773638,4.79761,0.181634,5.45694,0.0807014,4.79761,0.175215,All
14.32,0.084307,14.32,-0.078589,14.32,0.0476847,4.95753,0.159221,5.63884,0.0785318,4.95753,0.14986,All
14.4888,0.0689963,14.4888,-0.103288,14.4888,0.0307236,5.11745,0.170218,5.82074,0.0657584,5.11745,0.157976,All
14.69,0.060487,14.69,-0.136447,14.69,0.0201493,5.27737,0.181597,6.00264,0.0654768,5.27737,0.168131,All
15.06,0.0509739,15.06,-0.191828,15.06,0.00698887,5.43729,0.197064,6.18453,0.102855,5.43729,0.182526,All
15.3756,0.0652098,15.3756,-0.212672,15.3756,0.0188172,5.59721,0.218578,6.36643,0.130363,5.59721,0.202826,All
15.43,0.067664,15.43,-0.216265,15.43,0.0208564,5.75713,0.202751,6.54833,0.0679426,5.75713,0.184675,All
15.8,0.0979769,15.8,-0.207255,15.8,0.0494839,5.91705,0.179719,6.73023,0.0217124,5.91705,0.159779,All
16.17,0.128553,16.17,-0.185236,16.17,0.0787716,6.07697,0.150047,6.91213,0.0392362,6.07697,0.128857,All
16.3167,0.139317,16.3167,-0.174076,16.3167,0.0890857,6.23689,0.147098,7.09402,0.0748365,6.23689,0.126909,All
16.54,0.152934,16.54,-0.159213,16.54,0.101927,6.39681,0.15483,7.27592,0.0930552,6.39681,0.136542,All
16.91,0.154505,16.91,-0.150697,16.91,0.101509,6.55673,0.180271,7.45782,0.0740932,6.55673,0.163599,All
17.28,0.140591,17.28,-0.157692,17.28,0.0851781,6.71665,0.210675,7.63972,0.0627823,6.71665,0.195534,All
17.3154,0.138782,17.3154,-0.158839,17.3154,0.0831246,6.87657,0.22426,7.82162,0.0849116,6.87657,0.210351,All
17.65,0.117941,17.65,-0.175284,17.65,0.06001,7.03649,0.231536,8.00351,0.0656119,7.03649,0.218746,All
18.02,0.0898866,18.02,-0.201496,18.02,0.0295264,7.19641,0.213992,8.18541,0.0168843,7.19641,0.200229,All
18.3753,0.0647011,18.3753,-0.233193,18.3753,0.00267557,7.35633,0.155272,8.36731,0.00455733,7.35633,0.136783,All
18.39,0.0636574,18.39,-0.234506,18.39,0.00156293,7.51625,0.114219,8.54921,0.0311508,7.51625,0.0948888,All
18.76,0.0466526,18.76,-0.267892,18.76,-0.0162042,7.67617,0.118639,8.73111,0.0681958,7.67617,0.0998885,All
19.13,0.0420966,19.13,-0.299286,19.13,-0.0203972,7.83609,0.138716,8.91301,0.0818428,7.83609,0.102739,All
