ID,time,prediction_pwRes,pwRes,pwRes_simBlq,prediction_iwRes_mean,iwRes_mean,iwRes_mean_simBlq,prediction_iwRes_mode,iwRes_mode,iwRes_mode_simBlq,prediction_npde,npde,npde_simBlq,censored,split,color,filter
7,1,0,5.91281e+15,0,0,5.71957e+15,1.2505,0,5.71957e+15,0,0,2.86548,-0.0513009,1,All,#4682B4,0
7,1.5,0,3.44253,-0.176433,0,5.71957e+15,0,0,5.71957e+15,1.77857,0,2.047,0.373498,1,All,#4682B4,0
7,2,0,1.09001,-0.392352,0,5.71957e+15,0,0,5.71957e+15,0,0,1.23681,0.447895,1,All,#4682B4,0
7,2.5,0.638645,0.354424,-0.139165,0,5.71957e+15,0,0,5.71957e+15,0,0.638645,0.528408,0.249802,1,All,#4682B4,0
7,3,1.537,-0.139443,-0.283333,0,5.71957e+15,0,0,5.71957e+15,0,1.537,0.0321612,-0.0983582,1,All,#4682B4,0
7,3.5,2.01084,-0.426663,-0.996259,0,5.71957e+15,0,0,5.71957e+15,0,2.01084,-0.313256,-0.81722,1,All,#4682B4,0
7,4,2.29539,-0.604969,-1.02151,0,5.71957e+15,0,0,5.71957e+15,0,2.29539,-0.527175,-0.937628,1,All,#4682B4,0
7,4.5,2.45388,-0.726769,-1.078,0.690491,2.1403,0.567717,0.555426,3.28089,0.0295395,2.45388,-0.729064,-1.06045,1,All,#4682B4,0
7,5,2.50237,-0.817224,-0.83949,1.48948,-0.375773,-0.383055,1.34484,-0.141922,-1.01104,2.50237,-0.792066,-0.826159,1,All,#4682B4,0
7,5.5,2.45231,0.330072,0.330072,2.19889,0.650747,0.650747,2.04618,0.889648,0.889648,2.45231,0.38828,0.38828,0,All,#4682B4,0
7,6,2.32459,1.14024,1.14024,2.77877,0.817914,0.817914,2.6282,1.01087,1.01087,2.32459,1.15708,1.15708,0,All,#4682B4,0
7,6.5,2.14747,0.586915,0.586915,3.11042,-0.188918,-0.188918,2.98656,-0.0909931,-0.0909931,2.14747,0.646359,0.646359,0,All,#4682B4,0
7,7,1.94664,0.0732537,0.0732537,3.14215,-0.780886,-0.780886,3.05398,-0.729805,-0.729805,1.94664,0.184303,0.184303,0,All,#4682B4,0
7,7.5,1.73913,1.67933,1.67933,3.00255,0.56689,0.56689,2.93833,0.635023,0.635023,1.73913,1.53929,1.53929,0,All,#4682B4,0
7,8,1.53604,0.321375,0.321375,2.80162,-0.620446,-0.620446,2.75216,-0.585764,-0.585764,1.53604,0.476939,0.476939,0,All,#4682B4,0
7,8.5,1.34529,0.332912,0.332912,2.58541,-0.695799,-0.695799,2.54532,-0.666592,-0.666592,1.34529,0.47239,0.47239,0,All,#4682B4,0
7,9,1.17341,-0.0982484,-0.781495,2.37394,-1.1859,-2.02659,2.33986,-1.16603,-1.39485,1.17341,0.0412826,-0.719414,1,All,#4682B4,0
7,9.5,1.025,2.25959,2.25959,2.17782,1.20866,1.20866,2.14121,1.27293,1.27293,1.025,1.92274,1.92274,0,All,#4682B4,0
7,10,0.882827,1.31583,1.31583,1.99646,0.183356,0.183356,1.89641,0.327561,0.327561,0.882827,1.35392,1.35392,0,All,#4682B4,0
7,10.5,0.738521,0.874579,0.874579,1.75902,-0.129059,-0.129059,1.59789,0.115078,0.115078,0.738521,0.913513,0.913513,0,All,#4682B4,0
7,11,0.599329,0.596788,-0.566792,1.45396,-0.322654,-0.708435,1.25182,0.0370438,-1.01251,0.599329,0.717421,-0.440367,1,All,#4682B4,0
7,11.5,0.4705,0.78138,-0.367329,1.08692,0.429542,-0.627368,0.867288,1.18414,1.1479,0.4705,0.91615,-0.199432,1,All,#4682B4,0
7,12,0.354491,0.836356,-0.170049,0.66604,2.31249,0.0700133,0.447571,4.68606,1.73635,0.354491,0.98801,0.0785657,1,All,#4682B4,0
7,12.5,0.251657,1.18756,-0.520433,0.197179,13.8752,2.03373,1.66311e-08,1.9474e+08,-1.00619,0.251657,1.29187,-0.262729,1,All,#4682B4,0
7,13,0.163394,1.51761,-0.481023,0,5.71957e+15,0,0,5.71957e+15,0,0.163394,1.29895,-0.146374,1,All,#4682B4,0
7,13.5,0.0815225,1.62635,-0.546503,0,5.71957e+15,0,0,5.71957e+15,1.6389,0.0815225,1.45163,-0.118025,1,All,#4682B4,0
7,14,0.00953608,1.90399,-0.586511,0,5.71957e+15,0,0,5.71957e+15,0,0.00953608,1.50707,-0.0518509,1,All,#4682B4,0
7,14.5,0,2.08612,-0.502043,0,5.71957e+15,1.30736,0,5.71957e+15,0,0,1.69668,-0.547657,1,All,#4682B4,0
7,15,0,2.33091,-0.523928,0,5.71957e+15,0,0,5.71957e+15,1.35312,0,1.69501,0.123754,1,All,#4682B4,0
7,15.5,0,2.49285,-0.472631,0,5.71957e+15,1.66647,0,5.71957e+15,0,0,1.89565,0.300757,1,All,#4682B4,0
7,16,0,2.58067,-0.446003,0,5.71957e+15,0,0,5.71957e+15,1.33023,0,1.77205,-0.0706489,1,All,#4682B4,0
8,1,0,12.9792,-0.0447214,0,5.71957e+15,0,0,5.71957e+15,0,0,2.64291,1.46609,1,All,#4682B4,0
8,1.5,0,4.24287,-0.172059,0,5.71957e+15,1.77857,0,5.71957e+15,0,0,2.26706,0.894942,1,All,#4682B4,0
8,2,0,0.900191,-0.429524,0,5.71957e+15,0,0,5.71957e+15,0,0,1.12845,-0.0321415,1,All,#4682B4,0
8,2.5,0.638645,0.367733,-0.364398,0.519968,3.67853,-0.388498,0.00288605,1119.65,-2.10201,0.638645,0.517816,0.151486,1,All,#4682B4,0
8,3,1.537,0.324512,0.324512,1.94927,-0.116789,-0.116789,1.71559,0.214669,0.214669,1.537,0.436942,0.436942,0,All,#4682B4,0
8,3.5,2.01084,-0.372614,-0.722259,2.46006,-1.23366,-1.32046,2.26931,-1.12299,-1.47459,2.01084,-0.263131,-0.592573,1,All,#4682B4,0
8,4,2.29539,1.00036,1.00036,2.73019,0.803119,0.803119,2.55678,1.03056,1.03056,2.29539,1.01305,1.01305,0,All,#4682B4,0
8,4.5,2.45388,-0.664121,-1.15117,2.88701,-1.42835,-1.61791,2.7296,-1.36366,-1.96443,2.45388,-0.584035,-1.15349,1,All,#4682B4,0
8,5,2.50237,1.12685,1.12685,2.96855,0.825945,0.825945,2.83266,0.987918,0.987918,2.50237,1.1484,1.1484,0,All,#4682B4,0
8,5.5,2.45231,-0.797026,-1.20464,2.98793,-1.46624,-1.80745,2.88102,-1.42602,-1.58486,2.45231,-0.809499,-1.29161,1,All,#4682B4,0
8,6,2.32459,1.25735,1.25735,2.9504,0.889937,0.889937,2.87789,0.976615,0.976615,2.32459,1.23662,1.23662,0,All,#4682B4,0
8,6.5,2.14747,-0.734617,-0.779727,2.85943,-1.41753,-1.41826,2.82547,-1.40392,-2.04387,2.14747,-0.737899,-0.782796,1,All,#4682B4,0
8,7,1.94664,1.72028,1.72028,2.72697,1.11569,1.11569,2.72975,1.11195,1.11195,1.94664,1.56014,1.56014,0,All,#4682B4,0
8,7.5,1.73913,0.958564,0.958564,2.5624,0.316084,0.316084,2.59917,0.275533,0.275533,1.73913,0.985518,0.985518,0,All,#4682B4,0
