time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,0.239151,1,0.232736,1,0.477648,2.22045e-16,-0.314213,2.22045e-16,0.195345,2.22045e-16,0.0807553,All
1.06121,0.227042,1.06121,0.242803,1.06121,0.480949,4.65027e-16,-0.314213,4.6854e-16,0.195345,4.65027e-16,0.0807553,All
1.12616,0.214193,1.12616,0.253486,1.12616,0.484453,9.73905e-16,-0.314213,9.88674e-16,0.195345,9.73905e-16,0.0807553,All
1.19509,0.200558,1.19509,0.264823,1.19509,0.48817,2.03965e-15,-0.314213,2.08622e-15,0.195345,2.03965e-15,0.0807553,All
1.26824,0.186087,1.26824,0.276855,1.26824,0.492116,4.27162e-15,-0.314213,4.40216e-15,0.195345,4.27162e-15,0.0807553,All
1.34587,0.170731,1.34587,0.289622,1.34587,0.496303,8.94605e-15,-0.314213,9.28908e-15,0.195345,8.94605e-15,0.0807553,All
1.37,0.165958,1.37,0.293591,1.37,0.497604,1.87357e-14,-0.314213,1.9601e-14,0.195345,1.87357e-14,0.0807553,All
1.42825,0.154435,1.42825,0.303171,1.42825,0.500746,3.92381e-14,-0.314213,4.13605e-14,0.195345,3.92381e-14,0.0807553,All
1.51567,0.141933,1.51567,0.311063,1.51567,0.5009,8.21762e-14,-0.314213,8.72754e-14,0.195345,8.21762e-14,0.0807553,All
1.60844,0.151947,1.60844,0.287919,1.60844,0.478901,1.72101e-13,-0.314213,1.84161e-13,0.195345,1.72101e-13,0.0807553,All
1.70689,0.162574,1.70689,0.263358,1.70689,0.455555,3.60431e-13,-0.314213,3.88602e-13,0.195345,3.60431e-13,0.0807553,All
1.74,0.166147,1.74,0.255099,1.74,0.447704,7.5485e-13,-0.314213,8.19995e-13,0.195345,7.5485e-13,0.0807553,All
1.81137,0.173851,1.81137,0.237294,1.81137,0.43078,1.58088e-12,-0.314213,1.73029e-12,0.195345,1.58088e-12,0.0807553,All
1.92224,0.185818,1.92224,0.209635,1.92224,0.404489,3.31083e-12,-0.314213,3.6511e-12,0.195345,3.31083e-12,0.0807553,All
2.0399,0.195103,2.0399,0.178059,2.0399,0.386279,6.93386e-12,-0.314213,7.70426e-12,0.195345,6.93386e-12,0.0807553,All
2.11,0.19667,2.11,0.156664,2.11,0.386683,1.45216e-11,-0.314213,1.62569e-11,0.195345,1.45216e-11,0.0807553,All
2.16476,0.197894,2.16476,0.139953,2.16476,0.386998,3.04125e-11,-0.314213,3.43039e-11,0.195345,3.04125e-11,0.0807553,All
2.29726,0.200856,2.29726,0.0995133,2.29726,0.387761,6.36927e-11,-0.314213,7.23853e-11,0.195345,6.36927e-11,0.0807553,All
2.43787,0.203999,2.43787,0.0565988,2.43787,0.38857,1.33391e-10,-0.314213,1.52741e-10,0.195345,1.33391e-10,0.0807553,All
2.48,0.204941,2.48,0.0437405,2.48,0.388813,2.79361e-10,-0.314213,3.22302e-10,0.195345,2.79361e-10,0.0807553,All
2.58709,0.207695,2.58709,0.0550708,2.58709,0.385534,5.85066e-10,-0.314213,6.80095e-10,0.195345,5.85066e-10,0.0807553,All
2.74544,0.211891,2.74544,0.0867716,2.74544,0.379363,1.2253e-09,-0.314213,1.43508e-09,0.195345,1.2253e-09,0.0807553,All
2.85,0.214662,2.85,0.107704,2.85,0.375288,2.56614e-09,-0.314213,3.02818e-09,0.195345,2.56614e-09,0.0807553,All
2.91348,0.216344,2.91348,0.120413,2.91348,0.372814,5.37427e-09,-0.314213,6.38982e-09,0.195344,5.37427e-09,0.0807553,All
3.09181,0.209694,3.09181,0.141043,3.09181,0.357951,1.12553e-08,-0.314213,1.34833e-08,0.195344,1.12553e-08,0.0807553,All
3.22,0.197209,3.22,0.145665,3.22,0.341907,2.3572e-08,-0.314213,2.84513e-08,0.195344,2.3572e-08,0.0807552,All
3.28106,0.191262,3.28106,0.147867,3.28106,0.334264,4.93667e-08,-0.314213,6.00355e-08,0.195343,4.93667e-08,0.0807551,All
3.48189,0.171702,3.48189,0.155108,3.48189,0.309129,1.03388e-07,-0.314214,1.26682e-07,0.19534,1.03388e-07,0.0807548,All
3.59,0.155937,3.59,0.144766,3.59,0.293771,2.16526e-07,-0.314214,2.67314e-07,0.195336,2.16526e-07,0.0807543,All
3.69501,0.139603,3.69501,0.131937,3.69501,0.278499,4.5347e-07,-0.314216,5.64063e-07,0.195326,4.5347e-07,0.0807531,All
3.92117,0.104422,3.92117,0.104307,3.92117,0.245605,9.497e-07,-0.31422,1.19024e-06,0.195305,9.497e-07,0.0807507,All
3.96,0.0983818,3.96,0.0995637,3.96,0.239957,1.98895e-06,-0.314227,2.51154e-06,0.195261,1.98895e-06,0.0807456,All
4.16118,0.0762799,4.16118,0.0848697,4.16118,0.218888,4.16546e-06,-0.314243,5.29965e-06,0.195169,4.16546e-06,0.0807351,All
4.33,0.0596478,4.33,0.0745976,4.33,0.202914,8.72371e-06,-0.314276,1.11829e-05,0.194973,8.72371e-06,0.0807129,All
4.41588,0.0511869,4.41588,0.0693721,4.41588,0.194788,1.827e-05,-0.314346,2.35972e-05,0.194563,1.827e-05,0.0806665,All
4.68617,0.0441567,4.68617,0.0690742,4.68617,0.186676,3.82629e-05,-0.314491,4.97928e-05,0.193699,3.82629e-05,0.0805692,All
4.7,0.0442501,4.7,0.0694323,4.7,0.186665,8.01338e-05,-0.314795,0.000105069,0.191876,8.01338e-05,0.0803656,All
4.973,0.0460938,4.973,0.0765012,4.973,0.186443,0.000167824,-0.315432,0.000221707,0.188053,0.000167824,0.0799391,All
5.07,0.0526428,5.07,0.0813075,5.07,0.192185,0.000351473,-0.316766,0.000467828,0.180125,0.000351473,0.079046,All
5.27739,0.0715057,5.27739,0.0934763,5.27739,0.209261,0.000736089,-0.319559,0.000987171,0.165292,0.000736089,0.0771755,All
5.44,0.0862952,5.44,0.103017,5.44,0.22265,0.00154159,-0.32541,0.00208305,0.134128,0.00154159,0.0732581,All
5.60041,0.092854,5.60041,0.104029,5.60041,0.229921,0.00322855,-0.337662,0.00439547,0.0765511,0.00322855,0.065054,All
5.81,0.0951533,5.81,0.0987934,5.81,0.234785,0.00676153,-0.363322,0.00927495,0.00684419,0.00676153,0.0478721,All
5.94321,0.0966147,5.94321,0.0954657,5.94321,0.237877,0.0141607,-0.38212,0.0195712,-0.0170395,0.0141607,0.0331209,All
6.18,0.0941761,6.18,0.0918276,6.18,0.238242,0.0296566,-0.377584,0.0412976,0.165342,0.0296566,0.0289063,All
6.30698,0.0920162,6.30698,0.090262,6.30698,0.237569,0.0500473,-0.371615,0.072911,0.238568,0.0500473,0.0233604,All
6.55,0.090004,6.55,0.0921902,6.55,0.237286,0.0621098,-0.368084,0.0871427,0.211734,0.0621098,0.0200797,All
6.69302,0.0936396,6.69302,0.104513,6.69302,0.239403,0.100095,-0.357341,0.145822,0.0895273,0.100095,0.0108758,All
6.92,0.0994095,6.92,0.124069,6.92,0.242763,0.130076,-0.349173,0.183881,0.0777581,0.130076,0.00454128,All
7.10269,0.0956042,7.10269,0.12942,7.10269,0.237368,0.150142,-0.343706,0.218733,0.0839459,0.150142,0.000301773,All
7.29,0.0849537,7.29,0.126608,7.29,0.225368,0.200189,-0.328045,0.291644,0.0994375,0.200189,-0.00077386,All
7.53743,0.0645443,7.53743,0.112894,7.53743,0.204383,0.250237,-0.311655,0.364555,0.0912368,0.250237,0.00157151,All
7.66,0.0368157,7.66,0.0783124,7.66,0.179723,0.272418,-0.293929,0.388011,0.0770289,0.272418,0.0114488,All
7.99879,-0.0398297,7.99879,-0.0172758,7.99879,0.11156,0.300284,-0.270761,0.437466,0.040276,0.300284,0.0246169,All
8.03,-0.0456491,8.03,-0.0268282,8.03,0.107133,0.350331,-0.229152,0.510377,-0.00850867,0.350331,0.048267,All
8.4,-0.114041,8.4,-0.140426,8.4,0.0555362,0.400379,-0.207586,0.583288,0.00288259,0.400379,0.0579758,All
8.48838,-0.130378,8.48838,-0.167561,8.48838,0.0432113,0.450426,-0.187837,0.656199,0.0534757,0.450426,0.0664208,All
8.77,-0.142568,8.77,-0.179968,8.77,0.0378054,0.500473,-0.171942,0.72911,0.0748697,0.500473,0.0761454,All
9.00794,-0.150335,9.00794,-0.185109,9.00794,0.035232,0.550521,-0.15863,0.802022,0.0509641,0.550521,0.086727,All
9.14,-0.137234,9.14,-0.145391,9.14,0.0460651,0.570525,-0.153309,0.818748,0.0415589,0.570525,0.0909565,All
9.51,-0.101354,9.51,-0.0368202,9.51,0.0758975,0.600568,-0.145009,0.874933,0.00431746,0.600568,0.0977001,All
9.5593,-0.100541,9.5593,-0.0353593,9.5593,0.0773782,0.650615,-0.120227,0.947844,-0.038273,0.650615,0.120657,All
9.88,-0.0952521,9.88,-0.0258574,9.88,0.087009,0.700663,-0.0987022,1.02075,-0.0601065,0.700663,0.132659,All
10.1444,-0.103392,10.1444,-0.0343149,10.1444,0.0838445,0.75071,-0.0805047,1.09367,-0.0476125,0.75071,0.139967,All
10.25,-0.110791,10.25,-0.043098,10.25,0.078896,0.800757,-0.0726429,1.16658,-0.0235132,0.800757,0.132695,All
10.62,-0.13956,10.62,-0.0518041,10.62,0.0557682,0.850805,-0.0647812,1.23949,-0.0124828,0.850805,0.125423,All
10.7653,-0.153186,10.7653,-0.0371613,10.7653,0.0419477,0.900852,-0.0625751,1.3124,-0.031865,0.900852,0.116152,All
10.99,-0.17425,10.99,-0.0145268,10.99,0.0205841,0.950899,-0.070417,1.38531,-0.0663712,0.950899,0.103329,All
11.36,-0.201373,11.36,0.0384235,11.36,-0.00318648,1.00095,-0.0782589,1.45822,-0.0920791,1.00095,0.0905061,All
11.4243,-0.206047,11.4243,0.0476965,11.4243,-0.00726029,1.05099,-0.0863678,1.53113,-0.0841435,1.05099,0.0772999,All
11.73,-0.223068,11.73,0.0595534,11.73,-0.013274,1.10104,-0.0947237,1.60404,-0.0371644,1.10104,0.0637392,All
12.1,-0.2493,12.1,0.053871,12.1,-0.0250213,1.15109,-0.10308,1.67695,0.0072205,1.15109,0.0501785,All
12.1235,-0.252293,12.1235,0.0522772,12.1235,-0.0274502,1.19485,-0.102636,1.72765,0.0145128,1.19485,0.0450865,All
12.47,-0.296358,12.47,0.0288075,12.47,-0.0632168,1.20114,-0.101413,1.74987,0.00910479,1.20114,0.0453673,All
12.84,-0.345185,12.84,0.00954235,12.84,-0.0976445,1.25118,-0.0916749,1.82278,-0.0252073,1.25118,0.0476016,All
12.8656,-0.348573,12.8656,0.00824522,12.8656,-0.100003,1.30123,-0.0819371,1.89569,-0.0525195,1.30123,0.049836,All
13.21,-0.376486,13.21,0.00755005,13.21,-0.10387,1.35128,-0.0690826,1.9686,-0.0420563,1.35128,0.0549564,All
13.58,-0.391651,13.58,0.0250331,13.58,-0.0909981,1.40133,-0.0333059,2.04151,-0.0129481,1.40133,0.0813036,All
13.6531,-0.39274,13.6531,0.0332862,13.6531,-0.0899864,1.45137,0.00247081,2.11442,0.00258524,1.45137,0.107651,All
13.95,-0.397165,13.95,0.0668212,13.95,-0.0858759,1.50142,0.0382475,2.18733,-0.00892806,1.50142,0.133998,All
14.32,-0.410167,14.32,0.118097,14.32,-0.126078,1.55147,0.0699633,2.26024,-0.0330426,1.55147,0.155138,All
14.4888,-0.416631,14.4888,0.142161,14.4888,-0.147645,1.60151,0.0918635,2.33315,-0.0476215,1.60151,0.163877,All
14.69,-0.420985,14.69,0.144708,14.69,-0.153711,1.65156,0.113764,2.40606,-0.0349589,1.65156,0.172615,All
15.06,-0.42804,15.06,0.140223,15.06,-0.158727,1.70161,0.135664,2.47898,-0.00249404,1.70161,0.181354,All
15.3756,-0.431474,15.3756,0.108532,15.3756,-0.145381,1.75166,0.154506,2.55189,0.035436,1.75166,0.189865,All
15.43,-0.432066,15.43,0.103068,15.43,-0.143081,1.8017,0.164189,2.6248,0.0639846,1.8017,0.197694,All
15.8,-0.439588,15.8,0.0602017,15.8,-0.139564,1.85175,0.173873,2.69771,0.0688439,1.85175,0.205524,All
16.17,-0.449457,16.17,0.0229344,16.17,-0.144334,1.9018,0.183556,2.77062,0.0518978,1.9018,0.213353,All
16.3167,-0.454083,16.3167,0.011391,16.3167,-0.148771,1.95185,0.191804,2.84353,0.0273116,1.95185,0.219619,All
16.54,-0.461192,16.54,-0.00306518,16.54,-0.155599,2.00189,0.187695,2.91644,0.0109341,2.00189,0.212433,All
16.91,-0.473486,16.91,-0.00338199,16.91,-0.167487,2.05194,0.176011,2.98935,0.0121106,2.05194,0.192816,All
17.28,-0.485742,17.28,0.0104057,17.28,-0.179258,2.10199,0.162676,3.06226,0.0265476,2.10199,0.17049,All
17.3154,-0.486915,17.3154,0.01216,17.3154,-0.180381,2.15204,0.151039,3.13517,0.0499078,2.15204,0.150272,All
17.65,-0.497897,17.65,0.029746,17.65,-0.19163,2.20208,0.15633,3.20809,0.0776366,2.20208,0.151074,All
