rep,ID,time,sim_y3,censored,split,color,filter
3,17,5,2.24813,0,All,-1,0
3,17,6,4.39473,0,All,-1,0
3,17,7,0.537025,0,All,-1,0
3,17,8,3.33048,0,All,-1,0
3,17,9,5.79832,0,All,-1,0
3,17,10,4.75647,0,All,-1,0
3,17,11,0.394278,0,All,-1,0
3,17,12,-0.0774674,0,All,-1,0
3,17,13,2.24731,0,All,-1,0
3,17,14,1.40161,0,All,-1,0
3,18,-1,0.438787,0,All,-1,0
3,18,0,-5.74997,1,All,-1,0
3,18,1,-5.08616,1,All,-1,0
3,18,4,1.41853,0,All,-1,0
3,18,5,4.23126,0,All,-1,0
3,18,6,3.28211,0,All,-1,0
3,18,7,1.05513,0,All,-1,0
3,18,8,1.03385,0,All,-1,0
3,18,9,1.46766,0,All,-1,0
3,18,10,0.0368637,0,All,-1,0
3,18,2,-6.10918,1,All,-1,0
3,18,3,1.88309,0,All,-1,0
3,18,11,0.18792,0,All,-1,0
3,18,12,-1.16084,1,All,-1,0
3,18,13,-0.860059,1,All,-1,0
3,18,14,-1.83188,1,All,-1,0
4,7,-1,-3.58276,1,All,-1,0
4,7,1,-7.43194,1,All,-1,0
4,7,2,-1.31046,1,All,-1,0
4,7,4,0.958912,0,All,-1,0
4,7,5,1.98756,0,All,-1,0
4,7,6,2.18689,0,All,-1,0
4,7,7,1.81325,0,All,-1,0
4,7,8,0.514342,0,All,-1,0
4,7,9,1.06431,0,All,-1,0
4,7,10,0.166943,0,All,-1,0
4,7,11,0.254006,0,All,-1,0
4,7,12,-4.14915,1,All,-1,0
4,7,13,-2.65178,1,All,-1,0
4,7,0,-6.4527,1,All,-1,0
4,7,3,1.53137,0,All,-1,0
4,7,14,-1.47575,1,All,-1,0
4,8,-1,-8.42433,1,All,-1,0
4,8,0,-2.20514,1,All,-1,0
4,8,1,-12.5986,1,All,-1,0
4,8,4,-5.33834,1,All,-1,0
4,8,5,0.696617,0,All,-1,0
4,8,6,1.2786,0,All,-1,0
4,8,7,3.43764,0,All,-1,0
4,8,8,-0.818888,1,All,-1,0
4,8,9,2.59922,0,All,-1,0
4,8,10,1.63572,0,All,-1,0
4,8,11,-0.309729,0,All,-1,0
4,8,13,-3.80212,1,All,-1,0
4,8,2,-0.0238126,0,All,-1,0
4,8,3,-4.0725,1,All,-1,0
4,8,12,-1.98231,1,All,-1,0
4,8,14,-3.68786,1,All,-1,0
4,9,3,1.61574,0,All,-1,0
4,9,4,0.645801,0,All,-1,0
4,9,5,0.0874574,0,All,-1,0
4,9,6,-0.946966,1,All,-1,0
4,9,7,2.89202,0,All,-1,0
4,9,8,1.34276,0,All,-1,0
4,9,9,1.18099,0,All,-1,0
4,9,10,-0.874785,1,All,-1,0
4,9,11,-0.688882,1,All,-1,0
4,9,12,0.189649,0,All,-1,0
4,9,13,-1.97469,1,All,-1,0
4,9,14,-0.343034,1,All,-1,0
4,9,-1,-12.1855,1,All,-1,0
4,9,0,-3.31482,1,All,-1,0
4,9,1,-7.43545,1,All,-1,0
4,9,2,-12.1982,1,All,-1,0
4,10,0,-8.41002,1,All,-1,0
4,10,2,-14.4654,1,All,-1,0
4,10,3,-2.29704,1,All,-1,0
4,10,4,0.599343,0,All,-1,0
4,10,5,5.49666,0,All,-1,0
4,10,6,4.36467,0,All,-1,0
4,10,7,2.64506,0,All,-1,0
4,10,8,3.92386,0,All,-1,0
4,10,9,3.81783,0,All,-1,0
4,10,10,-0.352143,1,All,-1,0
4,10,-1,0.489615,0,All,-1,0
4,10,1,-9.17694,1,All,-1,0
4,10,11,3.77809,0,All,-1,0
4,10,12,-0.572214,1,All,-1,0
4,10,13,-2.86376,1,All,-1,0
4,10,14,-0.971306,1,All,-1,0
4,11,-1,-5.68451,1,All,-1,0
4,11,0,-12.4977,1,All,-1,0
4,11,2,2.22636,0,All,-1,0
4,11,3,5.82266,0,All,-1,0
4,11,4,1.63856,0,All,-1,0
4,11,5,4.04154,0,All,-1,0
4,11,6,0.18877,0,All,-1,0
4,11,7,0.573762,0,All,-1,0
4,11,8,-1.10163,1,All,-1,0
4,11,9,0.0228932,0,All,-1,0
4,11,10,0.0980757,0,All,-1,0
4,11,11,2.00226,0,All,-1,0
4,11,1,1.0217,0,All,-1,0
4,11,12,1.5997,0,All,-1,0
4,11,13,-0.858062,1,All,-1,0
4,11,14,0.697532,0,All,-1,0
4,12,-1,3.79768,0,All,-1,0
4,12,0,-9.47825,1,All,-1,0
4,12,7,1.34387,0,All,-1,0
4,12,8,0.952816,0,All,-1,0
4,12,9,1.81543,0,All,-1,0
4,12,10,0.748824,0,All,-1,0
4,12,11,0.223242,0,All,-1,0
4,12,1,-8.01621,1,All,-1,0
