time,empiricalCumulatedFrequencies,median,piLower,piUpper,split
6.53769,0.333333,0.369792,0.28125,0.447917,All
6.61307,0.333333,0.369792,0.28125,0.447917,All
6.68844,0.333333,0.369792,0.28125,0.447917,All
6.76382,0.333333,0.369792,0.28125,0.447917,All
6.8392,0.333333,0.369792,0.28125,0.447917,All
6.91457,0.333333,0.369792,0.28125,0.447917,All
6.98995,0.333333,0.369792,0.28125,0.447917,All
7.06533,0.296296,0.333333,0.259259,0.407407,All
7.1407,0.296296,0.333333,0.259259,0.407407,All
7.21608,0.296296,0.333333,0.259259,0.407407,All
7.29146,0.296296,0.333333,0.259259,0.407407,All
7.36683,0.296296,0.333333,0.259259,0.407407,All
7.44221,0.296296,0.333333,0.259259,0.407407,All
7.51759,0.296296,0.333333,0.259259,0.407407,All
7.59296,0.296296,0.333333,0.259259,0.407407,All
7.66834,0.296296,0.333333,0.259259,0.407407,All
7.74372,0.296296,0.333333,0.259259,0.407407,All
7.8191,0.296296,0.333333,0.259259,0.407407,All
7.89447,0.296296,0.333333,0.259259,0.407407,All
7.96985,0.296296,0.333333,0.259259,0.407407,All
8.04523,0.266667,0.3,0.233333,0.375,All
8.1206,0.266667,0.3,0.233333,0.375,All
8.19598,0.266667,0.3,0.233333,0.375,All
8.27136,0.266667,0.3,0.233333,0.375,All
8.34673,0.266667,0.3,0.233333,0.375,All
8.42211,0.266667,0.3,0.233333,0.375,All
8.49749,0.266667,0.3,0.233333,0.375,All
8.57286,0.266667,0.3,0.233333,0.375,All
8.64824,0.266667,0.3,0.233333,0.375,All
8.72362,0.266667,0.3,0.233333,0.375,All
8.79899,0.266667,0.3,0.233333,0.375,All
8.87437,0.266667,0.3,0.233333,0.375,All
8.94975,0.266667,0.3,0.233333,0.375,All
9.02513,0.242424,0.280303,0.212121,0.348485,All
9.1005,0.242424,0.280303,0.212121,0.348485,All
9.17588,0.242424,0.280303,0.212121,0.348485,All
9.25126,0.242424,0.280303,0.212121,0.348485,All
9.32663,0.242424,0.280303,0.212121,0.348485,All
9.40201,0.242424,0.280303,0.212121,0.348485,All
9.47739,0.242424,0.280303,0.212121,0.348485,All
9.55276,0.242424,0.280303,0.212121,0.348485,All
9.62814,0.242424,0.280303,0.212121,0.348485,All
9.70352,0.242424,0.280303,0.212121,0.348485,All
9.77889,0.242424,0.280303,0.212121,0.348485,All
9.85427,0.242424,0.280303,0.212121,0.348485,All
9.92965,0.242424,0.280303,0.212121,0.348485,All
10.005,0.222222,0.256944,0.201389,0.333333,All
10.0804,0.222222,0.256944,0.201389,0.333333,All
10.1558,0.222222,0.256944,0.201389,0.333333,All
10.2312,0.222222,0.256944,0.201389,0.333333,All
10.3065,0.222222,0.256944,0.201389,0.333333,All
10.3819,0.222222,0.256944,0.201389,0.333333,All
10.4573,0.222222,0.256944,0.201389,0.333333,All
10.5327,0.222222,0.256944,0.201389,0.333333,All
10.608,0.222222,0.256944,0.201389,0.333333,All
10.6834,0.222222,0.256944,0.201389,0.333333,All
10.7588,0.222222,0.256944,0.201389,0.333333,All
10.8342,0.222222,0.256944,0.201389,0.333333,All
10.9095,0.222222,0.256944,0.201389,0.333333,All
10.9849,0.222222,0.256944,0.201389,0.333333,All
11.0603,0.237179,0.25641,0.192308,0.320513,All
11.1357,0.237179,0.25641,0.192308,0.320513,All
11.2111,0.237179,0.25641,0.192308,0.320513,All
11.2864,0.237179,0.25641,0.192308,0.320513,All
11.3618,0.237179,0.25641,0.192308,0.320513,All
11.4372,0.237179,0.25641,0.192308,0.320513,All
11.5126,0.237179,0.25641,0.192308,0.320513,All
11.5879,0.237179,0.25641,0.192308,0.320513,All
11.6633,0.237179,0.25641,0.192308,0.320513,All
11.7387,0.237179,0.25641,0.192308,0.320513,All
11.8141,0.237179,0.25641,0.192308,0.320513,All
11.8894,0.237179,0.25641,0.192308,0.320513,All
11.9648,0.237179,0.25641,0.192308,0.320513,All
12.0402,0.255952,0.255952,0.196429,0.327381,All
12.1156,0.255952,0.255952,0.196429,0.327381,All
12.191,0.255952,0.255952,0.196429,0.327381,All
12.2663,0.255952,0.255952,0.196429,0.327381,All
12.3417,0.255952,0.255952,0.196429,0.327381,All
12.4171,0.255952,0.255952,0.196429,0.327381,All
12.4925,0.255952,0.255952,0.196429,0.327381,All
12.5678,0.255952,0.255952,0.196429,0.327381,All
12.6432,0.255952,0.255952,0.196429,0.327381,All
12.7186,0.255952,0.255952,0.196429,0.327381,All
12.794,0.255952,0.255952,0.196429,0.327381,All
12.8693,0.255952,0.255952,0.196429,0.327381,All
12.9447,0.255952,0.255952,0.196429,0.327381,All
13.0201,0.266667,0.272222,0.213889,0.338889,All
13.0955,0.266667,0.272222,0.213889,0.338889,All
13.1709,0.266667,0.272222,0.213889,0.338889,All
13.2462,0.266667,0.272222,0.213889,0.338889,All
13.3216,0.266667,0.272222,0.213889,0.338889,All
13.397,0.266667,0.272222,0.213889,0.338889,All
13.4724,0.266667,0.272222,0.213889,0.338889,All
13.5477,0.266667,0.272222,0.213889,0.338889,All
13.6231,0.266667,0.272222,0.213889,0.338889,All
13.6985,0.266667,0.272222,0.213889,0.338889,All
13.7739,0.266667,0.272222,0.213889,0.338889,All
13.8492,0.266667,0.272222,0.213889,0.338889,All
13.9246,0.266667,0.272222,0.213889,0.338889,All
14,0.296875,0.302083,0.234375,0.359375,All
