pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-1.23245,0.00255754,-2.42019,0.000255754,-1.46602,0.00255754,All
-1.22539,0.00511509,-2.40478,0.000511509,-1.41986,0.00511509,All
-1.2039,0.00767263,-2.39566,0.000767263,-1.41441,0.00767263,All
-1.19897,0.0102302,-2.38064,0.00102302,-1.38858,0.0102302,All
-1.1448,0.0127877,-2.38063,0.00127877,-1.37112,0.0127877,All
-1.10469,0.0153453,-2.37865,0.00153453,-1.30917,0.0153453,All
-1.09331,0.0179028,-2.36321,0.00179028,-1.27517,0.0179028,All
-1.0911,0.0204604,-2.35735,0.00204604,-1.25905,0.0204604,All
-1.08613,0.0230179,-2.33556,0.00230179,-1.25658,0.0230179,All
-1.08419,0.0255754,-2.33089,0.00255754,-1.24755,0.0255754,All
-1.06228,0.028133,-2.33058,0.0028133,-1.23423,0.028133,All
-1.04881,0.0306905,-2.3095,0.00306905,-1.19773,0.0306905,All
-1.04644,0.0332481,-2.30238,0.00332481,-1.19455,0.0332481,All
-1.04072,0.0358056,-2.28968,0.00358056,-1.19269,0.0358056,All
-1.04017,0.0383632,-2.26461,0.00383632,-1.18336,0.0383632,All
-1.03337,0.0409207,-2.23721,0.00409207,-1.18333,0.0409207,All
-1.02573,0.0434783,-2.23459,0.00434783,-1.15997,0.0434783,All
-1.02451,0.0460358,-2.23335,0.00460358,-1.15837,0.0460358,All
-1.01484,0.0485934,-2.23072,0.00485934,-1.12301,0.0485934,All
-1.00978,0.0511509,-2.22277,0.00511509,-1.11257,0.0511509,All
-1.00897,0.0537084,-2.21744,0.00537084,-1.09561,0.0537084,All
-1.00169,0.056266,-2.20343,0.0056266,-1.09283,0.056266,All
-0.999357,0.0588235,-2.17324,0.00588235,-1.08766,0.0588235,All
-0.998381,0.0613811,-2.17314,0.00613811,-1.05942,0.0613811,All
-0.997641,0.0639386,-2.17219,0.00639386,-1.05234,0.0639386,All
-0.993394,0.0664962,-2.16784,0.00664962,-1.02441,0.0664962,All
-0.992399,0.0690537,-2.151,0.00690537,-1.013,0.0690537,All
-0.9922,0.0716113,-2.15006,0.00716113,-1.01252,0.0716113,All
-0.990166,0.0741688,-2.14366,0.00741688,-1.00978,0.0741688,All
-0.984442,0.0767263,-2.14348,0.00767263,-1.00304,0.0767263,All
-0.981766,0.0792839,-2.13867,0.00792839,-0.998376,0.0792839,All
-0.980379,0.0818414,-2.13618,0.00818414,-0.997819,0.0818414,All
-0.976634,0.084399,-2.13045,0.0084399,-0.984507,0.084399,All
-0.976491,0.0869565,-2.12962,0.00869565,-0.983175,0.0869565,All
-0.975191,0.0895141,-2.12802,0.00895141,-0.981037,0.0895141,All
-0.972959,0.0920716,-2.12231,0.00920716,-0.977335,0.0920716,All
-0.971138,0.0946292,-2.1148,0.00946292,-0.972919,0.0946292,All
-0.966407,0.0971867,-2.11031,0.00971867,-0.970573,0.0971867,All
-0.965229,0.0997442,-2.10479,0.00997442,-0.958646,0.0997442,All
-0.959331,0.102302,-2.10126,0.0102302,-0.949519,0.102302,All
-0.955794,0.104859,-2.0923,0.0104859,-0.937628,0.104859,All
-0.951439,0.107417,-2.08486,0.0107417,-0.93399,0.107417,All
-0.950168,0.109974,-2.07827,0.0109974,-0.931079,0.109974,All
-0.949311,0.112532,-2.07511,0.0112532,-0.929175,0.112532,All
-0.94917,0.11509,-2.07506,0.011509,-0.916995,0.11509,All
-0.94891,0.117647,-2.07336,0.0117647,-0.916872,0.117647,All
-0.939331,0.120205,-2.06996,0.0120205,-0.916354,0.120205,All
-0.93746,0.122762,-2.05828,0.0122762,-0.914918,0.122762,All
