iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,dF_pop,q_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_q_exp,omega_ifn0,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_ifn0_b_exp,corr_p_b_exp,corr_q_exp_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_ifn0_beta_exp,corr_p_beta_exp,corr_q_exp_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_ifn0_delta0,corr_p_delta0,corr_q_exp_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_ifn0_h_0,corr_p_h_0,corr_q_exp_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_p_ifn0,corr_q_exp_ifn0,corr_rho_exp_ifn0,corr_sigma_ifn0,corr_tc_ifn0,corr_td_ifn0,corr_q_exp_p,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_rho_exp_q_exp,corr_sigma_q_exp,corr_tc_q_exp,corr_td_q_exp,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2,a3
1454,1672.11,1,-3.83806,1.12034,2.87071,1.87151,-2.36875,0.627716,6.59721,0.408635,-1.48262,-1.71482,0.961883,-4.28925,0.638515,1.13083,0.552576,0.457705,1.32709,0.237275,1.29711,0.62938,0.615752,0.0318648,0.377476,-0.771285,-0.544096,-0.926582,0.322222,0.430078,-0.637951,-0.810176,-0.0957624,-0.760908,0.585514,0.579686,0.638754,-0.590462,-0.378885,0.80008,0.64149,-0.0893474,0.500151,-0.641309,0.596353,-0.847535,-0.17422,0.755936,0.853572,0.421345,0.749504,-0.279956,-0.296089,-0.600419,0.518675,0.827085,0.0266709,0.738495,-0.326447,-0.0140551,-0.796086,-0.628153,-0.331545,-0.482714,0.314322,-0.0111649,-0.254043,0.618407,-0.119937,-0.189292,0.758017,0.318051,0.628917,-0.644927,0.414707,0.871563,-0.509853,0.616782,-0.360987,-0.511175,0.850314,0.399339,0.542623
1455,1672.75,1,-3.82304,1.15875,2.86346,1.84251,-2.39907,0.631976,6.62146,0.40302,-1.46296,-1.7145,0.967707,-4.28914,0.638814,1.14216,0.562536,0.458497,1.32636,0.24283,1.33181,0.653891,0.630728,0.0307618,0.389838,-0.774888,-0.553647,-0.927554,0.366863,0.471303,-0.653832,-0.817293,-0.0858089,-0.768236,0.585586,0.607474,0.651646,-0.602962,-0.411915,0.830128,0.665674,-0.0711229,0.529478,-0.65895,0.587939,-0.871959,-0.163512,0.810187,0.849466,0.404308,0.745001,-0.293523,-0.346092,-0.641215,0.530675,0.82083,-0.00918148,0.726002,-0.316993,0.0610853,-0.808789,-0.639603,-0.296287,-0.527201,0.300513,-0.111724,-0.288762,0.646248,-0.119674,-0.151152,0.769826,0.279028,0.647915,-0.627492,0.386606,0.865279,-0.499951,0.603498,-0.349307,-0.522235,0.846731,0.396904,0.561974
1456,1668.05,1,-3.80055,1.25143,2.89,1.87297,-2.41369,0.634583,6.63074,0.408674,-1.48332,-1.69662,0.976287,-4.28728,0.616103,1.15943,0.564832,0.457659,1.30329,0.23664,1.28694,0.663673,0.630871,0.0302669,0.407985,-0.803022,-0.534632,-0.92047,0.416771,0.469984,-0.62843,-0.833317,-0.100971,-0.77412,0.577427,0.612704,0.677479,-0.641826,-0.376113,0.814679,0.709015,-0.0257406,0.573249,-0.660586,0.569965,-0.883229,-0.157636,0.820028,0.832305,0.397945,0.749716,-0.275806,-0.373942,-0.662879,0.503174,0.833268,-0.017823,0.72735,-0.293635,0.034602,-0.867884,-0.670725,-0.337204,-0.598458,0.36415,-0.0578303,-0.306524,0.640912,-0.137243,-0.192761,0.774114,0.331614,0.666713,-0.631614,0.375823,0.875958,-0.487403,0.596654,-0.399925,-0.511387,0.841195,0.394043,0.560669
1457,1672.37,1,-3.82968,1.21608,2.89848,1.8532,-2.38626,0.63054,6.55017,0.408839,-1.47635,-1.71126,0.978016,-4.28705,0.622257,1.12565,0.561513,0.461812,1.29526,0.230488,1.24495,0.624401,0.640909,0.0297017,0.412413,-0.809922,-0.50056,-0.916062,0.371676,0.461186,-0.657769,-0.847922,-0.115622,-0.784056,0.594198,0.584113,0.678676,-0.60137,-0.364329,0.844824,0.757183,-0.00420065,0.572444,-0.680218,0.55533,-0.874014,-0.169769,0.78015,0.784296,0.372689,0.727019,-0.209575,-0.336829,-0.666485,0.534863,0.829257,-0.0121541,0.749496,-0.299113,0.022452,-0.832689,-0.627772,-0.327866,-0.570532,0.340978,-0.118176,-0.306226,0.639693,-0.176751,-0.174814,0.793619,0.273833,0.647302,-0.633367,0.356278,0.848395,-0.518424,0.559409,-0.37557,-0.471825,0.865606,0.39664,0.543145
1458,1663.03,1,-3.84138,1.25861,2.89214,1.84953,-2.40213,0.635209,6.64265,0.411825,-1.48113,-1.67378,0.964496,-4.2867,0.622079,1.16206,0.538285,0.461991,1.28604,0.230891,1.23059,0.611777,0.612812,0.0315081,0.416637,-0.799462,-0.480723,-0.918756,0.343337,0.457747,-0.606963,-0.822728,-0.0729982,-0.797374,0.592718,0.553056,0.66788,-0.562664,-0.316951,0.823956,0.751046,-0.0450064,0.559846,-0.679645,0.553543,-0.904391,-0.139209,0.785991,0.799552,0.360853,0.708093,-0.20068,-0.336894,-0.649783,0.50346,0.807893,-0.043585,0.762535,-0.306484,-0.034542,-0.851731,-0.673427,-0.35774,-0.567508,0.298406,-0.042172,-0.233257,0.678401,-0.171594,-0.166357,0.795172,0.264841,0.622948,-0.606024,0.338053,0.835942,-0.527968,0.524047,-0.330667,-0.490836,0.8655,0.394683,0.535526
1459,1656.36,1,-3.83064,1.22621,2.88288,1.81059,-2.40841,0.634565,6.65315,0.410425,-1.47485,-1.66085,0.949771,-4.28775,0.628689,1.16447,0.551271,0.459967,1.28614,0.232302,1.20944,0.613223,0.619147,0.0331936,0.405289,-0.808335,-0.514027,-0.914518,0.369691,0.433262,-0.624505,-0.842252,-0.086478,-0.803702,0.582127,0.554503,0.665017,-0.563528,-0.302097,0.823082,0.763761,-0.0113299,0.565196,-0.677161,0.574431,-0.89019,-0.138107,0.787083,0.812362,0.378525,0.723767,-0.183468,-0.326052,-0.641254,0.503897,0.818155,-0.0614973,0.752458,-0.278513,-0.10677,-0.851822,-0.672566,-0.439324,-0.572897,0.303047,-0.00670614,-0.23914,0.706873,-0.147005,-0.171034,0.808689,0.308089,0.623271,-0.591536,0.330869,0.835856,-0.491794,0.521919,-0.341863,-0.489946,0.862326,0.393831,0.534459
1460,1661.46,1,-3.87102,1.07865,2.89397,1.87226,-2.34499,0.626923,6.41699,0.394766,-1.46145,-1.71221,0.979503,-4.2908,0.621671,1.1793,0.5797,0.467262,1.27883,0.232402,1.21725,0.612581,0.594376,0.0339467,0.410954,-0.825739,-0.518411,-0.920161,0.337737,0.462231,-0.615601,-0.840068,-0.0555848,-0.80259,0.56746,0.562707,0.694414,-0.561385,-0.355773,0.802073,0.769068,-0.0314134,0.617496,-0.688135,0.57559,-0.869212,-0.143121,0.815622,0.82811,0.354319,0.756583,-0.242083,-0.302266,-0.657007,0.528309,0.823907,-0.0951058,0.751531,-0.279827,-0.0841673,-0.853033,-0.654381,-0.375854,-0.564076,0.345814,-0.0352253,-0.267834,0.715532,-0.169569,-0.152515,0.829589,0.304344,0.664844,-0.57851,0.319577,0.882635,-0.509934,0.486542,-0.363187,-0.514882,0.854825,0.393109,0.538928
1461,1664.59,1,-3.84832,1.15577,2.89765,1.82772,-2.39703,0.632194,6.57243,0.409797,-1.47803,-1.67127,0.968793,-4.2888,0.635643,1.17721,0.599666,0.473589,1.27579,0.230941,1.19563,0.603463,0.608469,0.0342687,0.423984,-0.819232,-0.506259,-0.915383,0.315269,0.442314,-0.585529,-0.838704,-0.0353122,-0.808487,0.590586,0.569411,0.688769,-0.573044,-0.337804,0.81122,0.77113,-0.0712369,0.611458,-0.687989,0.567734,-0.843453,-0.106607,0.804884,0.820572,0.32923,0.733949,-0.250821,-0.254638,-0.640177,0.482087,0.82758,-0.115946,0.761035,-0.307283,-0.169248,-0.876298,-0.612357,-0.359695,-0.517024,0.398685,0.0191402,-0.257993,0.728515,-0.178887,-0.105008,0.777251,0.253764,0.614338,-0.593119,0.285493,0.875742,-0.518481,0.451291,-0.321271,-0.530231,0.855604,0.397001,0.540412
1462,1661.74,1,-3.83344,1.19295,2.89716,1.88111,-2.37499,0.630216,6.65996,0.408938,-1.48314,-1.67884,0.976432,-4.28779,0.632237,1.17018,0.590985,0.461792,1.2853,0.23324,1.25996,0.591367,0.611158,0.0346444,0.41443,-0.821074,-0.519218,-0.918136,0.284356,0.46533,-0.595987,-0.841923,-0.0711566,-0.821517,0.571415,0.565754,0.686807,-0.570812,-0.347738,0.817916,0.766651,-0.02117,0.614783,-0.696486,0.565329,-0.802377,-0.10796,0.798449,0.834289,0.375178,0.740753,-0.257114,-0.193175,-0.665439,0.478383,0.822678,-0.0909851,0.777315,-0.28062,-0.195411,-0.857201,-0.580581,-0.384322,-0.460264,0.427552,0.00150323,-0.273821,0.720444,-0.198585,-0.137422,0.796208,0.310441,0.626398,-0.614279,0.317476,0.878228,-0.496774,0.471647,-0.378594,-0.505897,0.860622,0.392005,0.542363
1463,1653.67,1,-3.83569,1.14421,2.88974,1.89638,-2.37216,0.629129,6.58209,0.402604,-1.4772,-1.72239,0.971628,-4.28786,0.632459,1.18169,0.57763,0.474628,1.27696,0.225563,1.22642,0.614931,0.618182,0.0353585,0.417437,-0.810394,-0.492785,-0.914001,0.209461,0.445352,-0.526398,-0.80218,-0.070025,-0.817567,0.579717,0.554646,0.676387,-0.544709,-0.356548,0.779058,0.727411,-0.0275179,0.622732,-0.703073,0.554664,-0.767368,-0.10904,0.799487,0.856795,0.366969,0.713551,-0.233219,-0.134548,-0.645042,0.413509,0.802206,-0.0909176,0.751766,-0.281537,-0.190888,-0.862041,-0.539192,-0.351967,-0.414014,0.398341,0.0485717,-0.240425,0.739567,-0.143609,-0.12359,0.769057,0.35946,0.630484,-0.604626,0.344194,0.87487,-0.45794,0.494556,-0.364049,-0.549752,0.852035,0.402273,0.539716
1464,1667.4,1,-3.80746,1.19298,2.89641,1.872,-2.38949,0.626788,6.70572,0.406337,-1.48551,-1.70243,0.965456,-4.28567,0.624993,1.20119,0.586742,0.467438,1.27527,0.231341,1.28015,0.618865,0.647825,0.0326311,0.409082,-0.792952,-0.491711,-0.915974,0.174168,0.446437,-0.534158,-0.811494,-0.0871912,-0.813647,0.575258,0.548485,0.664417,-0.545408,-0.363521,0.783295,0.706979,-0.00389365,0.616351,-0.711781,0.554002,-0.730064,-0.135209,0.796585,0.847568,0.384483,0.732893,-0.222805,-0.104346,-0.655333,0.43631,0.818278,-0.0810896,0.748175,-0.291345,-0.162057,-0.834475,-0.478159,-0.343114,-0.387636,0.403778,-0.0288381,-0.284278,0.707116,-0.164884,-0.0721196,0.749515,0.361031,0.655193,-0.589685,0.354048,0.887208,-0.424554,0.499631,-0.347946,-0.557818,0.848712,0.403606,0.544647
1465,1677.8,1,-3.78579,1.21194,2.89357,1.86214,-2.40692,0.626,6.76587,0.407379,-1.47717,-1.69858,0.974497,-4.28332,0.610332,1.20439,0.596912,0.452499,1.28713,0.235305,1.26613,0.620172,0.646734,0.0344118,0.400164,-0.793329,-0.493225,-0.913448,0.212673,0.447983,-0.482666,-0.801632,-0.0370234,-0.806106,0.571803,0.519676,0.660323,-0.537107,-0.364946,0.731838,0.705558,-0.0620036,0.598956,-0.708274,0.571249,-0.754149,-0.1396,0.79041,0.869062,0.334623,0.728119,-0.195464,-0.15566,-0.653691,0.392494,0.797702,-0.132333,0.74183,-0.281184,-0.143104,-0.875549,-0.577073,-0.322214,-0.420381,0.388448,-0.00121078,-0.23753,0.750773,-0.136111,-0.10224,0.746079,0.335828,0.632892,-0.565589,0.328545,0.885625,-0.429962,0.461741,-0.324922,-0.542059,0.854436,0.408301,0.542718
1466,1672.2,1,-3.7779,1.14728,2.90425,1.89389,-2.40021,0.624579,6.55819,0.401036,-1.47477,-1.72383,0.978442,-4.28254,0.607001,1.21713,0.599116,0.435291,1.27967,0.233588,1.28997,0.637902,0.622892,0.0357178,0.426148,-0.805602,-0.504884,-0.915976,0.242288,0.447705,-0.496279,-0.79171,-0.065286,-0.786538,0.548353,0.499963,0.668218,-0.510662,-0.403936,0.706214,0.71527,-0.0447066,0.5677,-0.712567,0.586313,-0.767311,-0.144975,0.762742,0.87866,0.370882,0.739011,-0.241161,-0.201685,-0.637983,0.407299,0.782147,-0.0917377,0.729304,-0.264201,-0.0665845,-0.876522,-0.63435,-0.357659,-0.480552,0.459807,-0.0756695,-0.237601,0.732511,-0.0976805,-0.109523,0.754473,0.354546,0.655988,-0.647778,0.362366,0.875866,-0.476853,0.532302,-0.383724,-0.541528,0.861186,0.404001,0.538777
1467,1683.06,1,-3.79314,1.10869,2.90381,1.89272,-2.39829,0.623858,6.47783,0.398018,-1.47715,-1.76008,0.965865,-4.28512,0.606958,1.20975,0.618203,0.443528,1.26896,0.234027,1.27898,0.633159,0.633741,0.0372865,0.425981,-0.815713,-0.495039,-0.914068,0.252995,0.445795,-0.480374,-0.801849,-0.0373514,-0.797637,0.543169,0.49005,0.688042,-0.515589,-0.398196,0.653157,0.719838,-0.0791857,0.574459,-0.687098,0.589537,-0.793186,-0.172324,0.777106,0.862312,0.318631,0.731509,-0.181568,-0.252355,-0.64263,0.429563,0.800972,-0.124859,0.746407,-0.259566,-0.00918914,-0.883609,-0.631499,-0.276105,-0.452345,0.369796,-0.111239,-0.261098,0.742909,-0.137718,-0.100173,0.743995,0.301491,0.655172,-0.561344,0.316356,0.892001,-0.45224,0.489573,-0.346903,-0.502456,0.86238,0.410736,0.53833
1468,1670.71,1,-3.79757,0.987727,2.91096,1.92081,-2.35418,0.613825,6.34091,0.393866,-1.49141,-1.78349,0.975939,-4.2851,0.601069,1.17565,0.599868,0.450781,1.2798,0.24012,1.25476,0.658757,0.636651,0.0350006,0.400842,-0.814906,-0.477404,-0.908252,0.237746,0.456714,-0.442193,-0.794008,-0.0412021,-0.787437,0.542068,0.461699,0.670232,-0.479665,-0.399224,0.622265,0.700491,-0.0739496,0.558297,-0.716289,0.582985,-0.802934,-0.192754,0.776923,0.86209,0.299341,0.72832,-0.193213,-0.254963,-0.658999,0.412412,0.79047,-0.135272,0.741227,-0.239367,0.0281148,-0.908015,-0.640879,-0.2225,-0.43895,0.366318,-0.147768,-0.269897,0.722427,-0.163859,-0.102915,0.730968,0.240015,0.609522,-0.543952,0.318337,0.887597,-0.458573,0.482402,-0.356978,-0.503706,0.863314,0.408151,0.552994
1469,1677.22,1,-3.82033,0.964128,2.90752,1.93391,-2.31672,0.610079,6.22427,0.393838,-1.49489,-1.79331,0.973075,-4.28349,0.596917,1.19201,0.602086,0.450487,1.29493,0.244615,1.24962,0.671713,0.631563,0.0317455,0.387084,-0.814372,-0.463894,-0.904126,0.252008,0.441319,-0.458047,-0.788275,-0.0231726,-0.768313,0.525824,0.414828,0.663677,-0.473048,-0.384822,0.612416,0.662847,-0.0897972,0.531972,-0.693589,0.592049,-0.806878,-0.179852,0.808899,0.858105,0.291406,0.746287,-0.192162,-0.302533,-0.64353,0.445807,0.80298,-0.149125,0.720984,-0.213977,0.0849175,-0.920117,-0.629698,-0.165465,-0.43762,0.346822,-0.13475,-0.243972,0.752321,-0.0988011,-0.165517,0.733183,0.238224,0.612392,-0.518745,0.310283,0.891595,-0.433879,0.495387,-0.375565,-0.483792,0.865079,0.409574,0.554856
1470,1670.88,1,-3.83948,0.933008,2.90319,1.93381,-2.28624,0.605103,6.18355,0.395644,-1.47306,-1.79703,0.972179,-4.28333,0.594701,1.18723,0.598508,0.463759,1.31397,0.249089,1.24905,0.680485,0.632751,0.0307584,0.38312,-0.814589,-0.467725,-0.907515,0.267676,0.441645,-0.485532,-0.794901,-0.0230678,-0.76405,0.53388,0.42027,0.670135,-0.479186,-0.420551,0.646684,0.685489,-0.116154,0.527463,-0.698053,0.594812,-0.810675,-0.177386,0.81045,0.85872,0.31224,0.763801,-0.220253,-0.314996,-0.634344,0.493925,0.808759,-0.124423,0.730199,-0.23006,0.0571917,-0.921289,-0.656738,-0.211882,-0.474569,0.397469,-0.180158,-0.264622,0.738539,-0.0925405,-0.1743,0.754518,0.181701,0.613222,-0.521246,0.310363,0.890428,-0.468641,0.508848,-0.371739,-0.490914,0.863882,0.410293,0.550324
1471,1679.46,1,-3.85025,0.904083,2.91032,1.92773,-2.28099,0.604812,6.20806,0.403498,-1.46929,-1.78982,0.967715,-4.28149,0.608363,1.16409,0.602715,0.467959,1.32037,0.248844,1.27589,0.672147,0.644543,0.0297535,0.373056,-0.807824,-0.485403,-0.910434,0.287246,0.463824,-0.484576,-0.805996,-0.0277212,-0.756525,0.555089,0.433374,0.668066,-0.476115,-0.447607,0.627472,0.690367,-0.129113,0.501532,-0.688583,0.604103,-0.817824,-0.200822,0.817037,0.857999,0.32255,0.782749,-0.274633,-0.33469,-0.65483,0.503698,0.813458,-0.117344,0.728544,-0.26393,0.0775051,-0.911168,-0.659409,-0.226192,-0.509507,0.397083,-0.207224,-0.287396,0.737122,-0.103341,-0.165828,0.742339,0.174388,0.630484,-0.492306,0.304764,0.887596,-0.50952,0.517178,-0.389568,-0.518229,0.866626,0.408556,0.552861
1472,1678.33,1,-3.81656,0.943454,2.88605,1.9287,-2.30737,0.609988,6.43907,0.408699,-1.45047,-1.77906,0.978347,-4.28031,0.613615,1.19103,0.602363,0.445632,1.32152,0.248378,1.25943,0.654947,0.635195,0.0307924,0.380888,-0.800807,-0.478886,-0.907756,0.250919,0.430584,-0.465311,-0.826689,-0.0701611,-0.763867,0.56003,0.427884,0.652193,-0.448409,-0.42084,0.60132,0.705142,-0.0979406,0.520238,-0.677732,0.590594,-0.820718,-0.225855,0.82586,0.840213,0.325503,0.798034,-0.237469,-0.280181,-0.638908,0.481587,0.830935,-0.0867902,0.735604,-0.257834,0.0691986,-0.901556,-0.648217,-0.249491,-0.525538,0.360323,-0.223714,-0.311876,0.73092,-0.111328,-0.188707,0.740933,0.177865,0.643518,-0.466576,0.292189,0.89241,-0.493786,0.525288,-0.390222,-0.506472,0.864639,0.407463,0.556777
1473,1663.84,1,-3.79638,1.00121,2.89494,1.91341,-2.35339,0.61575,6.54434,0.404293,-1.45763,-1.79018,0.988414,-4.277,0.610518,1.12249,0.599343,0.450822,1.31704,0.247216,1.28525,0.643145,0.63626,0.0296084,0.387197,-0.824544,-0.488099,-0.897582,0.224915,0.434227,-0.470819,-0.807539,-0.0808337,-0.763856,0.544347,0.439818,0.661718,-0.450997,-0.407004,0.591722,0.711231,-0.0529312,0.552826,-0.694786,0.591491,-0.806597,-0.217485,0.839763,0.873136,0.365652,0.798175,-0.222772,-0.23909,-0.659677,0.502191,0.818535,-0.0964934,0.713701,-0.22276,0.0884373,-0.891884,-0.641849,-0.240177,-0.491737,0.320344,-0.300397,-0.329231,0.723837,-0.115839,-0.200875,0.767082,0.141086,0.625777,-0.394714,0.301332,0.88897,-0.435801,0.543736,-0.390382,-0.484197,0.870347,0.405838,0.554713
1474,1675.52,1,-3.80431,0.992351,2.90875,1.90949,-2.35467,0.612625,6.4189,0.405685,-1.45481,-1.79386,0.992201,-4.2753,0.616476,1.13547,0.606246,0.433262,1.32089,0.248235,1.28841,0.662654,0.63877,0.0294822,0.394922,-0.829718,-0.448986,-0.89503,0.254797,0.416288,-0.428797,-0.799005,-0.0509857,-0.74615,0.545184,0.414388,0.669946,-0.472286,-0.373418,0.564766,0.705208,-0.0789723,0.545475,-0.68374,0.571092,-0.824586,-0.226544,0.843972,0.849762,0.332495,0.770742,-0.19478,-0.283069,-0.65881,0.475535,0.825216,-0.125505,0.698418,-0.213608,0.107414,-0.916143,-0.661436,-0.213096,-0.504816,0.295714,-0.25058,-0.338911,0.730493,-0.103354,-0.246246,0.765553,0.140986,0.58816,-0.342492,0.261173,0.86236,-0.404879,0.532664,-0.389803,-0.479658,0.873105,0.412565,0.553567
1475,1672.93,1,-3.78603,1.01241,2.88827,1.89863,-2.36645,0.617598,6.53375,0.413935,-1.45937,-1.77714,0.984758,-4.27623,0.576553,1.13518,0.592077,0.435686,1.31491,0.249603,1.32991,0.681898,0.627861,0.0273514,0.389317,-0.826821,-0.466907,-0.897204,0.275815,0.398923,-0.486552,-0.783267,-0.0701424,-0.746219,0.527093,0.432737,0.676528,-0.49161,-0.370361,0.604256,0.667961,-0.0733579,0.549585,-0.675836,0.582564,-0.820899,-0.205619,0.847171,0.869437,0.34229,0.772363,-0.227694,-0.301173,-0.631659,0.515679,0.815485,-0.0987452,0.690833,-0.211871,0.058079,-0.912544,-0.673358,-0.248271,-0.510028,0.358651,-0.196741,-0.285718,0.72314,-0.0729752,-0.262956,0.788232,0.211872,0.631042,-0.420874,0.326934,0.880839,-0.407063,0.558371,-0.398872,-0.493652,0.87463,0.402088,0.552397
1476,1673.07,1,-3.81556,0.974127,2.89774,1.90247,-2.34224,0.612307,6.49798,0.403164,-1.46453,-1.78894,0.980163,-4.276,0.575459,1.14726,0.586929,0.448479,1.32748,0.252992,1.35524,0.676214,0.637466,0.028995,0.398765,-0.835573,-0.505501,-0.900653,0.344232,0.394293,-0.539711,-0.799012,-0.0968957,-0.764423,0.550133,0.452584,0.680325,-0.529307,-0.321987,0.639432,0.677608,-0.0257307,0.568984,-0.69348,0.599557,-0.819836,-0.197047,0.858792,0.872816,0.336852,0.784952,-0.255902,-0.312638,-0.639686,0.541699,0.801831,-0.102345,0.698749,-0.242576,-0.0046207,-0.897735,-0.693267,-0.320268,-0.584773,0.412185,-0.189662,-0.258181,0.730713,-0.0827416,-0.254011,0.811704,0.237558,0.6918,-0.45673,0.347903,0.898489,-0.457388,0.551029,-0.43817,-0.515109,0.88104,0.404935,0.541903
1477,1669.13,1,-3.8303,1.02771,2.90821,1.94051,-2.32532,0.612324,6.39177,0.397526,-1.45519,-1.7986,0.981114,-4.27705,0.583811,1.17483,0.59108,0.449014,1.35214,0.255607,1.38171,0.681294,0.648185,0.0285306,0.415826,-0.850355,-0.515313,-0.904017,0.325079,0.390929,-0.497349,-0.800838,-0.110163,-0.771235,0.533994,0.465576,0.703656,-0.461277,-0.342414,0.566268,0.675973,-0.023379,0.592873,-0.691859,0.596476,-0.860615,-0.164366,0.879242,0.878843,0.374574,0.784367,-0.257638,-0.30066,-0.63308,0.50513,0.807596,-0.0781994,0.70066,-0.229355,-0.050731,-0.911675,-0.703409,-0.409422,-0.6291,0.399122,-0.159788,-0.245734,0.730069,-0.0646024,-0.268987,0.795091,0.28956,0.688059,-0.407863,0.37156,0.893806,-0.433511,0.566734,-0.417016,-0.507393,0.870309,0.411884,0.551636
1478,1674.11,1,-3.83325,0.995567,2.89929,1.94336,-2.31312,0.610632,6.3509,0.397547,-1.47188,-1.81501,0.979774,-4.27645,0.595018,1.23866,0.589132,0.444576,1.36229,0.261037,1.40937,0.682418,0.654155,0.0306784,0.438892,-0.857507,-0.501359,-0.899165,0.285404,0.38142,-0.408337,-0.766595,-0.0974661,-0.759698,0.528269,0.460947,0.70887,-0.438157,-0.327987,0.538154,0.667349,-0.00944392,0.588948,-0.68237,0.610564,-0.845759,-0.212757,0.870208,0.892144,0.380211,0.787144,-0.185729,-0.284273,-0.632328,0.459678,0.792836,-0.0679964,0.698035,-0.214984,-0.0167138,-0.91865,-0.705999,-0.421349,-0.614131,0.318835,-0.215698,-0.260819,0.700083,-0.043732,-0.248453,0.76843,0.250276,0.626647,-0.327998,0.399476,0.906012,-0.386311,0.600813,-0.356983,-0.466738,0.863136,0.402994,0.548625
1479,1672.84,1,-3.8237,1.0621,2.90872,1.91168,-2.33972,0.616109,6.40981,0.401317,-1.48474,-1.79932,0.984817,-4.27654,0.60199,1.22664,0.580907,0.447005,1.34862,0.249309,1.45154,0.706898,0.647497,0.0313392,0.458387,-0.864126,-0.513483,-0.895589,0.255971,0.372389,-0.361164,-0.754528,-0.0829642,-0.737923,0.53653,0.479456,0.708238,-0.420067,-0.322899,0.506773,0.665643,-0.0110144,0.584803,-0.711489,0.624829,-0.817748,-0.22882,0.867849,0.892764,0.357129,0.789973,-0.188418,-0.253787,-0.628631,0.422578,0.775658,-0.0816815,0.687451,-0.216082,-0.00128653,-0.92336,-0.69433,-0.416825,-0.595281,0.314366,-0.215485,-0.232221,0.696055,-0.0491033,-0.240241,0.742257,0.224814,0.581873,-0.311943,0.413112,0.901846,-0.388788,0.601688,-0.334583,-0.437262,0.867918,0.404693,0.555937
1480,1677.48,1,-3.83629,1.05667,2.89356,1.91259,-2.33222,0.619182,6.42635,0.394809,-1.49432,-1.78592,0.987435,-4.27603,0.608314,1.25597,0.581403,0.455252,1.35545,0.252678,1.5019,0.711463,0.658347,0.0320018,0.474116,-0.853936,-0.523979,-0.898087,0.217901,0.385001,-0.321876,-0.742135,-0.0485798,-0.737641,0.549238,0.516346,0.706183,-0.432753,-0.335849,0.519172,0.676143,-0.0234718,0.579803,-0.717727,0.621275,-0.787985,-0.225085,0.84397,0.90532,0.361997,0.774905,-0.189316,-0.199332,-0.63514,0.373957,0.756298,-0.124004,0.667729,-0.229105,-0.0514272,-0.920152,-0.668306,-0.446206,-0.544589,0.281316,-0.183525,-0.222316,0.711739,-0.0455255,-0.217649,0.729501,0.251642,0.531019,-0.264972,0.39975,0.881545,-0.394132,0.588283,-0.303896,-0.433751,0.861297,0.397878,0.550094
1481,1669.34,1,-3.81939,1.11714,2.87055,1.89369,-2.34842,0.619458,6.50149,0.392233,-1.4765,-1.7473,0.970648,-4.27587,0.607546,1.25427,0.58608,0.457827,1.35106,0.252602,1.47923,0.697603,0.66181,0.0309573,0.460609,-0.857973,-0.525896,-0.900853,0.225911,0.356699,-0.370604,-0.762571,-0.0773327,-0.754367,0.559546,0.524041,0.718184,-0.439823,-0.313524,0.538212,0.716376,-0.000956067,0.592487,-0.71721,0.612053,-0.789485,-0.19073,0.876251,0.898863,0.357737,0.751307,-0.215961,-0.191814,-0.610471,0.416448,0.766081,-0.11494,0.662328,-0.236615,-0.0873516,-0.913082,-0.6594,-0.449306,-0.531367,0.319835,-0.163096,-0.208025,0.72775,0.000100212,-0.239951,0.770841,0.266685,0.555826,-0.292852,0.368196,0.858998,-0.425438,0.607587,-0.337281,-0.473663,0.860603,0.40238,0.548706
