pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-1.7056,0.00255754,-2.47113,0.000255754,-1.86153,0.00255754,All
-1.3544,0.00511509,-2.44125,0.000511509,-1.51245,0.00511509,All
-1.35402,0.00767263,-2.433,0.000767263,-1.50627,0.00767263,All
-1.31689,0.0102302,-2.42425,0.00102302,-1.46189,0.0102302,All
-1.26509,0.0127877,-2.4071,0.00127877,-1.40027,0.0127877,All
-1.23938,0.0153453,-2.4012,0.00153453,-1.38142,0.0153453,All
-1.23663,0.0179028,-2.39336,0.00179028,-1.37286,0.0179028,All
-1.2112,0.0204604,-2.38679,0.00204604,-1.35168,0.0204604,All
-1.19151,0.0230179,-2.37008,0.00230179,-1.34639,0.0230179,All
-1.1626,0.0255754,-2.35906,0.00255754,-1.28969,0.0255754,All
-1.14861,0.028133,-2.3567,0.0028133,-1.23712,0.028133,All
-1.13001,0.0306905,-2.35511,0.00306905,-1.23244,0.0306905,All
-1.1291,0.0332481,-2.34258,0.00332481,-1.23063,0.0332481,All
-1.11598,0.0358056,-2.34196,0.00358056,-1.22821,0.0358056,All
-1.10455,0.0383632,-2.33556,0.00383632,-1.21267,0.0383632,All
-1.09686,0.0409207,-2.32912,0.00409207,-1.18461,0.0409207,All
-1.07669,0.0434783,-2.32713,0.00434783,-1.11896,0.0434783,All
-1.06091,0.0460358,-2.32543,0.00460358,-1.11604,0.0460358,All
-1.04829,0.0485934,-2.32015,0.00485934,-1.11426,0.0485934,All
-1.0457,0.0511509,-2.30598,0.00511509,-1.1063,0.0511509,All
-1.04558,0.0537084,-2.28024,0.00537084,-1.10137,0.0537084,All
-1.03144,0.056266,-2.27955,0.0056266,-1.09774,0.056266,All
-1.01522,0.0588235,-2.26516,0.00588235,-1.08861,0.0588235,All
-1.01062,0.0613811,-2.25968,0.00613811,-1.08717,0.0613811,All
-1.00862,0.0639386,-2.23994,0.00639386,-1.08007,0.0639386,All
-0.99527,0.0664962,-2.23728,0.00664962,-1.07794,0.0664962,All
-0.990486,0.0690537,-2.23721,0.00690537,-1.06363,0.0690537,All
-0.988245,0.0716113,-2.23226,0.00716113,-1.05684,0.0716113,All
-0.985027,0.0741688,-2.23072,0.00741688,-1.04598,0.0741688,All
-0.983203,0.0767263,-2.23021,0.00767263,-1.03586,0.0767263,All
-0.979508,0.0792839,-2.22283,0.00792839,-1.03554,0.0792839,All
-0.978689,0.0818414,-2.2221,0.00818414,-1.02422,0.0818414,All
-0.976058,0.084399,-2.22118,0.0084399,-1.01887,0.084399,All
