pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4.14187,0.000255754,-4,0,All
-2.74193,0.00255754,-3.91269,0.000511509,-1.9821,0.00255754,All
-2.05881,0.00511509,-3.52133,0.000767263,-1.98163,0.00511509,All
-1.84369,0.00767263,-3.46195,0.00102302,-1.8138,0.00767263,All
-1.80215,0.0102302,-3.38789,0.00127877,-1.75184,0.0102302,All
-1.77743,0.0127877,-3.28122,0.00153453,-1.68597,0.0127877,All
-1.70768,0.0153453,-3.27882,0.00179028,-1.68249,0.0153453,All
-1.67501,0.0179028,-3.16397,0.00204604,-1.61794,0.0179028,All
-1.65,0.0204604,-3.15843,0.00230179,-1.52155,0.0204604,All
-1.58796,0.0230179,-3.03857,0.00255754,-1.46523,0.0230179,All
-1.50343,0.0255754,-3.03319,0.0028133,-1.46495,0.0255754,All
-1.46929,0.028133,-2.95183,0.00306905,-1.38828,0.028133,All
-1.39858,0.0306905,-2.90436,0.00332481,-1.37285,0.0306905,All
-1.34333,0.0332481,-2.88019,0.00358056,-1.36894,0.0332481,All
-1.30256,0.0358056,-2.87758,0.00383632,-1.34863,0.0358056,All
-1.28259,0.0383632,-2.83755,0.00409207,-1.31287,0.0383632,All
-1.27889,0.0409207,-2.81118,0.00434783,-1.27996,0.0409207,All
-1.26666,0.0434783,-2.80934,0.00460358,-1.27968,0.0434783,All
-1.2574,0.0460358,-2.79423,0.00485934,-1.2793,0.0460358,All
-1.23391,0.0485934,-2.78661,0.00511509,-1.22674,0.0485934,All
-1.22572,0.0511509,-2.78096,0.00537084,-1.21734,0.0511509,All
-1.2175,0.0537084,-2.77507,0.0056266,-1.19648,0.0537084,All
-1.16269,0.056266,-2.755,0.00588235,-1.19452,0.056266,All
-1.15165,0.0588235,-2.74285,0.00613811,-1.15416,0.0588235,All
-1.1117,0.0613811,-2.74023,0.00639386,-1.15338,0.0613811,All
-1.08133,0.0639386,-2.72992,0.00664962,-1.14956,0.0639386,All
-1.04685,0.0664962,-2.72893,0.00690537,-1.13543,0.0664962,All
-1.03244,0.0690537,-2.65222,0.00716113,-1.13235,0.0690537,All
-1.01812,0.0716113,-2.61467,0.00741688,-1.1224,0.0716113,All
-1.00929,0.0741688,-2.58133,0.00767263,-1.07572,0.0741688,All
-1.00781,0.0767263,-2.55746,0.00792839,-1.06595,0.0767263,All
-1.0074,0.0792839,-2.52531,0.00818414,-1.06308,0.0792839,All
-1.00137,0.0818414,-2.52064,0.0084399,-1.06117,0.0818414,All
-1.00037,0.084399,-2.48033,0.00869565,-1.05257,0.084399,All
-0.991767,0.0869565,-2.4685,0.00895141,-1.0523,0.0869565,All
-0.968061,0.0895141,-2.46182,0.00920716,-1.04876,0.0895141,All
-0.955445,0.0920716,-2.45902,0.00946292,-1.04698,0.0920716,All
-0.934789,0.0946292,-2.45207,0.00971867,-1.02963,0.0946292,All
-0.929652,0.0971867,-2.43161,0.00997442,-1.02322,0.0971867,All
-0.923931,0.0997442,-2.43079,0.0102302,-1.01928,0.0997442,All
-0.915664,0.102302,-2.4149,0.0104859,-1.01098,0.102302,All
-0.906402,0.104859,-2.41403,0.0107417,-0.979679,0.104859,All
-0.901055,0.107417,-2.41284,0.0109974,-0.967963,0.107417,All
-0.900449,0.109974,-2.40904,0.0112532,-0.961317,0.109974,All
-0.867679,0.112532,-2.39411,0.011509,-0.950348,0.112532,All
-0.864689,0.11509,-2.37397,0.0117647,-0.950173,0.11509,All
-0.858153,0.117647,-2.36693,0.0120205,-0.942939,0.117647,All
-0.849773,0.120205,-2.36218,0.0122762,-0.937948,0.120205,All
-0.841234,0.122762,-2.34523,0.012532,-0.92981,0.122762,All
-0.838677,0.12532,-2.33696,0.0127877,-0.922362,0.12532,All
-0.823912,0.127877,-2.3267,0.0130435,-0.917859,0.127877,All
-0.822002,0.130435,-2.32387,0.0132992,-0.901041,0.130435,All
-0.821121,0.132992,-2.31987,0.013555,-0.891118,0.132992,All
-0.813344,0.13555,-2.31595,0.0138107,-0.89051,0.13555,All
-0.809472,0.138107,-2.31066,0.0140665,-0.862156,0.138107,All
-0.80707,0.140665,-2.30864,0.0143223,-0.8596,0.140665,All
-0.774034,0.143223,-2.28728,0.014578,-0.834957,0.143223,All
-0.759452,0.14578,-2.28143,0.0148338,-0.829365,0.14578,All
-0.74234,0.148338,-2.26811,0.0150895,-0.827247,0.148338,All
-0.73494,0.150895,-2.26077,0.0153453,-0.784307,0.150895,All
-0.730673,0.153453,-2.24611,0.015601,-0.780853,0.153453,All
-0.697846,0.15601,-2.24302,0.0158568,-0.756688,0.15601,All
-0.694718,0.158568,-2.23155,0.0161125,-0.754376,0.158568,All
-0.689009,0.161125,-2.22074,0.0163683,-0.747801,0.161125,All
-0.68515,0.163683,-2.21049,0.016624,-0.735049,0.163683,All
-0.682212,0.16624,-2.21001,0.0168798,-0.723076,0.16624,All
-0.663063,0.168798,-2.19728,0.0171355,-0.712493,0.168798,All
-0.662935,0.171355,-2.18358,0.0173913,-0.709133,0.171355,All
-0.659049,0.173913,-2.16796,0.0176471,-0.701204,0.173913,All
