time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
0.0521856,0.00255754,0.0592022,0.0332907,0.12211,All
0.151224,0.00767263,0.0642438,0.0360361,0.130688,All
0.250263,0.0153453,0.0702044,0.0390118,0.143835,All
0.349301,0.0358056,0.0769231,0.0426269,0.151376,All
0.44834,0.0383632,0.0823682,0.0466324,0.158591,All
0.547378,0.0409207,0.0879691,0.0518808,0.168377,All
0.646417,0.0511509,0.0948718,0.0563381,0.178916,All
0.745455,0.0588235,0.100515,0.0605607,0.188803,All
0.844494,0.0716113,0.105263,0.0645694,0.204368,All
0.943532,0.0741688,0.109974,0.0693198,0.211707,All
1.04257,0.0818414,0.11509,0.0720722,0.217399,All
1.14161,0.084399,0.120513,0.0745506,0.226492,All
1.24065,0.0946292,0.125641,0.0795893,0.233772,All
1.33969,0.0997442,0.130322,0.0826879,0.239555,All
1.43872,0.104859,0.136422,0.0847241,0.241741,All
1.53776,0.109974,0.141026,0.0895141,0.250847,All
1.6368,0.11509,0.14654,0.0921897,0.256172,All
1.73584,0.120205,0.152118,0.0963984,0.264061,All
1.83488,0.130435,0.157073,0.0997442,0.266757,All
1.93392,0.138107,0.163212,0.102696,0.274005,All
2.03296,0.143223,0.169231,0.109116,0.277989,All
2.13199,0.153453,0.174807,0.114392,0.288762,All
2.23103,0.158568,0.180873,0.11871,0.295261,All
2.33007,0.168798,0.187661,0.125803,0.300637,All
2.42911,0.181586,0.196848,0.131274,0.309644,All
2.52815,0.194373,0.204633,0.136774,0.317346,All
2.62719,0.212276,0.212276,0.143959,0.32349,All
2.72623,0.214834,0.219922,0.148195,0.333029,All
2.82526,0.230179,0.229087,0.157216,0.344837,All
2.9243,0.250639,0.238097,0.164935,0.351165,All
3.02334,0.2711,0.248711,0.17352,0.359047,All
3.12238,0.273657,0.256511,0.179124,0.368064,All
3.22142,0.278772,0.266128,0.18742,0.380028,All
3.32046,0.286445,0.276215,0.19691,0.392128,All
3.4195,0.289003,0.287372,0.206452,0.401644,All
3.51853,0.30179,0.295867,0.213452,0.413221,All
3.61757,0.319693,0.305699,0.224935,0.422303,All
3.71661,0.327366,0.317949,0.231167,0.434875,All
3.81565,0.342711,0.329032,0.237787,0.446842,All
3.91469,0.350384,0.337893,0.248718,0.457105,All
4.01373,0.373402,0.348718,0.260083,0.47166,All
4.11277,0.381074,0.359074,0.269526,0.483972,All
4.2118,0.393862,0.371286,0.281691,0.495782,All
4.31084,0.404092,0.382051,0.290863,0.510468,All
4.40988,0.411765,0.394872,0.304238,0.528485,All
4.50892,0.429668,0.404639,0.320103,0.542722,All
4.60796,0.439898,0.417949,0.332471,0.550375,All
4.707,0.450128,0.428759,0.343669,0.557545,All
4.80603,0.457801,0.442582,0.3565,0.573661,All
4.90507,0.468031,0.453846,0.36645,0.582185,All
5.00411,0.475703,0.467866,0.37661,0.590709,All
5.10315,0.485934,0.480818,0.390969,0.606739,All
5.20219,0.485934,0.492308,0.404884,0.619627,All
5.30123,0.501279,0.506427,0.420646,0.631106,All
5.40027,0.511509,0.516927,0.434838,0.647576,All
5.4993,0.519182,0.533333,0.447777,0.658557,All
5.59834,0.534527,0.547558,0.463824,0.672802,All
5.69738,0.549872,0.562821,0.474969,0.68901,All
5.79642,0.554987,0.57752,0.489555,0.702899,All
5.89546,0.56266,0.591026,0.505151,0.723695,All
5.9945,0.57289,0.606138,0.521907,0.745933,All
6.09354,0.59335,0.620823,0.538561,0.758796,All
6.19257,0.611253,0.635897,0.555413,0.787979,All
6.29161,0.636829,0.652062,0.575095,0.800758,All
6.39065,0.649616,0.66838,0.591495,0.821935,All
6.48969,0.662404,0.683053,0.60797,0.841397,All
6.58873,0.677749,0.700767,0.625965,0.85123,All
6.68777,0.690537,0.716374,0.644334,0.874338,All
6.78681,0.69821,0.731708,0.660208,0.883518,All
6.88584,0.70844,0.748052,0.676964,0.908679,All
6.98488,0.736573,0.764103,0.694588,0.924397,All
7.08392,0.749361,0.780051,0.712793,0.934101,All
7.18296,0.759591,0.794608,0.731612,0.973807,All
7.282,0.787724,0.810499,0.746718,0.990415,All
7.38104,0.800512,0.825417,0.763799,0.996805,All
7.48008,0.808184,0.839586,0.778635,1,All
7.57911,0.828645,0.853366,0.794154,1,All
7.67815,0.841432,0.867008,0.805951,1,All
7.77719,0.849105,0.878866,0.824516,1,All
7.87623,0.85422,0.892031,0.835703,1,All
7.97527,0.86445,0.902689,0.851037,1,All
8.07431,0.872123,0.913043,0.864694,1,All
8.17334,0.882353,0.925258,0.87697,1,All
8.27238,0.897698,0.933333,0.889602,1,All
8.37142,0.907928,0.942029,0.900647,1,All
8.47046,0.928389,0.95,0.912072,1,All
8.5695,0.948849,0.956522,0.92278,1,All
8.66854,0.953964,0.964103,0.931793,1,All
8.76758,0.961637,0.969309,0.943079,1,All
8.86661,0.974425,0.976684,0.950777,1,All
8.96565,0.976982,0.97954,0.958763,1,All
9.06469,0.97954,0.984536,0.964056,1,All
9.16373,0.982097,0.987179,0.96927,1,All
9.26277,0.984655,0.989744,0.976684,1,All
9.36181,0.987212,0.992308,0.979487,1,All
9.46085,0.98977,0.994872,0.984536,1,All
9.55988,0.994885,0.997423,0.988329,1,All
9.65892,0.994885,0.997442,0.992268,1,All
9.75796,0.994885,1,0.994859,1,All
9.857,1,1,1,1,All
