time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
3.09181,0.173102,3.09181,0.235116,3.09181,0.173364,1.98663e-08,0.0912202,2.08241e-08,0.367447,1.98663e-08,0.203658,All
3.22,0.170715,3.22,0.23872,3.22,0.168766,4.26027e-08,0.0912202,4.47444e-08,0.367447,4.26027e-08,0.203658,All
3.28106,0.169578,3.28106,0.240437,3.28106,0.166576,9.13601e-08,0.0912202,9.61415e-08,0.367447,9.13601e-08,0.203658,All
3.48189,0.165838,3.48189,0.246082,3.48189,0.159373,1.95919e-07,0.0912202,2.06577e-07,0.367447,1.95919e-07,0.203658,All
3.59,0.160202,3.59,0.239242,3.59,0.152949,4.20142e-07,0.0912202,4.43869e-07,0.367447,4.20142e-07,0.203658,All
3.69501,0.154021,3.69501,0.230668,3.69501,0.146212,9.00982e-07,0.0912202,9.53733e-07,0.367447,9.00982e-07,0.203658,All
3.92117,0.140707,3.92117,0.212199,3.92117,0.131703,1.93213e-06,0.0912202,2.04927e-06,0.367446,1.93213e-06,0.203658,All
3.96,0.138421,3.96,0.209029,3.96,0.129212,4.14339e-06,0.0912201,4.40322e-06,0.367445,4.14339e-06,0.203658,All
4.16118,0.126374,4.16118,0.190198,4.16118,0.119806,8.88537e-06,0.09122,9.46112e-06,0.367442,8.88537e-06,0.203657,All
4.33,0.116223,4.33,0.173896,4.33,0.112641,1.90544e-05,0.0912198,2.03289e-05,0.367437,1.90544e-05,0.203657,All
4.41588,0.111059,4.41588,0.165602,4.41588,0.108997,4.08616e-05,0.0912193,4.36804e-05,0.367425,4.08616e-05,0.203655,All
4.68617,0.101926,4.68617,0.147216,4.68617,0.100911,8.76264e-05,0.0912184,9.38552e-05,0.367399,8.76264e-05,0.203653,All
4.7,0.101623,4.7,0.146453,4.7,0.100576,0.000187912,0.0912162,0.000201665,0.367344,0.000187912,0.203646,All
4.973,0.0956478,4.973,0.131403,4.973,0.093953,0.000402972,0.0912117,0.000433313,0.367226,0.000402972,0.203634,All
5.07,0.097879,5.07,0.131575,5.07,0.0934115,0.000864161,0.0912019,0.000931052,0.366972,0.000864161,0.203606,All
5.27739,0.10624,5.27739,0.136496,5.27739,0.0937472,0.00185317,0.091181,0.00200053,0.366426,0.00185317,0.203547,All
5.44,0.112796,5.44,0.140354,5.44,0.0940105,0.00397406,0.0911361,0.00429851,0.365254,0.00397406,0.203419,All
5.60041,0.121875,5.60041,0.150963,5.60041,0.10315,0.00852225,0.0910398,0.00923613,0.362734,0.00852225,0.203146,All
5.81,0.135775,5.81,0.170135,5.81,0.122024,0.0182757,0.0908334,0.0198455,0.35732,0.0182757,0.202561,All
5.94321,0.14461,5.94321,0.18232,5.94321,0.134019,0.0391917,0.0903907,0.0426416,0.345687,0.0391917,0.201306,All
6.18,0.157512,6.18,0.204319,6.18,0.155543,0.0840454,0.0894413,0.0916233,0.320691,0.0840454,0.198614,All
6.30698,0.163957,6.30698,0.216173,6.30698,0.167118,0.163479,0.0877599,0.18033,0.283006,0.163479,0.193847,All
6.55,0.173695,6.55,0.23543,6.55,0.184181,0.180233,0.0874053,0.196869,0.279525,0.180233,0.192841,All
6.69302,0.17353,6.69302,0.238971,6.69302,0.182654,0.326959,0.0842996,0.36066,0.245058,0.326959,0.184035,All
6.92,0.173268,6.92,0.244591,6.92,0.18023,0.386504,0.0830393,0.423009,0.231938,0.386504,0.180462,All
7.10269,0.165094,7.10269,0.237612,7.10269,0.168748,0.490438,0.0808393,0.540989,0.207111,0.490438,0.174224,All
7.29,0.150353,7.29,0.221269,7.29,0.149363,0.653918,0.077379,0.721319,0.194439,0.653918,0.164413,All
7.53743,0.128572,7.53743,0.196362,7.53743,0.122289,0.817397,0.0739187,0.901649,0.196784,0.817397,0.154601,All
7.66,0.111363,7.66,0.174801,7.66,0.104803,0.828845,0.0736764,0.908912,0.197071,0.828845,0.153914,All
7.99879,0.0637976,7.99879,0.115202,7.99879,0.05647,0.980876,0.0704584,1.08198,0.203895,0.980876,0.14479,All
8.03,0.0614815,8.03,0.113049,8.03,0.053756,1.14436,0.0650354,1.26231,0.210954,1.14436,0.133142,All
8.4,0.0350142,8.4,0.089125,8.4,0.0224152,1.30784,0.0329534,1.44264,0.200867,1.30784,0.0965489,All
8.48838,0.028692,8.48838,0.0834102,8.48838,0.0149289,1.47131,0.000871455,1.62297,0.174168,1.47131,0.0599555,All
8.77,0.0291792,8.77,0.0969682,8.77,0.0126013,1.63479,-0.0262286,1.8033,0.127708,1.63479,0.028285,All
9.00794,0.0305098,9.00794,0.109797,9.00794,0.0117551,1.77743,-0.032732,1.95296,0.082592,1.77743,0.0175864,All
9.14,0.0339611,9.14,0.120432,9.14,0.016713,1.79827,-0.0310496,1.98363,0.0735511,1.79827,0.0186068,All
9.51,0.0428486,9.51,0.148897,9.51,0.0297616,1.96175,-0.015166,2.16396,0.0241098,1.96175,0.029244,All
9.5593,0.0402804,9.5593,0.146308,9.5593,0.0274598,2.12523,0.0205485,2.34429,-0.00385834,2.12523,0.059332,All
9.88,0.0235759,9.88,0.129467,9.88,0.0124877,2.28871,0.0593408,2.52462,0.0042424,2.28871,0.0925406,All
10.1444,0.00676284,10.1444,0.10429,10.1444,-0.00410178,2.45219,0.0805612,2.70495,0.0588692,2.45219,0.108745,All
10.25,-0.000959646,10.25,0.0904903,10.25,-0.0121348,2.61567,0.0659385,2.88528,0.0931826,2.61567,0.0901095,All
10.62,-0.0206792,10.62,0.0465898,10.62,-0.0331735,2.77915,0.0200899,3.06561,0.0238561,2.77915,0.0408382,All
10.7653,-0.0224168,10.7653,0.0329947,10.7653,-0.0356184,2.94263,-0.0147311,3.24594,-0.0481649,2.94263,0.0016288,All
10.99,-0.0251027,10.99,0.0119796,10.99,-0.0393977,3.10611,-0.0178125,3.42627,-0.0448787,3.10611,-0.00567904,All
11.36,-0.00620718,11.36,0.0298972,11.36,-0.0219999,3.26959,-0.00554471,3.6066,0.0086957,3.26959,0.00608888,All
11.4243,-0.00281257,11.4243,0.0332629,11.4243,-0.0188639,3.43307,-0.0222927,3.78693,0.0773177,3.43307,-0.00933841,All
11.73,0.0123403,11.73,0.0689474,11.73,-0.00441508,3.59655,-0.0208037,3.96726,0.129462,3.59655,-0.01009,All
12.1,0.0119897,12.1,0.080537,12.1,-0.00522749,3.76003,0.038748,4.14759,0.14732,3.76003,0.0442793,All
12.1235,0.00882661,12.1235,0.0745029,12.1235,-0.00838895,3.81165,0.0605426,4.19629,0.144444,3.81165,0.0643294,All
12.47,-0.0377492,12.47,-0.0143502,12.47,-0.0549412,3.92351,0.0572503,4.32792,0.118197,3.92351,0.0599181,All
12.84,-0.088827,12.84,-0.122918,12.84,-0.106101,4.08699,0.0330418,4.50824,0.0606476,4.08699,0.0348664,All
12.8656,-0.0923681,12.8656,-0.130511,12.8656,-0.109648,4.25046,-0.00959139,4.68857,0.0207374,4.25046,-0.00786209,All
13.21,-0.100768,13.21,-0.153578,13.21,-0.11869,4.41394,-0.000982327,4.8689,0.0313013,4.41394,-0.00241282,All
13.58,-0.08162,13.58,-0.120463,13.58,-0.10099,4.57742,0.0109857,5.04923,0.0708697,4.57742,0.00619453,All
13.6531,-0.0769941,13.6531,-0.111421,13.6531,-0.0969171,4.7409,0.0231048,5.22956,0.100456,4.7409,0.0164681,All
13.95,-0.0581974,13.95,-0.0746803,13.95,-0.0803672,4.90438,0.0352476,5.40989,0.109173,4.90438,0.0270028,All
14.32,-0.0817496,14.32,-0.121547,14.32,-0.107482,5.06786,0.0464543,5.59022,0.0942717,5.06786,0.0366046,All
14.4888,-0.0958396,14.4888,-0.149526,14.4888,-0.123252,5.23134,0.0539581,5.77055,0.0598442,5.23134,0.04187,All
14.69,-0.105535,14.69,-0.179154,14.69,-0.132929,5.39482,0.0616222,5.95088,0.0273175,5.39482,0.0460238,All
15.06,-0.117587,15.06,-0.227936,15.06,-0.144515,5.5583,0.067504,6.13121,0.0345203,5.5583,0.0482224,All
15.3756,-0.105834,15.3756,-0.246244,15.3756,-0.131428,5.72178,0.059245,6.31154,0.0786827,5.72178,0.034909,All
15.43,-0.103808,15.43,-0.2494,15.43,-0.129171,5.88526,0.050986,6.49187,0.0854706,5.88526,0.0215955,All
15.8,-0.0732264,15.8,-0.254503,15.8,-0.0988253,6.04874,0.042727,6.6722,0.0611059,6.04874,0.00828202,All
16.17,-0.0429019,16.17,-0.248836,16.17,-0.0693366,6.21222,0.0426214,6.85253,0.0560076,6.21222,0.00656187,All
16.3167,-0.0328269,16.3167,-0.243346,16.3167,-0.0596769,6.3757,0.0431701,7.03286,0.0556351,6.3757,0.0057721,All
16.54,-0.0212576,16.54,-0.233968,16.54,-0.0485214,6.53918,0.0437188,7.21319,0.0502656,6.53918,0.00498232,All
16.91,-0.0306757,16.91,-0.21067,16.91,-0.0569665,6.70266,0.0597171,7.39352,0.0395571,6.70266,0.021671,All
17.28,-0.0586537,17.28,-0.192007,17.28,-0.0829083,6.86614,0.0764888,7.57385,0.0412611,6.86614,0.0391442,All
17.3154,-0.0619039,17.3154,-0.190363,17.3154,-0.0859307,7.02961,0.0898188,7.75418,0.0822128,7.02961,0.0507567,All
17.65,-0.0947116,17.65,-0.184639,17.65,-0.116575,7.19309,0.0968415,7.93451,0.114008,7.19309,0.0516284,All
18.02,-0.133108,18.02,-0.193933,18.02,-0.152633,7.35657,0.11816,8.11484,0.0527828,7.35657,0.0709067,All
18.3753,-0.157174,18.3753,-0.241222,18.3753,-0.175669,7.52005,0.167206,8.29517,-0.0284732,7.52005,0.12889,All
18.39,-0.158171,18.39,-0.243181,18.39,-0.176623,7.68353,0.148619,8.4755,-0.0302027,7.68353,0.109264,All
18.76,-0.159759,18.76,-0.334797,18.76,-0.179045,7.84701,0.0901411,8.65583,0.0195572,7.84701,0.0429717,All
19.13,-0.132892,19.13,-0.471867,19.13,-0.155252,8.01049,0.162354,8.83616,0.0622804,8.01049,0.11455,All
19.5,-0.0718304,19.5,-0.659756,19.5,-0.099914,8.17397,0.0575324,9.01649,0.0419509,8.17397,0.0143748,All
