time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,0.332577,1,0.5227,1,0.372546,2.22045e-16,0.0912202,2.22045e-16,0.367447,2.22045e-16,0.203658,All
1.06121,0.312239,1.06121,0.513375,1.06121,0.35892,4.76168e-16,0.0912202,4.77103e-16,0.367447,4.76168e-16,0.203658,All
1.12616,0.290655,1.12616,0.50348,1.12616,0.34446,1.02113e-15,0.0912202,1.02514e-15,0.367447,1.02113e-15,0.203658,All
1.19509,0.267751,1.19509,0.492979,1.19509,0.329116,2.18978e-15,0.0912202,2.2027e-15,0.367447,2.18978e-15,0.203658,All
1.26824,0.243444,1.26824,0.481835,1.26824,0.312832,4.69591e-15,0.0912202,4.73291e-15,0.367447,4.69591e-15,0.203658,All
1.34587,0.21765,1.34587,0.470009,1.34587,0.295551,1.00702e-14,0.0912202,1.01695e-14,0.367447,1.00702e-14,0.203658,All
1.37,0.209632,1.37,0.466334,1.37,0.290179,2.15953e-14,0.0912202,2.1851e-14,0.367447,2.15953e-14,0.203658,All
1.42825,0.190277,1.42825,0.45746,1.42825,0.277212,4.63105e-14,0.0912202,4.69509e-14,0.367447,4.63105e-14,0.203658,All
1.51567,0.167582,1.51567,0.444477,1.51567,0.260585,9.93114e-14,0.0912202,1.00882e-13,0.367447,9.93114e-14,0.203658,All
1.60844,0.174373,1.60844,0.432327,1.60844,0.256711,2.1297e-13,0.0912202,2.16764e-13,0.367447,2.1297e-13,0.203658,All
1.70689,0.181579,1.70689,0.419434,1.70689,0.252599,4.56708e-13,0.0912202,4.65757e-13,0.367447,4.56708e-13,0.203658,All
1.74,0.184002,1.74,0.415098,1.74,0.251216,9.79397e-13,0.0912202,1.00076e-12,0.367447,9.79397e-13,0.203658,All
1.81137,0.189226,1.81137,0.405751,1.81137,0.248236,2.10029e-12,0.0912202,2.15032e-12,0.367447,2.10029e-12,0.203658,All
1.92224,0.197341,1.92224,0.391231,1.92224,0.243605,4.504e-12,0.0912202,4.62036e-12,0.367447,4.504e-12,0.203658,All
2.0399,0.200315,2.0399,0.366631,2.0399,0.235515,9.65869e-12,0.0912202,9.92767e-12,0.367447,9.65869e-12,0.203658,All
2.11,0.195539,2.11,0.3413,2.11,0.227006,2.07128e-11,0.0912202,2.13314e-11,0.367447,2.07128e-11,0.203658,All
2.16476,0.191809,2.16476,0.321515,2.16476,0.220359,4.44179e-11,0.0912202,4.58344e-11,0.367447,4.44179e-11,0.203658,All
2.29726,0.182783,2.29726,0.273637,2.29726,0.204276,9.52528e-11,0.0912202,9.84835e-11,0.367447,9.52528e-11,0.203658,All
2.43787,0.173205,2.43787,0.222829,2.43787,0.187209,2.04267e-10,0.0912202,2.1161e-10,0.367447,2.04267e-10,0.203658,All
2.48,0.170335,2.48,0.207605,2.48,0.182095,4.38044e-10,0.0912202,4.54681e-10,0.367447,4.38044e-10,0.203658,All
2.58709,0.16999,2.58709,0.205979,2.58709,0.179143,9.39371e-10,0.0912202,9.76965e-10,0.367447,9.39371e-10,0.203658,All
2.74544,0.171839,2.74544,0.216164,2.74544,0.17819,2.01445e-09,0.0912202,2.09919e-09,0.367447,2.01445e-09,0.203658,All
2.85,0.17306,2.85,0.222888,2.85,0.177561,4.31993e-09,0.0912202,4.51048e-09,0.367447,4.31993e-09,0.203658,All
2.91348,0.173802,2.91348,0.226971,2.91348,0.177178,9.26397e-09,0.0912202,9.69159e-09,0.367447,9.26397e-09,0.203658,All
