ID,time,prediction_pwRes,pwRes,pwRes_simBlq,prediction_iwRes_mean,iwRes_mean,iwRes_mean_simBlq,prediction_iwRes_mode,iwRes_mode,iwRes_mode_simBlq,prediction_npde,npde,npde_simBlq,censored,split,color,filter
7,1,0,2.82997,0.246873,0,3.48459,1.17686,0,3.48459,0.164174,0,2.14298,0.380334,1,All,#4682B4,0
7,1.5,0,1.08943,-0.219877,0,3.48459,0.167827,0,3.48459,1.63801,0,1.05148,0.0508223,1,All,#4682B4,0
7,2,1.13315,0.270881,-0.640516,0,3.48459,0.39725,0,3.48459,0.258266,1.13315,0.350757,-0.363523,1,All,#4682B4,0
7,2.5,5.17628,-0.314506,-0.541993,0,3.48459,0.686246,0,3.48459,0.433104,5.17628,-0.288107,-0.451959,1,All,#4682B4,0
7,3,6.55594,-0.784852,-0.813344,1.97577,1.18967,-0.0702335,1.32482,1.94577,0.53712,6.55594,-0.756416,-0.784307,1,All,#4682B4,0
7,3.5,7.31124,-0.841234,-0.841234,3.72774,0.256996,0.256996,3.32411,0.72583,0.72583,7.31124,-0.950348,-0.950348,0,All,#4682B4,0
7,4,7.78192,-1.58478,-1.58796,4.88397,-2.18829,-2.45866,4.60582,-1.8652,-2.05067,7.78192,-1.36578,-1.36894,1,All,#4682B4,0
7,4.5,8.06042,-0.906402,-0.906402,5.71771,-0.547901,-0.547901,5.51714,-0.314938,-0.314938,8.06042,-1.1224,-1.1224,0,All,#4682B4,0
7,5,8.17397,-1.04685,-1.04685,6.34736,-0.777479,-0.777479,6.2019,-0.608525,-0.608525,8.17397,-1.19452,-1.19452,0,All,#4682B4,0
7,5.5,8.14817,-0.122661,-0.122661,6.83496,0.59242,0.59242,6.73463,0.70896,0.70896,8.14817,-0.281273,-0.281273,0,All,#4682B4,0
7,6,8.02638,0.731128,0.731128,7.21199,1.51117,1.51117,7.1522,1.5806,1.5806,8.02638,0.78023,0.78023,0,All,#4682B4,0
7,6.5,7.85068,0.334058,0.334058,7.48694,0.400794,0.400794,7.46421,0.427199,0.427199,7.85068,0.27473,0.27473,0,All,#4682B4,0
7,7,7.61964,-0.254345,-0.254345,7.64675,-0.806974,-0.806974,7.66281,-0.825622,-0.825622,7.61964,-0.336234,-0.336234,0,All,#4682B4,0
7,7.5,7.32787,0.9517,0.9517,7.68434,0.675611,0.675611,7.73843,0.612791,0.612791,7.32787,0.981611,0.981611,0,All,#4682B4,0
7,8,6.9719,0.531731,0.531731,7.61218,-0.0571292,-0.0571292,7.70017,-0.159322,-0.159322,6.9719,0.584347,0.584347,0,All,#4682B4,0
7,8.5,6.54779,0.410269,0.410269,7.45398,-0.339144,-0.339144,7.578,-0.483195,-0.483195,6.54779,0.376852,0.376852,0,All,#4682B4,0
7,9,6.06088,-0.0160501,-0.0160501,7.20406,-1.07332,-1.07332,7.3865,-1.28523,-1.28523,6.06088,-0.0732434,-0.0732434,0,All,#4682B4,0
7,9.5,5.54,1.37064,1.37064,6.86839,1.40499,1.40499,7.12626,1.10547,1.10547,5.54,1.48293,1.48293,0,All,#4682B4,0
7,10,5.03544,1.03406,1.03406,6.44921,1.12179,1.12179,6.80161,0.712472,0.712472,5.03544,1.10021,1.10021,0,All,#4682B4,0
7,10.5,4.59957,0.895142,0.895142,5.94746,1.2481,1.2481,6.41169,0.708893,0.708893,4.59957,0.8611,0.8611,0,All,#4682B4,0
7,11,4.26052,0.684327,0.684327,5.37077,1.18851,1.18851,5.95547,0.509367,0.509367,4.26052,0.65759,0.65759,0,All,#4682B4,0
7,11.5,4.00395,0.327198,0.327198,4.74152,0.927453,0.927453,5.43886,0.117472,0.117472,4.00395,0.356419,0.356419,0,All,#4682B4,0
7,12,3.81222,-0.0176837,-0.0176837,4.10167,0.828549,0.828549,4.88119,-0.0768854,-0.0768854,3.81222,-0.0399021,-0.0399021,0,All,#4682B4,0
7,12.5,3.65668,1.01459,1.01459,3.49396,2.95846,2.95846,4.3023,2.01955,2.01955,3.65668,1.1199,1.1199,0,All,#4682B4,0
7,13,3.52072,-0.629883,-0.629883,2.93646,0.366505,0.366505,3.73605,-0.562233,-0.562233,3.52072,-0.709133,-0.709133,0,All,#4682B4,0
7,13.5,3.39305,-0.671106,-1.46929,2.43555,0.655623,-0.0163523,3.20843,-0.242099,-0.938967,3.39305,-0.757134,-1.46495,1,All,#4682B4,0
7,14,3.27052,-0.188144,-0.188144,1.98431,1.78607,1.78607,2.73638,0.912522,0.912522,3.27052,-0.2314,-0.2314,0,All,#4682B4,0
7,14.5,3.14201,-0.29434,-0.43222,1.57676,1.65314,0.567717,2.3093,0.802269,-0.00147263,3.14201,-0.354785,-0.498107,1,All,#4682B4,0
7,15,3.00946,-0.202618,-1.70768,1.20882,2.0805,0.00828197,1.92577,1.24775,-0.88191,3.00946,-0.272049,-1.75184,1,All,#4682B4,0
