time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
9.75758,0.0221076,9.75758,-0.0200108,9.75758,0.00442139,1.05286,0.0954294,1.1592,-0.0163736,1.05286,0.0875033,All
9.90909,0.01407,9.90909,-0.0303232,9.90909,-0.00543837,1.08134,0.0971849,1.19549,0.0139547,1.08134,0.0898403,All
10.0606,0.00633977,10.0606,-0.0421683,10.0606,-0.014151,1.10983,0.0981263,1.23178,0.0473804,1.10983,0.0913036,All
10.2121,-0.000929188,10.2121,-0.0563125,10.2121,-0.0211428,1.13831,0.0990678,1.26807,0.0820899,1.13831,0.0927669,All
10.3636,-0.00819814,10.3636,-0.0704566,10.3636,-0.0281346,1.1668,0.107376,1.30436,0.116911,1.1668,0.10229,All
10.5152,-0.0154671,10.5152,-0.0846008,10.5152,-0.0351264,1.19528,0.118311,1.34065,0.148821,1.19528,0.114686,All
10.6667,-0.0227361,10.6667,-0.098745,10.6667,-0.0421182,1.22377,0.129246,1.37694,0.17941,1.22377,0.127082,All
10.8182,-0.030005,10.8182,-0.112889,10.8182,-0.04911,1.25225,0.14018,1.41322,0.206877,1.25225,0.139478,All
10.9697,-0.037274,10.9697,-0.127033,10.9697,-0.0561018,1.28074,0.151115,1.44951,0.227211,1.28074,0.151874,All
11.1212,-0.0335866,11.1212,-0.124665,11.1212,-0.0512232,1.30922,0.16205,1.4858,0.241535,1.30922,0.16427,All
11.2727,-0.0271601,11.2727,-0.118168,11.2727,-0.0433771,1.33771,0.172985,1.52209,0.253465,1.33771,0.176666,All
11.4242,-0.0207336,11.4242,-0.111672,11.4242,-0.0355309,1.36619,0.183919,1.55838,0.25973,1.36619,0.189062,All
11.5758,-0.014307,11.5758,-0.105175,11.5758,-0.0276848,1.39468,0.194854,1.59467,0.262082,1.39468,0.201458,All
11.7273,-0.00788054,11.7273,-0.0986789,11.7273,-0.0198387,1.42317,0.205789,1.63096,0.260956,1.42317,0.213854,All
11.8788,-0.00145404,11.8788,-0.0921824,11.8788,-0.0119925,1.45165,0.209922,1.66725,0.256799,1.45165,0.217819,All
12.0303,0.00608216,12.0303,-0.085561,12.0303,-0.00320093,1.48014,0.213581,1.70354,0.250143,1.48014,0.221196,All
12.1818,0.0180571,12.1818,-0.0784406,12.1818,0.0093726,1.50862,0.21724,1.73983,0.241805,1.50862,0.224573,All
12.3333,0.0300321,12.3333,-0.0713201,12.3333,0.0219461,1.53711,0.220899,1.77612,0.233181,1.53711,0.22795,All
12.4848,0.0420071,12.4848,-0.0641996,12.4848,0.0345197,1.56559,0.224558,1.81241,0.225358,1.56559,0.231327,All
12.6364,0.053982,12.6364,-0.0570791,12.6364,0.0470932,1.59408,0.228217,1.8487,0.219376,1.59408,0.234704,All
12.7879,0.065957,12.7879,-0.0499587,12.7879,0.0596667,1.62256,0.231876,1.88499,0.217388,1.62256,0.238081,All
12.9394,0.077932,12.9394,-0.0428382,12.9394,0.0722403,1.65105,0.235536,1.92128,0.218967,1.65105,0.241458,All
13.0909,0.0794552,13.0909,-0.0356928,13.0909,0.0740076,1.67953,0.239195,1.95757,0.227157,1.67953,0.244835,All
13.2424,0.0740105,13.2424,-0.0285309,13.2424,0.0685707,1.70802,0.242854,1.99385,0.239837,1.70802,0.248212,All
13.3939,0.0685658,13.3939,-0.021369,13.3939,0.0631339,1.7365,0.116924,2.03014,0.261035,1.7365,0.107186,All
13.5455,0.0631211,13.5455,-0.0142071,13.5455,0.0576971,1.76499,0.131143,2.06643,0.295158,1.76499,0.123859,All
13.697,0.0576764,13.697,-0.00704515,13.697,0.0522602,1.79347,0.155841,2.10272,0.332242,1.79347,0.15232,All
13.8485,0.0522318,13.8485,0.000116765,13.8485,0.0468234,1.82196,0.180538,2.13901,0.390497,1.82196,0.18078,All
14,0.0467871,14,0.00727868,14,0.0413866,1.85044,0.205236,2.1753,0.449441,1.85044,0.209241,All
