ID,time,prediction_pwRes,pwRes,pwRes_simBlq,prediction_iwRes_mean,iwRes_mean,iwRes_mean_simBlq,prediction_iwRes_mode,iwRes_mode,iwRes_mode_simBlq,prediction_npde,npde,npde_simBlq,censored,split,color,filter
7,1,0,125.903,-0.0447214,0,5.71957e+15,1.2505,0,5.71957e+15,0,0,2.86548,0.510392,1,All,#4682B4,0
7,1.5,0,3.80796,-0.203901,0,5.71957e+15,0,0,5.71957e+15,1.77857,0,2.08946,0.315095,1,All,#4682B4,0
7,2,0,1.30989,-0.419826,0,5.71957e+15,0,0,5.71957e+15,0,0,1.29247,0.417675,1,All,#4682B4,0
7,2.5,0.828232,0.475934,0.154086,0,5.71957e+15,0,0,5.71957e+15,0,0.828232,0.659785,0.424771,1,All,#4682B4,0
7,3,1.6665,-0.0229953,-0.591964,0,5.71957e+15,0,0,5.71957e+15,0,1.6665,0.14271,-0.271613,1,All,#4682B4,0
7,3.5,2.12541,-0.317655,-0.417887,0,5.71957e+15,0,0,5.71957e+15,0,2.12541,-0.209669,-0.293563,1,All,#4682B4,0
7,4,2.41139,-0.534071,-1.31689,0.54023,3.34807,0.420382,0.288658,8.42603,-0.619413,2.41139,-0.426247,-1.1063,1,All,#4682B4,0
7,4.5,2.5806,-0.648443,-1.1626,1.18557,0.176501,0.00824467,0.994418,0.68686,-0.00144817,2.5806,-0.640495,-1.08717,1,All,#4682B4,0
7,5,2.64959,-0.796565,-1.04558,1.67295,-0.596968,-0.603457,1.52472,-0.414054,-1.16848,2.64959,-0.77169,-0.992632,1,All,#4682B4,0
7,5.5,2.63392,0.322314,0.322314,2.05037,0.857798,0.857798,1.93728,1.05255,1.05255,2.63392,0.38289,0.38289,0,All,#4682B4,0
7,6,2.55992,1.07342,1.07342,2.3422,1.40506,1.40506,2.26066,1.54513,1.54513,2.55992,1.02975,1.02975,0,All,#4682B4,0
7,6.5,2.45317,0.499602,0.499602,2.55503,0.315237,0.315237,2.50229,0.374115,0.374115,2.45317,0.498904,0.498904,0,All,#4682B4,0
7,7,2.31279,-0.0467834,-0.0467834,2.67873,-0.461445,-0.461445,2.65609,-0.444256,-0.444256,2.31279,0.0632286,0.0632286,0,All,#4682B4,0
7,7.5,2.13551,1.42149,1.42149,2.70782,0.880686,0.880686,2.71465,0.872233,0.872233,2.13551,1.31769,1.31769,0,All,#4682B4,0
7,8,1.91923,0.12592,0.12592,2.65197,-0.497169,-0.497169,2.68502,-0.52156,-0.52156,1.91923,0.298735,0.298735,0,All,#4682B4,0
7,8.5,1.66154,0.065249,0.065249,2.52951,-0.636411,-0.636411,2.59041,-0.679718,-0.679718,1.66154,0.216927,0.216927,0,All,#4682B4,0
7,9,1.36571,-0.35398,-1.23663,2.33607,-1.13106,-1.97467,2.44211,-1.18957,-1.41188,1.36571,-0.220676,-1.35168,1,All,#4682B4,0
7,9.5,1.04922,1.70536,1.70536,2.07625,1.3534,1.3534,2.24057,1.07236,1.07236,1.04922,1.51268,1.51268,0,All,#4682B4,0
7,10,0.74266,0.726618,0.726618,1.75178,0.549263,0.549263,1.98915,0.187958,0.187958,0.74266,0.886473,0.886473,0,All,#4682B4,0
7,10.5,0.47783,0.421925,0.421925,1.36341,0.557331,0.557331,1.68719,-0.0252455,-0.0252455,0.47783,0.564301,0.564301,0,All,#4682B4,0
7,11,0.271827,0.180304,-0.882734,0.917028,0.953989,-0.44638,1.33387,-0.118684,-1.0663,0.271827,0.345045,-0.825671,1,All,#4682B4,0
7,11.5,0.115939,0.399856,-0.956106,0.429968,4.84223,-1.31716,0.933798,0.892347,0.869174,0.115939,0.552936,-0.90851,1,All,#4682B4,0
7,12,0,0.438732,-0.935875,0,5.71957e+15,0,0.50192,3.79279,1.73635,0,0.648243,-0.971278,1,All,#4682B4,0
7,12.5,0,0.722382,-0.81898,0,5.71957e+15,1.28638,0.0536072,56.2389,-1.00619,0,0.942028,-1.06363,1,All,#4682B4,0
7,13,0,0.934062,-0.749581,0,5.71957e+15,1.32312,0,5.71957e+15,0,0,1.03741,-0.501731,1,All,#4682B4,0
7,13.5,0,0.947566,-0.643363,0,5.71957e+15,0,0,5.71957e+15,1.6389,0,1.08808,-0.249885,1,All,#4682B4,0
7,14,0,1.01458,-0.58057,0,5.71957e+15,0,0,5.71957e+15,0,0,1.14047,-0.352638,1,All,#4682B4,0
7,14.5,0,1.21145,-0.537874,0,5.71957e+15,1.16648,0,5.71957e+15,0,0,1.21597,-0.365044,1,All,#4682B4,0
7,15,0,1.29022,-0.53817,0,5.71957e+15,0,0,5.71957e+15,1.35312,0,1.23473,-0.191457,1,All,#4682B4,0
7,15.5,0,1.37687,-0.479793,0,5.71957e+15,0,0,5.71957e+15,0,0,1.3252,0.204935,1,All,#4682B4,0
7,16,0,1.4187,-0.472367,0,5.71957e+15,0,0,5.71957e+15,1.33023,0,1.36848,0.00753334,1,All,#4682B4,0
8,1,0,15.1699,-0.0447214,0,5.71957e+15,0,0,5.71957e+15,0,0,2.64291,1.46609,1,All,#4682B4,0
8,1.5,0,3.71251,-0.212053,0,5.71957e+15,1.77857,0,5.71957e+15,0,0,2.02035,0.819091,1,All,#4682B4,0
8,2,0,1.03463,-0.455939,0,5.71957e+15,0,0,5.71957e+15,0,0,1.17706,-0.0822611,1,All,#4682B4,0
8,2.5,0.828232,0.443136,-0.235341,0.0509159,59.3426,-0.388498,0.0041995,747.057,-2.10201,0.828232,0.564152,0.202312,1,All,#4682B4,0
8,3,1.6665,0.474094,0.474094,1.8456,0.0193403,0.0193403,1.80071,0.0816063,0.0816063,1.6665,0.504017,0.504017,0,All,#4682B4,0
8,3.5,2.12541,-0.292968,-1.10455,2.37026,-1.1505,-1.2398,2.32188,-1.12282,-1.46848,2.12541,-0.175975,-0.769341,1,All,#4682B4,0
8,4,2.41139,1.12395,1.12395,2.64499,0.885521,0.885521,2.59607,0.948917,0.948917,2.41139,1.13793,1.13793,0,All,#4682B4,0
8,4.5,2.5806,-0.603114,-0.943625,2.80397,-1.35591,-1.54925,2.75715,-1.33684,-1.92915,2.5806,-0.554617,-0.929749,1,All,#4682B4,0
8,5,2.64959,1.19131,1.19131,2.88336,0.899679,0.899679,2.84102,0.950022,0.950022,2.64959,1.22955,1.22955,0,All,#4682B4,0
8,5.5,2.63392,-0.794944,-1.03144,2.89852,-1.39253,-1.74004,2.8636,-1.37928,-1.53895,2.63392,-0.782032,-1.01887,1,All,#4682B4,0
8,6,2.55992,1.18055,1.18055,2.86416,0.965586,0.965586,2.8384,0.996841,0.996841,2.55992,1.13554,1.13554,0,All,#4682B4,0
8,6.5,2.45317,-0.765876,-0.922268,2.79514,-1.35236,-1.3531,2.77944,-1.346,-1.9886,2.45317,-0.798384,-0.998621,1,All,#4682B4,0
8,7,2.31279,1.46387,1.46387,2.70096,1.11864,1.11864,2.69657,1.12448,1.12448,2.31279,1.37021,1.37021,0,All,#4682B4,0
8,7.5,2.13551,0.709577,0.709577,2.5846,0.283276,0.283276,2.5935,0.273795,0.273795,2.13551,0.828205,0.828205,0,All,#4682B4,0
8,8,1.91923,1.26962,1.26962,2.44525,1.0184,1.0184,2.46996,0.983428,0.983428,1.91923,1.27222,1.27222,0,All,#4682B4,0
8,8.5,1.66154,0.349008,0.349008,2.28027,-0.0981194,-0.0981194,2.32376,-0.142663,-0.142663,1.66154,0.445262,0.445262,0,All,#4682B4,0
8,9,1.36571,0.01166,0.01166,2.08636,-0.399581,-0.399581,2.15186,-0.462858,-0.462858,1.36571,0.248289,0.248289,0,All,#4682B4,0
8,9.5,1.04922,0.500562,0.500562,1.86078,0.43851,0.43851,1.95124,0.303269,0.303269,1.04922,0.633812,0.633812,0,All,#4682B4,0
8,10,0.74266,-0.118746,-0.733462,1.60314,-0.515036,-1.233,1.71979,-0.648216,-0.963695,0.74266,0.0937343,-0.732824,1,All,#4682B4,0
8,10.5,0.47783,-0.0567702,-0.949476,1.32313,-0.0995287,-0.482498,1.45925,-0.321432,-0.714898,0.47783,0.186589,-1.11604,1,All,#4682B4,0
8,11,0.271827,0.100656,-0.76068,1.05127,0.515692,-1.00154,1.18662,0.174157,-1.05599,0.271827,0.299076,-0.682017,1,All,#4682B4,0
8,11.5,0.115939,0.250333,-0.868966,0.829752,1.31503,1.27165,0.936923,0.881105,0.792572,0.115939,0.48505,-0.845786,1,All,#4682B4,0
8,12,0,0.325505,-0.937626,0.676043,2.17755,-1.73635,0.744582,1.74896,-0.124642,0,0.601202,-0.917647,1,All,#4682B4,0
8,12.5,0,0.475955,-0.806899,0.577979,2.96752,-1.00619,0.61612,2.63039,-1.15396,0,0.710025,-0.713164,1,All,#4682B4,0
8,13,0,0.641112,-0.722701,0.51347,3.65172,0.5847,0.533535,3.42118,0.0882715,0,0.912176,-0.776083,1,All,#4682B4,0
8,13.5,0,0.830943,-0.659095,0.469603,4.22437,-0.330725,0.478545,4.09911,-0.335115,0,1.01341,-0.304407,1,All,#4682B4,0
8,14,0,0.986043,-0.604437,0.432645,4.79695,-1.09782,0.43774,4.71225,-0.275166,0,1.09553,-0.492167,1,All,#4682B4,0
8,14.5,0,1.13885,-0.565563,0.397947,5.43131,1.17877,0.403008,5.33198,0.534046,0,1.17265,-0.537323,1,All,#4682B4,0
8,15,0,1.3028,-0.541056,0.365946,6.12298,-0.144101,0.368897,6.05419,0.188563,0,1.24972,-0.645913,1,All,#4682B4,0
8,15.5,0,1.03933,-0.484931,0.330311,7.05094,0.548462,0.335248,6.9106,0.744588,0,1.23249,0.0854023,1,All,#4682B4,0
8,16,0,1.15699,-0.485144,0.292412,8.28605,0.927869,0.299562,8.02912,0.163165,0,1.23718,-0.296864,1,All,#4682B4,0
8,16.5,0,1.16111,-0.464264,0.252931,9.96634,1.60095,0.261763,9.54641,-1.77713,0,1.25389,-0.104871,1,All,#4682B4,0
