rep,ID,time,prediction_iwRes,iwRes_simulated,iwRes_simulated_simBlq,censored,split,color,filter
1,7,1,0,3.48459,1.30464,1,All,#4682B4,0
2,7,1,0,3.48459,1.05608,1,All,#4682B4,0
3,7,1,0,3.48459,0.112272,1,All,#4682B4,0
4,7,1,0,3.48459,0.942136,1,All,#4682B4,0
5,7,1,0,3.48459,1.01698,1,All,#4682B4,0
6,7,1,0,3.48459,0.142188,1,All,#4682B4,0
7,7,1,0,3.48459,0.683381,1,All,#4682B4,0
8,7,1,0,3.48459,0.790527,1,All,#4682B4,0
9,7,1,0,3.48459,0.653933,1,All,#4682B4,0
10,7,1,0,3.48459,0.671243,1,All,#4682B4,0
1,7,1.5,0,3.48459,1.09194,1,All,#4682B4,0
2,7,1.5,0,3.48459,0.043617,1,All,#4682B4,0
3,7,1.5,0,3.48459,0.0387804,1,All,#4682B4,0
4,7,1.5,0,3.48459,1.03361,1,All,#4682B4,0
5,7,1.5,0,3.48459,1.08574,1,All,#4682B4,0
6,7,1.5,0,3.48459,0.377899,1,All,#4682B4,0
7,7,1.5,0,3.48459,0.317706,1,All,#4682B4,0
8,7,1.5,0,3.48459,0.422087,1,All,#4682B4,0
9,7,1.5,0,3.48459,0.498424,1,All,#4682B4,0
10,7,1.5,0,3.48459,0.8146,1,All,#4682B4,0
1,7,2,0,3.48459,0.540723,1,All,#4682B4,0
2,7,2,0,3.48459,0.111698,1,All,#4682B4,0
3,7,2,0,3.48459,0.371337,1,All,#4682B4,0
4,7,2,0,3.48459,0.657534,1,All,#4682B4,0
5,7,2,0,3.48459,0.512559,1,All,#4682B4,0
6,7,2,0,3.48459,0.530067,1,All,#4682B4,0
7,7,2,0,3.48459,1.60135,1,All,#4682B4,0
8,7,2,0,3.48459,0.411847,1,All,#4682B4,0
9,7,2,0,3.48459,0.521098,1,All,#4682B4,0
10,7,2,0,3.48459,1.59769,1,All,#4682B4,0
1,7,2.5,0,3.48459,0.975625,1,All,#4682B4,0
2,7,2.5,0,3.48459,0.832264,1,All,#4682B4,0
3,7,2.5,0,3.48459,0.139799,1,All,#4682B4,0
4,7,2.5,0,3.48459,0.91724,1,All,#4682B4,0
5,7,2.5,0,3.48459,0.156539,1,All,#4682B4,0
6,7,2.5,0,3.48459,1.76114,1,All,#4682B4,0
7,7,2.5,0,3.48459,0.38336,1,All,#4682B4,0
8,7,2.5,0,3.48459,0.412494,1,All,#4682B4,0
9,7,2.5,1.30731,1.96611,0.0245542,1,All,#4682B4,0
10,7,2.5,0.473058,2.93511,0.867794,1,All,#4682B4,0
1,7,3,0.700255,2.67122,-0.784298,1,All,#4682B4,0
2,7,3,1.77801,1.41938,0.539008,1,All,#4682B4,0
3,7,3,0,3.48459,0.00607198,1,All,#4682B4,0
4,7,3,1.23141,2.05427,-0.41118,1,All,#4682B4,0
5,7,3,0,3.48459,0.0727734,1,All,#4682B4,0
6,7,3,2.39748,0.699841,0.36436,1,All,#4682B4,0
7,7,3,1.69546,1.51526,0.154394,1,All,#4682B4,0
8,7,3,0,3.48459,0.149141,1,All,#4682B4,0
9,7,3,2.74993,0.290461,-0.444163,1,All,#4682B4,0
10,7,3,2.19434,0.935796,0.40806,1,All,#4682B4,0
1,7,3.5,3.34008,0.707277,0.707277,0,All,#4682B4,0
2,7,3.5,3.88953,0.0690737,0.0690737,0,All,#4682B4,0
3,7,3.5,3.11513,0.968566,0.968566,0,All,#4682B4,0
4,7,3.5,2.73359,1.41173,1.41173,0,All,#4682B4,0
5,7,3.5,2.63733,1.52354,1.52354,0,All,#4682B4,0
6,7,3.5,3.88452,0.074895,0.074895,0,All,#4682B4,0
7,7,3.5,3.65021,0.347053,0.347053,0,All,#4682B4,0
8,7,3.5,2.44497,1.74697,1.74697,0,All,#4682B4,0
9,7,3.5,3.89648,0.0609995,0.0609995,0,All,#4682B4,0
10,7,3.5,3.42074,0.613588,0.613588,0,All,#4682B4,0
1,7,4,4.77213,-2.05837,-2.48033,1,All,#4682B4,0
2,7,4,5.05607,-2.38818,-2.43161,1,All,#4682B4,0
3,7,4,4.80058,-2.09142,-2.36693,1,All,#4682B4,0
4,7,4,3.89709,-1.042,-1.06522,1,All,#4682B4,0
5,7,4,4.12618,-1.30809,-1.7886,1,All,#4682B4,0
6,7,4,4.90597,-2.21384,-2.72893,1,All,#4682B4,0
7,7,4,4.86673,-2.16826,-2.24302,1,All,#4682B4,0
8,7,4,4.26995,-1.47509,-2.1092,1,All,#4682B4,0
9,7,4,4.83426,-2.13054,-2.34523,1,All,#4682B4,0
10,7,4,4.40493,-1.63187,-1.75025,1,All,#4682B4,0
1,7,4.5,5.70871,-0.537453,-0.537453,0,All,#4682B4,0
2,7,4.5,5.82098,-0.667858,-0.667858,0,All,#4682B4,0
3,7,4.5,5.73407,-0.566902,-0.566902,0,All,#4682B4,0
4,7,4.5,4.82794,0.485592,0.485592,0,All,#4682B4,0
5,7,4.5,5.14749,0.114421,0.114421,0,All,#4682B4,0
6,7,4.5,5.66163,-0.482762,-0.482762,0,All,#4682B4,0
7,7,4.5,5.71671,-0.546747,-0.546747,0,All,#4682B4,0
8,7,4.5,5.28626,-0.0467649,-0.0467649,0,All,#4682B4,0
9,7,4.5,5.61591,-0.429656,-0.429656,0,All,#4682B4,0
10,7,4.5,5.21684,0.0338728,0.0338728,0,All,#4682B4,0
1,7,5,6.37403,-0.80846,-0.80846,0,All,#4682B4,0
2,7,5,6.36286,-0.795484,-0.795484,0,All,#4682B4,0
3,7,5,6.34899,-0.779373,-0.779373,0,All,#4682B4,0
4,7,5,5.58911,0.103249,0.103249,0,All,#4682B4,0
5,7,5,5.90042,-0.258345,-0.258345,0,All,#4682B4,0
6,7,5,6.24107,-0.654027,-0.654027,0,All,#4682B4,0
7,7,5,6.35066,-0.78131,-0.78131,0,All,#4682B4,0
8,7,5,5.95782,-0.325021,-0.325021,0,All,#4682B4,0
9,7,5,6.27607,-0.694679,-0.694679,0,All,#4682B4,0
10,7,5,5.89953,-0.257314,-0.257314,0,All,#4682B4,0
1,7,5.5,6.86804,0.554002,0.554002,0,All,#4682B4,0
2,7,5.5,6.76858,0.66953,0.66953,0,All,#4682B4,0
3,7,5.5,6.78917,0.645613,0.645613,0,All,#4682B4,0
4,7,5.5,6.22036,1.3063,1.3063,0,All,#4682B4,0
5,7,5.5,6.47961,1.00518,1.00518,0,All,#4682B4,0
6,7,5.5,6.69792,0.751607,0.751607,0,All,#4682B4,0
7,7,5.5,6.83969,0.58693,0.58693,0,All,#4682B4,0
8,7,5.5,6.44225,1.04857,1.04857,0,All,#4682B4,0
9,7,5.5,6.83506,0.592308,0.592308,0,All,#4682B4,0
10,7,5.5,6.47922,1.00563,1.00563,0,All,#4682B4,0
1,7,6,7.23197,1.48796,1.48796,0,All,#4682B4,0
2,7,6,7.0758,1.66935,1.66935,0,All,#4682B4,0
3,7,6,7.10841,1.63147,1.63147,0,All,#4682B4,0
4,7,6,6.74545,2.05306,2.05306,0,All,#4682B4,0
5,7,6,6.93176,1.83665,1.83665,0,All,#4682B4,0
6,7,6,7.05538,1.69307,1.69307,0,All,#4682B4,0
7,7,6,7.21733,1.50495,1.50495,0,All,#4682B4,0
8,7,6,6.80905,1.97919,1.97919,0,All,#4682B4,0
9,7,6,7.2964,1.41312,1.41312,0,All,#4682B4,0
10,7,6,6.96675,1.79601,1.79601,0,All,#4682B4,0
1,7,6.5,7.47612,0.413362,0.413362,0,All,#4682B4,0
2,7,6.5,7.30308,0.614358,0.614358,0,All,#4682B4,0
3,7,6.5,7.33626,0.575818,0.575818,0,All,#4682B4,0
4,7,6.5,7.16884,0.770278,0.770278,0,All,#4682B4,0
5,7,6.5,7.27355,0.648651,0.648651,0,All,#4682B4,0
6,7,6.5,7.31834,0.596631,0.596631,0,All,#4682B4,0
7,7,6.5,7.49214,0.39476,0.39476,0,All,#4682B4,0
8,7,6.5,7.08743,0.864843,0.864843,0,All,#4682B4,0
9,7,6.5,7.63785,0.225516,0.225516,0,All,#4682B4,0
10,7,6.5,7.35327,0.556061,0.556061,0,All,#4682B4,0
1,7,7,7.59581,-0.747803,-0.747803,0,All,#4682B4,0
2,7,7,7.45718,-0.586782,-0.586782,0,All,#4682B4,0
3,7,7,7.47698,-0.609783,-0.609783,0,All,#4682B4,0
4,7,7,7.47444,-0.606833,-0.606833,0,All,#4682B4,0
5,7,7,7.50007,-0.636602,-0.636602,0,All,#4682B4,0
6,7,7,7.47995,-0.61323,-0.61323,0,All,#4682B4,0
7,7,7,7.65923,-0.821463,-0.821463,0,All,#4682B4,0
8,7,7,7.28413,-0.385783,-0.385783,0,All,#4682B4,0
9,7,7,7.81375,-1.00094,-1.00094,0,All,#4682B4,0
10,7,7,7.59557,-0.747529,-0.747529,0,All,#4682B4,0
1,7,7.5,7.59221,0.782625,0.782625,0,All,#4682B4,0
2,7,7.5,7.54032,0.842896,0.842896,0,All,#4682B4,0
3,7,7.5,7.53777,0.845861,0.845861,0,All,#4682B4,0
4,7,7.5,7.62193,0.74811,0.74811,0,All,#4682B4,0
5,7,7.5,7.59995,0.773635,0.773635,0,All,#4682B4,0
6,7,7.5,7.53501,0.849061,0.849061,0,All,#4682B4,0
7,7,7.5,7.71519,0.639776,0.639776,0,All,#4682B4,0
8,7,7.5,7.40266,1.00279,1.00279,0,All,#4682B4,0
9,7,7.5,7.79384,0.548424,0.548424,0,All,#4682B4,0
10,7,7.5,7.65307,0.711935,0.711935,0,All,#4682B4,0
1,7,8,7.48569,0.0898027,0.0898027,0,All,#4682B4,0
2,7,8,7.55636,0.0077089,0.0077089,0,All,#4682B4,0
3,7,8,7.51326,0.057775,0.057775,0,All,#4682B4,0
4,7,8,7.58229,-0.0224101,-0.0224101,0,All,#4682B4,0
