ID,time,prediction_pwRes,pwRes,pwRes_simBlq,prediction_iwRes_mean,iwRes_mean,iwRes_mean_simBlq,prediction_iwRes_mode,iwRes_mode,iwRes_mode_simBlq,prediction_npde,npde,npde_simBlq,censored,split,color,filter
7,-1,-0.39794,0.419907,0.419907,-0.245529,0.140127,0.140127,-0.25277,0.153089,0.153089,-0.39794,0.478812,0.478812,0,All,#4682B4,0
7,0,-0.39794,0.0892385,-0.493869,-0.245529,-0.115408,-1.29583,-0.25277,-0.102446,-0.263804,-0.39794,0.0869789,-0.563166,1,All,#4682B4,0
7,1,-0.39794,0.72789,0.72789,-0.245529,0.530592,0.530592,-0.25277,0.543554,0.543554,-0.39794,0.73994,0.73994,0,All,#4682B4,0
7,2,-0.426758,0.147148,0.147148,-0.245529,-0.0827262,-0.0827262,-0.25277,-0.0697643,-0.0697643,-0.426758,0.17798,0.17798,0,All,#4682B4,0
7,3,-0.174542,-0.361805,-0.656068,-0.379798,0.124944,-0.173625,-0.331917,0.039234,-1.77857,-0.174542,-0.30191,-0.611893,1,All,#4682B4,0
7,4,1.1458,-0.507395,-0.507395,-0.727391,1.66967,1.66967,-0.712685,1.64335,1.64335,1.1458,-0.522211,-0.522211,0,All,#4682B4,0
7,5,1.73845,-1.0193,-1.0193,0.0129195,0.208483,0.208483,-0.134657,0.472658,0.472658,1.73845,-1.07116,-1.07116,0,All,#4682B4,0
7,6,1.85044,-1.07121,-1.07121,0.955988,-1.01056,-1.01056,0.876273,-0.867859,-0.867859,1.85044,-1.19954,-1.19954,0,All,#4682B4,0
7,7,1.70864,0.126821,0.126821,1.5232,0.0104702,0.0104702,1.51113,0.0320848,0.0320848,1.70864,0.091496,0.091496,0,All,#4682B4,0
7,8,1.42502,1.74787,1.74787,1.70738,1.53927,1.53927,1.75379,1.45618,1.45618,1.42502,2.07379,2.07379,0,All,#4682B4,0
7,9,1.05828,-0.313876,-0.313876,1.6012,-1.56138,-1.56138,1.6962,-1.73144,-1.73144,1.05828,-0.363735,-0.363735,0,All,#4682B4,0
7,10,0.658774,0.735063,0.735063,1.31087,0.0350755,0.0350755,1.45513,-0.223172,-0.223172,0.658774,0.720237,0.720237,0,All,#4682B4,0
7,11,0.251988,0.430753,0.430753,0.931456,-0.166232,-0.166232,1.10746,-0.481295,-0.481295,0.251988,0.407613,0.407613,0,All,#4682B4,0
7,12,-0.155803,1.11819,1.11819,0.526297,0.938336,0.938336,0.713043,0.604045,0.604045,-0.155803,1.1451,1.1451,0,All,#4682B4,0
7,13,-0.563214,0.364039,0.364039,0.117042,-0.06098,-0.06098,0.305983,-0.3992,-0.3992,-0.563214,0.451811,0.451811,0,All,#4682B4,0
7,14,-0.969594,0.305771,0.0195393,-0.29276,-0.0308607,-0.437341,-0.103372,-0.369882,-0.592557,-0.969594,0.438926,0.0650585,1,All,#4682B4,0
8,-1,-0.39794,0.521756,0.521756,-0.230641,0.249018,0.249018,-0.244141,0.273184,0.273184,-0.39794,0.536872,0.536872,0,All,#4682B4,0
