rep,ID,time,sim_y3,censored,split,color,filter
1,14,13,-0.696089,1,All,-1,0
1,14,14,0.45922,0,All,-1,0
1,15,1,-0.253265,0,All,-1,0
1,15,5,1.71855,0,All,-1,0
1,15,6,1.41591,0,All,-1,0
1,15,7,1.85231,0,All,-1,0
1,15,8,1.91684,0,All,-1,0
1,15,9,0.66565,0,All,-1,0
1,15,10,0.591242,0,All,-1,0
1,15,12,0.677968,0,All,-1,0
1,15,13,-1.72861,1,All,-1,0
1,15,-1,0.516106,0,All,-1,0
1,15,0,-0.232169,0,All,-1,0
1,15,2,-0.838222,1,All,-1,0
1,15,3,1.10257,0,All,-1,0
1,15,4,2.16471,0,All,-1,0
1,15,11,0.350603,0,All,-1,0
1,15,14,-1.01094,1,All,-1,0
1,16,0,-0.866079,1,All,-1,0
1,16,1,0.0925464,0,All,-1,0
1,16,3,-1.20487,1,All,-1,0
1,16,4,-0.451744,1,All,-1,0
1,16,5,1.86116,0,All,-1,0
1,16,6,1.89171,0,All,-1,0
1,16,7,1.17196,0,All,-1,0
1,16,8,1.01417,0,All,-1,0
1,16,9,0.405777,0,All,-1,0
1,16,10,0.340797,0,All,-1,0
1,16,11,1.18697,0,All,-1,0
1,16,12,-0.448619,1,All,-1,0
1,16,13,-0.765038,1,All,-1,0
1,16,14,-0.903288,1,All,-1,0
1,16,-1,0.119421,0,All,-1,0
1,16,2,0.441761,0,All,-1,0
1,17,-1,0.211865,0,All,-1,0
1,17,0,-1.0346,1,All,-1,0
1,17,1,-0.949384,1,All,-1,0
1,17,2,-0.0995018,0,All,-1,0
1,17,3,0.898625,0,All,-1,0
1,17,4,1.90848,0,All,-1,0
1,17,5,1.11313,0,All,-1,0
1,17,6,2.71442,0,All,-1,0
1,17,7,1.39818,0,All,-1,0
1,17,8,1.23049,0,All,-1,0
1,17,9,0.511222,0,All,-1,0
1,17,10,1.49212,0,All,-1,0
1,17,11,0.949469,0,All,-1,0
1,17,12,0.571776,0,All,-1,0
1,17,13,-0.300101,0,All,-1,0
1,17,14,-1.70635,1,All,-1,0
1,18,-1,-1.08367,1,All,-1,0
1,18,0,-1.04785,1,All,-1,0
1,18,1,-0.261344,0,All,-1,0
1,18,4,0.126493,0,All,-1,0
1,18,5,1.31919,0,All,-1,0
1,18,6,1.60847,0,All,-1,0
1,18,7,1.58896,0,All,-1,0
1,18,8,1.99646,0,All,-1,0
1,18,9,1.58094,0,All,-1,0
1,18,10,0.456742,0,All,-1,0
1,18,2,-1.0889,1,All,-1,0
1,18,3,0.271389,0,All,-1,0
1,18,11,-0.25002,0,All,-1,0
1,18,12,-0.669967,1,All,-1,0
1,18,13,-0.469084,1,All,-1,0
1,18,14,-0.903827,1,All,-1,0
2,7,-1,-0.937658,1,All,-1,0
2,7,1,0.538711,0,All,-1,0
2,7,2,-1.12635,1,All,-1,0
2,7,4,0.164409,0,All,-1,0
2,7,5,1.2393,0,All,-1,0
2,7,6,2.5428,0,All,-1,0
2,7,7,2.45771,0,All,-1,0
2,7,8,1.91142,0,All,-1,0
2,7,9,-0.753377,1,All,-1,0
2,7,10,0.756404,0,All,-1,0
2,7,11,0.224973,0,All,-1,0
2,7,12,-0.26004,0,All,-1,0
2,7,13,-1.07166,1,All,-1,0
2,7,0,-0.302076,0,All,-1,0
2,7,3,-1.23257,1,All,-1,0
2,7,14,-0.825851,1,All,-1,0
2,8,-1,-1.47371,1,All,-1,0
2,8,0,-0.905945,1,All,-1,0
2,8,1,-0.359508,1,All,-1,0
