alpha_exp_vs_b_exp_abscissa,alpha_exp_vs_b_exp_spline,alpha_exp_vs_b_exp_regression,alpha_exp_vs_beta_exp_abscissa,alpha_exp_vs_beta_exp_spline,alpha_exp_vs_beta_exp_regression,alpha_exp_vs_delta0_abscissa,alpha_exp_vs_delta0_spline,alpha_exp_vs_delta0_regression,alpha_exp_vs_h_0_abscissa,alpha_exp_vs_h_0_spline,alpha_exp_vs_h_0_regression,alpha_exp_vs_p_abscissa,alpha_exp_vs_p_spline,alpha_exp_vs_p_regression,alpha_exp_vs_rho_exp_abscissa,alpha_exp_vs_rho_exp_spline,alpha_exp_vs_rho_exp_regression,alpha_exp_vs_sigma_abscissa,alpha_exp_vs_sigma_spline,alpha_exp_vs_sigma_regression,alpha_exp_vs_tc_abscissa,alpha_exp_vs_tc_spline,alpha_exp_vs_tc_regression,alpha_exp_vs_td_abscissa,alpha_exp_vs_td_spline,alpha_exp_vs_td_regression,b_exp_vs_alpha_exp_abscissa,b_exp_vs_alpha_exp_spline,b_exp_vs_alpha_exp_regression,b_exp_vs_beta_exp_abscissa,b_exp_vs_beta_exp_spline,b_exp_vs_beta_exp_regression,b_exp_vs_delta0_abscissa,b_exp_vs_delta0_spline,b_exp_vs_delta0_regression,b_exp_vs_h_0_abscissa,b_exp_vs_h_0_spline,b_exp_vs_h_0_regression,b_exp_vs_p_abscissa,b_exp_vs_p_spline,b_exp_vs_p_regression,b_exp_vs_rho_exp_abscissa,b_exp_vs_rho_exp_spline,b_exp_vs_rho_exp_regression,b_exp_vs_sigma_abscissa,b_exp_vs_sigma_spline,b_exp_vs_sigma_regression,b_exp_vs_tc_abscissa,b_exp_vs_tc_spline,b_exp_vs_tc_regression,b_exp_vs_td_abscissa,b_exp_vs_td_spline,b_exp_vs_td_regression,beta_exp_vs_alpha_exp_abscissa,beta_exp_vs_alpha_exp_spline,beta_exp_vs_alpha_exp_regression,beta_exp_vs_b_exp_abscissa,beta_exp_vs_b_exp_spline,beta_exp_vs_b_exp_regression,beta_exp_vs_delta0_abscissa,beta_exp_vs_delta0_spline,beta_exp_vs_delta0_regression,beta_exp_vs_h_0_abscissa,beta_exp_vs_h_0_spline,beta_exp_vs_h_0_regression,beta_exp_vs_p_abscissa,beta_exp_vs_p_spline,beta_exp_vs_p_regression,beta_exp_vs_rho_exp_abscissa,beta_exp_vs_rho_exp_spline,beta_exp_vs_rho_exp_regression,beta_exp_vs_sigma_abscissa,beta_exp_vs_sigma_spline,beta_exp_vs_sigma_regression,beta_exp_vs_tc_abscissa,beta_exp_vs_tc_spline,beta_exp_vs_tc_regression,beta_exp_vs_td_abscissa,beta_exp_vs_td_spline,beta_exp_vs_td_regression,delta0_vs_alpha_exp_abscissa,delta0_vs_alpha_exp_spline,delta0_vs_alpha_exp_regression,delta0_vs_b_exp_abscissa,delta0_vs_b_exp_spline,delta0_vs_b_exp_regression,delta0_vs_beta_exp_abscissa,delta0_vs_beta_exp_spline,delta0_vs_beta_exp_regression,delta0_vs_h_0_abscissa,delta0_vs_h_0_spline,delta0_vs_h_0_regression,delta0_vs_p_abscissa,delta0_vs_p_spline,delta0_vs_p_regression,delta0_vs_rho_exp_abscissa,delta0_vs_rho_exp_spline,delta0_vs_rho_exp_regression,delta0_vs_sigma_abscissa,delta0_vs_sigma_spline,delta0_vs_sigma_regression,delta0_vs_tc_abscissa,delta0_vs_tc_spline,delta0_vs_tc_regression,delta0_vs_td_abscissa,delta0_vs_td_spline,delta0_vs_td_regression,h_0_vs_alpha_exp_abscissa,h_0_vs_alpha_exp_spline,h_0_vs_alpha_exp_regression,h_0_vs_b_exp_abscissa,h_0_vs_b_exp_spline,h_0_vs_b_exp_regression,h_0_vs_beta_exp_abscissa,h_0_vs_beta_exp_spline,h_0_vs_beta_exp_regression,h_0_vs_delta0_abscissa,h_0_vs_delta0_spline,h_0_vs_delta0_regression,h_0_vs_p_abscissa,h_0_vs_p_spline,h_0_vs_p_regression,h_0_vs_rho_exp_abscissa,h_0_vs_rho_exp_spline,h_0_vs_rho_exp_regression,h_0_vs_sigma_abscissa,h_0_vs_sigma_spline,h_0_vs_sigma_regression,h_0_vs_tc_abscissa,h_0_vs_tc_spline,h_0_vs_tc_regression,h_0_vs_td_abscissa,h_0_vs_td_spline,h_0_vs_td_regression,p_vs_alpha_exp_abscissa,p_vs_alpha_exp_spline,p_vs_alpha_exp_regression,p_vs_b_exp_abscissa,p_vs_b_exp_spline,p_vs_b_exp_regression,p_vs_beta_exp_abscissa,p_vs_beta_exp_spline,p_vs_beta_exp_regression,p_vs_delta0_abscissa,p_vs_delta0_spline,p_vs_delta0_regression,p_vs_h_0_abscissa,p_vs_h_0_spline,p_vs_h_0_regression,p_vs_rho_exp_abscissa,p_vs_rho_exp_spline,p_vs_rho_exp_regression,p_vs_sigma_abscissa,p_vs_sigma_spline,p_vs_sigma_regression,p_vs_tc_abscissa,p_vs_tc_spline,p_vs_tc_regression,p_vs_td_abscissa,p_vs_td_spline,p_vs_td_regression,rho_exp_vs_alpha_exp_abscissa,rho_exp_vs_alpha_exp_spline,rho_exp_vs_alpha_exp_regression,rho_exp_vs_b_exp_abscissa,rho_exp_vs_b_exp_spline,rho_exp_vs_b_exp_regression,rho_exp_vs_beta_exp_abscissa,rho_exp_vs_beta_exp_spline,rho_exp_vs_beta_exp_regression,rho_exp_vs_delta0_abscissa,rho_exp_vs_delta0_spline,rho_exp_vs_delta0_regression,rho_exp_vs_h_0_abscissa,rho_exp_vs_h_0_spline,rho_exp_vs_h_0_regression,rho_exp_vs_p_abscissa,rho_exp_vs_p_spline,rho_exp_vs_p_regression,rho_exp_vs_sigma_abscissa,rho_exp_vs_sigma_spline,rho_exp_vs_sigma_regression,rho_exp_vs_tc_abscissa,rho_exp_vs_tc_spline,rho_exp_vs_tc_regression,rho_exp_vs_td_abscissa,rho_exp_vs_td_spline,rho_exp_vs_td_regression,sigma_vs_alpha_exp_abscissa,sigma_vs_alpha_exp_spline,sigma_vs_alpha_exp_regression,sigma_vs_b_exp_abscissa,sigma_vs_b_exp_spline,sigma_vs_b_exp_regression,sigma_vs_beta_exp_abscissa,sigma_vs_beta_exp_spline,sigma_vs_beta_exp_regression,sigma_vs_delta0_abscissa,sigma_vs_delta0_spline,sigma_vs_delta0_regression,sigma_vs_h_0_abscissa,sigma_vs_h_0_spline,sigma_vs_h_0_regression,sigma_vs_p_abscissa,sigma_vs_p_spline,sigma_vs_p_regression,sigma_vs_rho_exp_abscissa,sigma_vs_rho_exp_spline,sigma_vs_rho_exp_regression,sigma_vs_tc_abscissa,sigma_vs_tc_spline,sigma_vs_tc_regression,sigma_vs_td_abscissa,sigma_vs_td_spline,sigma_vs_td_regression,tc_vs_alpha_exp_abscissa,tc_vs_alpha_exp_spline,tc_vs_alpha_exp_regression,tc_vs_b_exp_abscissa,tc_vs_b_exp_spline,tc_vs_b_exp_regression,tc_vs_beta_exp_abscissa,tc_vs_beta_exp_spline,tc_vs_beta_exp_regression,tc_vs_delta0_abscissa,tc_vs_delta0_spline,tc_vs_delta0_regression,tc_vs_h_0_abscissa,tc_vs_h_0_spline,tc_vs_h_0_regression,tc_vs_p_abscissa,tc_vs_p_spline,tc_vs_p_regression,tc_vs_rho_exp_abscissa,tc_vs_rho_exp_spline,tc_vs_rho_exp_regression,tc_vs_sigma_abscissa,tc_vs_sigma_spline,tc_vs_sigma_regression,tc_vs_td_abscissa,tc_vs_td_spline,tc_vs_td_regression,td_vs_alpha_exp_abscissa,td_vs_alpha_exp_spline,td_vs_alpha_exp_regression,td_vs_b_exp_abscissa,td_vs_b_exp_spline,td_vs_b_exp_regression,td_vs_beta_exp_abscissa,td_vs_beta_exp_spline,td_vs_beta_exp_regression,td_vs_delta0_abscissa,td_vs_delta0_spline,td_vs_delta0_regression,td_vs_h_0_abscissa,td_vs_h_0_spline,td_vs_h_0_regression,td_vs_p_abscissa,td_vs_p_spline,td_vs_p_regression,td_vs_rho_exp_abscissa,td_vs_rho_exp_spline,td_vs_rho_exp_regression,td_vs_sigma_abscissa,td_vs_sigma_spline,td_vs_sigma_regression,td_vs_tc_abscissa,td_vs_tc_spline,td_vs_tc_regression
-3.51801,-0.377138,-0.0747112,-1.27478,0.126952,-0.0100451,-1.81463,0.174724,-0.0128642,-0.518889,0.0895528,0.0415392,-1.52526,0.108107,-0.00658788,-1.47423,-0.329397,0.0382057,-1.36774,-0.123148,-0.0321769,-3.89995,-0.191216,-0.0455007,-1.1345,0.0620174,-0.0727587,-0.689439,0.303801,-0.301503,-1.27478,2.12987,2.39966,-1.81463,1.83328,1.94542,-0.518889,2.41145,2.66547,-1.52526,0.190235,-1.07834,-1.47423,1.85654,2.54817,-1.36774,-0.738232,-0.35761,-3.89995,0.553491,1.7732,-1.1345,-2.78616,-2.81884,-0.689439,-0.375579,0.00489509,-3.51801,1.09329,0.856765,-1.81463,-0.925481,-0.561201,-0.518889,-0.965697,-0.621025,-1.52526,0.699781,0.825723,-1.47423,-0.273983,-0.514271,-1.36774,0.359627,0.470068,-3.89995,0.145449,-0.312928,-1.1345,0.725176,0.63319,-0.689439,-0.272316,0.0114383,-3.51801,1.56417,1.73745,-1.27478,-1.29107,-1.38632,-0.518889,-1.23415,-1.31956,-1.52526,-0.680435,-0.285193,-1.47423,-1.32756,-1.38594,-1.36774,-1.24201,-1.00852,-3.89995,-1.68655,-2.12233,-1.1345,1.87528,1.49127,-0.689439,-0.00930414,0.0860261,-3.51801,0.642009,0.649712,-1.27478,-0.39486,-0.405871,-1.81463,-0.305671,-0.347841,-1.52526,-0.00634777,0.261306,-1.47423,-0.325092,-0.493528,-1.36774,0.122585,0.0640344,-3.89995,-0.102156,-0.302285,-1.1345,0.424451,0.467734,-0.689439,0.130073,0.024524,-3.51801,-0.497462,-0.277861,-1.27478,0.699705,0.601288,-1.81463,0.37287,-0.0690692,-0.518889,0.60904,0.281347,-1.47423,0.0137969,0.250617,-1.36774,-0.607551,-0.659596,-3.89995,-0.732392,-0.475971,-1.1345,0.323391,0.275713,-0.689439,-0.016566,0.291338,-3.51801,2.02833,1.81061,-1.27478,-0.681322,-0.878939,-1.81463,-0.788716,-0.967207,-0.518889,-0.913797,-1.32717,-1.52526,0.138635,0.716195,-1.36774,-0.0265767,-0.175468,-3.89995,-0.448827,-0.983677,-1.1345,1.18508,1.29997,-0.689439,0.165735,-0.0051534,-3.51801,-0.0264157,-0.121105,-1.27478,0.605949,0.536218,-1.81463,0.0126588,-0.395007,-0.518889,0.574809,0.12346,-1.52526,-0.770639,-0.969825,-1.47423,-0.485313,-0.111024,-3.89995,-1.17061,-0.989667,-1.1345,0.097934,-0.0972029,-0.689439,-0.438369,-0.175498,-3.51801,2.07296,1.85193,-1.27478,-0.670523,-0.883925,-1.81463,-1.43891,-2.46383,-0.518889,-0.80462,-1.33047,-1.52526,-2.32136,-1.9918,-1.47423,-2.45711,-1.6309,-1.36774,-2.87064,-2.79962,-1.1345,2.69833,1.86061,-0.689439,0.250843,-0.0743243,-3.51801,-0.708988,-0.789059,-1.27478,0.293951,0.513138,-1.81463,0.297759,0.481344,-0.518889,0.291373,0.551199,-1.52526,0.563122,0.306854,-1.47423,0.592395,0.518739,-1.36774,-0.1332,-0.0758792,-3.89995,0.333134,0.511277
-3.45895,-0.289065,-0.0738045,-1.24876,0.0963535,-0.0102628,-1.77146,0.129983,-0.0130505,-0.507452,0.0516015,0.0401673,-1.50106,0.135054,-0.00680915,-1.43757,-0.271631,0.0368005,-1.33691,-0.138836,-0.0319192,-3.8244,-0.168888,-0.0450148,-1.11345,0.0597909,-0.0717988,-0.674109,0.0540461,-0.294395,-1.24876,2.07547,2.35019,-1.77146,1.67362,1.8986,-0.507452,2.3558,2.60678,-1.50106,0.30315,-1.06113,-1.43757,1.85339,2.48745,-1.33691,-0.867302,-0.349478,-3.8244,0.61576,1.73881,-1.11345,-2.73971,-2.76684,-0.674109,-0.246911,0.00439014,-3.45895,1.0591,0.842129,-1.77146,-0.832361,-0.548049,-0.507452,-0.866076,-0.607686,-1.50106,0.64981,0.812383,-1.43757,-0.276138,-0.502385,-1.33691,0.376779,0.45925,-3.8244,0.140301,-0.307163,-1.11345,0.732481,0.62123,-0.674109,-0.193335,0.0105159,-3.45895,1.66008,1.70787,-1.24876,-1.28312,-1.35823,-0.507452,-1.15091,-1.29105,-1.50106,-0.723991,-0.281135,-1.43757,-1.23244,-1.35349,-1.33691,-1.1007,-0.986771,-3.8244,-1.65531,-2.08153,-1.11345,1.83363,1.46331,-0.674109,0.0324564,0.0840287,-3.45895,0.624429,0.638812,-1.24876,-0.376579,-0.397497,-1.77146,-0.281452,-0.33946,-1.50106,-0.0216818,0.257153,-1.43757,-0.336076,-0.481755,-1.33691,0.14754,0.0625877,-3.8244,-0.110736,-0.296415,-1.11345,0.417003,0.459111,-0.674109,0.0655783,0.0240484,-3.45895,-0.404807,-0.273144,-1.24876,0.686985,0.588924,-1.77146,0.300031,-0.0673083,-0.507452,0.563962,0.275215,-1.43757,0.0804461,0.244715,-1.33691,-0.579266,-0.644867,-3.8244,-0.736544,-0.466621,-1.11345,0.300689,0.270712,-0.674109,0.0908955,0.286016,-3.45895,1.94669,1.78128,-1.24876,-0.660494,-0.859529,-1.77146,-0.754932,-0.942397,-0.507452,-0.93451,-1.29655,-1.50106,0.0621125,0.705796,-1.33691,0.0716627,-0.170258,-3.8244,-0.473694,-0.963353,-1.11345,1.16823,1.27715,-0.674109,0.0775792,-0.00456387,-3.45895,0.0262311,-0.118732,-1.24876,0.583313,0.525549,-1.77146,-0.0691466,-0.384962,-0.507452,0.53731,0.121187,-1.50106,-0.771307,-0.95415,-1.43757,-0.393688,-0.107877,-3.8244,-1.13873,-0.969978,-1.11345,0.0760887,-0.0950369,-0.674109,-0.422835,-0.172018,-3.45895,2.15973,1.82052,-1.24876,-0.687286,-0.866126,-1.77146,-1.58289,-2.40484,-0.507452,-0.688331,-1.3016,-1.50106,-2.36759,-1.96065,-1.43757,-2.13152,-1.59247,-1.33691,-2.67395,-2.73799,-1.11345,2.61172,1.82595,-0.674109,0.172801,-0.0723875,-3.45895,-0.719473,-0.775673,-1.24876,0.300021,0.502731,-1.77146,0.289214,0.469955,-0.507452,0.315244,0.539249,-1.50106,0.614219,0.302159,-1.43757,0.54283,0.50658,-1.33691,-0.208839,-0.0739684,-3.8244,0.357032,0.501511
-3.39988,-0.200993,-0.0728977,-1.22274,0.0700846,-0.0104806,-1.72829,0.085241,-0.0132367,-0.496015,0.0169374,0.0387954,-1.47686,0.159647,-0.00703042,-1.40091,-0.213865,0.0353953,-1.30609,-0.149828,-0.0316614,-3.74885,-0.146559,-0.0445289,-1.09239,0.0575644,-0.070839,-0.658779,-0.195709,-0.287287,-1.22274,2.02279,2.30071,-1.72829,1.51397,1.85179,-0.496015,2.30127,2.54809,-1.47686,0.404334,-1.04393,-1.40091,1.85023,2.42673,-1.30609,-0.965158,-0.341346,-3.74885,0.678029,1.70442,-1.09239,-2.69326,-2.71484,-0.658779,-0.118243,0.00388519,-3.39988,1.02491,0.827493,-1.72829,-0.739242,-0.534898,-0.496015,-0.772459,-0.594346,-1.47686,0.603224,0.799044,-1.40091,-0.278294,-0.490499,-1.30609,0.391138,0.448433,-3.74885,0.135153,-0.301398,-1.09239,0.739785,0.609269,-0.658779,-0.114354,0.00959351,-3.39988,1.75599,1.67829,-1.22274,-1.26836,-1.33014,-0.496015,-1.07468,-1.26253,-1.47686,-0.763455,-0.277077,-1.40091,-1.13731,-1.32104,-1.30609,-0.978057,-0.965018,-3.74885,-1.62407,-2.04073,-1.09239,1.79198,1.43536,-0.658779,0.0742169,0.0820313,-3.39988,0.606849,0.627912,-1.22274,-0.35997,-0.389122,-1.72829,-0.257233,-0.331079,-1.47686,-0.0353147,0.252999,-1.40091,-0.34706,-0.469982,-1.30609,0.166774,0.0611409,-3.74885,-0.119316,-0.290546,-1.09239,0.409556,0.450488,-0.658779,0.00108368,0.0235728,-3.39988,-0.312153,-0.268427,-1.22274,0.670997,0.576561,-1.72829,0.227192,-0.0655475,-0.496015,0.519947,0.269084,-1.40091,0.147095,0.238813,-1.30609,-0.55698,-0.630138,-3.74885,-0.740696,-0.457271,-1.09239,0.277988,0.265711,-0.658779,0.198357,0.280695,-3.39988,1.86505,1.75195,-1.22274,-0.639157,-0.840119,-1.72829,-0.721148,-0.917587,-0.496015,-0.953321,-1.26593,-1.47686,-0.0073904,0.695397,-1.30609,0.151603,-0.165049,-3.74885,-0.498561,-0.943029,-1.09239,1.15139,1.25433,-0.658779,-0.0105768,-0.00397435,-3.39988,0.0788778,-0.11636,-1.22274,0.564869,0.51488,-1.72829,-0.150952,-0.374916,-0.496015,0.499373,0.118914,-1.47686,-0.771925,-0.938476,-1.40091,-0.302063,-0.104731,-3.74885,-1.10685,-0.950289,-1.09239,0.0542434,-0.0928708,-0.658779,-0.407302,-0.168539,-3.39988,2.24649,1.78911,-1.22274,-0.693749,-0.848327,-1.72829,-1.72688,-2.34586,-0.496015,-0.587138,-1.27274,-1.47686,-2.40804,-1.9295,-1.40091,-1.80593,-1.55405,-1.30609,-2.50314,-2.67635,-1.09239,2.52512,1.7913,-0.658779,0.0947584,-0.0704507,-3.39988,-0.729957,-0.762288,-1.22274,0.305164,0.492325,-1.72829,0.280669,0.458565,-0.496015,0.337244,0.527298,-1.47686,0.659721,0.297463,-1.40091,0.493265,0.494421,-1.30609,-0.268105,-0.0720576,-3.74885,0.38093,0.491745
-3.34082,-0.11292,-0.0719909,-1.19672,0.0485309,-0.0106983,-1.68512,0.0405219,-0.0134229,-0.484578,-0.00317554,0.0374235,-1.45266,0.181053,-0.00725169,-1.36425,-0.156099,0.0339901,-1.27526,-0.156427,-0.0314037,-3.67331,-0.124231,-0.044043,-1.07134,0.0553379,-0.0698791,-0.643449,-0.426143,-0.280179,-1.19672,1.97204,2.25124,-1.68512,1.3544,1.80497,-0.484578,2.25144,2.48941,-1.45266,0.489664,-1.02673,-1.36425,1.84708,2.36602,-1.27526,-1.0336,-0.333215,-3.67331,0.740298,1.67003,-1.07134,-2.64681,-2.66283,-0.643449,0.00150367,0.00338024,-3.34082,0.990727,0.812857,-1.68512,-0.646141,-0.521746,-0.484578,-0.705632,-0.581007,-1.45266,0.561211,0.785704,-1.36425,-0.28045,-0.478613,-1.27526,0.402791,0.437615,-3.67331,0.130005,-0.295633,-1.07134,0.747089,0.597308,-0.643449,-0.0414121,0.00867111,-3.34082,1.8519,1.64871,-1.19672,-1.24656,-1.30206,-0.484578,-1.02886,-1.23402,-1.45266,-0.797366,-0.273019,-1.36425,-1.04219,-1.2886,-1.27526,-0.873128,-0.943265,-3.67331,-1.59283,-1.99993,-1.07134,1.75032,1.4074,-0.643449,0.112642,0.0800339,-3.34082,0.58927,0.617012,-1.19672,-0.345194,-0.380747,-1.68512,-0.233029,-0.322697,-1.45266,-0.0466482,0.248846,-1.36425,-0.358044,-0.458209,-1.27526,0.180612,0.0596942,-3.67331,-0.127897,-0.284676,-1.07134,0.402108,0.441865,-0.643449,-0.0591682,0.0230973,-3.34082,-0.219498,-0.26371,-1.19672,0.651683,0.564198,-1.68512,0.154365,-0.0637867,-0.484578,0.481183,0.262953,-1.36425,0.213745,0.232912,-1.27526,-0.540243,-0.615409,-3.67331,-0.744848,-0.447921,-1.07134,0.255286,0.260709,-0.643449,0.297597,0.275373,-3.34082,1.78341,1.72261,-1.19672,-0.617466,-0.820709,-1.68512,-0.687388,-0.892777,-0.484578,-0.963131,-1.2353,-1.45266,-0.0674003,0.684998,-1.27526,0.214234,-0.15984,-3.67331,-0.523427,-0.922704,-1.07134,1.13454,1.23151,-0.643449,-0.0923782,-0.00338482,-3.34082,0.131525,-0.113987,-1.19672,0.550759,0.504211,-1.68512,-0.232727,-0.36487,-0.484578,0.460324,0.116642,-1.45266,-0.772458,-0.922801,-1.36425,-0.210437,-0.101585,-3.67331,-1.07498,-0.9306,-1.07134,0.032398,-0.0907048,-0.643449,-0.39248,-0.16506,-3.34082,2.33326,1.75769,-1.19672,-0.689468,-0.830528,-1.68512,-1.87081,-2.28687,-0.484578,-0.550424,-1.24387,-1.45266,-2.44062,-1.89835,-1.36425,-1.48034,-1.51562,-1.27526,-2.35675,-2.61472,-1.07134,2.43851,1.75664,-0.643449,0.0222319,-0.068514,-3.34082,-0.740441,-0.748902,-1.19672,0.309272,0.481918,-1.68512,0.272138,0.447176,-0.484578,0.350763,0.515347,-1.45266,0.697664,0.292768,-1.36425,0.443701,0.482262,-1.27526,-0.311952,-0.0701468,-3.67331,0.404827,0.481979
-3.28176,-0.0248473,-0.0710841,-1.1707,0.0269772,-0.0109161,-1.64195,0.0212668,-0.0136092,-0.473141,-0.0227984,0.0360516,-1.42846,0.194228,-0.00747297,-1.32759,-0.0983331,0.0325848,-1.24444,-0.156188,-0.0311459,-3.59776,-0.101903,-0.0435571,-1.05029,0.0531114,-0.0689193,-0.628119,-0.575081,-0.273071,-1.1707,1.92128,2.20177,-1.64195,1.28894,1.75815,-0.473141,2.20177,2.43072,-1.42846,0.53442,-1.00952,-1.32759,1.84393,2.3053,-1.24444,-1.05577,-0.325083,-3.59776,0.802567,1.63564,-1.05029,-2.60036,-2.61083,-0.628119,0.0835873,0.00287529,-3.28176,0.95654,0.798221,-1.64195,-0.575358,-0.508594,-0.473141,-0.639707,-0.567668,-1.42846,0.530902,0.772364,-1.32759,-0.282605,-0.466727,-1.24444,0.410032,0.426798,-3.59776,0.124857,-0.289868,-1.05029,0.754394,0.585348,-0.628119,0.00607263,0.00774871,-3.28176,1.94781,1.61913,-1.1707,-1.22476,-1.27397,-0.473141,-0.984054,-1.20551,-1.42846,-0.816741,-0.268961,-1.32759,-0.947065,-1.25615,-1.24444,-0.796343,-0.921512,-3.59776,-1.56158,-1.95912,-1.05029,1.70867,1.37944,-0.628119,0.137,0.0780365,-3.28176,0.57169,0.606112,-1.1707,-0.330419,-0.372373,-1.64195,-0.225739,-0.314316,-1.42846,-0.0520915,0.244692,-1.32759,-0.369029,-0.446437,-1.24444,0.185951,0.0582475,-3.59776,-0.136477,-0.278807,-1.05029,0.39466,0.433242,-0.628119,-0.10149,0.0226217,-3.28176,-0.126844,-0.258994,-1.1707,0.632369,0.551835,-1.64195,0.0962421,-0.0620258,-0.473141,0.442596,0.256821,-1.32759,0.280394,0.22701,-1.24444,-0.532018,-0.60068,-3.59776,-0.748999,-0.438571,-1.05029,0.232584,0.255708,-0.628119,0.362158,0.270051,-3.28176,1.70177,1.69328,-1.1707,-0.595774,-0.801299,-1.64195,-0.679559,-0.867967,-0.473141,-0.972637,-1.20468,-1.42846,-0.103018,0.674599,-1.24444,0.249511,-0.154631,-3.59776,-0.548294,-0.90238,-1.05029,1.1177,1.20869,-0.628119,-0.14735,-0.00279529,-3.28176,0.184171,-0.111614,-1.1707,0.53665,0.493541,-1.64195,-0.279483,-0.354825,-0.473141,0.421237,0.114369,-1.42846,-0.772519,-0.907126,-1.32759,-0.118812,-0.0984387,-3.59776,-1.0431,-0.910911,-1.05029,0.0105527,-0.0885388,-0.628119,-0.380638,-0.161581,-3.28176,2.42003,1.72628,-1.1707,-0.685188,-0.812729,-1.64195,-1.94609,-2.22789,-0.473141,-0.515881,-1.21501,-1.42846,-2.45258,-1.8672,-1.32759,-1.15475,-1.47719,-1.24444,-2.24884,-2.55308,-1.05029,2.35191,1.72199,-0.628119,-0.0270281,-0.0665772,-3.28176,-0.750926,-0.735517,-1.1707,0.313379,0.471511,-1.64195,0.278795,0.435786,-0.473141,0.363996,0.503397,-1.42846,0.716307,0.288072,-1.32759,0.394136,0.470103,-1.24444,-0.331567,-0.068236,-3.59776,0.428725,0.472213
-3.22269,0.0215788,-0.0701774,-1.14467,0.00795029,-0.0111338,-1.59878,0.00727737,-0.0137954,-0.461704,-0.0424213,0.0346796,-1.40426,0.206152,-0.00769424,-1.29093,-0.0552887,0.0311796,-1.21361,-0.152167,-0.0308882,-3.52221,-0.0795746,-0.0430712,-1.02924,0.0508849,-0.0679594,-0.612789,-0.72402,-0.265963,-1.14467,1.87161,2.1523,-1.59878,1.24233,1.71133,-0.461704,2.1521,2.37203,-1.40426,0.573018,-0.99232,-1.29093,1.83177,2.24458,-1.21361,-1.05219,-0.316951,-3.52221,0.864836,1.60125,-1.02924,-2.55391,-2.55883,-0.612789,0.165671,0.00237033,-3.22269,0.928197,0.783585,-1.59878,-0.510189,-0.495443,-0.461704,-0.573783,-0.554328,-1.40426,0.502368,0.759024,-1.29093,-0.283612,-0.454841,-1.21361,0.414769,0.41598,-3.52221,0.119709,-0.284104,-1.02924,0.761698,0.573387,-0.612789,0.0535574,0.00682632,-3.22269,1.96869,1.58955,-1.14467,-1.19959,-1.24588,-0.461704,-0.939253,-1.177,-1.40426,-0.833905,-0.264904,-1.29093,-0.877224,-1.2237,-1.21361,-0.735303,-0.899759,-3.52221,-1.53034,-1.91832,-1.02924,1.66701,1.35149,-0.612789,0.161358,0.0760391,-3.22269,0.557729,0.595212,-1.14467,-0.316639,-0.363998,-1.59878,-0.221714,-0.305935,-1.40426,-0.0566409,0.240539,-1.29093,-0.375603,-0.434664,-1.21361,0.186559,0.0568008,-3.52221,-0.145057,-0.272937,-1.02924,0.387212,0.424619,-0.612789,-0.143812,0.0221461,-3.22269,-0.0827358,-0.254277,-1.14467,0.61153,0.539472,-1.59878,0.0420012,-0.060265,-0.461704,0.404009,0.25069,-1.29093,0.323636,0.221108,-1.21361,-0.528461,-0.585951,-3.52221,-0.753151,-0.429221,-1.02924,0.209882,0.250706,-0.612789,0.426719,0.26473,-3.22269,1.6435,1.66395,-1.14467,-0.574113,-0.781889,-1.59878,-0.676355,-0.843157,-0.461704,-0.982144,-1.17406,-1.40426,-0.134932,0.6642,-1.21361,0.269525,-0.149422,-3.52221,-0.573161,-0.882056,-1.02924,1.10085,1.18587,-0.612789,-0.202321,-0.00220577,-3.22269,0.196627,-0.109242,-1.14467,0.52461,0.482872,-1.59878,-0.318275,-0.344779,-0.461704,0.38215,0.112096,-1.40426,-0.772505,-0.891451,-1.29093,-0.0549944,-0.0952925,-3.52221,-1.01122,-0.891222,-1.02924,-0.0112927,-0.0863728,-0.612789,-0.368797,-0.158102,-3.22269,2.41873,1.69487,-1.14467,-0.675674,-0.79493,-1.59878,-2.00548,-2.1689,-0.461704,-0.481338,-1.18614,-1.40426,-2.46141,-1.83605,-1.29093,-0.916454,-1.43877,-1.21361,-2.16235,-2.49145,-1.02924,2.2653,1.68733,-0.612789,-0.0762881,-0.0646404,-3.22269,-0.752948,-0.722131,-1.14467,0.316902,0.461105,-1.59878,0.288187,0.424397,-0.461704,0.377229,0.491446,-1.40426,0.732023,0.283377,-1.29093,0.354401,0.457944,-1.21361,-0.337706,-0.0663253,-3.52221,0.452623,0.462446
