ID,time,pop,popPred,indivPredMean,indivPredMode
7,1,0,0,0,0
7,1.02243,0,0,0,0
7,1.04536,0,0,0,0
7,1.06881,0,0,0,0.086391
7,1.09278,0,0,0,0.298355
7,1.11729,0,0,0,0.450164
7,1.12,0,0,0,0.464234
7,1.14235,0,0,0.0539126,0.564929
7,1.16797,0,0,0.282779,0.654951
7,1.19416,0,0,0.442469,0.727633
7,1.22095,0,0,0.561016,0.787849
7,1.24,0,0,0.627325,0.824363
7,1.24833,0,0,0.652779,0.83902
7,1.27633,0,0,0.726217,0.883674
7,1.30495,0,0,0.786813,0.923725
7,1.33422,0,0,0.838375,0.960607
7,1.36,0,0,0.877745,0.990788
7,1.36415,0,0,0.883676,0.995496
7,1.39474,0,0,0.924789,1.0293
7,1.42603,0,0,0.963237,1.06263
7,1.45801,0,0,1.00022,1.09596
7,1.48,0,0,1.02479,1.11868
7,1.49071,0,0,1.03659,1.12972
7,1.5,0,0,1.04676,1.13929
7,1.52414,0,0,1.07297,1.16415
7,1.55833,0,0,1.10979,1.19936
7,1.59328,0,0,1.14737,1.2355
7,1.6,0,0,1.15461,1.24248
7,1.62902,0,0,1.18591,1.27268
7,1.66555,0,0,1.22551,1.31096
7,1.70291,0,0,1.2663,1.35032
7,1.72,0.0870374,0.0870374,1.28507,1.36838
7,1.7411,0.594645,0.594645,1.30832,1.39076
7,1.78015,1.29661,1.29661,1.35159,1.43249
7,1.82008,1.87064,1.87064,1.39611,1.47536
7,1.84,2.12005,2.12005,1.41842,1.4968
7,1.8609,2.36046,2.36046,1.44189,1.51937
7,1.90264,2.78725,2.78725,1.48903,1.56484
7,1.94531,3.16489,3.16489,1.53758,1.61152
7,1.96,3.28366,3.28366,1.55437,1.62763
7,1.98894,3.50335,3.50335,1.58756,1.65949
7,2,3.58271,3.58271,1.60027,1.67172
7,2.03355,3.80967,3.80967,1.63896,1.70892
7,2.07916,4.08932,4.08932,1.69185,1.75974
7,2.08,4.09421,4.09421,1.69283,1.76068
7,2.12579,4.34645,4.34645,1.74635,1.81204
7,2.17347,4.58383,4.58383,1.80252,1.866
7,2.2,4.70657,4.70657,1.83397,1.89617
7,2.22222,4.80453,4.80453,1.86039,1.92146
7,2.27206,5.0102,5.0102,1.92,1.97863
7,2.32,5.19193,5.19193,1.97777,2.0341
7,2.32302,5.2029,5.2029,1.98142,2.03759
7,2.37512,5.38407,5.38407,2.04472,2.09815
7,2.42839,5.55472,5.55472,2.11004,2.16084
7,2.44,5.5902,5.5902,2.12436,2.17451
7,2.48285,5.7162,5.7162,2.17742,2.22514
7,2.5,5.76466,5.76466,2.19874,2.24555
7,2.53854,5.86999,5.86999,2.24684,2.29166
7,2.56,5.92639,5.92639,2.27374,2.31745
7,2.59548,6.01615,6.01615,2.31844,2.36026
7,2.65369,6.15463,6.15463,2.39244,2.43095
