ID,time,pop,popPred,indivPredMean,indivPredMode
7,-1,-7,-7,-7,-7
7,-0.939759,-7,-7,-7,-7
7,-0.879518,-7,-7,-7,-7
7,-0.819277,-7,-7,-7,-7
7,-0.759036,-7,-7,-7,-7
7,-0.698795,-7,-7,-7,-7
7,-0.638554,-7,-7,-7,-7
7,-0.578313,-7,-7,-7,-7
7,-0.518072,-7,-7,-7,-7
7,-0.457831,-7,-7,-7,-7
7,-0.39759,-7,-7,-7,-7
7,-0.337349,-7,-7,-7,-7
7,-0.277108,-7,-7,-7,-7
7,-0.216867,-7,-7,-7,-7
7,-0.156627,-7,-7,-7,-7
7,-0.0963855,-7,-7,-7,-7
7,-0.0361446,-7,-7,-7,-7
7,0,-7,-7,-7,-7
7,0.0240964,-7,-7,-7,-7
7,0.0843373,-7,-7,-7,-7
7,0.144578,-7,-7,-7,-7
7,0.204819,-7,-7,-7,-7
7,0.26506,-7,-7,-7,-7
7,0.325301,-7,-7,-7,-7
7,0.385542,-7,-7,-7,-7
7,0.445783,-7,-7,-7,-7
7,0.506024,-7,-7,-7,-7
7,0.566265,-7,-7,-7,-7
7,0.626506,-7,-7,-7,-7
7,0.686747,-7,-7,-7,-7
7,0.746988,-7,-7,-7,-7
7,0.807229,-7,-7,-7,-7
7,0.86747,-7,-7,-7,-7
7,0.927711,-7,-7,-7,-7
7,0.987952,-7,-7,-7,-7
7,1,-7,-7,-7,-7
7,1.04819,-7,-7,-7,-4.47986
7,1.10843,-7,-7,-4.73527,-4.20429
7,1.16867,-7,-7,-4.35685,-4.08712
7,1.22892,-7,-7,-4.21992,-4.01362
7,1.28916,-7,-7,-4.13994,-3.95328
7,1.3494,-7,-7,-4.07664,-3.89541
7,1.40964,-7,-7,-4.01654,-3.83665
7,1.46988,-7,-7,-3.95542,-3.77629
7,1.53012,-7,-7,-3.89247,-3.71451
7,1.59036,-7,-7,-3.82791,-3.65173
7,1.6506,-7,-7,-3.76215,-3.58804
7,1.71084,-4.69025,-4.69025,-3.69535,-3.52378
7,1.77108,-3.62994,-3.62994,-3.62791,-3.45883
7,1.83133,-2.86293,-2.86293,-3.55982,-3.39338
7,1.89157,-2.26943,-2.26943,-3.49113,-3.32727
7,1.95181,-1.78875,-1.78875,-3.42184,-3.26069
7,2,-1.46182,-1.46182,-3.36595,-3.20696
7,2.01205,-1.38661,-1.38661,-3.35191,-3.19346
7,2.07229,-1.04235,-1.04235,-3.28132,-3.12575
7,2.13253,-0.743012,-0.743012,-3.21001,-3.0572
7,2.19277,-0.478126,-0.478126,-3.13799,-2.98829
7,2.25301,-0.242663,-0.242663,-3.06538,-2.91849
7,2.31325,-0.030277,-0.030277,-2.99204,-2.84831
7,2.37349,0.162518,0.162518,-2.9179,-2.77731
7,2.43373,0.338668,0.338668,-2.84313,-2.70577
7,2.49398,0.500817,0.500817,-2.7677,-2.63357
7,2.55422,0.651375,0.651375,-2.69145,-2.56053
7,2.61446,0.789617,0.789617,-2.61442,-2.48695
7,2.6747,0.917607,0.917607,-2.53673,-2.41271
7,2.73494,1.03691,1.03691,-2.45828,-2.3378
7,2.79518,1.14812,1.14812,-2.37902,-2.26222
7,2.85542,1.25205,1.25205,-2.29892,-2.18604
7,2.91566,1.34943,1.34943,-2.21807,-2.10905
7,2.9759,1.44076,1.44076,-2.13655,-2.03142
7,3,1.47569,1.47569,-2.10367,-2.00018
7,3.03614,1.52647,1.52647,-2.05405,-1.95314
7,3.09639,1.60695,1.60695,-1.97066,-1.87403
7,3.15663,1.68253,1.68253,-1.88664,-1.79395
7,3.21687,1.75343,1.75343,-1.80173,-1.71332
7,3.27711,1.81992,1.81992,-1.7158,-1.6319
7,3.33735,1.88216,1.88216,-1.62906,-1.54951
7,3.39759,1.94031,1.94031,-1.54154,-1.46652
7,3.45783,1.99452,1.99452,-1.45308,-1.38272
7,3.51807,2.0449,2.0449,-1.36361,-1.29802
7,3.57831,2.09157,2.09157,-1.27322,-1.21252
7,3.63855,2.13461,2.13461,-1.18201,-1.12626
7,3.6988,2.17411,2.17411,-1.08988,-1.03913
7,3.75904,2.21017,2.21017,-0.996545,-0.951037
7,3.81928,2.24288,2.24288,-0.902159,-0.862208
7,3.87952,2.2723,2.2723,-0.806964,-0.772498
7,3.93976,2.29856,2.29856,-0.710761,-0.681776
7,4,2.32171,2.32171,-0.613525,-0.59026
7,4.06024,2.34189,2.34189,-0.515293,-0.497835
7,4.12048,2.35923,2.35923,-0.415995,-0.404423
7,4.18072,2.37382,2.37382,-0.31567,-0.310097
7,4.24096,2.38578,2.38578,-0.21422,-0.214856
7,4.3012,2.39522,2.39522,-0.111672,-0.118653
7,4.36145,2.40227,2.40227,-0.00806231,-0.0214278
7,4.42169,2.40706,2.40706,0.0967011,0.0767106
7,4.48193,2.40973,2.40973,0.202557,0.175823
7,4.54217,2.41039,2.41039,0.309566,0.275996
7,4.60241,2.40917,2.40917,0.417695,0.377146
7,4.66265,2.40619,2.40619,0.526933,0.479312
7,4.72289,2.40161,2.40161,0.637346,0.582496
7,4.78313,2.3956,2.3956,0.74881,0.686645
7,4.84337,2.38823,2.38823,0.861389,0.79176
7,4.90361,2.37959,2.37959,0.975001,0.897799
7,4.96386,2.36978,2.36978,1.08957,1.00472
7,5,2.36337,2.36337,1.15878,1.06928
7,5.0241,2.3589,2.3589,1.20508,1.11247
7,5.08434,2.34708,2.34708,1.32131,1.22098
7,5.14458,2.3344,2.3344,1.43819,1.33012
7,5.20482,2.32093,2.32093,1.55545,1.43975
7,5.26506,2.30672,2.30672,1.67278,1.54969
7,5.3253,2.29185,2.29185,1.78982,1.65965
7,5.38554,2.27634,2.27634,1.90602,1.76933
7,5.44578,2.26027,2.26027,2.02073,1.87829
7,5.50602,2.24372,2.24372,2.13307,1.98597
7,5.56627,2.22677,2.22677,2.24207,2.09172
7,5.62651,2.20946,2.20946,2.34635,2.19467
7,5.68675,2.19181,2.19181,2.44467,2.29385
7,5.74699,2.17377,2.17377,2.53528,2.38813
7,5.80723,2.15539,2.15539,2.6167,2.47624
7,5.86747,2.13673,2.13673,2.68737,2.55689
7,5.92771,2.11781,2.11781,2.74625,2.62886
7,5.98795,2.09866,2.09866,2.79252,2.69106
7,6,2.09481,2.09481,2.80028,2.70226
7,6.04819,2.0793,2.0793,2.82634,2.74273
7,6.10843,2.05976,2.05976,2.84801,2.78338
7,6.16867,2.04005,2.04005,2.85842,2.813
7,6.22892,2.01988,2.01988,2.85844,2.83195
7,6.28916,1.9989,1.9989,2.84952,2.8409
7,6.3494,1.9772,1.9772,2.83348,2.84081
7,6.40964,1.9548,1.9548,2.81158,2.83284
7,6.46988,1.9317,1.9317,2.78504,2.81826
7,6.53012,1.90787,1.90787,2.75491,2.79841
7,6.59036,1.88331,1.88331,2.72213,2.77429
7,6.6506,1.85804,1.85804,2.68767,2.74669
7,6.71084,1.83206,1.83206,2.65216,2.71642
7,6.77108,1.80537,1.80537,2.61619,2.68428
7,6.83133,1.77795,1.77795,2.58025,2.65092
7,6.89157,1.74979,1.74979,2.54472,2.61691
7,6.95181,1.72091,1.72091,2.50991,2.58269
7,7,1.69728,1.69728,2.48277,2.55544
7,7.01205,1.69129,1.69129,2.4761,2.54867
7,7.07229,1.66093,1.66093,2.44351,2.51516
7,7.13253,1.62981,1.62981,2.41226,2.48243
7,7.19277,1.59793,1.59793,2.38245,2.45068
7,7.25301,1.56529,1.56529,2.35419,2.42008
7,7.31325,1.53188,1.53188,2.3275,2.39074
7,7.37349,1.4977,1.4977,2.3024,2.36275
7,7.43373,1.46274,1.46274,2.2789,2.33616
7,7.49398,1.427,1.427,2.25694,2.31102
7,7.55422,1.39046,1.39046,2.2365,2.28732
7,7.61446,1.35313,1.35313,2.21757,2.26507
7,7.6747,1.31501,1.31501,2.20008,2.24424
7,7.73494,1.2761,1.2761,2.18404,2.22483
7,7.79518,1.23639,1.23639,2.16936,2.20679
7,7.85542,1.1959,1.1959,2.15599,2.19009
7,7.91566,1.15462,1.15462,2.14384,2.1747
7,7.9759,1.11256,1.11256,2.13286,2.16056
7,8,1.09552,1.09552,2.12877,2.15525
7,8.03614,1.06972,1.06972,2.12295,2.14764
7,8.09639,1.02611,1.02611,2.11406,2.13589
7,8.15663,0.981747,0.981747,2.10619,2.12528
7,8.21687,0.936655,0.936655,2.0992,2.1157
7,8.27711,0.890834,0.890834,2.09257,2.10609
7,8.33735,0.84428,0.84428,2.08583,2.09553
7,8.39759,0.797038,0.797038,2.07838,2.08411
7,8.45783,0.749157,0.749157,2.06956,2.07198
7,8.51807,0.700649,0.700649,2.05947,2.05933
7,8.57831,0.651498,0.651498,2.04869,2.04634
7,8.63855,0.601739,0.601739,2.03742,2.03288
7,8.6988,0.551455,0.551455,2.02574,2.01889
7,8.75904,0.50069,0.50069,2.01376,2.00445
7,8.81928,0.449456,0.449456,2.00124,1.98955
7,8.87952,0.397774,0.397774,1.98803,1.97413
7,8.93976,0.345791,0.345791,1.97401,1.95824
7,9,0.293579,0.293579,1.95912,1.94186
7,9.06024,0.241107,0.241107,1.94343,1.92499
7,9.12048,0.188291,0.188291,1.92726,1.90763
7,9.18072,0.135311,0.135311,1.91074,1.88974
7,9.24096,0.0823032,0.0823032,1.89345,1.87137
7,9.3012,0.0293333,0.0293333,1.87518,1.85248
7,9.36145,-0.0236153,-0.0236153,1.85621,1.83305
7,9.42169,-0.0763923,-0.0763923,1.8369,1.81307
7,9.48193,-0.12876,-0.12876,1.81703,1.79261
7,9.54217,-0.180753,-0.180753,1.79603,1.77163
7,9.60241,-0.232728,-0.232728,1.77397,1.75012
7,9.66265,-0.284835,-0.284835,1.75196,1.72805
7,9.72289,-0.336451,-0.336451,1.73049,1.70543
7,9.78313,-0.387334,-0.387334,1.70744,1.68224
7,9.84337,-0.437723,-0.437723,1.68309,1.65848
7,9.90361,-0.487884,-0.487884,1.65877,1.63413
7,9.96386,-0.537546,-0.537546,1.63332,1.60919
7,10,-0.567058,-0.567058,1.61776,1.59394
7,10.0241,-0.58661,-0.58661,1.60741,1.58365
7,10.0843,-0.635032,-0.635032,1.58108,1.55753
7,10.1446,-0.682892,-0.682892,1.55364,1.5308
7,10.2048,-0.730105,-0.730105,1.52639,1.5035
7,10.2651,-0.776604,-0.776604,1.49823,1.47562
7,10.3253,-0.822375,-0.822375,1.46893,1.44722
7,10.3855,-0.867434,-0.867434,1.44059,1.41832
7,10.4458,-0.911814,-0.911814,1.40969,1.38896
7,10.506,-0.955416,-0.955416,1.3789,1.35901
7,10.5663,-0.998287,-0.998287,1.34962,1.32842
7,10.6265,-1.04041,-1.04041,1.31682,1.29716
7,10.6867,-1.08187,-1.08187,1.28414,1.26521
7,10.747,-1.12257,-1.12257,1.25089,1.23254
7,10.8072,-1.16254,-1.16254,1.21702,1.19911
7,10.8675,-1.20179,-1.20179,1.1825,1.16491
7,10.9277,-1.24042,-1.24042,1.14727,1.12996
7,10.988,-1.27835,-1.27835,1.11137,1.09428
7,11,-1.28585,-1.28585,1.10411,1.08705
7,11.0482,-1.31555,-1.31555,1.07474,1.05787
7,11.1084,-1.35208,-1.35208,1.03731,1.02077
7,11.1687,-1.38807,-1.38807,0.99914,0.983009
7,11.2289,-1.42349,-1.42349,0.960184,0.944652
7,11.2892,-1.45814,-1.45814,0.920534,0.905667
7,11.3494,-1.49209,-1.49209,0.880064,0.865904
7,11.4096,-1.52565,-1.52565,0.838702,0.825316
7,11.4699,-1.55897,-1.55897,0.796528,0.783842
7,11.5301,-1.59139,-1.59139,0.753515,0.741451
7,11.5904,-1.62268,-1.62268,0.709832,0.69814
7,11.6506,-1.65396,-1.65396,0.665317,0.653869
7,11.7108,-1.68606,-1.68606,0.620008,0.608587
7,11.7711,-1.71696,-1.71696,0.573926,0.562378
7,11.8313,-1.74461,-1.74461,0.526777,0.5154
7,11.8916,-1.77294,-1.77294,0.478744,0.4678
7,11.9518,-1.80345,-1.80345,0.429644,0.419769
7,12,-1.82714,-1.82714,0.389687,0.380827
7,12.012,-1.83302,-1.83302,0.379628,0.370983
7,12.0723,-1.86214,-1.86214,0.328728,0.320945
7,12.1325,-1.88969,-1.88969,0.276835,0.269136
7,12.1928,-1.91743,-1.91743,0.22421,0.214914
7,12.253,-1.94452,-1.94452,0.17006,0.1599
7,12.3133,-1.96964,-1.96964,0.114429,0.105974
7,12.3735,-1.99667,-1.99667,0.0577264,0.0519414
7,12.4337,-2.02386,-2.02386,0.000608502,-0.00459808
7,12.494,-2.05026,-2.05026,-0.0565125,-0.062608
7,12.5542,-2.07616,-2.07616,-0.11511,-0.120945
7,12.6145,-2.10161,-2.10161,-0.174959,-0.180474
7,12.6747,-2.12627,-2.12627,-0.23588,-0.240855
7,12.7349,-2.15241,-2.15241,-0.297835,-0.302344
7,12.7952,-2.17754,-2.17754,-0.360802,-0.36486
7,12.8554,-2.20263,-2.20263,-0.424675,-0.428248
7,12.9157,-2.22758,-2.22758,-0.489503,-0.492912
7,12.9759,-2.25072,-2.25072,-0.555376,-0.558228
7,13,-2.25985,-2.25985,-0.581997,-0.584661
7,13.0361,-2.27368,-2.27368,-0.622186,-0.62491
7,13.0964,-2.29751,-2.29751,-0.689889,-0.692499
7,13.1566,-2.32047,-2.32047,-0.75856,-0.760185
7,13.2169,-2.34329,-2.34329,-0.828297,-0.830229
7,13.2771,-2.36748,-2.36748,-0.899502,-0.899764
7,13.3373,-2.39194,-2.39194,-0.971895,-0.97294
7,13.3976,-2.41514,-2.41514,-1.04532,-1.0456
7,13.4578,-2.43928,-2.43928,-1.11965,-1.11788
7,13.5181,-2.46169,-2.46169,-1.19449,-1.19249
7,13.5783,-2.48324,-2.48324,-1.2698,-1.26671
7,13.6386,-2.5071,-2.5071,-1.34578,-1.34466
7,13.6988,-2.52778,-2.52778,-1.42328,-1.42181
7,13.759,-2.55098,-2.55098,-1.5023,-1.49982
7,13.8193,-2.57414,-2.57414,-1.58174,-1.57722
7,13.8795,-2.5964,-2.5964,-1.66207,-1.65986
7,13.9398,-2.61893,-2.61893,-1.74361,-1.74053
7,14,-2.64092,-2.64092,-1.82577,-1.82148
8,-1,-7,-7,-7,-7
8,-0.939759,-7,-7,-7,-7
8,-0.879518,-7,-7,-7,-7
8,-0.819277,-7,-7,-7,-7
8,-0.759036,-7,-7,-7,-7
8,-0.698795,-7,-7,-7,-7
8,-0.638554,-7,-7,-7,-7
8,-0.578313,-7,-7,-7,-7
8,-0.518072,-7,-7,-7,-7
8,-0.457831,-7,-7,-7,-7
8,-0.39759,-7,-7,-7,-7
8,-0.337349,-7,-7,-7,-7
8,-0.277108,-7,-7,-7,-7
8,-0.216867,-7,-7,-7,-7
