time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-1,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.917671,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.835341,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.753012,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.670683,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.588353,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.506024,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.423695,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.341365,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.259036,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.176707,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.0943775,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
-0.0120482,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
0.0702811,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
0.15261,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
0.23494,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
0.317269,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
0.399598,-0.399299,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
0.481928,-0.39937,-0.7542,-0.618904,-0.546672,-0.484988,-0.426303,-0.373369,-0.313326,-0.251106,-0.171167,-0.0452573,All
0.564257,-0.39937,-0.7542,-0.618904,-0.546672,-0.484988,-0.426361,-0.373484,-0.313326,-0.251106,-0.171167,-0.0452573,All
0.646586,-0.39945,-0.754767,-0.619069,-0.546814,-0.485127,-0.426361,-0.373484,-0.313618,-0.251106,-0.171167,-0.0452573,All
0.728916,-0.39945,-0.755321,-0.620084,-0.54709,-0.485611,-0.426473,-0.373663,-0.313697,-0.251106,-0.171167,-0.0452573,All
0.811245,-0.399978,-0.756366,-0.622185,-0.547549,-0.486183,-0.426736,-0.374363,-0.313768,-0.251498,-0.171458,-0.0452573,All
0.893574,-0.400661,-0.760379,-0.624712,-0.549684,-0.487041,-0.427673,-0.374677,-0.31445,-0.252109,-0.172003,-0.0457455,All
0.975904,-0.401734,-0.764504,-0.62868,-0.551211,-0.487809,-0.428598,-0.375542,-0.315148,-0.252905,-0.172216,-0.04664,All
1.05823,-0.403044,-0.772332,-0.631257,-0.552766,-0.48922,-0.430232,-0.376511,-0.316234,-0.253339,-0.172896,-0.0473423,All
1.14056,-0.405465,-0.779684,-0.635631,-0.554859,-0.491519,-0.432056,-0.377868,-0.317547,-0.253714,-0.17318,-0.0473543,All
1.22289,-0.406692,-0.788202,-0.640885,-0.558412,-0.494922,-0.435388,-0.379837,-0.318505,-0.254061,-0.174619,-0.0473543,All
1.30522,-0.408577,-0.799197,-0.644977,-0.563183,-0.499478,-0.438563,-0.382871,-0.320616,-0.256337,-0.175386,-0.0454518,All
1.38755,-0.412094,-0.810142,-0.650004,-0.56932,-0.503756,-0.440861,-0.385399,-0.322037,-0.257781,-0.176257,-0.0439795,All
1.46988,-0.415162,-0.819559,-0.658766,-0.573481,-0.508328,-0.443771,-0.387195,-0.325681,-0.258056,-0.174854,-0.0423463,All
1.55221,-0.41774,-0.832394,-0.664152,-0.579756,-0.511978,-0.44538,-0.38815,-0.326316,-0.258056,-0.173266,-0.0356699,All
1.63454,-0.41899,-0.842123,-0.672426,-0.583038,-0.514933,-0.44858,-0.390665,-0.326163,-0.25876,-0.172404,-0.0244911,All
1.71687,-0.420684,-0.850241,-0.679239,-0.587232,-0.516406,-0.449505,-0.39044,-0.325681,-0.25479,-0.16743,-0.0106083,All
1.7992,-0.418323,-0.861942,-0.686565,-0.591334,-0.518885,-0.449911,-0.389036,-0.323644,-0.251038,-0.161061,0.0198638,All
1.88153,-0.416825,-0.864474,-0.693428,-0.595975,-0.519441,-0.450219,-0.387513,-0.318939,-0.245777,-0.152964,0.0547543,All
1.96386,-0.415851,-0.867745,-0.7003,-0.598143,-0.52137,-0.447966,-0.384275,-0.317422,-0.235183,-0.141512,0.112465,All
2.04618,-0.411235,-0.875022,-0.695601,-0.599426,-0.521138,-0.446911,-0.380094,-0.308718,-0.227948,-0.12288,0.235577,All
2.12851,-0.40642,-0.886794,-0.699304,-0.598687,-0.517913,-0.442298,-0.375141,-0.29911,-0.211818,-0.0952558,0.400181,All
2.21084,-0.401097,-0.895846,-0.700978,-0.597275,-0.514565,-0.434765,-0.369815,-0.292213,-0.193857,-0.0530436,0.568257,All
2.29317,-0.39453,-0.904316,-0.69814,-0.592019,-0.505899,-0.430707,-0.356875,-0.275311,-0.174854,-0.00281924,0.734574,All
2.3755,-0.385748,-0.917413,-0.698311,-0.587158,-0.498667,-0.421021,-0.342221,-0.256078,-0.151698,0.0690529,0.888664,All
2.45783,-0.371246,-0.925706,-0.699786,-0.579358,-0.490481,-0.411827,-0.326065,-0.234532,-0.113536,0.19379,1.01758,All
2.54016,-0.352931,-0.932615,-0.694375,-0.571946,-0.480903,-0.398171,-0.312355,-0.211296,-0.0667889,0.337797,1.16317,All
2.62249,-0.336864,-0.93088,-0.689922,-0.563923,-0.471419,-0.382157,-0.29034,-0.180907,0.00687556,0.489873,1.29617,All
2.70482,-0.315048,-0.929936,-0.686799,-0.556139,-0.455057,-0.363451,-0.265009,-0.143358,0.0929594,0.628114,1.41575,All
2.78715,-0.290254,-0.931507,-0.67932,-0.544657,-0.440527,-0.342558,-0.231412,-0.0860687,0.209906,0.765757,1.51958,All
2.86948,-0.257735,-0.93014,-0.670646,-0.537986,-0.42614,-0.319515,-0.194717,-0.0190846,0.352921,0.896216,1.61425,All
2.95181,-0.221067,-0.92956,-0.662467,-0.524434,-0.40759,-0.293225,-0.144655,0.0652117,0.489411,1.02098,1.69718,All
3.03414,-0.18376,-0.922023,-0.655712,-0.511699,-0.387212,-0.266457,-0.0977359,0.178575,0.611649,1.12719,1.7832,All
3.11647,-0.1411,-0.924754,-0.641706,-0.493226,-0.368569,-0.223587,-0.0314101,0.309607,0.733255,1.23351,1.85102,All
3.1988,-0.078973,-0.921676,-0.631072,-0.474371,-0.33618,-0.181626,0.0512313,0.439079,0.850113,1.32506,1.91618,All
3.28112,-0.0165508,-0.90949,-0.618229,-0.457369,-0.298469,-0.131688,0.157756,0.558792,0.954678,1.41499,1.96046,All
3.36345,0.0783739,-0.905678,-0.603198,-0.429328,-0.26353,-0.0624728,0.28315,0.669427,1.05452,1.4935,2.00862,All
3.44578,0.196399,-0.895199,-0.57569,-0.398962,-0.226419,0.0103031,0.399592,0.773459,1.14491,1.56725,2.05455,All
3.52811,0.312148,-0.888224,-0.553257,-0.367809,-0.179946,0.0953468,0.514239,0.873641,1.23154,1.62913,2.08857,All
3.61044,0.426702,-0.879061,-0.537853,-0.326561,-0.123192,0.201415,0.614683,0.965668,1.31181,1.68635,2.11642,All
3.69277,0.534688,-0.865546,-0.508713,-0.290247,-0.0507162,0.315272,0.713869,1.05804,1.38562,1.73663,2.13625,All
3.7751,0.636045,-0.847746,-0.481735,-0.248345,0.0215499,0.41827,0.806213,1.13672,1.45511,1.78618,2.16319,All
3.85743,0.736824,-0.837294,-0.449668,-0.206944,0.11799,0.518205,0.900225,1.21672,1.52583,1.82766,2.18111,All
3.93976,0.819431,-0.825824,-0.425482,-0.148763,0.228753,0.623855,0.980417,1.28639,1.58291,1.86617,2.20072,All
4.02209,0.904131,-0.803695,-0.399238,-0.0859836,0.328696,0.718967,1.05742,1.352,1.63166,1.90108,2.21283,All
