iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,dF_pop,q_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_q_exp,omega_ifn0,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_ifn0_b_exp,corr_p_b_exp,corr_q_exp_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_ifn0_beta_exp,corr_p_beta_exp,corr_q_exp_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_ifn0_delta0,corr_p_delta0,corr_q_exp_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_ifn0_h_0,corr_p_h_0,corr_q_exp_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_p_ifn0,corr_q_exp_ifn0,corr_rho_exp_ifn0,corr_sigma_ifn0,corr_tc_ifn0,corr_td_ifn0,corr_q_exp_p,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_rho_exp_q_exp,corr_sigma_q_exp,corr_tc_q_exp,corr_td_q_exp,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2
1639,1477.88,2,-3.76427,1.85623,2.99443,1.95438,-2.45325,0.620064,9.40739,0.331556,-1.28743,-1.46941,0.264528,-4.42814,0.670397,0.470327,0.446722,0.319398,1.30095,0.255716,2.04388,0.86295,1.12534,0.360415,0.429045,-0.70851,-0.821144,-0.9325,0.152993,0.604674,0.287901,-0.847372,-0.267277,-0.615253,0.276088,0.609888,0.519465,0.0374426,-0.588639,0.0466278,0.757642,0.732283,0.853577,-0.42187,0.783143,-0.295517,-0.304712,-0.512838,0.598529,0.216484,0.678912,-0.320875,-0.136521,-0.601979,-0.334129,0.812265,0.145009,0.445948,-0.121517,-0.532745,0.808982,0.230561,0.244266,-0.25111,0.709461,-0.428083,-0.867643,-0.460096,-0.24939,-0.294849,0.137443,0.32779,-0.22711,0.477776,0.557194,0.554251,-0.0510965,0.710427,-0.28831,-0.659775,0.89268,0.391232
1640,1478.21,2,-3.76447,1.85591,2.99484,1.95427,-2.45284,0.619965,9.4092,0.331641,-1.28746,-1.46986,0.264525,-4.42817,0.670227,0.47057,0.446752,0.319357,1.30106,0.255801,2.04437,0.862759,1.12503,0.36065,0.428717,-0.708604,-0.82111,-0.932477,0.153833,0.604574,0.289282,-0.847356,-0.266788,-0.614934,0.276117,0.609996,0.519457,0.0360887,-0.587973,0.0448825,0.757424,0.731733,0.853532,-0.422427,0.782991,-0.296496,-0.304287,-0.514042,0.598245,0.216069,0.67878,-0.320895,-0.137002,-0.601976,-0.335277,0.812287,0.144703,0.445681,-0.121487,-0.532072,0.808808,0.229547,0.243143,-0.252123,0.709357,-0.427059,-0.867496,-0.459019,-0.248565,-0.294917,0.135879,0.32638,-0.228421,0.477898,0.556695,0.553898,-0.0512182,0.710441,-0.288752,-0.66006,0.892766,0.391226
1641,1481.24,2,-3.76468,1.85533,2.99519,1.95402,-2.45242,0.619871,9.41152,0.33174,-1.28748,-1.47039,0.264515,-4.42823,0.669982,0.470732,0.446756,0.319368,1.30129,0.255897,2.04516,0.862525,1.12482,0.360912,0.428532,-0.70861,-0.82104,-0.93247,0.155079,0.60436,0.29077,-0.847271,-0.266183,-0.614643,0.276253,0.61007,0.51943,0.0344687,-0.587377,0.0431441,0.757164,0.731267,0.853541,-0.423136,0.782878,-0.297706,-0.303575,-0.515406,0.597875,0.215753,0.678854,-0.321208,-0.137865,-0.601801,-0.336593,0.812254,0.144283,0.445477,-0.121558,-0.531016,0.808665,0.228292,0.24211,-0.25342,0.709484,-0.425979,-0.867386,-0.458298,-0.247898,-0.294657,0.134238,0.325058,-0.229913,0.478152,0.55617,0.553475,-0.0514021,0.710262,-0.289144,-0.660523,0.892969,0.391205
1642,1473.64,2,-3.76482,1.85469,2.99542,1.95378,-2.45215,0.619768,9.41332,0.331852,-1.28748,-1.47078,0.264515,-4.42819,0.669873,0.470845,0.446758,0.319372,1.30147,0.256032,2.04535,0.862406,1.12451,0.361039,0.428576,-0.70852,-0.821056,-0.932469,0.156804,0.604103,0.292126,-0.847204,-0.265543,-0.614516,0.276429,0.61011,0.519311,0.0325924,-0.586803,0.0417653,0.756976,0.730828,0.853583,-0.423687,0.782849,-0.299319,-0.302997,-0.516636,0.597523,0.21515,0.678853,-0.32155,-0.139328,-0.60157,-0.33785,0.812201,0.14378,0.445389,-0.121718,-0.529702,0.80878,0.226447,0.241177,-0.254828,0.70973,-0.424943,-0.867166,-0.457576,-0.24729,-0.29468,0.132599,0.323813,-0.231174,0.478453,0.555665,0.553293,-0.0518209,0.710056,-0.289475,-0.6609,0.892954,0.391277
1643,1479.76,2,-3.76478,1.85416,2.99559,1.95376,-2.45185,0.619663,9.41583,0.331992,-1.28758,-1.47111,0.26453,-4.42798,0.669624,0.471105,0.446696,0.319322,1.30164,0.256187,2.04569,0.862248,1.12398,0.361252,0.428649,-0.708437,-0.821027,-0.93244,0.157698,0.604011,0.293494,-0.847179,-0.264904,-0.614358,0.276439,0.610133,0.519085,0.0313717,-0.586127,0.0405743,0.756869,0.730441,0.853622,-0.424202,0.782639,-0.300267,-0.302706,-0.517607,0.59722,0.214729,0.678904,-0.32176,-0.139902,-0.601673,-0.339185,0.812189,0.14319,0.44516,-0.121579,-0.528987,0.80863,0.225407,0.240564,-0.255535,0.709839,-0.423363,-0.866978,-0.456502,-0.246736,-0.294787,0.130802,0.322422,-0.232071,0.478456,0.555123,0.553175,-0.0520922,0.709954,-0.289865,-0.661065,0.892985,0.391344
1644,1469.28,2,-3.76464,1.85339,2.99583,1.95364,-2.4516,0.619552,9.41748,0.332133,-1.28762,-1.47139,0.264529,-4.42785,0.669263,0.471271,0.446505,0.319354,1.3018,0.256356,2.0462,0.862105,1.12361,0.361328,0.428667,-0.70813,-0.821125,-0.932448,0.158451,0.604008,0.29483,-0.847167,-0.263886,-0.614051,0.276262,0.609923,0.518685,0.0307214,-0.585596,0.0395429,0.756555,0.72998,0.853457,-0.424555,0.782785,-0.301015,-0.302673,-0.518694,0.597251,0.214125,0.678888,-0.321855,-0.14063,-0.601649,-0.340607,0.812194,0.142297,0.444966,-0.121459,-0.52825,0.808405,0.224537,0.240235,-0.25632,0.709609,-0.421811,-0.866958,-0.455375,-0.246058,-0.294825,0.129151,0.321657,-0.233134,0.478188,0.554169,0.55281,-0.0521601,0.709662,-0.290299,-0.661442,0.892928,0.391391
1645,1471.59,2,-3.76449,1.85292,2.99618,1.95329,-2.45141,0.61946,9.4192,0.332218,-1.28755,-1.47189,0.264533,-4.42789,0.668926,0.471681,0.446238,0.319375,1.30201,0.256498,2.04608,0.861987,1.12331,0.36144,0.428803,-0.707931,-0.821252,-0.932452,0.159346,0.604021,0.29576,-0.847195,-0.263167,-0.613796,0.276381,0.609792,0.518431,0.0303689,-0.585289,0.0387628,0.756452,0.729604,0.853271,-0.425017,0.782873,-0.301672,-0.302705,-0.519301,0.597316,0.213586,0.678653,-0.321797,-0.141822,-0.601613,-0.341575,0.812176,0.141632,0.444796,-0.12169,-0.527434,0.808942,0.223455,0.23979,-0.257016,0.709298,-0.42091,-0.866861,-0.454367,-0.245455,-0.294392,0.12797,0.320809,-0.234111,0.478191,0.553534,0.55264,-0.0527544,0.709485,-0.290902,-0.661931,0.892965,0.391436
1646,1469.42,2,-3.76435,1.85273,2.99653,1.95288,-2.45128,0.619378,9.42187,0.33228,-1.28753,-1.47248,0.264541,-4.42808,0.668587,0.472028,0.445972,0.319458,1.3022,0.25662,2.04606,0.862062,1.12326,0.361588,0.428867,-0.707749,-0.821511,-0.932461,0.160021,0.603869,0.296921,-0.847092,-0.26228,-0.61344,0.276313,0.610023,0.518232,0.0299168,-0.584819,0.0377179,0.756291,0.729178,0.853145,-0.425346,0.783021,-0.3021,-0.302742,-0.519915,0.597567,0.213234,0.678621,-0.321724,-0.14281,-0.601474,-0.342776,0.812049,0.140858,0.444564,-0.121759,-0.526927,0.809167,0.222783,0.239582,-0.257586,0.709017,-0.420047,-0.8668,-0.453535,-0.24467,-0.294332,0.126852,0.32015,-0.235245,0.478278,0.552882,0.552222,-0.0528492,0.709215,-0.290994,-0.662227,0.892998,0.391481
1647,1473.15,2,-3.76413,1.85233,2.99674,1.95273,-2.45088,0.619282,9.42333,0.332398,-1.28774,-1.47301,0.264595,-4.42813,0.668204,0.472433,0.445753,0.319497,1.30248,0.256723,2.04603,0.861952,1.12317,0.361782,0.428798,-0.707471,-0.821666,-0.932509,0.160943,0.603673,0.29806,-0.847031,-0.261573,-0.613005,0.276316,0.610037,0.518079,0.0295197,-0.584722,0.0370625,0.756213,0.729005,0.852947,-0.425818,0.78317,-0.302792,-0.302837,-0.520462,0.597805,0.212931,0.678381,-0.321729,-0.143873,-0.601254,-0.343891,0.811991,0.140335,0.444359,-0.121873,-0.526424,0.809435,0.222017,0.239506,-0.2582,0.708576,-0.419396,-0.866798,-0.453126,-0.244199,-0.293931,0.125779,0.319521,-0.236305,0.478224,0.552287,0.551823,-0.0531112,0.70917,-0.291571,-0.66277,0.892926,0.391508
1648,1470.62,2,-3.76415,1.8519,2.99681,1.95257,-2.45038,0.619184,9.42428,0.332368,-1.28771,-1.47353,0.264601,-4.42827,0.667884,0.472737,0.445502,0.319515,1.30272,0.256864,2.04567,0.861485,1.12317,0.362013,0.428594,-0.707161,-0.82186,-0.932532,0.161533,0.603354,0.298996,-0.847021,-0.26105,-0.612705,0.276348,0.609845,0.517739,0.0292439,-0.584451,0.036702,0.755968,0.728677,0.852663,-0.426293,0.783514,-0.303409,-0.302727,-0.521019,0.59806,0.212672,0.678244,-0.321821,-0.144608,-0.600887,-0.344893,0.811966,0.139899,0.444221,-0.121933,-0.526231,0.809675,0.221404,0.239347,-0.25887,0.708092,-0.418824,-0.866585,-0.452531,-0.243477,-0.293818,0.124761,0.319138,-0.237186,0.478027,0.551787,0.551401,-0.0534021,0.708936,-0.292183,-0.663351,0.892859,0.391536
1649,1465.69,2,-3.76419,1.85162,2.99693,1.95227,-2.44995,0.619075,9.42401,0.332351,-1.28763,-1.47403,0.264616,-4.42839,0.667574,0.473144,0.445423,0.319513,1.30287,0.257038,2.04586,0.861262,1.12303,0.362178,0.428613,-0.70679,-0.821953,-0.932573,0.162509,0.603015,0.300088,-0.846916,-0.260455,-0.612337,0.276432,0.609431,0.517443,0.0283193,-0.584177,0.0359486,0.755555,0.728379,0.852436,-0.426944,0.783767,-0.304467,-0.302309,-0.522025,0.598019,0.212268,0.678034,-0.321935,-0.145719,-0.600463,-0.345986,0.811947,0.139553,0.444148,-0.122111,-0.525712,0.809749,0.220223,0.238355,-0.260194,0.707985,-0.418283,-0.866345,-0.451926,-0.242794,-0.293541,0.123661,0.318397,-0.238374,0.477857,0.551299,0.55101,-0.0538923,0.708904,-0.293235,-0.664111,0.892888,0.391592
1650,1468.53,2,-3.76432,1.85115,2.99705,1.95218,-2.44947,0.618988,9.42456,0.332333,-1.28773,-1.47452,0.264609,-4.42845,0.66725,0.473287,0.445399,0.319551,1.30297,0.257188,2.0461,0.860968,1.12296,0.362278,0.428537,-0.706304,-0.822022,-0.932655,0.163595,0.602748,0.300862,-0.846906,-0.259629,-0.612003,0.276605,0.608904,0.517079,0.0273302,-0.584172,0.035592,0.755187,0.727862,0.852104,-0.427468,0.784076,-0.305358,-0.302045,-0.522654,0.598151,0.211983,0.67787,-0.321962,-0.146716,-0.600051,-0.346787,0.811996,0.139003,0.44409,-0.122317,-0.524921,0.809791,0.219022,0.237514,-0.261512,0.707852,-0.417856,-0.86618,-0.451333,-0.242312,-0.292894,0.122775,0.317836,-0.239186,0.477392,0.550573,0.55065,-0.0544556,0.708687,-0.294069,-0.66483,0.892823,0.391593
1651,1469.74,2,-3.76446,1.85082,2.99723,1.95197,-2.44914,0.618904,9.42507,0.332289,-1.28775,-1.47492,0.264606,-4.42859,0.666997,0.47351,0.445367,0.319496,1.30299,0.257337,2.04634,0.860711,1.1228,0.362327,0.428338,-0.705843,-0.822106,-0.932701,0.16427,0.602433,0.301785,-0.846825,-0.258592,-0.611711,0.276737,0.608352,0.516698,0.026797,-0.584042,0.0351174,0.754876,0.72725,0.851767,-0.427998,0.784333,-0.306154,-0.30168,-0.523455,0.598103,0.211314,0.677762,-0.322198,-0.147383,-0.599644,-0.347735,0.811967,0.138252,0.444058,-0.122558,-0.524536,0.809664,0.218255,0.237171,-0.262362,0.707534,-0.417283,-0.865936,-0.450518,-0.241637,-0.292451,0.121775,0.317401,-0.240099,0.477064,0.549796,0.550307,-0.0550932,0.708228,-0.294777,-0.665493,0.892797,0.391619
1652,1474.17,2,-3.76452,1.85036,2.99731,1.9518,-2.44874,0.6188,9.42552,0.332243,-1.28776,-1.47519,0.264604,-4.42863,0.666765,0.473863,0.445298,0.31941,1.30305,0.25751,2.04612,0.860368,1.12269,0.362458,0.428196,-0.705285,-0.82225,-0.932754,0.164638,0.602278,0.302159,-0.846715,-0.257597,-0.611508,0.276823,0.607713,0.516226,0.0262034,-0.584079,0.0353329,0.754536,0.726663,0.851507,-0.428624,0.784671,-0.307103,-0.301403,-0.52411,0.597927,0.210497,0.677746,-0.322575,-0.147839,-0.599356,-0.348202,0.811884,0.137592,0.444122,-0.122717,-0.524102,0.809445,0.217564,0.236133,-0.263566,0.70721,-0.417069,-0.865899,-0.450011,-0.241418,-0.291625,0.12147,0.31732,-0.240628,0.476325,0.549084,0.550001,-0.0557756,0.707656,-0.295504,-0.666259,0.892786,0.391655
1653,1479.61,2,-3.76455,1.84996,2.99746,1.95141,-2.44843,0.618713,9.42579,0.332179,-1.28794,-1.47536,0.264548,-4.42859,0.666476,0.47413,0.445172,0.31933,1.30324,0.257662,2.04579,0.859895,1.1227,0.362664,0.427973,-0.704801,-0.822274,-0.932778,0.165223,0.601932,0.302534,-0.846583,-0.256577,-0.611441,0.277015,0.607091,0.51567,0.0256315,-0.583586,0.0354788,0.75409,0.726037,0.851101,-0.4295,0.784808,-0.30775,-0.301003,-0.524652,0.59766,0.20977,0.677866,-0.322731,-0.148487,-0.598966,-0.348687,0.811771,0.136765,0.444271,-0.122947,-0.523946,0.809538,0.216987,0.235655,-0.264655,0.706669,-0.417137,-0.865777,-0.449279,-0.240582,-0.291266,0.12123,0.317236,-0.241422,0.475743,0.548219,0.549548,-0.0563745,0.706967,-0.296216,-0.666927,0.892846,0.391703
1654,1473.77,2,-3.76453,1.84956,2.99761,1.95111,-2.44813,0.61862,9.42537,0.332157,-1.2883,-1.47551,0.264493,-4.42858,0.666109,0.474396,0.445007,0.319276,1.30327,0.257804,2.04518,0.859537,1.12275,0.36291,0.427716,-0.704364,-0.822303,-0.932798,0.166072,0.601689,0.302865,-0.846468,-0.255645,-0.611196,0.277302,0.606596,0.515215,0.0247355,-0.583175,0.0355459,0.753662,0.725413,0.850877,-0.430266,0.785065,-0.308849,-0.300735,-0.525177,0.597569,0.209161,0.677829,-0.322939,-0.149461,-0.598691,-0.349146,0.811694,0.136003,0.444222,-0.123204,-0.523399,0.809518,0.215984,0.234723,-0.265746,0.706321,-0.416985,-0.865724,-0.448624,-0.240072,-0.29077,0.120932,0.317211,-0.241655,0.475101,0.547473,0.549182,-0.0569285,0.706601,-0.296827,-0.667459,0.892881,0.391757
1655,1469.55,2,-3.76443,1.84923,2.9977,1.95096,-2.44786,0.618541,9.42476,0.332224,-1.28846,-1.47551,0.264437,-4.4286,0.665754,0.474587,0.444962,0.319226,1.30338,0.257913,2.04461,0.859268,1.1226,0.363099,0.427437,-0.704093,-0.822347,-0.932848,0.167426,0.601293,0.303607,-0.84635,-0.254848,-0.611023,0.27756,0.606195,0.51509,0.0236876,-0.582918,0.0352568,0.753539,0.725089,0.850802,-0.431045,0.785305,-0.310397,-0.300096,-0.526042,0.597379,0.208621,0.677815,-0.323216,-0.150872,-0.598253,-0.350028,0.811623,0.135389,0.444248,-0.123485,-0.522647,0.809541,0.21473,0.233973,-0.266839,0.706012,-0.416691,-0.865668,-0.448055,-0.239551,-0.290257,0.120272,0.316882,-0.242086,0.474411,0.546803,0.548907,-0.0574412,0.706376,-0.297624,-0.668019,0.892932,0.391764
1656,1475.66,2,-3.76438,1.84897,2.99777,1.95088,-2.4475,0.618453,9.42414,0.332268,-1.28866,-1.47554,0.264406,-4.4286,0.665451,0.475002,0.444825,0.319139,1.30352,0.258053,2.04423,0.858861,1.12227,0.363261,0.427175,-0.703863,-0.822383,-0.93288,0.168869,0.600938,0.304541,-0.846269,-0.254195,-0.610927,0.27761,0.60582,0.514951,0.02223,-0.582556,0.0347524,0.753372,0.724712,0.850763,-0.431763,0.785528,-0.311916,-0.299347,-0.52689,0.597248,0.208248,0.677848,-0.323404,-0.152357,-0.597858,-0.351099,0.811528,0.134855,0.444304,-0.123549,-0.521374,0.809479,0.213013,0.232891,-0.268147,0.705717,-0.416047,-0.865475,-0.447403,-0.238918,-0.289927,0.119292,0.316701,-0.242578,0.473639,0.546349,0.548701,-0.0579508,0.706021,-0.298378,-0.668602,0.893012,0.391794
1657,1469.33,2,-3.7645,1.84855,2.99785,1.95102,-2.44715,0.618401,9.42388,0.332353,-1.28869,-1.47565,0.264416,-4.42847,0.665205,0.475328,0.444571,0.319154,1.30359,0.258144,2.04331,0.858566,1.12202,0.363428,0.427062,-0.703482,-0.822474,-0.932897,0.16971,0.600599,0.305531,-0.846173,-0.253406,-0.610815,0.277833,0.605685,0.514578,0.0213139,-0.582079,0.0340253,0.752975,0.724372,0.850815,-0.432699,0.785628,-0.312748,-0.298818,-0.527662,0.597159,0.207943,0.678124,-0.324005,-0.153178,-0.597534,-0.352096,0.811496,0.134169,0.444308,-0.123713,-0.520829,0.80936,0.211994,0.23228,-0.268759,0.70548,-0.415338,-0.865266,-0.446762,-0.238584,-0.289614,0.118254,0.31642,-0.243138,0.473142,0.545673,0.548584,-0.0583416,0.705813,-0.298662,-0.668872,0.893058,0.391768
1658,1476.87,2,-3.76465,1.84811,2.99799,1.95109,-2.44681,0.618341,9.42296,0.332384,-1.2887,-1.47584,0.264417,-4.42838,0.664971,0.47574,0.444423,0.31915,1.30372,0.258214,2.04292,0.858409,1.12162,0.363451,0.42693,-0.703165,-0.822529,-0.932937,0.170732,0.600414,0.306288,-0.846211,-0.252783,-0.610878,0.278238,0.605417,0.514261,0.0203498,-0.581531,0.0333918,0.752731,0.723997,0.850731,-0.433638,0.78579,-0.313918,-0.298279,-0.528524,0.597147,0.207683,0.678499,-0.324811,-0.154192,-0.597363,-0.352945,0.811481,0.133647,0.444488,-0.124031,-0.519991,0.809129,0.210607,0.23153,-0.269806,0.705283,-0.414634,-0.865072,-0.446297,-0.23814,-0.289288,0.117257,0.316051,-0.243826,0.47275,0.545215,0.548672,-0.0590859,0.705348,-0.29876,-0.669268,0.893115,0.391787
1659,1470.76,2,-3.76485,1.8476,2.99816,1.951,-2.44648,0.618273,9.42197,0.332395,-1.28869,-1.47613,0.26445,-4.42839,0.664848,0.47613,0.4442,0.319142,1.30379,0.258268,2.04275,0.858267,1.12127,0.363498,0.426899,-0.702998,-0.822629,-0.933013,0.171508,0.600353,0.307003,-0.846268,-0.252207,-0.610975,0.278238,0.605416,0.514209,0.0198062,-0.581396,0.0327452,0.75265,0.723724,0.850681,-0.43401,0.785974,-0.314576,-0.298074,-0.529336,0.59725,0.207455,0.678923,-0.325156,-0.155073,-0.597167,-0.353685,0.811514,0.133225,0.444865,-0.12418,-0.519337,0.808864,0.209537,0.231224,-0.270305,0.705212,-0.414157,-0.864979,-0.445976,-0.238015,-0.289098,0.11637,0.315657,-0.244644,0.472496,0.544735,0.548719,-0.059401,0.704851,-0.29882,-0.669441,0.893122,0.391801
1660,1466.01,2,-3.76493,1.84695,2.99818,1.95115,-2.44606,0.618182,9.42066,0.332401,-1.28874,-1.47642,0.264486,-4.42828,0.664802,0.476233,0.443896,0.31906,1.3041,0.258353,2.04276,0.858215,1.12108,0.363585,0.426756,-0.702732,-0.822706,-0.933086,0.172683,0.600284,0.307643,-0.846303,-0.251548,-0.610877,0.278374,0.605275,0.514071,0.0191746,-0.581119,0.0321039,0.752395,0.723448,0.850698,-0.434404,0.786199,-0.315486,-0.297955,-0.529891,0.597419,0.207117,0.678958,-0.325444,-0.156304,-0.597002,-0.354337,0.811561,0.132723,0.444999,-0.124522,-0.518474,0.808811,0.208296,0.231366,-0.270752,0.705075,-0.413704,-0.864859,-0.445604,-0.237834,-0.288843,0.115567,0.315314,-0.245424,0.472695,0.544194,0.548592,-0.0597245,0.704507,-0.298849,-0.66966,0.893177,0.391818
1661,1457.86,2,-3.76494,1.84632,2.99819,1.95122,-2.44573,0.6181,9.42036,0.332365,-1.28874,-1.47671,0.26449,-4.42829,0.664707,0.476343,0.443579,0.318959,1.30432,0.258446,2.04238,0.858072,1.12079,0.363626,0.426475,-0.702457,-0.822847,-0.933155,0.173458,0.600133,0.308354,-0.84627,-0.250911,-0.610833,0.278523,0.60501,0.513924,0.018428,-0.580765,0.0315212,0.752045,0.723177,0.850701,-0.434785,0.786461,-0.316263,-0.297726,-0.53045,0.597402,0.206438,0.678973,-0.325596,-0.15704,-0.596836,-0.354969,0.811588,0.132289,0.445167,-0.124842,-0.518054,0.808844,0.207452,0.231259,-0.271437,0.705218,-0.413365,-0.864748,-0.445344,-0.237476,-0.288795,0.114826,0.315094,-0.246386,0.472976,0.543693,0.548271,-0.0599461,0.703943,-0.298795,-0.66989,0.893118,0.39184
1662,1469.14,2,-3.76488,1.84585,2.99826,1.95133,-2.44545,0.617998,9.41999,0.332376,-1.28886,-1.47708,0.264473,-4.42817,0.664431,0.476631,0.443295,0.318887,1.3045,0.258584,2.04212,0.857746,1.12049,0.363807,0.426293,-0.702114,-0.822956,-0.933213,0.174124,0.599491,0.309042,-0.846171,-0.250368,-0.61078,0.278463,0.604758,0.51368,0.0181352,-0.580232,0.0310299,0.751673,0.722858,0.850683,-0.434889,0.786573,-0.316841,-0.29694,-0.531075,0.597252,0.205908,0.679136,-0.325827,-0.157748,-0.59625,-0.35549,0.811542,0.131945,0.445307,-0.124964,-0.518109,0.808821,0.206958,0.231451,-0.271735,0.705262,-0.41361,-0.864451,-0.444952,-0.236784,-0.289232,0.114316,0.314771,-0.247131,0.473255,0.543291,0.547998,-0.0598763,0.703567,-0.29864,-0.669919,0.893139,0.391868
1663,1472.94,2,-3.76478,1.84517,2.99828,1.9515,-2.44525,0.617922,9.41942,0.332426,-1.28873,-1.47713,0.264509,-4.42812,0.664011,0.477057,0.443099,0.31882,1.30484,0.258729,2.04148,0.857459,1.12025,0.363924,0.426397,-0.701797,-0.823098,-0.933288,0.174761,0.59893,0.309291,-0.846147,-0.249936,-0.610784,0.278385,0.604262,0.513476,0.0172974,-0.579692,0.0311484,0.751381,0.722627,0.850599,-0.434998,0.786789,-0.317784,-0.295968,-0.531653,0.596984,0.205259,0.679134,-0.326062,-0.158307,-0.595729,-0.355831,0.811552,0.131759,0.445531,-0.125099,-0.518046,0.808749,0.206311,0.230862,-0.272779,0.705288,-0.414014,-0.864213,-0.444639,-0.235996,-0.289524,0.114129,0.314611,-0.247577,0.473042,0.542912,0.547744,-0.0599412,0.703142,-0.298775,-0.670228,0.893141,0.391903
1664,1480,2,-3.76462,1.84464,2.9982,1.95176,-2.44503,0.617844,9.41909,0.33254,-1.28872,-1.47704,0.264499,-4.428,0.66361,0.477491,0.442963,0.318766,1.30517,0.258848,2.04093,0.857208,1.12021,0.36397,0.426246,-0.701488,-0.823291,-0.933368,0.17492,0.598291,0.309622,-0.846095,-0.249564,-0.6109,0.278478,0.603865,0.513339,0.0167199,-0.579064,0.0308929,0.751103,0.7224,0.850497,-0.435192,0.787071,-0.31797,-0.295231,-0.531918,0.596953,0.204746,0.679185,-0.326237,-0.15833,-0.595206,-0.356152,0.811545,0.131547,0.44586,-0.125362,-0.518429,0.80854,0.206245,0.230595,-0.273365,0.705291,-0.414153,-0.863879,-0.444442,-0.235386,-0.289686,0.113803,0.314207,-0.248117,0.472793,0.542655,0.547783,-0.0602494,0.702802,-0.298866,-0.670403,0.893113,0.391918
1665,1483.21,2,-3.76454,1.84419,2.99821,1.95193,-2.44483,0.617756,9.41811,0.332656,-1.28854,-1.47705,0.264524,-4.4279,0.663312,0.477841,0.44284,0.318725,1.30543,0.258984,2.0403,0.857011,1.12017,0.364026,0.426322,-0.701088,-0.82349,-0.93343,0.175353,0.597892,0.310122,-0.846069,-0.249071,-0.610961,0.278666,0.603466,0.513043,0.0165705,-0.578834,0.0305241,0.750748,0.722058,0.850385,-0.435095,0.787388,-0.318553,-0.294767,-0.532381,0.596929,0.204112,0.679244,-0.326485,-0.158877,-0.594779,-0.356641,0.811547,0.131206,0.44615,-0.125771,-0.518142,0.808498,0.205774,0.230598,-0.273516,0.704884,-0.414091,-0.86375,-0.444401,-0.235337,-0.289519,0.113228,0.314028,-0.248529,0.47291,0.54229,0.547802,-0.0604958,0.702409,-0.298649,-0.670445,0.893093,0.391985
1666,1494.15,2,-3.76458,1.84369,2.99816,1.9519,-2.44449,0.617682,9.41697,0.332729,-1.28864,-1.477,0.264516,-4.42787,0.663069,0.4783,0.442636,0.318736,1.30576,0.259103,2.04009,0.856848,1.12017,0.364198,0.426399,-0.700754,-0.8235,-0.933515,0.176084,0.597294,0.310613,-0.846021,-0.248441,-0.611004,0.278933,0.603105,0.512864,0.0161178,-0.578455,0.0299773,0.750464,0.721619,0.850334,-0.43497,0.787535,-0.319488,-0.29375,-0.532947,0.596766,0.203615,0.679326,-0.326937,-0.159761,-0.59406,-0.357101,0.811497,0.13079,0.446485,-0.126402,-0.517944,0.808719,0.205047,0.230474,-0.274002,0.704751,-0.414229,-0.863462,-0.444112,-0.234924,-0.289386,0.112753,0.313746,-0.249092,0.473078,0.541861,0.547769,-0.0607917,0.701951,-0.298255,-0.670485,0.893228,0.391992
1667,1481.36,2,-3.76459,1.84345,2.99814,1.95171,-2.44419,0.617609,9.41603,0.332778,-1.28876,-1.47703,0.264508,-4.42789,0.662951,0.478851,0.442386,0.318638,1.30604,0.259216,2.04027,0.856707,1.12016,0.364322,0.426556,-0.70031,-0.82372,-0.933624,0.176717,0.59692,0.311434,-0.845946,-0.247908,-0.610915,0.279157,0.602901,0.512633,0.0155537,-0.578162,0.0292187,0.750055,0.721415,0.850327,-0.435021,0.787906,-0.320125,-0.293565,-0.533613,0.59695,0.203421,0.67934,-0.327242,-0.160598,-0.593581,-0.35785,0.811466,0.13047,0.446706,-0.127003,-0.517482,0.808899,0.204389,0.230354,-0.274513,0.704977,-0.413901,-0.863348,-0.444072,-0.234818,-0.289018,0.111962,0.313397,-0.249822,0.473415,0.541461,0.547571,-0.0609675,0.701643,-0.297949,-0.670478,0.893303,0.391973
