time,empiricalCumulatedFrequencies,median,piLower,piUpper,split
8.06533,0.227778,0.133333,0.0888889,0.208333,All
8.15829,0.227778,0.133333,0.0888889,0.208333,All
8.25126,0.227778,0.133333,0.0888889,0.208333,All
8.34422,0.227778,0.133333,0.0888889,0.208333,All
8.43719,0.227778,0.133333,0.0888889,0.208333,All
8.53015,0.213542,0.130208,0.0833333,0.197917,All
8.62312,0.213542,0.130208,0.0833333,0.197917,All
8.71608,0.213542,0.130208,0.0833333,0.197917,All
8.80905,0.213542,0.130208,0.0833333,0.197917,All
8.90201,0.213542,0.130208,0.0833333,0.197917,All
8.99497,0.213542,0.130208,0.0833333,0.197917,All
9.08794,0.20098,0.122549,0.0784314,0.186275,All
9.1809,0.20098,0.122549,0.0784314,0.186275,All
9.27387,0.20098,0.122549,0.0784314,0.186275,All
9.36683,0.20098,0.122549,0.0784314,0.186275,All
9.4598,0.20098,0.122549,0.0784314,0.186275,All
9.55276,0.189815,0.115741,0.0740741,0.180556,All
9.64573,0.189815,0.115741,0.0740741,0.180556,All
9.73869,0.189815,0.115741,0.0740741,0.180556,All
9.83166,0.189815,0.115741,0.0740741,0.180556,All
9.92462,0.189815,0.115741,0.0740741,0.180556,All
10.0176,0.179825,0.109649,0.0701754,0.175439,All
10.1106,0.179825,0.109649,0.0701754,0.175439,All
10.2035,0.179825,0.109649,0.0701754,0.175439,All
10.2965,0.179825,0.109649,0.0701754,0.175439,All
10.3894,0.179825,0.109649,0.0701754,0.175439,All
10.4824,0.179825,0.109649,0.0701754,0.175439,All
10.5754,0.170833,0.108333,0.0666667,0.172917,All
10.6683,0.170833,0.108333,0.0666667,0.172917,All
10.7613,0.170833,0.108333,0.0666667,0.172917,All
10.8543,0.170833,0.108333,0.0666667,0.172917,All
10.9472,0.170833,0.108333,0.0666667,0.172917,All
11.0402,0.166667,0.107143,0.0674603,0.168651,All
11.1332,0.166667,0.107143,0.0674603,0.168651,All
11.2261,0.166667,0.107143,0.0674603,0.168651,All
11.3191,0.166667,0.107143,0.0674603,0.168651,All
11.4121,0.166667,0.107143,0.0674603,0.168651,All
11.505,0.166667,0.106061,0.0643939,0.168561,All
11.598,0.166667,0.106061,0.0643939,0.168561,All
11.691,0.166667,0.106061,0.0643939,0.168561,All
11.7839,0.166667,0.106061,0.0643939,0.168561,All
11.8769,0.166667,0.106061,0.0643939,0.168561,All
11.9698,0.166667,0.106061,0.0643939,0.168561,All
12.0628,0.163043,0.105072,0.0652174,0.166667,All
12.1558,0.163043,0.105072,0.0652174,0.166667,All
12.2487,0.163043,0.105072,0.0652174,0.166667,All
12.3417,0.163043,0.105072,0.0652174,0.166667,All
12.4347,0.163043,0.105072,0.0652174,0.166667,All
12.5276,0.170139,0.107639,0.0659722,0.173611,All
12.6206,0.170139,0.107639,0.0659722,0.173611,All
12.7136,0.170139,0.107639,0.0659722,0.173611,All
12.8065,0.170139,0.107639,0.0659722,0.173611,All
12.8995,0.170139,0.107639,0.0659722,0.173611,All
12.9925,0.170139,0.107639,0.0659722,0.173611,All
13.0854,0.18,0.11,0.07,0.176667,All
13.1784,0.18,0.11,0.07,0.176667,All
13.2714,0.18,0.11,0.07,0.176667,All
13.3643,0.18,0.11,0.07,0.176667,All
13.4573,0.18,0.11,0.07,0.176667,All
13.5503,0.192308,0.115385,0.0737179,0.177885,All
13.6432,0.192308,0.115385,0.0737179,0.177885,All
13.7362,0.192308,0.115385,0.0737179,0.177885,All
13.8291,0.192308,0.115385,0.0737179,0.177885,All
13.9221,0.192308,0.115385,0.0737179,0.177885,All
14.0151,0.200617,0.121914,0.0771605,0.185185,All
14.108,0.200617,0.121914,0.0771605,0.185185,All
14.201,0.200617,0.121914,0.0771605,0.185185,All
14.294,0.200617,0.121914,0.0771605,0.185185,All
14.3869,0.200617,0.121914,0.0771605,0.185185,All
14.4799,0.200617,0.121914,0.0771605,0.185185,All
14.5729,0.21131,0.130952,0.0833333,0.193452,All
14.6658,0.21131,0.130952,0.0833333,0.193452,All
14.7588,0.21131,0.130952,0.0833333,0.193452,All
14.8518,0.21131,0.130952,0.0833333,0.193452,All
14.9447,0.21131,0.130952,0.0833333,0.193452,All
15.0377,0.227011,0.140805,0.091954,0.199713,All
15.1307,0.227011,0.140805,0.091954,0.199713,All
15.2236,0.227011,0.140805,0.091954,0.199713,All
15.3166,0.227011,0.140805,0.091954,0.199713,All
15.4095,0.227011,0.140805,0.091954,0.199713,All
15.5025,0.23743,0.150838,0.100559,0.206704,All
15.5955,0.23743,0.150838,0.100559,0.206704,All
15.6884,0.23743,0.150838,0.100559,0.206704,All
15.7814,0.23743,0.150838,0.100559,0.206704,All
15.8744,0.23743,0.150838,0.100559,0.206704,All
15.9673,0.23743,0.150838,0.100559,0.206704,All
16.0603,0.243169,0.15847,0.106557,0.214481,All
16.1533,0.243169,0.15847,0.106557,0.214481,All
16.2462,0.243169,0.15847,0.106557,0.214481,All
16.3392,0.243169,0.15847,0.106557,0.214481,All
16.4322,0.243169,0.15847,0.106557,0.214481,All
16.5251,0.252011,0.16622,0.112601,0.22252,All
16.6181,0.252011,0.16622,0.112601,0.22252,All
16.7111,0.252011,0.16622,0.112601,0.22252,All
16.804,0.252011,0.16622,0.112601,0.22252,All
16.897,0.252011,0.16622,0.112601,0.22252,All
16.9899,0.252011,0.16622,0.112601,0.22252,All
17.0829,0.253298,0.171504,0.116095,0.229551,All
17.1759,0.253298,0.171504,0.116095,0.229551,All
17.2688,0.253298,0.171504,0.116095,0.229551,All
17.3618,0.253298,0.171504,0.116095,0.229551,All
17.4548,0.253298,0.171504,0.116095,0.229551,All
17.5477,0.260417,0.177083,0.122396,0.234375,All
17.6407,0.260417,0.177083,0.122396,0.234375,All
17.7337,0.260417,0.177083,0.122396,0.234375,All
17.8266,0.260417,0.177083,0.122396,0.234375,All
17.9196,0.260417,0.177083,0.122396,0.234375,All
18.0126,0.263566,0.178295,0.124031,0.236434,All
18.1055,0.263566,0.178295,0.124031,0.236434,All
18.1985,0.263566,0.178295,0.124031,0.236434,All
18.2915,0.263566,0.178295,0.124031,0.236434,All
18.3844,0.263566,0.178295,0.124031,0.236434,All
18.4774,0.263566,0.178295,0.124031,0.236434,All
18.5704,0.267352,0.179949,0.128535,0.239075,All
18.6633,0.267352,0.179949,0.128535,0.239075,All
18.7563,0.267352,0.179949,0.128535,0.239075,All
18.8492,0.267352,0.179949,0.128535,0.239075,All
18.9422,0.267352,0.179949,0.128535,0.239075,All
19.0352,0.269231,0.182051,0.128205,0.239744,All
19.1281,0.269231,0.182051,0.128205,0.239744,All
19.2211,0.269231,0.182051,0.128205,0.239744,All
19.3141,0.269231,0.182051,0.128205,0.239744,All
19.407,0.269231,0.182051,0.128205,0.239744,All
19.5,0.2711,0.182864,0.127877,0.241688,All
