time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,0.204614,1,0.297709,1,0.561395,2.22045e-16,-0.505267,2.22045e-16,0.209964,2.22045e-16,-0.221441,All
1.06121,0.196589,1.06121,0.307493,1.06121,0.555814,4.64432e-16,-0.505267,4.66901e-16,0.209964,4.64432e-16,-0.221441,All
1.12616,0.188072,1.12616,0.317877,1.12616,0.549891,9.71411e-16,-0.505267,9.81768e-16,0.209964,9.71411e-16,-0.221441,All
1.19509,0.179034,1.19509,0.328896,1.19509,0.543605,2.03182e-15,-0.505267,2.0644e-15,0.209964,2.03182e-15,-0.221441,All
1.26824,0.169442,1.26824,0.340589,1.26824,0.536934,4.24978e-15,-0.505267,4.34088e-15,0.209964,4.24978e-15,-0.221441,All
1.34587,0.159264,1.34587,0.352998,1.34587,0.529856,8.88889e-15,-0.505267,9.12771e-15,0.209964,8.88889e-15,-0.221441,All
1.37,0.1561,1.37,0.356856,1.37,0.527655,1.85921e-14,-0.505267,1.91931e-14,0.209964,1.85921e-14,-0.221441,All
1.42825,0.148462,1.42825,0.366167,1.42825,0.522344,3.88875e-14,-0.505267,4.03581e-14,0.209964,3.88875e-14,-0.221441,All
1.51567,0.140622,1.51567,0.373542,1.51567,0.51208,8.13377e-14,-0.505267,8.48623e-14,0.209964,8.13377e-14,-0.221441,All
1.60844,0.149901,1.60844,0.3493,1.60844,0.490051,1.70127e-13,-0.505267,1.78443e-13,0.209964,1.70127e-13,-0.221441,All
1.70689,0.159748,1.70689,0.323574,1.70689,0.466674,3.5584e-13,-0.505267,3.75218e-13,0.209964,3.5584e-13,-0.221441,All
1.74,0.163059,1.74,0.314923,1.74,0.458812,7.4428e-13,-0.505267,7.88983e-13,0.209964,7.4428e-13,-0.221441,All
1.81137,0.170197,1.81137,0.296274,1.81137,0.441865,1.55675e-12,-0.505267,1.65902e-12,0.209964,1.55675e-12,-0.221441,All
1.92224,0.181286,1.92224,0.267303,1.92224,0.415539,3.25611e-12,-0.505267,3.48848e-12,0.209964,3.25611e-12,-0.221441,All
2.0399,0.193548,2.0399,0.239858,2.0399,0.399881,6.81053e-12,-0.505267,7.33534e-12,0.209964,6.81053e-12,-0.221441,All
2.11,0.201427,2.11,0.227339,2.11,0.404812,1.4245e-11,-0.505267,1.54243e-11,0.209964,1.4245e-11,-0.221441,All
2.16476,0.207581,2.16476,0.217559,2.16476,0.408664,2.9795e-11,-0.505267,3.24331e-11,0.209964,2.9795e-11,-0.221441,All
2.29726,0.222474,2.29726,0.193896,2.29726,0.417985,6.23196e-11,-0.505267,6.81982e-11,0.209964,6.23196e-11,-0.221441,All
2.43787,0.238277,2.43787,0.168784,2.43787,0.427876,1.30349e-10,-0.505267,1.43403e-10,0.209964,1.30349e-10,-0.221441,All
