time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
2.48,0.243013,2.48,0.161259,2.48,0.430839,2.72639e-10,-0.505267,3.01538e-10,0.209964,2.72639e-10,-0.221441,All
2.58709,0.243762,2.58709,0.169844,2.58709,0.425848,5.70255e-10,-0.505267,6.34054e-10,0.209964,5.70255e-10,-0.221441,All
2.74544,0.241038,2.74544,0.191948,2.74544,0.414214,1.19275e-09,-0.505267,1.33325e-09,0.209964,1.19275e-09,-0.221441,All
2.85,0.23924,2.85,0.206543,2.85,0.406532,2.49478e-09,-0.505267,2.80346e-09,0.209964,2.49478e-09,-0.221441,All
2.91348,0.238148,2.91348,0.215404,2.91348,0.401868,5.21812e-09,-0.505267,5.89493e-09,0.209964,5.21812e-09,-0.221441,All
3.09181,0.225415,3.09181,0.224993,3.09181,0.382163,1.09143e-08,-0.505267,1.23955e-08,0.209964,1.09143e-08,-0.221441,All
3.22,0.209717,3.22,0.221519,3.22,0.363526,2.28285e-08,-0.505267,2.60644e-08,0.209964,2.28285e-08,-0.221441,All
3.28106,0.202239,3.28106,0.219864,3.28106,0.354649,4.77483e-08,-0.505267,5.48065e-08,0.209964,4.77483e-08,-0.221441,All
3.48189,0.177644,3.48189,0.214422,3.48189,0.325452,9.9871e-08,-0.505267,1.15243e-07,0.209964,9.9871e-08,-0.221442,All
3.59,0.162509,3.59,0.202583,3.59,0.30999,2.08892e-07,-0.505267,2.42326e-07,0.209963,2.08892e-07,-0.221442,All
3.69501,0.147437,3.69501,0.189342,3.69501,0.295022,4.36921e-07,-0.505267,5.09547e-07,0.209963,4.36921e-07,-0.221442,All
3.92117,0.114976,3.92117,0.160824,3.92117,0.262783,9.13869e-07,-0.505267,1.07144e-06,0.209961,9.13869e-07,-0.221442,All
3.96,0.109403,3.96,0.155929,3.96,0.257249,1.91146e-06,-0.505267,2.25296e-06,0.209958,1.91146e-06,-0.221443,All
4.16118,0.0895939,4.16118,0.146712,4.16118,0.235622,3.99804e-06,-0.505267,4.73737e-06,0.209951,3.99804e-06,-0.221445,All
4.33,0.074859,4.33,0.142342,4.33,0.218943,8.36235e-06,-0.505268,9.96143e-06,0.209937,8.36235e-06,-0.221449,All
4.41588,0.0673632,4.41588,0.140119,4.41588,0.210458,1.74908e-05,-0.50527,2.09462e-05,0.209907,1.74908e-05,-0.221457,All
4.68617,0.059866,4.68617,0.141301,4.68617,0.199721,3.6584e-05,-0.505274,4.40444e-05,0.209845,3.6584e-05,-0.221474,All
4.7,0.0598544,4.7,0.14155,4.7,0.199541,7.65196e-05,-0.505282,9.26136e-05,0.209713,7.65196e-05,-0.221509,All
4.973,0.0596271,4.973,0.146477,4.973,0.195983,0.000160049,-0.505298,0.000194742,0.209439,0.000160049,-0.221583,All
5.07,0.0641634,5.07,0.145271,5.07,0.20031,0.000334762,-0.505332,0.00040949,0.208862,0.000334762,-0.221738,All
5.27739,0.0776702,5.27739,0.140256,5.27739,0.214174,0.000700192,-0.505403,0.000861048,0.207658,0.000700192,-0.222062,All
5.44,0.0882602,5.44,0.136323,5.44,0.225044,0.00146453,-0.505551,0.00181056,0.205173,0.00146453,-0.22274,All
5.60041,0.0923589,5.60041,0.132518,5.60041,0.229134,0.00306323,-0.505862,0.00380712,0.20011,0.00306323,-0.224158,All
5.81,0.0927577,5.81,0.127605,5.81,0.229298,0.0064071,-0.506512,0.00800535,0.191465,0.0064071,-0.227122,All
5.94321,0.0930112,5.94321,0.124483,5.94321,0.229403,0.0134012,-0.507871,0.0168331,0.174711,0.0134012,-0.233324,All
6.18,0.0856503,6.18,0.128028,6.18,0.2207,0.0280301,-0.510713,0.0353956,0.14619,0.0280301,-0.246295,All
6.30698,0.0803814,6.30698,0.131468,6.30698,0.214529,0.04694,-0.514388,0.0611906,0.121466,0.04694,-0.263062,All
6.55,0.0702444,6.55,0.140627,6.55,0.202581,0.0586281,-0.516659,0.0744275,0.111901,0.0586281,-0.273425,All
6.69302,0.0641581,6.69302,0.15187,6.69302,0.195237,0.09388,-0.523509,0.122381,0.0708771,0.09388,-0.304682,All
6.92,0.0544988,6.92,0.169712,6.92,0.183581,0.122627,-0.520068,0.156501,0.0436194,0.122627,-0.309117,All
7.10269,0.0409101,7.10269,0.172202,7.10269,0.169357,0.14082,-0.515491,0.183572,0.0290587,0.14082,-0.306328,All
7.29,0.0223336,7.29,0.165272,7.29,0.150905,0.18776,-0.503681,0.244762,0.0315613,0.18776,-0.29913,All
7.53743,-0.0062654,7.53743,0.14716,7.53743,0.123173,0.2347,-0.491871,0.305953,0.0811329,0.2347,-0.291933,All
7.66,-0.0317131,7.66,0.113292,7.66,0.10011,0.256489,-0.486389,0.32908,0.111248,0.256489,-0.288592,All
7.99879,-0.102054,7.99879,0.0196773,7.99879,0.0363601,0.28164,-0.480062,0.367144,0.164073,0.28164,-0.284735,All
8.03,-0.109572,8.03,0.0101481,8.03,0.0297104,0.32858,-0.462856,0.428334,0.213538,0.32858,-0.271495,All
8.4,-0.199186,8.4,-0.103251,8.4,-0.0494916,0.37552,-0.429465,0.489525,0.171992,0.37552,-0.240129,All
8.48838,-0.220592,8.48838,-0.130338,8.48838,-0.0684106,0.42246,-0.396075,0.550715,0.0985921,0.42246,-0.208763,All
8.77,-0.25664,8.77,-0.154697,8.77,-0.103631,0.4694,-0.362684,0.611906,0.0726848,0.4694,-0.177397,All
9.00794,-0.284563,9.00794,-0.170484,9.00794,-0.131364,0.51634,-0.329293,0.673097,0.101405,0.51634,-0.146031,All
9.14,-0.27812,9.14,-0.138406,9.14,-0.12886,0.536476,-0.314969,0.691968,0.114126,0.536476,-0.132576,All
9.51,-0.261268,9.51,-0.0493919,9.51,-0.122494,0.56328,-0.296759,0.734287,0.136905,0.56328,-0.115671,All
9.5593,-0.26477,9.5593,-0.0416609,9.5593,-0.124765,0.61022,-0.286479,0.795478,0.133067,0.61022,-0.11145,All
9.88,-0.287548,9.88,0.00862467,9.88,-0.139538,0.65716,-0.2762,0.856669,0.0863035,0.65716,-0.107228,All
10.1444,-0.318154,10.1444,0.0396435,10.1444,-0.165732,0.7041,-0.26592,0.917859,0.0158521,0.7041,-0.103006,All
10.25,-0.334299,10.25,0.0485651,10.25,-0.180842,0.75104,-0.255641,0.97905,-0.0514579,0.75104,-0.0987842,All
10.62,-0.386211,10.62,0.0825094,10.62,-0.239816,0.79798,-0.245361,1.04024,-0.0881228,0.79798,-0.0945624,All
10.7653,-0.402785,10.7653,0.0980364,10.7653,-0.267913,0.84492,-0.229639,1.10143,-0.0842624,0.84492,-0.0826632,All
10.99,-0.428404,10.99,0.122038,10.99,-0.311343,0.89186,-0.204629,1.16262,-0.0529659,0.89186,-0.0576587,All
11.36,-0.453493,11.36,0.111205,11.36,-0.361322,0.9388,-0.179618,1.22381,-0.0159513,0.9388,-0.0326543,All
11.4243,-0.457769,11.4243,0.109081,11.4243,-0.369899,0.98574,-0.154607,1.285,0.0129415,0.98574,-0.00764984,All
11.73,-0.47334,11.73,0.0525902,11.73,-0.381925,1.03268,-0.129597,1.34619,0.021277,1.03268,0.0173546,All
12.1,-0.491909,12.1,-0.0110926,12.1,-0.385301,1.07962,-0.116309,1.40738,0.0210527,1.07962,0.0280123,All
12.1235,-0.493369,12.1235,-0.0111648,12.1235,-0.385565,1.1221,-0.11153,1.45503,0.0129133,1.1221,0.0277108,All
12.47,-0.514866,12.47,-0.0122275,12.47,-0.389454,1.12656,-0.111336,1.46857,0.0100301,1.12656,0.0272267,All
12.84,-0.532121,12.84,0.0462545,12.84,-0.391809,1.1735,-0.109295,1.52977,-0.00324975,1.1735,0.0221324,All
12.8656,-0.53328,12.8656,0.0506633,12.8656,-0.391961,1.22044,-0.107253,1.59096,-0.0136432,1.22044,0.017038,All
13.21,-0.538437,13.21,0.105586,13.21,-0.384846,1.26738,-0.105212,1.65215,-0.017602,1.26738,0.0119437,All
13.58,-0.536412,13.58,0.151704,13.58,-0.370442,1.31432,-0.10317,1.71334,-0.0122552,1.31432,0.00684933,All
13.6531,-0.535733,13.6531,0.153758,13.6531,-0.367267,1.36126,-0.0955119,1.77453,0.000991299,1.36126,0.00765818,All
13.95,-0.532975,13.95,0.162103,13.95,-0.354366,1.4082,-0.0647731,1.83572,0.0167563,1.4082,0.0327248,All
14.32,-0.541109,14.32,0.125221,14.32,-0.350192,1.45514,-0.0340344,1.89691,0.0298489,1.45514,0.0577915,All
14.4888,-0.545644,14.4888,0.105029,14.4888,-0.349136,1.50208,-0.00329562,1.9581,0.0351268,1.50208,0.0828581,All
14.69,-0.550881,14.69,0.0808373,14.69,-0.352436,1.54902,0.0274431,2.01929,0.0288174,1.54902,0.107925,All
15.06,-0.560396,15.06,0.0377356,15.06,-0.358714,1.59596,0.0621033,2.08048,0.0103877,1.59596,0.136574,All
15.3756,-0.568092,15.3756,0.00709338,15.3756,-0.362814,1.6429,0.104598,2.14167,-0.0199524,1.6429,0.172382,All
15.43,-0.569419,15.43,0.00181065,15.43,-0.363521,1.68984,0.147094,2.20286,-0.0523698,1.68984,0.208191,All
15.8,-0.581167,15.8,-0.0299019,15.8,-0.361683,1.73678,0.184088,2.26405,-0.0697071,1.73678,0.237037,All
16.17,-0.594504,16.17,-0.0519699,16.17,-0.359555,1.78372,0.215724,2.32524,-0.0519067,1.78372,0.260851,All
16.3167,-0.600236,16.3167,-0.0566794,16.3167,-0.3593,1.83066,0.225275,2.38643,0.0157772,1.83066,0.265075,All
16.54,-0.608954,16.54,-0.060543,16.54,-0.360466,1.8776,0.234826,2.44762,0.104815,1.8776,0.269299,All
16.91,-0.623349,16.91,-0.0418547,16.91,-0.374199,1.92454,0.244377,2.50882,0.187534,1.92454,0.273524,All
17.28,-0.637484,17.28,-0.00993812,17.28,-0.396538,1.97148,0.250973,2.57001,0.219677,1.97148,0.277568,All
17.3154,-0.63883,17.3154,-0.00647496,17.3154,-0.398942,2.01842,0.256382,2.6312,0.174791,2.01842,0.281539,All
17.65,-0.651469,17.65,0.0254984,17.65,-0.423557,2.06536,0.261791,2.69239,0.0944629,2.06536,0.28551,All
18.02,-0.665357,18.02,0.0587214,18.02,-0.453273,2.1123,0.294658,2.75358,0.047445,2.1123,0.312484,All
18.3753,-0.678707,18.3753,0.0714652,18.3753,-0.480043,2.15924,0.329906,2.81477,0.0884362,2.15924,0.341388,All
18.39,-0.679261,18.39,0.0719933,18.39,-0.481152,2.20618,0.324391,2.87596,0.187251,2.20618,0.331072,All
18.76,-0.693302,18.76,0.0568923,18.76,-0.502986,2.25312,0.300393,2.93715,0.278254,2.25312,0.302972,All
19.13,-0.707535,19.13,0.00882505,19.13,-0.516901,2.30006,0.273166,2.99834,0.262594,2.30006,0.275689,All
19.5,-0.722012,19.5,-0.0779421,19.5,-0.520918,2.347,0.240518,3.05953,0.179386,2.347,0.239681,All
