ID,time,prediction_pwRes,pwRes,pwRes_simBlq,prediction_iwRes_mean,iwRes_mean,iwRes_mean_simBlq,prediction_iwRes_mode,iwRes_mode,iwRes_mode_simBlq,prediction_npde,npde,npde_simBlq,censored,split,color,filter
7,1,0,2.20028,0.0581415,0,3.36426,1.16782,0,3.36426,0.163452,0,1.68497,0.264335,1,All,#4682B4,0
7,1.5,0,0.834163,-0.382982,1.04676,2.1904,0.152635,1.13929,2.08664,1.0057,0,0.861707,-0.17016,1,All,#4682B4,0
7,2,3.5826,0.14342,-0.153236,1.60031,1.56964,0.850152,1.67171,1.48957,-0.272926,3.5826,0.199925,0.0145679,1,All,#4682B4,0
7,2.5,5.76448,-0.362182,-0.560631,2.19881,0.898468,0.581277,2.24548,0.846137,-0.930442,5.76448,-0.330095,-0.451959,1,All,#4682B4,0
7,3,6.81659,-0.752127,-0.779843,2.84716,0.171399,-0.112937,2.86477,0.151653,-0.516131,6.81659,-0.723521,-0.724453,1,All,#4682B4,0
7,3.5,7.41803,-0.745416,-0.745416,3.55129,0.445999,0.445999,3.53373,0.465688,0.465688,7.41803,-0.852689,-0.852689,0,All,#4682B4,0
7,4,7.74725,-1.36983,-1.37301,4.3186,-1.47871,-1.50314,4.25853,-1.41134,-1.50098,7.74725,-1.2704,-1.27318,1,All,#4682B4,0
7,4.5,7.86687,-0.712749,-0.712749,5.1561,0.100814,0.100814,5.04551,0.224832,0.224832,7.86687,-1.03299,-1.03299,0,All,#4682B4,0
7,5,7.84145,-0.719116,-0.719116,6.06991,-0.43949,-0.43949,5.89951,-0.248402,-0.248402,7.84145,-1.15462,-1.15462,0,All,#4682B4,0
7,5.5,7.73425,0.133425,0.133425,7.03398,0.348787,0.348787,6.80348,0.607276,0.607276,7.73425,-0.0174395,-0.0174395,0,All,#4682B4,0
7,6,7.58783,0.880683,0.880683,7.78818,0.812826,0.812826,7.58121,1.04493,1.04493,7.58783,1.05474,1.05474,0,All,#4682B4,0
7,6.5,7.41945,0.530146,0.530146,7.87629,-0.04967,-0.04967,7.80135,0.0343704,0.0343704,7.41945,0.582885,0.582885,0,All,#4682B4,0
7,7,7.20759,-0.0292374,-0.0292374,7.61195,-0.740085,-0.740085,7.59062,-0.716163,-0.716163,7.20759,-0.130242,-0.130242,0,All,#4682B4,0
7,7.5,6.94586,1.02303,1.02303,7.36409,1.01142,1.01142,7.33167,1.04778,1.04778,6.94586,1.11137,1.11137,0,All,#4682B4,0
7,8,6.63107,0.691266,0.691266,7.2177,0.38723,0.38723,7.1574,0.454853,0.454853,6.63107,0.668045,0.668045,0,All,#4682B4,0
7,8.5,6.26319,0.496949,0.496949,7.1477,0.0160365,0.0160365,7.06027,0.114079,0.114079,6.26319,0.473724,0.473724,0,All,#4682B4,0
7,9,5.8515,0.0402654,0.0402654,7.05125,-0.864895,-0.864895,6.94554,-0.746355,-0.746355,5.8515,-0.0056681,-0.0056681,0,All,#4682B4,0
7,9.5,5.41778,1.46525,1.46525,6.90988,1.30995,1.30995,6.79844,1.43493,1.43493,5.41778,1.64991,1.64991,0,All,#4682B4,0
7,10,4.98897,1.04957,1.04957,6.72689,0.771657,0.771657,6.61499,0.897147,0.897147,4.98897,1.11377,1.11377,0,All,#4682B4,0
7,10.5,4.59455,0.883571,0.883571,6.50146,0.583743,0.583743,6.39152,0.70703,0.70703,4.59455,0.884885,0.884885,0,All,#4682B4,0
7,11,4.24887,0.667183,0.667183,6.23386,0.179586,0.179586,6.12701,0.299408,0.299408,4.24887,0.640369,0.640369,0,All,#4682B4,0
7,11.5,3.95127,0.274418,0.274418,5.91842,-0.424364,-0.424364,5.81402,-0.307293,-0.307293,3.95127,0.302725,0.302725,0,All,#4682B4,0
7,12,3.69209,-0.0466893,-0.0466893,5.5475,-0.821437,-0.821437,5.44584,-0.707433,-0.707433,3.69209,-0.0855479,-0.0855479,0,All,#4682B4,0
7,12.5,3.46178,0.981612,0.981612,5.11268,1.04104,1.04104,5.01421,1.15146,1.15146,3.46178,0.98699,0.98699,0,All,#4682B4,0
7,13,3.24957,-0.60273,-0.60273,4.61081,-1.5238,-1.5238,4.51382,-1.41504,-1.41504,3.24957,-0.589296,-0.589296,0,All,#4682B4,0
7,13.5,3.05361,-0.672606,-0.825944,4.03912,-1.16529,-1.67341,3.94413,-1.05877,-1.31451,3.05361,-0.704434,-0.907274,1,All,#4682B4,0
7,14,2.86553,-0.154657,-0.154657,3.40315,0.133279,0.133279,3.31104,0.236577,0.236577,2.86553,-0.133728,-0.133728,0,All,#4682B4,0
7,14.5,2.68228,-0.239403,-1.87922,2.70487,0.330964,0.0144018,2.61763,0.4288,-0.746281,2.68228,-0.271756,-1.8199,1,All,#4682B4,0
7,15,2.49977,-0.106532,-1.16689,1.95312,1.174,-0.00840533,1.86948,1.26779,0.00113567,2.49977,-0.128481,-1.19383,1,All,#4682B4,0
7,15.5,2.3175,0.0942379,-0.14757,1.15597,2.06794,-0.958745,1.07736,2.15608,0.867777,2.3175,0.0784467,-0.227839,1,All,#4682B4,0
7,16,2.13488,0.230318,-1.20658,0.321053,3.00423,0.467666,0.248311,3.0858,0.42233,2.13488,0.205098,-1.16601,1,All,#4682B4,0
8,1,0,2.15659,0.694153,0,3.36426,0.163452,0,3.36426,0.349432,0,1.74839,0.900259,1,All,#4682B4,0
8,1.5,0,0.836517,-0.109819,0,3.36426,1.62138,0,3.36426,0.574069,0,0.849586,0.186633,1,All,#4682B4,0
8,2,3.5826,0.297409,0.297409,0,4.02141,4.02141,0,4.02141,4.02141,3.5826,0.290687,0.290687,0,All,#4682B4,0
8,2.5,5.76448,-0.340358,-0.388108,0,3.36426,0.257075,0,3.36426,0.457627,5.76448,-0.338988,-0.346956,1,All,#4682B4,0
8,3,6.81659,0.351115,0.351115,6.29632,0.0119774,0.0119774,5.40099,1.01602,1.01602,6.81659,0.100251,0.100251,0,All,#4682B4,0
8,3.5,7.41803,0.499894,0.499894,7.62484,-0.125415,-0.125415,7.29633,0.242974,0.242974,7.41803,0.35382,0.35382,0,All,#4682B4,0
8,4,7.74725,0.711939,0.711939,8.17804,0.244419,0.244419,8.02424,0.416896,0.416896,7.74725,0.769562,0.769562,0,All,#4682B4,0
8,4.5,7.86687,0.725864,0.725864,8.38395,0.191822,0.191822,8.3649,0.213186,0.213186,7.86687,0.851596,0.851596,0,All,#4682B4,0
8,5,7.84145,0.732184,0.732184,8.39787,0.0988297,0.0988297,8.48112,0.00547419,0.00547419,7.84145,0.835275,0.835275,0,All,#4682B4,0
8,5.5,7.73425,0.35924,0.35924,8.32076,-0.751079,-0.751079,8.46516,-0.913015,-0.913015,7.73425,0.330361,0.330361,0,All,#4682B4,0
8,6,7.58783,0.957019,0.957019,8.19803,0.640295,0.640295,8.37918,0.437149,0.437149,7.58783,1.28512,1.28512,0,All,#4682B4,0
8,6.5,7.41945,0.0325644,0.0325644,8.04323,-1.17326,-1.17326,8.25061,-1.40582,-1.40582,7.41945,-0.162124,-0.162124,0,All,#4682B4,0
8,7,7.20759,1.66429,1.66429,7.85754,1.87105,1.87105,8.08754,1.61312,1.61312,7.20759,2.08937,2.08937,0,All,#4682B4,0
8,7.5,6.94586,0.631293,0.631293,7.63776,0.0619442,0.0619442,7.88947,-0.220326,-0.220326,6.94586,0.666496,0.666496,0,All,#4682B4,0
8,8,6.63107,1.02274,1.02274,7.37888,0.945488,0.945488,7.65224,0.638936,0.638936,6.63107,1.28071,1.28071,0,All,#4682B4,0
8,8.5,6.26319,0.567714,0.567714,7.0745,0.128404,0.128404,7.36994,-0.202908,-0.202908,6.26319,0.660855,0.660855,0,All,#4682B4,0
8,9,5.8515,1.13528,1.13528,6.71818,1.39597,1.39597,7.03573,1.03986,1.03986,5.8515,1.29689,1.29689,0,All,#4682B4,0
8,9.5,5.41778,0.815142,0.815142,6.30507,1.21329,1.21329,6.64269,0.834681,0.834681,5.41778,0.798692,0.798692,0,All,#4682B4,0
8,10,4.98897,0.945132,0.945132,5.83234,1.62455,1.62455,6.18624,1.22769,1.22769,4.98897,1.02066,1.02066,0,All,#4682B4,0
8,10.5,4.59455,-0.000299813,-0.000299813,5.30838,0.360671,0.360671,5.67309,-0.04832,-0.04832,4.59455,-0.0401522,-0.0401522,0,All,#4682B4,0
8,11,4.24887,-0.306662,-0.306662,4.76571,0.0283615,0.0283615,5.12559,-0.37522,-0.37522,4.24887,-0.411987,-0.411987,0,All,#4682B4,0
8,11.5,3.95127,0.514387,0.514387,4.27491,2.00071,2.00071,4.60724,1.62803,1.62803,3.95127,0.470829,0.470829,0,All,#4682B4,0
8,12,3.69209,-0.87814,-0.87814,3.89183,-0.448376,-0.448376,4.19169,-0.784644,-0.784644,3.69209,-0.884766,-0.884766,0,All,#4682B4,0
8,12.5,3.46178,-0.442165,-0.442165,3.62703,0.207426,0.207426,3.89136,-0.0889908,-0.0889908,3.46178,-0.477123,-0.477123,0,All,#4682B4,0
8,13,3.24957,-0.796697,-1.24649,3.44527,-0.499336,-0.84515,3.67875,-0.76116,-0.861377,3.24957,-0.784301,-1.2584,1,All,#4682B4,0
8,13.5,3.05361,-0.0911989,-0.0911989,3.3104,0.726235,0.726235,3.51846,0.492912,0.492912,3.05361,-0.167702,-0.167702,0,All,#4682B4,0
8,14,2.86553,-0.456548,-1.02536,3.20489,-0.229765,-0.646037,3.3888,-0.436013,-2.20876,2.86553,-0.502947,-1.03361,1,All,#4682B4,0
8,14.5,2.68228,0.123054,0.123054,3.1138,0.739239,0.739239,3.27257,0.561194,0.561194,2.68228,0.10204,0.10204,0,All,#4682B4,0
8,15,2.49977,-0.13197,-0.2993,3.02301,-0.0258001,-0.63358,3.1637,-0.183577,-1.23281,2.49977,-0.202796,-0.416082,1,All,#4682B4,0
8,15.5,2.3175,0.010688,-0.26636,2.93531,0.0725493,-0.545679,3.05807,-0.065121,-0.584256,2.3175,-0.00118828,-0.334,1,All,#4682B4,0
8,16,2.13488,0.124118,-0.564278,2.84729,0.171249,0.127832,2.95277,0.0529689,-0.136469,2.13488,0.123548,-0.551945,1,All,#4682B4,0
8,16.5,1.95208,0.609869,0.609869,2.75821,0.905874,0.905874,2.84722,0.806051,0.806051,1.95208,0.546592,0.546592,0,All,#4682B4,0
8,17,1.76731,0.968574,0.968574,2.66624,1.55178,1.55178,2.74148,1.4674,1.4674,1.76731,0.978365,0.978365,0,All,#4682B4,0
8,17.5,1.5812,0.827528,0.827528,2.5739,1.10808,1.10808,2.63494,1.03962,1.03962,1.5812,0.804904,0.804904,0,All,#4682B4,0
8,18,1.39373,0.808814,0.808814,2.47922,0.940628,0.940628,2.5274,0.88659,0.88659,1.39373,0.800241,0.800241,0,All,#4682B4,0
8,18.5,1.20475,0.713818,0.19223,2.38441,0.690336,-0.876271,2.41909,0.651441,-0.257666,1.20475,0.679087,0.206222,1,All,#4682B4,0
8,19,1.01433,0.771284,-0.685329,2.28749,0.799027,-1.81422,2.30927,0.774603,-0.474172,1.01433,0.762689,-0.49503,1,All,#4682B4,0
8,19.5,0.822502,0.835018,-0.191506,2.18968,0.908709,-0.399104,2.20005,0.897079,-1.79736,0.822502,0.803246,-0.0982581,1,All,#4682B4,0
9,1,0,2.13969,0.60469,0,3.36426,0.349432,0,3.36426,0.00692409,0,1.79051,0.79427,1,All,#4682B4,0
9,1.5,0,0.794649,-0.487131,0,3.36426,0.574069,0,3.36426,1.54636,0,0.834214,-0.315407,1,All,#4682B4,0
9,2,3.5826,0.662067,0.662067,4.73,-0.0313984,-0.0313984,4.63153,0.079022,0.079022,3.5826,0.540889,0.540889,0,All,#4682B4,0
9,2.5,5.76448,0.132591,0.132591,6.46334,-1.94268,-1.94268,6.26297,-1.71798,-1.71798,5.76448,-0.022144,-0.022144,0,All,#4682B4,0
9,3,6.81659,0.593737,0.593737,7.29352,0.0902484,0.0902484,7.0657,0.345729,0.345729,6.81659,0.44713,0.44713,0,All,#4682B4,0
9,3.5,7.41803,0.649764,0.649764,7.73337,0.374134,0.374134,7.5351,0.596479,0.596479,7.41803,0.621889,0.621889,0,All,#4682B4,0
9,4,7.74725,0.682607,0.682607,7.91094,0.698716,0.698716,7.80253,0.82028,0.82028,7.74725,0.722145,0.722145,0,All,#4682B4,0
9,4.5,7.86687,0.594492,0.594492,7.9083,0.541314,0.541314,7.91912,0.529175,0.529175,7.86687,0.638025,0.638025,0,All,#4682B4,0
9,5,7.84145,0.739642,0.739642,7.78602,0.977858,0.977858,7.90922,0.839698,0.839698,7.84145,0.901454,0.901454,0,All,#4682B4,0
9,5.5,7.73425,-0.0626004,-0.0626004,7.58154,-0.384136,-0.384136,7.80858,-0.638741,-0.638741,7.73425,-0.208047,-0.208047,0,All,#4682B4,0
9,6,7.58783,0.628053,0.628053,7.31655,1.01651,1.01651,7.64321,0.65019,0.65019,7.58783,0.704234,0.704234,0,All,#4682B4,0
9,6.5,7.41945,0.564475,0.564475,6.99945,1.03457,1.03457,7.42677,0.555363,0.555363,7.41945,0.530988,0.530988,0,All,#4682B4,0
9,7,7.20759,0.540284,0.540284,6.63489,1.31218,1.31218,7.16708,0.715373,0.715373,7.20759,0.592486,0.592486,0,All,#4682B4,0
9,7.5,6.94586,-0.0142896,-0.0142896,6.22904,0.752427,0.752427,6.86975,0.03392,0.03392,6.94586,-0.154715,-0.154715,0,All,#4682B4,0
9,8,6.63107,0.247312,0.247312,5.80041,1.39683,1.39683,6.54242,0.564722,0.564722,6.63107,0.231698,0.231698,0,All,#4682B4,0
9,8.5,6.26319,-0.135225,-0.135225,5.37358,0.937981,0.937981,6.19648,0.0151622,0.0151622,6.26319,-0.183248,-0.183248,0,All,#4682B4,0
9,9,5.8515,-0.555825,-0.555825,4.9787,0.651877,0.651877,5.84845,-0.323469,-0.323469,5.8515,-0.61691,-0.61691,0,All,#4682B4,0
9,9.5,5.41778,0.131305,0.131305,4.63774,1.85848,1.85848,5.51668,0.872826,0.872826,5.41778,0.108856,0.108856,0,All,#4682B4,0
9,10,4.98897,0.183149,0.183149,4.35704,2.02412,2.02412,5.21119,1.06626,1.06626,4.98897,0.161817,0.161817,0,All,#4682B4,0
9,10.5,4.59455,-0.160328,-0.160328,4.12559,1.45943,1.45943,4.94178,0.544135,0.544135,4.59455,-0.185778,-0.185778,0,All,#4682B4,0
9,11,4.24887,-0.741053,-0.741053,3.93358,0.342506,0.342506,4.709,-0.527069,-0.527069,4.24887,-0.769578,-0.769578,0,All,#4682B4,0
9,11.5,3.95127,-0.484831,-0.484831,3.76997,0.721103,0.721103,4.50587,-0.104149,-0.104149,3.95127,-0.487772,-0.487772,0,All,#4682B4,0
9,12,3.69209,-1.19247,-1.34779,3.62472,-0.700571,-1.03628,4.32826,-1.48953,-2.18012,3.69209,-1.16566,-1.26565,1,All,#4682B4,0
9,12.5,3.46178,-0.218827,-0.218827,3.48957,0.834816,0.834816,4.1685,0.0734477,0.0734477,3.46178,-0.259863,-0.259863,0,All,#4682B4,0
9,13,3.24957,-0.26132,-0.26132,3.36214,0.652506,0.652506,4.02149,-0.0868971,-0.0868971,3.24957,-0.253303,-0.253303,0,All,#4682B4,0
9,13.5,3.05361,-0.68671,-1.06509,3.23902,-0.26804,-0.393328,3.88232,-0.989451,-1.1671,3.05361,-0.754084,-1.10015,1,All,#4682B4,0
9,14,2.86553,0.195335,0.195335,3.11863,1.21603,1.21603,3.75,0.508,0.508,2.86553,0.198277,0.198277,0,All,#4682B4,0
9,14.5,2.68228,0.0420788,0.0420788,2.99673,0.646237,0.646237,3.62084,-0.053647,-0.053647,2.68228,0.00768239,0.00768239,0,All,#4682B4,0
9,15,2.49977,-0.130679,-0.473965,2.87319,0.142209,-2.01848,3.49291,-0.552755,-1.59533,2.49977,-0.157054,-0.496393,1,All,#4682B4,0
9,15.5,2.3175,0.495868,0.495868,2.75103,1.2268,1.2268,3.3675,0.535476,0.535476,2.3175,0.545995,0.545995,0,All,#4682B4,0
9,16,2.13488,0.649862,0.649862,2.62744,1.43604,1.43604,3.24241,0.746407,0.746407,2.13488,0.609851,0.609851,0,All,#4682B4,0
9,16.5,1.95208,0.305773,-0.0791003,2.50259,0.557805,-1.07456,3.11745,-0.131713,-1.45196,1.95208,0.298499,-0.0963227,1,All,#4682B4,0
9,17,1.76731,0.362288,-0.31416,2.37679,0.698881,-0.131458,2.99286,0.0080034,-1.62994,1.76731,0.380395,-0.321107,1,All,#4682B4,0
9,17.5,1.5812,0.499973,-0.00206925,2.2494,0.841733,-0.253298,2.86827,0.147724,-1.20165,1.5812,0.531233,0.0464542,1,All,#4682B4,0
10,1,0,2.44998,-0.0600592,0,3.36426,0.00692409,0,3.36426,0.60837,0,2.06156,0.0300866,1,All,#4682B4,0
10,1.5,0,1.01261,1.01261,4.11566,-0.724051,-0.724051,3.71343,-0.272984,-0.272984,0,0.958504,0.958504,0,All,#4682B4,0
10,2,3.5826,1.61353,1.61353,7.39195,-0.211889,-0.211889,7.28076,-0.0871997,-0.0871997,3.5826,1.51615,1.51615,0,All,#4682B4,0
10,2.5,5.76448,1.41579,1.41579,8.40177,0.0854874,0.0854874,8.34798,0.14581,0.14581,5.76448,1.55921,1.55921,0,All,#4682B4,0
10,3,6.81659,1.33263,1.33263,8.69568,0.598072,0.598072,8.70173,0.591291,0.591291,6.81659,1.88141,1.88141,0,All,#4682B4,0
10,3.5,7.41803,0.958886,0.958886,8.61188,0.203114,0.203114,8.66059,0.148492,0.148492,7.41803,1.21821,1.21821,0,All,#4682B4,0
10,4,7.74725,0.686129,0.686129,8.37472,-0.105099,-0.105099,8.44936,-0.1888,-0.1888,7.74725,0.724538,0.724538,0,All,#4682B4,0
10,4.5,7.86687,0.0229561,0.0229561,8.08415,-1.32569,-1.32569,8.17641,-1.42915,-1.42915,7.86687,-0.324453,-0.324453,0,All,#4682B4,0
10,5,7.84145,0.121576,0.121576,7.77752,-0.630816,-0.630816,7.8838,-0.75001,-0.75001,7.84145,-0.170488,-0.170488,0,All,#4682B4,0
10,5.5,7.73425,-0.440133,-0.440133,7.47073,-1.44857,-1.44857,7.58916,-1.58139,-1.58139,7.73425,-0.845159,-0.845159,0,All,#4682B4,0
10,6,7.58783,-0.433931,-0.433931,7.17361,-1.19051,-1.19051,7.30212,-1.33462,-1.33462,7.58783,-0.819855,-0.819855,0,All,#4682B4,0
10,6.5,7.41945,0.707165,0.707165,6.89499,1.40179,1.40179,7.03051,1.24981,1.24981,7.41945,0.845322,0.845322,0,All,#4682B4,0
10,7,7.20759,1.00549,1.00549,6.64397,2.09709,2.09709,6.78455,1.93944,1.93944,7.20759,1.28616,1.28616,0,All,#4682B4,0
10,7.5,6.94586,0.0836935,0.0836935,6.42903,0.395833,0.395833,6.56838,0.239555,0.239555,6.94586,0.00891979,0.00891979,0,All,#4682B4,0
10,8,6.63107,0.302675,0.302675,6.25603,0.809632,0.809632,6.39172,0.657465,0.657465,6.63107,0.294368,0.294368,0,All,#4682B4,0
10,8.5,6.26319,-0.380532,-0.380532,6.12676,-0.614274,-0.614274,6.25564,-0.758795,-0.758795,6.26319,-0.609128,-0.609128,0,All,#4682B4,0
10,9,5.8515,0.1585,0.1585,6.03307,0.253365,0.253365,6.15686,0.114547,0.114547,5.8515,0.102445,0.102445,0,All,#4682B4,0
10,9.5,5.41778,0.19942,0.19942,5.91677,0.243602,0.243602,6.04359,0.101386,0.101386,5.41778,0.115993,0.115993,0,All,#4682B4,0
10,10,4.98897,0.301189,0.301189,5.76162,0.288628,0.288628,5.893,0.1413,0.1413,4.98897,0.206159,0.206159,0,All,#4682B4,0
10,10.5,4.59455,0.222166,0.222166,5.57099,0.0919631,0.0919631,5.70908,-0.062892,-0.062892,4.59455,0.153184,0.153184,0,All,#4682B4,0
10,11,4.24887,0.577088,0.577088,5.35614,0.846514,0.846514,5.50031,0.684838,0.684838,4.24887,0.51643,0.51643,0,All,#4682B4,0
10,11.5,3.95127,0.521775,0.521775,5.12821,0.770182,0.770182,5.27699,0.603338,0.603338,3.95127,0.453232,0.453232,0,All,#4682B4,0
10,12,3.69209,0.934824,0.934824,4.89634,1.54045,1.54045,5.04931,1.3689,1.3689,3.69209,0.902254,0.902254,0,All,#4682B4,0
10,12.5,3.46178,0.210165,0.210165,4.66538,0.207042,0.207042,4.82102,0.0324963,0.0324963,3.46178,0.201662,0.201662,0,All,#4682B4,0
10,13,3.24957,-0.32996,-0.32996,4.43778,-0.883429,-0.883429,4.59703,-1.06201,-1.06201,3.24957,-0.35272,-0.35272,0,All,#4682B4,0
10,13.5,3.05361,0.821821,0.821821,4.21343,1.12767,1.12767,4.37838,0.942692,0.942692,3.05361,0.885408,0.885408,0,All,#4682B4,0
10,14,2.86553,1.19079,1.19079,3.99132,1.49113,1.49113,4.16136,1.30045,1.30045,2.86553,1.19875,1.19875,0,All,#4682B4,0
10,14.5,2.68228,0.72401,0.72401,3.77055,0.779894,0.779894,3.9458,0.583362,0.583362,2.68228,0.737241,0.737241,0,All,#4682B4,0
