time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
4,0.155167,4,0.00185874,4,0.0441309,-3.87935,0.285562,-3.73294,0.426705,-3.87935,0.272773,All
4.15152,0.149942,4.15152,0.00328823,4.15152,0.0431442,-3.78478,0.27726,-3.63394,0.399029,-3.78478,0.263365,All
4.30303,0.144717,4.30303,0.00471772,4.30303,0.0421575,-3.69022,0.268957,-3.53494,0.371796,-3.69022,0.253956,All
4.45455,0.139492,4.45455,0.00614721,4.45455,0.0411708,-3.59565,0.260654,-3.43594,0.346114,-3.59565,0.244548,All
4.60606,0.134267,4.60606,0.00757669,4.60606,0.040184,-3.50109,0.252352,-3.33694,0.320432,-3.50109,0.23514,All
4.75758,0.129042,4.75758,0.00900618,4.75758,0.0391973,-3.40652,0.244049,-3.23793,0.295664,-3.40652,0.225731,All
4.90909,0.123818,4.90909,0.0104357,4.90909,0.0382106,-3.31196,0.235746,-3.13893,0.273566,-3.31196,0.216323,All
5.06061,0.121906,5.06061,0.0155113,5.06061,0.0404665,-3.21739,0.227444,-3.03993,0.254155,-3.21739,0.206915,All
5.21212,0.124965,5.21212,0.0260562,5.21212,0.0475863,-3.12283,0.219141,-2.94093,0.234745,-3.12283,0.197506,All
5.36364,0.128024,5.36364,0.036601,5.36364,0.0547061,-3.02826,0.210839,-2.84193,0.215334,-3.02826,0.188098,All
5.51515,0.131083,5.51515,0.0471459,5.51515,0.0618259,-2.9337,0.202536,-2.74292,0.196523,-2.9337,0.17869,All
5.66667,0.134142,5.66667,0.0576907,5.66667,0.0689457,-2.83913,0.194233,-2.64392,0.182465,-2.83913,0.169281,All
5.81818,0.137201,5.81818,0.0682356,5.81818,0.0760654,-2.74457,0.185931,-2.54492,0.171244,-2.74457,0.159873,All
5.9697,0.14026,5.9697,0.0787804,5.9697,0.0831852,-2.65,0.177628,-2.44592,0.162347,-2.65,0.150465,All
6.12121,0.143464,6.12121,0.0903787,6.12121,0.0898492,-2.55544,0.178702,-2.34692,0.15345,-2.55544,0.152269,All
6.27273,0.146704,6.27273,0.10224,6.27273,0.0963993,-2.46087,0.180962,-2.24792,0.148552,-2.46087,0.155491,All
6.42424,0.149944,6.42424,0.114102,6.42424,0.102949,-2.36631,0.183221,-2.14891,0.146597,-2.36631,0.158713,All
6.57576,0.153184,6.57576,0.125964,6.57576,0.109499,-2.27174,0.18548,-2.04991,0.14825,-2.27174,0.161935,All
6.72727,0.156424,6.72727,0.137825,6.72727,0.11605,-2.17717,0.179581,-1.95091,0.151578,-2.17717,0.15286,All
6.87879,0.159664,6.87879,0.149687,6.87879,0.1226,-2.08261,0.172321,-1.85191,0.158805,-2.08261,0.141734,All
7.0303,0.161752,7.0303,0.160761,7.0303,0.127809,-1.98804,0.165061,-1.75291,0.168836,-1.98804,0.130608,All
7.18182,0.159231,7.18182,0.168686,7.18182,0.127653,-1.89348,0.157801,-1.65391,0.179919,-1.89348,0.119482,All
7.33333,0.15671,7.33333,0.17661,7.33333,0.127498,-1.79891,0.153817,-1.5549,0.192074,-1.79891,0.110844,All
7.48485,0.154189,7.48485,0.184535,7.48485,0.127342,-1.70435,0.158166,-1.4559,0.204295,-1.70435,0.108538,All
7.63636,0.151668,7.63636,0.192459,7.63636,0.127187,-1.60978,0.162516,-1.3569,0.216066,-1.60978,0.106231,All
7.78788,0.149147,7.78788,0.200384,7.78788,0.127032,-1.51522,0.166866,-1.2579,0.226449,-1.51522,0.103924,All
7.93939,0.146626,7.93939,0.208308,7.93939,0.126876,-1.42065,0.170165,-1.1589,0.23471,-1.42065,0.102733,All
8.09091,0.144619,8.09091,0.216774,8.09091,0.126633,-1.32609,0.172131,-1.0599,0.239805,-1.32609,0.102958,All
8.24242,0.142953,8.24242,0.225602,8.24242,0.126333,-1.23152,0.171524,-0.960893,0.241753,-1.23152,0.103815,All
8.39394,0.141287,8.39394,0.23443,8.39394,0.126032,-1.13696,0.168967,-0.861892,0.23995,-1.13696,0.105151,All
8.54545,0.139621,8.54545,0.243257,8.54545,0.125731,-1.04239,0.16641,-0.76289,0.235641,-1.04239,0.106486,All
8.69697,0.137955,8.69697,0.252085,8.69697,0.12543,-0.947827,0.163853,-0.663888,0.229278,-0.947827,0.107822,All
8.84848,0.13629,8.84848,0.260912,8.84848,0.125129,-0.853262,0.161295,-0.564886,0.221827,-0.853262,0.109158,All
9,0.134624,9,0.26974,9,0.124828,-0.758697,0.158738,-0.465885,0.214137,-0.758697,0.110493,All
9.15152,0.127635,9.15152,0.267305,9.15152,0.117081,-0.664132,0.156181,-0.366883,0.207073,-0.664132,0.111829,All
9.30303,0.120646,9.30303,0.264871,9.30303,0.109333,-0.569566,0.153624,-0.267881,0.201444,-0.569566,0.113164,All
9.45455,0.113657,9.45455,0.262437,9.45455,0.101585,-0.475001,0.150456,-0.168879,0.19791,-0.475001,0.110917,All
9.60606,0.106668,9.60606,0.260003,9.60606,0.0938375,-0.380436,0.147274,-0.0698777,0.196948,-0.380436,0.108584,All
9.75758,0.0996789,9.75758,0.257568,9.75758,0.0860897,-0.285871,0.144092,0.029124,0.197011,-0.285871,0.106251,All
9.90909,0.0926899,9.90909,0.255134,9.90909,0.078342,-0.191306,0.14091,0.128126,0.196187,-0.191306,0.103918,All
10.0606,0.0823373,10.0606,0.246227,10.0606,0.0666882,-0.0967405,0.137727,0.227128,0.192621,-0.0967405,0.101586,All
10.2121,0.0669394,10.2121,0.227609,10.2121,0.0491752,-0.0021753,0.134545,0.326129,0.187679,-0.0021753,0.0992528,All
10.3636,0.0515415,10.3636,0.208992,10.3636,0.0316623,0.0923899,0.131363,0.425131,0.175416,0.0923899,0.09692,All
10.5152,0.0361436,10.5152,0.190374,10.5152,0.0141493,0.186955,0.12818,0.524133,0.156382,0.186955,0.0945872,All
10.6667,0.0207457,10.6667,0.171757,10.6667,-0.00336364,0.28152,0.124998,0.623134,0.127955,0.28152,0.0922544,All
10.8182,0.00534784,10.8182,0.153139,10.8182,-0.0208766,0.376085,0.118679,0.722136,0.0901485,0.376085,0.0812495,All
10.9697,-0.0100501,10.9697,0.134522,10.9697,-0.0383895,0.470651,0.11197,0.821138,0.0455046,0.470651,0.0691661,All
11.1212,-0.0172199,11.1212,0.128724,11.1212,-0.0438813,0.565216,0.10526,0.92014,-0.00139418,0.565216,0.0570827,All
11.2727,-0.0223328,11.2727,0.126132,11.2727,-0.0463678,0.659781,0.098551,1.01914,-0.0454082,0.659781,0.0449993,All
11.4242,-0.0274456,11.4242,0.123539,11.4242,-0.0488542,0.754346,0.0918417,1.11814,-0.0838198,0.754346,0.0329159,All
11.5758,-0.0325585,11.5758,0.120946,11.5758,-0.0513407,0.848911,0.0851324,1.21714,-0.110206,0.848911,0.0208325,All
11.7273,-0.0376713,11.7273,0.118354,11.7273,-0.0538272,0.943477,0.078423,1.31615,-0.12325,0.943477,0.00874908,All
11.8788,-0.0427842,11.8788,0.115761,11.8788,-0.0563136,1.03804,0.0717137,1.41515,-0.128383,1.03804,-0.00333432,All
12.0303,-0.0467032,12.0303,0.115165,12.0303,-0.0577263,1.13261,0.064588,1.51415,-0.12665,1.13261,-0.015365,All
12.1818,-0.0458469,12.1818,0.122558,12.1818,-0.0548435,1.22717,0.0568971,1.61315,-0.122489,1.22717,-0.027324,All
12.3333,-0.0449906,12.3333,0.129951,12.3333,-0.0519608,1.32174,0.0492062,1.71215,-0.119897,1.32174,-0.039283,All
12.4848,-0.0441343,12.4848,0.137343,12.4848,-0.0490781,1.4163,0.0415153,1.81116,-0.121027,1.4163,-0.0512421,All
12.6364,-0.043278,12.6364,0.144736,12.6364,-0.0461954,1.51087,0.0338146,1.91016,-0.128722,1.51087,-0.0621117,All
12.7879,-0.0424218,12.7879,0.152129,12.7879,-0.0433126,1.60543,0.0260873,2.00916,-0.143059,1.60543,-0.070041,All
12.9394,-0.0415655,12.9394,0.159522,12.9394,-0.0404299,1.7,0.0180903,2.10816,-0.162217,1.7,-0.0780066,All
13.0909,-0.0463777,13.0909,0.160047,13.0909,-0.044589,1.79456,0.00648308,2.20716,-0.184995,1.79456,-0.0864594,All
13.2424,-0.0549688,13.2424,0.155995,13.2424,-0.0534427,1.88913,-0.00512418,2.30616,-0.210662,1.88913,-0.0949122,All
13.3939,-0.06356,13.3939,0.151942,13.3939,-0.0622963,1.98369,-0.0167314,2.40517,-0.237773,1.98369,-0.103365,All
13.5455,-0.0721512,13.5455,0.14789,13.5455,-0.07115,2.07826,-0.0283387,2.50417,-0.265182,2.07826,-0.111818,All
13.697,-0.0807423,13.697,0.143837,13.697,-0.0800036,2.17282,-0.0426351,2.60317,-0.291496,2.17282,-0.140994,All
13.8485,-0.0893335,13.8485,0.139785,13.8485,-0.0888573,2.26739,-0.057351,2.70217,-0.316232,2.26739,-0.173402,All
14,-0.0979246,14,0.135732,14,-0.0977109,2.36195,-0.0990705,2.80117,-0.337408,2.36195,-0.215741,All
