popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
0.000167824,0.136456,0.000167824,5.95785e-05,0.00027607,0.000221707,-0.0468088,0.000221707,7.87073e-05,0.000364707,All
0.000351473,0.13652,0.000351473,0.000124775,0.000578172,0.000467828,-0.0466377,0.000467828,0.000166081,0.000769574,All
0.000736089,0.136653,0.000736089,0.000261316,0.00121086,0.000987171,-0.0462518,0.000987171,0.000350451,0.00162389,All
0.00154159,0.136933,0.00154159,0.000547273,0.00253591,0.00208305,-0.0454358,0.00208305,0.000739493,0.0034266,All
0.00322855,0.13752,0.00322855,0.00114615,0.00531094,0.00439547,-0.043606,0.00439547,0.00156042,0.00723052,All
0.00676153,0.138748,0.00676153,0.00240038,0.0111227,0.00927495,-0.0390646,0.00927495,0.00329266,0.0152572,All
0.0141607,0.145207,0.0141607,0.00502712,0.0232942,0.0195712,-0.0278773,0.0195712,0.0069479,0.0321946,All
0.0296566,0.163616,0.0296566,0.0105283,0.048785,0.0412976,-0.00144334,0.0412976,0.0146609,0.0679343,All
0.0500473,0.187839,0.0500473,0.0177671,0.0823276,0.072911,0.0336215,0.072911,0.0258838,0.119938,All
0.0621098,0.202169,0.0621098,0.0220493,0.10217,0.0871427,0.0482314,0.0871427,0.0309362,0.143349,All
0.100095,0.242355,0.100095,0.0355342,0.164655,0.145822,0.105741,0.145822,0.0517677,0.239876,All
0.130076,0.27,0.130076,0.0461778,0.213975,0.183881,0.143664,0.183881,0.0652789,0.302484,All
0.150142,0.288502,0.150142,0.0533013,0.246983,0.218733,0.180507,0.218733,0.0776515,0.359815,All
0.200189,0.34195,0.200189,0.0710684,0.32931,0.291644,0.262109,0.291644,0.103535,0.479753,All
0.250237,0.398026,0.250237,0.0888355,0.411638,0.364555,0.339801,0.364555,0.129419,0.599691,All
0.272418,0.425648,0.272418,0.0967101,0.448127,0.388011,0.361367,0.388011,0.137746,0.638276,All
0.300284,0.460586,0.300284,0.106603,0.493965,0.437466,0.404624,0.437466,0.155303,0.719629,All
0.350331,0.523336,0.350331,0.12437,0.576293,0.510377,0.468938,0.510377,0.181187,0.839568,All
0.400379,0.571627,0.400379,0.142137,0.658621,0.583288,0.549768,0.583288,0.207071,0.959506,All
0.450426,0.618607,0.450426,0.159904,0.740948,0.656199,0.64077,0.656199,0.232955,1.07944,All
0.500473,0.658936,0.500473,0.177671,0.823276,0.72911,0.721678,0.72911,0.258838,1.19938,All
0.550521,0.694812,0.550521,0.195438,0.905603,0.802022,0.788225,0.802022,0.284722,1.31932,All
0.570525,0.709151,0.570525,0.20254,0.93851,0.818748,0.80229,0.818748,0.29066,1.34684,All
0.600568,0.73073,0.600568,0.213205,0.987931,0.874933,0.847986,0.874933,0.310606,1.43926,All
0.650615,0.771886,0.650615,0.230972,1.07026,0.947844,0.910004,0.947844,0.33649,1.5592,All
0.700663,0.824335,0.700663,0.248739,1.15259,1.02075,0.979603,1.02075,0.362374,1.67914,All
0.75071,0.87805,0.75071,0.266506,1.23491,1.09367,1.06106,1.09367,0.388258,1.79907,All
0.800757,0.935697,0.800757,0.284273,1.31724,1.16658,1.14539,1.16658,0.414141,1.91901,All
0.850805,0.993343,0.850805,0.302041,1.39957,1.23949,1.22296,1.23949,0.440025,2.03895,All
0.900852,1.04315,0.900852,0.319808,1.4819,1.3124,1.28728,1.3124,0.465909,2.15889,All
0.950899,1.07903,0.950899,0.337575,1.56422,1.38531,1.34606,1.38531,0.491793,2.27883,All
1.00095,1.1149,1.00095,0.355342,1.64655,1.45822,1.41075,1.45822,0.517677,2.39876,All
1.05099,1.14656,1.05099,0.373109,1.72888,1.53113,1.49325,1.53113,0.543561,2.5187,All
1.10104,1.17433,1.10104,0.390876,1.81121,1.60404,1.59555,1.60404,0.569445,2.63864,All
1.15109,1.20209,1.15109,0.408643,1.89353,1.67695,1.69561,1.67695,0.595328,2.75858,All
1.19485,1.23226,1.19485,0.424178,1.96552,1.72765,1.75234,1.72765,0.613327,2.84198,All
1.20114,1.23748,1.20114,0.42641,1.97586,1.74987,1.77258,1.74987,0.621212,2.87852,All
1.25118,1.27902,1.25118,0.444177,2.05819,1.82278,1.83057,1.82278,0.647096,2.99846,All
1.30123,1.32056,1.30123,0.461944,2.14052,1.89569,1.89362,1.89569,0.67298,3.11839,All
1.35128,1.36593,1.35128,0.479711,2.22284,1.9686,1.97863,1.9686,0.698864,3.23833,All
1.40133,1.43948,1.40133,0.497479,2.30517,2.04151,2.07369,2.04151,0.724748,3.35827,All
1.45137,1.51302,1.45137,0.515246,2.3875,2.11442,2.15928,2.11442,0.750631,3.47821,All
1.50142,1.58657,1.50142,0.533013,2.46983,2.18733,2.22797,2.18733,0.776515,3.59815,All
1.55147,1.66207,1.55147,0.55078,2.55215,2.26024,2.29033,2.26024,0.802399,3.71809,All
1.60151,1.74158,1.60151,0.568547,2.63448,2.33315,2.36201,2.33315,0.828283,3.83802,All
1.65156,1.82108,1.65156,0.586314,2.71681,2.40606,2.45526,2.40606,0.854167,3.95796,All
1.70161,1.90059,1.70161,0.604081,2.79914,2.47898,2.56361,2.47898,0.880051,4.0779,All
1.75166,1.96902,1.75166,0.621848,2.88146,2.55189,2.67547,2.55189,0.905935,4.19784,All
1.8017,2.00427,1.8017,0.639615,2.96379,2.6248,2.77883,2.6248,0.931818,4.31778,All
1.85175,2.03953,1.85175,0.657382,3.04612,2.69771,2.86216,2.69771,0.957702,4.43772,All
1.9018,2.07479,1.9018,0.67515,3.12845,2.77062,2.92757,2.77062,0.983586,4.55765,All
1.95185,2.10889,1.95185,0.692917,3.21078,2.84353,2.98762,2.84353,1.00947,4.67759,All
2.00189,2.13303,2.00189,0.710684,3.2931,2.91644,3.05613,2.91644,1.03535,4.79753,All
2.05194,2.1629,2.05194,0.728451,3.37543,2.98935,3.14132,2.98935,1.06124,4.91747,All
2.10199,2.19403,2.10199,0.746218,3.45776,3.06226,3.23916,3.06226,1.08712,5.03741,All
2.15204,2.22528,2.15204,0.763985,3.54009,3.13517,3.34567,3.13517,1.11301,5.15734,All
2.20208,2.25784,2.20208,0.781752,3.62241,3.20809,3.45667,3.20809,1.13889,5.27728,All
2.25213,2.2904,2.25213,0.799519,3.70474,3.281,3.56151,3.281,1.16477,5.39722,All
2.30218,2.35282,2.30218,0.817286,3.78707,3.35391,3.66342,3.35391,1.19066,5.51716,All
2.35222,2.47552,2.35222,0.835053,3.8694,3.42682,3.76532,3.42682,1.21654,5.6371,All
2.40227,2.49258,2.40227,0.85282,3.95172,3.49973,3.8546,3.49973,1.24242,5.75704,All
2.45232,2.50857,2.45232,0.870588,4.03405,3.57264,3.92438,3.57264,1.26831,5.87697,All
2.50237,2.53772,2.50237,0.888355,4.11638,3.64555,3.97556,3.64555,1.29419,5.99691,All
