popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
2.22045e-16,0.727657,2.22045e-16,-1.47225,1.47225,2.22045e-16,0.347186,2.22045e-16,-1.47225,1.47225,All
4.75958e-16,0.727657,4.75958e-16,-1.47225,1.47225,4.77186e-16,0.347186,4.77186e-16,-1.47225,1.47225,All
1.02023e-15,0.727657,1.02023e-15,-1.47225,1.47225,1.0255e-15,0.347186,1.0255e-15,-1.47225,1.47225,All
2.18689e-15,0.727657,2.18689e-15,-1.47225,1.47225,2.20385e-15,0.347186,2.20385e-15,-1.47225,1.47225,All
4.68765e-15,0.727657,4.68765e-15,-1.47225,1.47225,4.73619e-15,0.347186,4.73619e-15,-1.47225,1.47225,All
1.00481e-14,0.727657,1.00481e-14,-1.47225,1.47225,1.01783e-14,0.347186,1.01783e-14,-1.47225,1.47225,All
2.15383e-14,0.727657,2.15383e-14,-1.47225,1.47225,2.18737e-14,0.347186,2.18737e-14,-1.47225,1.47225,All
4.6168e-14,0.727657,4.6168e-14,-1.47225,1.47225,4.70078e-14,0.347186,4.70078e-14,-1.47225,1.47225,All
9.89622e-14,0.727657,9.89622e-14,-1.47225,1.47225,1.01022e-13,0.347186,1.01022e-13,-1.47225,1.47225,All
2.12128e-13,0.727657,2.12128e-13,-1.47225,1.47225,2.17102e-13,0.347186,2.17102e-13,-1.47225,1.47225,All
4.54702e-13,0.727657,4.54702e-13,-1.47225,1.47225,4.66565e-13,0.347186,4.66565e-13,-1.47225,1.47225,All
9.74665e-13,0.727657,9.74665e-13,-1.47225,1.47225,1.00267e-12,0.347186,1.00267e-12,-1.47225,1.47225,All
2.08922e-12,0.727657,2.08922e-12,-1.47225,1.47225,2.1548e-12,0.347186,2.1548e-12,-1.47225,1.47225,All
4.4783e-12,0.727657,4.4783e-12,-1.47225,1.47225,4.63077e-12,0.347186,4.63077e-12,-1.47225,1.47225,All
9.59934e-12,0.727657,9.59934e-12,-1.47225,1.47225,9.95177e-12,0.347186,9.95177e-12,-1.47225,1.47225,All
2.05764e-11,0.727657,2.05764e-11,-1.47225,1.47225,2.13869e-11,0.347186,2.13869e-11,-1.47225,1.47225,All
4.41061e-11,0.727657,4.41061e-11,-1.47225,1.47225,4.59616e-11,0.347186,4.59616e-11,-1.47225,1.47225,All
9.45426e-11,0.727657,9.45426e-11,-1.47225,1.47225,9.87738e-11,0.347186,9.87738e-11,-1.47225,1.47225,All
2.02654e-10,0.727657,2.02654e-10,-1.47225,1.47225,2.1227e-10,0.347186,2.1227e-10,-1.47225,1.47225,All
4.34395e-10,0.727657,4.34395e-10,-1.47225,1.47225,4.5618e-10,0.347186,4.5618e-10,-1.47225,1.47225,All
9.31137e-10,0.727657,9.31137e-10,-1.47225,1.47225,9.80355e-10,0.347186,9.80355e-10,-1.47225,1.47225,All
1.99592e-09,0.727657,1.99592e-09,-1.47225,1.47225,2.10683e-09,0.347186,2.10683e-09,-1.47225,1.47225,All
4.2783e-09,0.727657,4.2783e-09,-1.47225,1.47225,4.5277e-09,0.347186,4.5277e-09,-1.47225,1.47225,All
9.17064e-09,0.727657,9.17064e-09,-1.47225,1.47225,9.73027e-09,0.347186,9.73027e-09,-1.47225,1.47225,All
1.96575e-08,0.727657,1.96575e-08,-1.47225,1.47225,2.09109e-08,0.347186,2.09109e-08,-1.47225,1.47225,All
4.21363e-08,0.727657,4.21363e-08,-1.47225,1.47225,4.49386e-08,0.347186,4.49386e-08,-1.47225,1.47225,All
9.03203e-08,0.727657,9.03203e-08,-1.47225,1.47225,9.65754e-08,0.347186,9.65754e-08,-1.47225,1.47225,All
1.93604e-07,0.727658,1.93604e-07,-1.47225,1.47226,2.07546e-07,0.347186,2.07546e-07,-1.47225,1.47226,All
4.14995e-07,0.727658,4.14995e-07,-1.47225,1.47226,4.46026e-07,0.347187,4.46026e-07,-1.47225,1.47226,All
8.89552e-07,0.72766,8.89552e-07,-1.47225,1.47226,9.58535e-07,0.347187,9.58535e-07,-1.47225,1.47226,All
1.90678e-06,0.727663,1.90678e-06,-1.47225,1.47226,2.05994e-06,0.347188,2.05994e-06,-1.47225,1.47226,All
4.08723e-06,0.72767,4.08723e-06,-1.47225,1.47226,4.42692e-06,0.34719,4.42692e-06,-1.47225,1.47226,All
8.76108e-06,0.727684,8.76108e-06,-1.47225,1.47226,9.5137e-06,0.347195,9.5137e-06,-1.47225,1.47226,All
1.87796e-05,0.727714,1.87796e-05,-1.47224,1.47227,2.04454e-05,0.347206,2.04454e-05,-1.47223,1.47228,All
4.02545e-05,0.72778,4.02545e-05,-1.47221,1.4723,4.39383e-05,0.347229,4.39383e-05,-1.47221,1.4723,All
8.62866e-05,0.72792,8.62866e-05,-1.47217,1.47234,9.44258e-05,0.347279,9.44258e-05,-1.47216,1.47235,All
0.000184958,0.728221,0.000184958,-1.47207,1.47244,0.000202926,0.347385,0.000202926,-1.47205,1.47246,All
0.000396461,0.728867,0.000396461,-1.47186,1.47265,0.000436099,0.347614,0.000436099,-1.47182,1.47269,All
0.000849825,0.73025,0.000849825,-1.47141,1.4731,0.0009372,0.348105,0.0009372,-1.47132,1.47319,All
0.00182162,0.733214,0.00182162,-1.47043,1.47408,0.00201409,0.349161,0.00201409,-1.47024,1.47427,All
0.00390469,0.739569,0.00390469,-1.46835,1.47616,0.00432839,0.351429,0.00432839,-1.46793,1.47658,All
0.00836981,0.753191,0.00836981,-1.46389,1.48062,0.00930194,0.356305,0.00930194,-1.46295,1.48156,All
0.0179409,0.78239,0.0179409,-1.45431,1.4902,0.0199904,0.366783,0.0199904,-1.45226,1.49225,All
0.0384568,0.844978,0.0384568,-1.4338,1.51071,0.0429604,0.389302,0.0429604,-1.42929,1.51522,All
0.0824331,0.979138,0.0824331,-1.38982,1.55469,0.0923241,0.437695,0.0923241,-1.37993,1.56458,All
0.15992,1.21553,0.15992,-1.31233,1.63218,0.181898,0.525507,0.181898,-1.29036,1.65415,All
0.176697,1.26671,0.176697,-1.29556,1.64895,0.198409,0.541694,0.198409,-1.27385,1.67066,All
0.31984,1.37471,0.31984,-1.15241,1.7921,0.363796,0.703828,0.363796,-1.10846,1.83605,All
0.378755,1.40627,0.378755,-1.0935,1.85101,0.426392,0.765194,0.426392,-1.04586,1.89865,All
0.479761,1.46038,0.479761,-0.992494,1.95202,0.545694,0.882149,0.545694,-0.926561,2.01795,All
0.639681,1.54605,0.639681,-0.832574,2.11194,0.727592,1.00543,0.727592,-0.744663,2.19985,All
0.799601,1.63172,0.799601,-0.672654,2.27186,0.90949,1.11561,0.90949,-0.562765,2.38175,All
0.811872,1.63829,0.811872,-0.660383,2.28413,0.91634,1.11976,0.91634,-0.555915,2.38859,All
0.959521,1.71739,0.959521,-0.512733,2.43178,1.09139,1.22579,1.09139,-0.380867,2.56364,All
1.11944,1.80306,1.11944,-0.352813,2.5917,1.27329,1.33818,1.27329,-0.198968,2.74554,All
1.27936,1.88873,1.27936,-0.192893,2.75162,1.45518,1.4711,1.45518,-0.0170704,2.92744,All
1.43928,1.9744,1.43928,-0.0329727,2.91154,1.63708,1.6323,1.63708,0.164828,3.10934,All
1.5992,2.06007,1.5992,0.126948,3.07146,1.81898,1.80921,1.81898,0.346726,3.29124,All
1.74027,2.13564,1.74027,0.268013,3.21252,1.96926,1.97337,1.96926,0.497008,3.44152,All
1.75912,2.14575,1.75912,0.286868,3.23138,2.00088,2.00916,2.00088,0.528624,3.47313,All
1.91904,2.23142,1.91904,0.446788,3.3913,2.18278,2.22092,2.18278,0.710522,3.65503,All
2.07896,2.31709,2.07896,0.606708,3.55122,2.36467,2.43711,2.36467,0.89242,3.83693,All
2.23888,2.40276,2.23888,0.766629,3.71114,2.54657,2.6508,2.54657,1.07432,4.01883,All
2.3988,2.48843,2.3988,0.926549,3.87106,2.72847,2.84107,2.72847,1.25622,4.20073,All
2.55872,2.5741,2.55872,1.08647,4.03098,2.91037,2.95912,2.91037,1.43811,4.38262,All
2.71864,2.65977,2.71864,1.24639,4.1909,3.09227,3.05122,3.09227,1.62001,4.56452,All
2.87856,2.76966,2.87856,1.40631,4.35082,3.27417,3.22491,3.27417,1.80191,4.74642,All
3.03848,2.95534,3.03848,1.56623,4.51074,3.45606,3.44502,3.45606,1.98381,4.92832,All
3.1984,3.19052,3.1984,1.72615,4.67066,3.63796,3.66872,3.63796,2.16571,5.11022,All
3.35833,3.39132,3.35833,1.88607,4.83058,3.81986,3.88403,3.81986,2.3476,5.29211,All
3.51825,3.45505,3.51825,2.04599,4.9905,4.00176,4.08664,4.00176,2.5295,5.47401,All
3.67817,3.52234,3.67817,2.20591,5.15042,4.18366,4.27527,4.18366,2.7114,5.65591,All
3.73031,3.58651,3.73031,2.25805,5.20256,4.23205,4.32303,4.23205,2.7598,5.70431,All
3.83809,3.75427,3.83809,2.36583,5.31034,4.36555,4.44927,4.36555,2.8933,5.83781,All
3.99801,3.94493,3.99801,2.52575,5.47026,4.54745,4.61294,4.54745,3.0752,6.01971,All
4.15793,4.08101,4.15793,2.68567,5.63018,4.72935,4.77797,4.72935,3.25709,6.2016,All
4.31785,4.31159,4.31785,2.84559,5.7901,4.91125,4.95558,4.91125,3.43899,6.3835,All
4.47777,4.59087,4.47777,3.00551,5.95002,5.09315,5.14517,5.09315,3.62089,6.5654,All
4.63769,4.7236,4.63769,3.16543,6.10994,5.27504,5.3389,5.27504,3.80279,6.7473,All
4.79761,4.76084,4.79761,3.32535,6.26986,5.45694,5.52918,5.45694,3.98469,6.9292,All
4.95753,4.78492,4.95753,3.48527,6.42978,5.63884,5.70913,5.63884,4.16659,7.11109,All
5.11745,4.99249,5.11745,3.64519,6.5897,5.82074,5.8796,5.82074,4.34848,7.29299,All
