popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
5.27737,5.27038,5.27737,3.80511,6.74962,6.00264,6.06124,6.00264,4.53038,7.47489,All
5.43729,5.4944,5.43729,3.96503,6.90954,6.18453,6.2766,6.18453,4.71228,7.65679,All
5.59721,5.62345,5.59721,4.12495,7.06946,6.36643,6.48312,6.36643,4.89418,7.83869,All
5.75713,5.75619,5.75713,4.28487,7.22938,6.54833,6.60914,6.54833,5.07608,8.02059,All
5.91705,5.87979,5.91705,4.44479,7.3893,6.73023,6.74966,6.73023,5.25797,8.20248,All
6.07697,5.99223,6.07697,4.60471,7.54922,6.91213,6.94725,6.91213,5.43987,8.38438,All
6.23689,6.07543,6.23689,4.76463,7.70914,7.09402,7.16101,7.09402,5.62177,8.56628,All
6.39681,6.14695,6.39681,4.92455,7.86906,7.27592,7.35921,7.27592,5.80367,8.74818,All
6.55673,6.36225,6.55673,5.08448,8.02898,7.45782,7.52414,7.45782,5.98557,8.93008,All
6.71665,6.6184,6.71665,5.2444,8.18891,7.63972,7.69591,7.63972,6.16746,9.11197,All
6.87657,6.77251,6.87657,5.40432,8.34883,7.82162,7.89762,7.82162,6.34936,9.29387,All
7.03649,6.88833,7.03649,5.56424,8.50875,8.00351,8.06224,8.00351,6.53126,9.47577,All
7.19641,6.97208,7.19641,5.72416,8.66867,8.18541,8.20053,8.18541,6.71316,9.65767,All
7.35633,7.06048,7.35633,5.88408,8.82859,8.36731,8.37139,8.36731,6.89506,9.83957,All
7.51625,7.13643,7.51625,6.044,8.98851,8.54921,8.57709,8.54921,7.07695,10.0215,All
7.67617,7.26216,7.67617,6.20392,9.14843,8.73111,8.79215,8.73111,7.25885,10.2034,All
7.83609,7.48974,7.83609,6.36384,9.30835,8.91301,8.98626,8.91301,7.44075,10.3853,All
7.99601,7.51919,7.99601,6.52376,9.46827,9.0949,9.1492,9.0949,7.62265,10.5672,All
