rep,ID,time,y2,y2_simBlq_simulated,indivPredSimulated,censored,split,color,filter
4,7,4,1.27,2.25982e-17,0,1,All,#4682B4,0
5,7,4,1.27,1.54881e-16,0,1,All,#4682B4,0
6,7,4,1.27,5.98674e-16,0,1,All,#4682B4,0
7,7,4,1.27,2.66993e-16,0,1,All,#4682B4,0
8,7,4,1.27,7.20983e-16,0,1,All,#4682B4,0
9,7,4,1.27,2.28266e-16,0,1,All,#4682B4,0
10,7,4,1.27,3.8473e-16,0,1,All,#4682B4,0
1,7,4.5,1.27,0.650933,0.807764,1,All,#4682B4,0
2,7,4.5,1.27,0.429945,0.580436,1,All,#4682B4,0
3,7,4.5,1.27,0.269045,0.38338,1,All,#4682B4,0
4,7,4.5,1.27,0.247764,0.286212,1,All,#4682B4,0
5,7,4.5,1.27,0.0431641,0.0445485,1,All,#4682B4,0
6,7,4.5,1.27,0.288701,0.384819,1,All,#4682B4,0
7,7,4.5,1.27,0.539454,0.605068,1,All,#4682B4,0
8,7,4.5,1.27,0.322776,0.280062,1,All,#4682B4,0
9,7,4.5,1.27,0.905706,0.750328,1,All,#4682B4,0
10,7,4.5,1.27,0.364021,0.463569,1,All,#4682B4,0
1,7,5,1.27,1.22802,1.74862,1,All,#4682B4,0
2,7,5,1.27,0.906972,1.39845,1,All,#4682B4,0
3,7,5,1.27,1.13657,1.10742,1,All,#4682B4,0
4,7,5,1.27,1.07619,1.25023,1,All,#4682B4,0
5,7,5,1.27,1.0386,0.945335,1,All,#4682B4,0
6,7,5,1.27,0.953831,1.36019,1,All,#4682B4,0
7,7,5,1.27,1.26487,1.4693,1,All,#4682B4,0
8,7,5,1.27,1.19736,1.20196,1,All,#4682B4,0
9,7,5,1.27,0.621361,1.63157,1,All,#4682B4,0
10,7,5,1.27,0.549892,1.48796,1,All,#4682B4,0
1,7,5.5,2.76,2.76,2.58372,0,All,#4682B4,0
2,7,5.5,2.76,2.76,2.08762,0,All,#4682B4,0
3,7,5.5,2.76,2.76,1.73936,0,All,#4682B4,0
4,7,5.5,2.76,2.76,2.24227,0,All,#4682B4,0
5,7,5.5,2.76,2.76,1.70183,0,All,#4682B4,0
6,7,5.5,2.76,2.76,2.26743,0,All,#4682B4,0
7,7,5.5,2.76,2.76,2.13127,0,All,#4682B4,0
8,7,5.5,2.76,2.76,2.08911,0,All,#4682B4,0
9,7,5.5,2.76,2.76,2.4614,0,All,#4682B4,0
10,7,5.5,2.76,2.76,2.47727,0,All,#4682B4,0
1,7,6,3.67,3.67,3.12037,0,All,#4682B4,0
2,7,6,3.67,3.67,2.57631,0,All,#4682B4,0
3,7,6,3.67,3.67,2.27,0,All,#4682B4,0
4,7,6,3.67,3.67,3.23734,0,All,#4682B4,0
5,7,6,3.67,3.67,2.26935,0,All,#4682B4,0
6,7,6,3.67,3.67,3.0575,0,All,#4682B4,0
7,7,6,3.67,3.67,2.52479,0,All,#4682B4,0
8,7,6,3.67,3.67,2.88618,0,All,#4682B4,0
9,7,6,3.67,3.67,3.18065,0,All,#4682B4,0
10,7,6,3.67,3.67,3.29452,0,All,#4682B4,0
1,7,6.5,2.88,2.88,3.24803,0,All,#4682B4,0
2,7,6.5,2.88,2.88,2.76972,0,All,#4682B4,0
3,7,6.5,2.88,2.88,2.64548,0,All,#4682B4,0
4,7,6.5,2.88,2.88,4.03408,0,All,#4682B4,0
5,7,6.5,2.88,2.88,2.55259,0,All,#4682B4,0
6,7,6.5,2.88,2.88,3.517,0,All,#4682B4,0
7,7,6.5,2.88,2.88,2.64957,0,All,#4682B4,0
8,7,6.5,2.88,2.88,3.3829,0,All,#4682B4,0
9,7,6.5,2.88,2.88,3.59151,0,All,#4682B4,0
10,7,6.5,2.88,2.88,3.58611,0,All,#4682B4,0
1,7,7,2.18,2.18,3.14989,0,All,#4682B4,0
2,7,7,2.18,2.18,2.75505,0,All,#4682B4,0
3,7,7,2.18,2.18,2.79415,0,All,#4682B4,0
4,7,7,2.18,2.18,4.19614,0,All,#4682B4,0
5,7,7,2.18,2.18,2.59179,0,All,#4682B4,0
6,7,7,2.18,2.18,3.50592,0,All,#4682B4,0
7,7,7,2.18,2.18,2.61186,0,All,#4682B4,0
8,7,7,2.18,2.18,3.43796,0,All,#4682B4,0
9,7,7,2.18,2.18,3.58947,0,All,#4682B4,0
10,7,7,2.18,2.18,3.46317,0,All,#4682B4,0
1,7,7.5,3.67,3.67,2.95714,0,All,#4682B4,0
2,7,7.5,3.67,3.67,2.65475,0,All,#4682B4,0
3,7,7.5,3.67,3.67,2.74224,0,All,#4682B4,0
4,7,7.5,3.67,3.67,3.93742,0,All,#4682B4,0
5,7,7.5,3.67,3.67,2.50152,0,All,#4682B4,0
6,7,7.5,3.67,3.67,3.27251,0,All,#4682B4,0
7,7,7.5,3.67,3.67,2.50035,0,All,#4682B4,0
8,7,7.5,3.67,3.67,3.23667,0,All,#4682B4,0
9,7,7.5,3.67,3.67,3.37783,0,All,#4682B4,0
10,7,7.5,3.67,3.67,3.20661,0,All,#4682B4,0
1,7,8,2.12,2.12,2.727,0,All,#4682B4,0
2,7,8,2.12,2.12,2.5213,0,All,#4682B4,0
3,7,8,2.12,2.12,2.58963,0,All,#4682B4,0
4,7,8,2.12,2.12,3.5713,0,All,#4682B4,0
5,7,8,2.12,2.12,2.35396,0,All,#4682B4,0
6,7,8,2.12,2.12,2.98012,0,All,#4682B4,0
7,7,8,2.12,2.12,2.35856,0,All,#4682B4,0
8,7,8,2.12,2.12,2.93434,0,All,#4682B4,0
9,7,8,2.12,2.12,3.09745,0,All,#4682B4,0
10,7,8,2.12,2.12,2.91013,0,All,#4682B4,0
1,7,8.5,1.88,1.88,2.48686,0,All,#4682B4,0
2,7,8.5,1.88,1.88,2.37619,0,All,#4682B4,0
3,7,8.5,1.88,1.88,2.40248,0,All,#4682B4,0
4,7,8.5,1.88,1.88,3.18364,0,All,#4682B4,0
5,7,8.5,1.88,1.88,2.18618,0,All,#4682B4,0
6,7,8.5,1.88,1.88,2.68079,0,All,#4682B4,0
7,7,8.5,1.88,1.88,2.20901,0,All,#4682B4,0
8,7,8.5,1.88,1.88,2.59947,0,All,#4682B4,0
9,7,8.5,1.88,1.88,2.80107,0,All,#4682B4,0
10,7,8.5,1.88,1.88,2.60652,0,All,#4682B4,0
1,7,9,1.27,0.262601,2.24185,1,All,#4682B4,0
2,7,9,1.27,1.08754,2.23003,1,All,#4682B4,0
3,7,9,1.27,1.06895,2.21036,1,All,#4682B4,0
4,7,9,1.27,1.1961,2.7973,1,All,#4682B4,0
5,7,9,1.27,0.517256,2.01757,1,All,#4682B4,0
6,7,9,1.27,0.585799,2.3936,1,All,#4682B4,0
7,7,9,1.27,1.18919,2.06404,1,All,#4682B4,0
8,7,9,1.27,0.526611,2.2641,1,All,#4682B4,0
9,7,9,1.27,0.814665,2.51113,1,All,#4682B4,0
10,7,9,1.27,1.19801,2.3123,1,All,#4682B4,0
1,7,9.5,3.21,3.21,1.96677,0,All,#4682B4,0
2,7,9.5,3.21,3.21,2.06177,0,All,#4682B4,0
3,7,9.5,3.21,3.21,2.028,0,All,#4682B4,0
4,7,9.5,3.21,3.21,2.42117,0,All,#4682B4,0
5,7,9.5,3.21,3.21,1.8602,0,All,#4682B4,0
6,7,9.5,3.21,3.21,2.1271,0,All,#4682B4,0
7,7,9.5,3.21,3.21,1.93032,0,All,#4682B4,0
8,7,9.5,3.21,3.21,1.94267,0,All,#4682B4,0
9,7,9.5,3.21,3.21,2.23823,0,All,#4682B4,0
10,7,9.5,3.21,3.21,2.03325,0,All,#4682B4,0
1,7,10,2.14,2.14,1.66555,0,All,#4682B4,0
2,7,10,2.14,2.14,1.83957,0,All,#4682B4,0
3,7,10,2.14,2.14,1.85372,0,All,#4682B4,0
4,7,10,2.14,2.14,2.04517,0,All,#4682B4,0
5,7,10,2.14,2.14,1.72005,0,All,#4682B4,0
6,7,10,2.14,2.14,1.88614,0,All,#4682B4,0
7,7,10,2.14,2.14,1.75646,0,All,#4682B4,0
8,7,10,2.14,2.14,1.64193,0,All,#4682B4,0
9,7,10,2.14,2.14,1.98776,0,All,#4682B4,0
10,7,10,2.14,2.14,1.77522,0,All,#4682B4,0
1,7,10.5,1.67,1.67,1.34272,0,All,#4682B4,0
2,7,10.5,1.67,1.67,1.56148,0,All,#4682B4,0
3,7,10.5,1.67,1.67,1.61288,0,All,#4682B4,0
4,7,10.5,1.67,1.67,1.64926,0,All,#4682B4,0
5,7,10.5,1.67,1.67,1.59716,0,All,#4682B4,0
6,7,10.5,1.67,1.67,1.63284,0,All,#4682B4,0
7,7,10.5,1.67,1.67,1.48106,0,All,#4682B4,0
8,7,10.5,1.67,1.67,1.36505,0,All,#4682B4,0
9,7,10.5,1.67,1.67,1.76267,0,All,#4682B4,0
10,7,10.5,1.67,1.67,1.54052,0,All,#4682B4,0
1,7,11,1.27,0.535023,1.00653,1,All,#4682B4,0
2,7,11,1.27,1.22361,1.22723,1,All,#4682B4,0
3,7,11,1.27,0.941536,1.29302,1,All,#4682B4,0
4,7,11,1.27,1.23813,1.24061,1,All,#4682B4,0
5,7,11,1.27,1.16253,1.40384,1,All,#4682B4,0
6,7,11,1.27,1.08019,1.31042,1,All,#4682B4,0
7,7,11,1.27,0.757797,1.10701,1,All,#4682B4,0
8,7,11,1.27,1.08638,1.1138,1,All,#4682B4,0
9,7,11,1.27,0.684909,1.55173,1,All,#4682B4,0
10,7,11,1.27,1.14555,1.32899,1,All,#4682B4,0
1,7,11.5,1.27,0.790084,0.653397,1,All,#4682B4,0
2,7,11.5,1.27,0.881905,0.84131,1,All,#4682B4,0
3,7,11.5,1.27,0.481084,0.903271,1,All,#4682B4,0
4,7,11.5,1.27,0.954037,0.81743,1,All,#4682B4,0
5,7,11.5,1.27,0.725263,1.06699,1,All,#4682B4,0
6,7,11.5,1.27,0.62325,0.928049,1,All,#4682B4,0
7,7,11.5,1.27,0.738804,0.651992,1,All,#4682B4,0
8,7,11.5,1.27,0.910035,0.889654,1,All,#4682B4,0
9,7,11.5,1.27,1.1858,1.23926,1,All,#4682B4,0
10,7,11.5,1.27,0.782827,1.0822,1,All,#4682B4,0
1,7,12,1.27,0.395403,0.289355,1,All,#4682B4,0
2,7,12,1.27,0.302333,0.408759,1,All,#4682B4,0
3,7,12,1.27,0.460893,0.455863,1,All,#4682B4,0
4,7,12,1.27,0.467611,0.382055,1,All,#4682B4,0
5,7,12,1.27,1.01291,0.598825,1,All,#4682B4,0
6,7,12,1.27,0.441228,0.488868,1,All,#4682B4,0
7,7,12,1.27,0.157122,0.135431,1,All,#4682B4,0
8,7,12,1.27,0.722179,0.684624,1,All,#4682B4,0
9,7,12,1.27,0.590691,0.812366,1,All,#4682B4,0
10,7,12,1.27,0.874498,0.747558,1,All,#4682B4,0
1,7,12.5,1.27,2.79083e-17,0,1,All,#4682B4,0
2,7,12.5,1.27,2.02614e-16,0,1,All,#4682B4,0
3,7,12.5,1.27,1.78036e-16,0,1,All,#4682B4,0
4,7,12.5,1.27,9.86184e-18,0,1,All,#4682B4,0
5,7,12.5,1.27,0.025836,0.0284251,1,All,#4682B4,0
6,7,12.5,1.27,0.00259225,0.00171312,1,All,#4682B4,0
7,7,12.5,1.27,1.01599e-17,0,1,All,#4682B4,0
8,7,12.5,1.27,0.244975,0.34514,1,All,#4682B4,0
9,7,12.5,1.27,0.330541,0.280121,1,All,#4682B4,0
10,7,12.5,1.27,0.215878,0.331914,1,All,#4682B4,0
1,7,13,1.27,1.07277e-16,0,1,All,#4682B4,0
2,7,13,1.27,2.81431e-16,0,1,All,#4682B4,0
3,7,13,1.27,5.98004e-17,0,1,All,#4682B4,0
4,7,13,1.27,8.22692e-18,0,1,All,#4682B4,0
5,7,13,1.27,4.61694e-16,0,1,All,#4682B4,0
6,7,13,1.27,4.01195e-17,0,1,All,#4682B4,0
7,7,13,1.27,8.04529e-17,0,1,All,#4682B4,0
8,7,13,1.27,2.01281e-16,0,1,All,#4682B4,0
9,7,13,1.27,1.65482e-16,0,1,All,#4682B4,0
10,7,13,1.27,4.29539e-17,0,1,All,#4682B4,0
1,7,13.5,1.27,3.36354e-16,0,1,All,#4682B4,0
2,7,13.5,1.27,7.91721e-17,0,1,All,#4682B4,0
3,7,13.5,1.27,6.47669e-17,0,1,All,#4682B4,0
4,7,13.5,1.27,2.06411e-16,0,1,All,#4682B4,0
5,7,13.5,1.27,1.26116e-16,0,1,All,#4682B4,0
6,7,13.5,1.27,3.71507e-16,0,1,All,#4682B4,0
7,7,13.5,1.27,3.78508e-16,0,1,All,#4682B4,0
8,7,13.5,1.27,4.63329e-16,0,1,All,#4682B4,0
9,7,13.5,1.27,2.1766e-16,0,1,All,#4682B4,0
10,7,13.5,1.27,6.79499e-17,0,1,All,#4682B4,0
1,7,14,1.27,3.10996e-16,0,1,All,#4682B4,0
2,7,14,1.27,5.50109e-17,0,1,All,#4682B4,0
3,7,14,1.27,1.00657e-16,0,1,All,#4682B4,0
4,7,14,1.27,8.99737e-17,0,1,All,#4682B4,0
5,7,14,1.27,3.67792e-16,0,1,All,#4682B4,0
6,7,14,1.27,3.67064e-16,0,1,All,#4682B4,0
7,7,14,1.27,6.77882e-17,0,1,All,#4682B4,0
8,7,14,1.27,1.72503e-16,0,1,All,#4682B4,0
9,7,14,1.27,4.96637e-17,0,1,All,#4682B4,0
10,7,14,1.27,8.60964e-17,0,1,All,#4682B4,0
1,7,14.5,1.27,1.2456e-16,0,1,All,#4682B4,0
2,7,14.5,1.27,1.14746e-16,0,1,All,#4682B4,0
3,7,14.5,1.27,1.75243e-16,0,1,All,#4682B4,0
4,7,14.5,1.27,6.64564e-17,0,1,All,#4682B4,0
5,7,14.5,1.27,2.8526e-16,0,1,All,#4682B4,0
6,7,14.5,1.27,2.87332e-16,0,1,All,#4682B4,0
7,7,14.5,1.27,2.09133e-17,0,1,All,#4682B4,0
8,7,14.5,1.27,5.38986e-17,0,1,All,#4682B4,0
9,7,14.5,1.27,2.40515e-16,0,1,All,#4682B4,0
10,7,14.5,1.27,1.62772e-16,0,1,All,#4682B4,0
1,7,15,1.27,2.91595e-16,0,1,All,#4682B4,0
2,7,15,1.27,1.83689e-16,0,1,All,#4682B4,0
3,7,15,1.27,8.43842e-18,0,1,All,#4682B4,0
4,7,15,1.27,1.76203e-16,0,1,All,#4682B4,0
5,7,15,1.27,1.31196e-16,0,1,All,#4682B4,0
6,7,15,1.27,1.7545e-16,0,1,All,#4682B4,0
7,7,15,1.27,1.01999e-16,0,1,All,#4682B4,0
8,7,15,1.27,2.41582e-16,0,1,All,#4682B4,0
9,7,15,1.27,1.79777e-16,0,1,All,#4682B4,0
10,7,15,1.27,2.11042e-16,0,1,All,#4682B4,0
1,7,15.5,1.27,1.44839e-17,0,1,All,#4682B4,0
2,7,15.5,1.27,1.49217e-16,0,1,All,#4682B4,0
3,7,15.5,1.27,4.80752e-16,0,1,All,#4682B4,0
4,7,15.5,1.27,7.24831e-18,0,1,All,#4682B4,0
5,7,15.5,1.27,2.21978e-16,0,1,All,#4682B4,0
6,7,15.5,1.27,9.37319e-17,0,1,All,#4682B4,0
7,7,15.5,1.27,2.10257e-16,0,1,All,#4682B4,0
8,7,15.5,1.27,7.19845e-17,0,1,All,#4682B4,0
9,7,15.5,1.27,7.22698e-17,0,1,All,#4682B4,0
10,7,15.5,1.27,9.9105e-17,0,1,All,#4682B4,0
1,7,16,1.27,1.58584e-16,0,1,All,#4682B4,0
2,7,16,1.27,1.71542e-16,0,1,All,#4682B4,0
3,7,16,1.27,6.8749e-16,0,1,All,#4682B4,0
4,7,16,1.27,3.87372e-16,0,1,All,#4682B4,0
5,7,16,1.27,8.29679e-17,0,1,All,#4682B4,0
6,7,16,1.27,3.83258e-17,0,1,All,#4682B4,0
7,7,16,1.27,1.26731e-16,0,1,All,#4682B4,0
8,7,16,1.27,2.60029e-17,0,1,All,#4682B4,0
9,7,16,1.27,4.72089e-16,0,1,All,#4682B4,0
10,7,16,1.27,7.53372e-17,0,1,All,#4682B4,0
1,8,1,1.27,2.77667e-16,0,1,All,#4682B4,0
2,8,1,1.27,1.77516e-16,0,1,All,#4682B4,0
3,8,1,1.27,6.28412e-17,0,1,All,#4682B4,0
4,8,1,1.27,1.65486e-16,0,1,All,#4682B4,0
5,8,1,1.27,2.78103e-16,0,1,All,#4682B4,0
6,8,1,1.27,2.71326e-16,0,1,All,#4682B4,0
7,8,1,1.27,3.06449e-18,0,1,All,#4682B4,0
8,8,1,1.27,3.24351e-16,0,1,All,#4682B4,0
9,8,1,1.27,7.48637e-17,0,1,All,#4682B4,0
10,8,1,1.27,8.66831e-17,0,1,All,#4682B4,0
1,8,1.5,1.27,3.85525e-17,0,1,All,#4682B4,0
2,8,1.5,1.27,1.45548e-16,0,1,All,#4682B4,0
3,8,1.5,1.27,5.09237e-16,0,1,All,#4682B4,0
4,8,1.5,1.27,1.42613e-17,0,1,All,#4682B4,0
5,8,1.5,1.27,4.85918e-17,0,1,All,#4682B4,0
6,8,1.5,1.27,1.24155e-16,0,1,All,#4682B4,0
7,8,1.5,1.27,2.78337e-16,0,1,All,#4682B4,0
8,8,1.5,1.27,5.23071e-16,0,1,All,#4682B4,0
9,8,1.5,1.27,3.51576e-16,0,1,All,#4682B4,0
10,8,1.5,1.27,1.22836e-16,0,1,All,#4682B4,0
1,8,2,1.27,9.16602e-17,0,1,All,#4682B4,0
2,8,2,1.27,2.50096e-16,0,1,All,#4682B4,0
3,8,2,1.27,5.04308e-17,0,1,All,#4682B4,0
4,8,2,1.27,1.42816e-16,0,1,All,#4682B4,0
5,8,2,1.27,0.12105,0.109275,1,All,#4682B4,0
6,8,2,1.27,4.45044e-17,0,1,All,#4682B4,0
7,8,2,1.27,6.07681e-17,0,1,All,#4682B4,0
8,8,2,1.27,3.2506e-16,0,1,All,#4682B4,0
9,8,2,1.27,9.2441e-17,0,1,All,#4682B4,0
10,8,2,1.27,8.93124e-17,0,1,All,#4682B4,0
1,8,2.5,1.27,0.171997,0.117004,1,All,#4682B4,0
2,8,2.5,1.27,1.55795e-16,0,1,All,#4682B4,0
3,8,2.5,1.27,0.612714,0.40653,1,All,#4682B4,0
4,8,2.5,1.27,0.115623,0.179466,1,All,#4682B4,0
5,8,2.5,1.27,0.684091,1.48484,1,All,#4682B4,0
6,8,2.5,1.27,3.58464e-16,0,1,All,#4682B4,0
7,8,2.5,1.27,0.873752,0.860709,1,All,#4682B4,0
8,8,2.5,1.27,0.293057,0.257512,1,All,#4682B4,0
9,8,2.5,1.27,1.86503e-17,0,1,All,#4682B4,0
10,8,2.5,1.27,1.02556e-16,0,1,All,#4682B4,0
1,8,3,1.86,1.86,2.09261,0,All,#4682B4,0
2,8,3,1.86,1.86,1.55142,0,All,#4682B4,0
3,8,3,1.86,1.86,1.93129,0,All,#4682B4,0
4,8,3,1.86,1.86,1.80129,0,All,#4682B4,0
5,8,3,1.86,1.86,1.9472,0,All,#4682B4,0
6,8,3,1.86,1.86,1.95668,0,All,#4682B4,0
7,8,3,1.86,1.86,2.06663,0,All,#4682B4,0
8,8,3,1.86,1.86,1.96651,0,All,#4682B4,0
9,8,3,1.86,1.86,1.37133,0,All,#4682B4,0
10,8,3,1.86,1.86,1.90683,0,All,#4682B4,0
1,8,3.5,1.27,1.21125,2.65668,1,All,#4682B4,0
2,8,3.5,1.27,1.17338,2.14159,1,All,#4682B4,0
3,8,3.5,1.27,1.18334,2.4404,1,All,#4682B4,0
4,8,3.5,1.27,0.423478,2.39208,1,All,#4682B4,0
5,8,3.5,1.27,0.688646,2.18951,1,All,#4682B4,0
6,8,3.5,1.27,0.996332,2.51438,1,All,#4682B4,0
7,8,3.5,1.27,0.318637,2.46166,1,All,#4682B4,0
8,8,3.5,1.27,1.13347,2.41409,1,All,#4682B4,0
9,8,3.5,1.27,1.23106,2.16869,1,All,#4682B4,0
10,8,3.5,1.27,0.750823,2.58751,1,All,#4682B4,0
1,8,4,3.59,3.59,2.94056,0,All,#4682B4,0
2,8,4,3.59,3.59,2.4382,0,All,#4682B4,0
3,8,4,3.59,3.59,2.70738,0,All,#4682B4,0
4,8,4,3.59,3.59,2.71039,0,All,#4682B4,0
5,8,4,3.59,3.59,2.33338,0,All,#4682B4,0
6,8,4,3.59,3.59,2.73871,0,All,#4682B4,0
7,8,4,3.59,3.59,2.65883,0,All,#4682B4,0
8,8,4,3.59,3.59,2.63418,0,All,#4682B4,0
9,8,4,3.59,3.59,2.55638,0,All,#4682B4,0
10,8,4,3.59,3.59,2.89586,0,All,#4682B4,0
1,8,4.5,1.27,1.24431,3.08932,1,All,#4682B4,0
2,8,4.5,1.27,1.09577,2.60582,1,All,#4682B4,0
3,8,4.5,1.27,0.171306,2.86451,1,All,#4682B4,0
4,8,4.5,1.27,1.24117,2.90381,1,All,#4682B4,0
5,8,4.5,1.27,0.830636,2.41916,1,All,#4682B4,0
6,8,4.5,1.27,1.1282,2.85469,1,All,#4682B4,0
7,8,4.5,1.27,1.09007,2.74872,1,All,#4682B4,0
8,8,4.5,1.27,0.62925,2.75659,1,All,#4682B4,0
9,8,4.5,1.27,0.429419,2.78786,1,All,#4682B4,0
10,8,4.5,1.27,0.467204,3.06741,1,All,#4682B4,0
1,8,5,3.93,3.93,3.13767,0,All,#4682B4,0
2,8,5,3.93,3.93,2.69272,0,All,#4682B4,0
3,8,5,3.93,3.93,2.95311,0,All,#4682B4,0
4,8,5,3.93,3.93,3.01759,0,All,#4682B4,0
5,8,5,3.93,3.93,2.46257,0,All,#4682B4,0
6,8,5,3.93,3.93,2.90907,0,All,#4682B4,0
7,8,5,3.93,3.93,2.75828,0,All,#4682B4,0
8,8,5,3.93,3.93,2.81871,0,All,#4682B4,0
9,8,5,3.93,3.93,2.92923,0,All,#4682B4,0
10,8,5,3.93,3.93,3.16242,0,All,#4682B4,0
1,8,5.5,1.27,0.829822,3.09864,1,All,#4682B4,0
2,8,5.5,1.27,0.725967,2.71487,1,All,#4682B4,0
3,8,5.5,1.27,0.437679,2.98431,1,All,#4682B4,0
4,8,5.5,1.27,1.26057,3.071,1,All,#4682B4,0
5,8,5.5,1.27,1.23769,2.47091,1,All,#4682B4,0
6,8,5.5,1.27,0.560817,2.91384,1,All,#4682B4,0
7,8,5.5,1.27,0.660567,2.71284,1,All,#4682B4,0
8,8,5.5,1.27,1.14816,2.83389,1,All,#4682B4,0
9,8,5.5,1.27,1.09243,3.004,1,All,#4682B4,0
10,8,5.5,1.27,0.133671,3.20034,1,All,#4682B4,0
1,8,6,3.98,3.98,3.00121,0,All,#4682B4,0
2,8,6,3.98,3.98,2.67975,0,All,#4682B4,0
3,8,6,3.98,3.98,2.9622,0,All,#4682B4,0
4,8,6,3.98,3.98,3.06941,0,All,#4682B4,0
5,8,6,3.98,3.98,2.44669,0,All,#4682B4,0
6,8,6,3.98,3.98,2.87842,0,All,#4682B4,0
7,8,6,3.98,3.98,2.64134,0,All,#4682B4,0
8,8,6,3.98,3.98,2.80979,0,All,#4682B4,0
9,8,6,3.98,3.98,3.02052,0,All,#4682B4,0
10,8,6,3.98,3.98,3.1895,0,All,#4682B4,0
1,8,6.5,1.27,1.24323,2.87028,1,All,#4682B4,0
2,8,6.5,1.27,1.18335,2.59582,1,All,#4682B4,0
3,8,6.5,1.27,0.323425,2.89525,1,All,#4682B4,0
4,8,6.5,1.27,0.557014,3.01805,1,All,#4682B4,0
5,8,6.5,1.27,0.598376,2.3935,1,All,#4682B4,0
6,8,6.5,1.27,1.00192,2.81204,1,All,#4682B4,0
