time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.917671,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.835341,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.753012,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.670683,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.588353,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.506024,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.423695,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.341365,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.259036,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.176707,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.0943775,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
-0.0120482,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
0.0702811,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
0.15261,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
0.23494,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
0.317269,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
0.399598,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
0.481928,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
0.564257,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
0.646586,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,All
0.728916,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-5.05311,All
0.811245,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-4.33206,All
0.893574,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3.93083,All
0.975904,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6.23628,-3.5053,All
1.05823,-7,-7,-7,-7,-7,-7,-7,-7,-7,-4.34126,-2.91802,All
1.14056,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3.91018,-2.2991,All
1.22289,-7,-7,-7,-7,-7,-7,-7,-7,-4.73758,-3.49816,-1.73786,All
1.30522,-7,-7,-7,-7,-7,-7,-7,-7,-4.1137,-3.00263,-1.21397,All
1.38755,-7,-7,-7,-7,-7,-7,-7,-5.47128,-3.63271,-2.45046,-0.70207,All
1.46988,-7,-7,-7,-7,-7,-7,-7,-4.27149,-3.18072,-1.95704,-0.287002,All
1.55221,-7,-7,-7,-7,-7,-7,-7,-3.77011,-2.67346,-1.48329,0.109557,All
1.63454,-7,-7,-7,-7,-7,-7,-4.69793,-3.29997,-2.17403,-1.03889,0.450296,All
1.71687,-5.03142,-7,-7,-7,-7,-7,-3.95448,-2.78742,-1.69056,-0.61723,0.717867,All
1.7992,-4.06323,-7,-7,-7,-7,-7,-3.40308,-2.3175,-1.2679,-0.248775,1.01368,All
1.88153,-3.54307,-7,-7,-7,-7,-4.35171,-2.8721,-1.84204,-0.860126,0.0594145,1.24988,All
1.96386,-3.02494,-7,-7,-7,-7,-3.75827,-2.4159,-1.39137,-0.513829,0.336886,1.48118,All
2.04618,-2.56034,-7,-7,-7,-7,-3.19573,-1.97861,-1.00873,-0.202992,0.617359,1.68411,All
2.12851,-2.06119,-7,-7,-7,-4.63664,-2.66005,-1.55123,-0.658978,0.0770586,0.857739,1.88277,All
2.21084,-1.64046,-7,-7,-7,-3.79591,-2.20555,-1.16269,-0.332812,0.338815,1.081,2.05871,All
2.29317,-1.24272,-7,-7,-7,-3.2235,-1.73794,-0.798918,-0.0572527,0.595987,1.27769,2.22372,All
2.3755,-0.89746,-7,-7,-7,-2.67687,-1.34575,-0.483399,0.195321,0.823871,1.47036,2.36553,All
2.45783,-0.570821,-7,-7,-4.66667,-2.21978,-0.99068,-0.203887,0.44328,1.028,1.64565,2.48923,All
2.54016,-0.279985,-7,-7,-3.82661,-1.82367,-0.682464,0.071842,0.664599,1.20757,1.80272,2.59107,All
2.62249,-0.00928657,-7,-7,-3.22578,-1.42363,-0.408478,0.31486,0.861121,1.38947,1.94067,2.65929,All
2.70482,0.214825,-7,-7,-2.6657,-1.07627,-0.148193,0.527752,1.0348,1.54069,2.067,2.70765,All
2.78715,0.430926,-7,-7,-2.16428,-0.771017,0.0954419,0.711584,1.19517,1.68055,2.18863,2.75492,All
2.86948,0.635473,-7,-7,-1.75987,-0.489395,0.320667,0.89479,1.35876,1.80879,2.29031,2.79654,All
2.95181,0.812807,-7,-5.23835,-1.41292,-0.236853,0.517136,1.06438,1.5009,1.93829,2.36384,2.83308,All
3.03414,0.969877,-7,-3.93729,-1.08804,-0.00538506,0.727337,1.2129,1.63188,2.04591,2.4269,2.85908,All
3.11647,1.12228,-7,-3.29599,-0.770207,0.212822,0.87769,1.34956,1.74414,2.12861,2.47992,2.87322,All
3.1988,1.26455,-7,-2.75055,-0.518414,0.394119,1.01714,1.46972,1.85349,2.20187,2.52037,2.8834,All
3.28112,1.38483,-7,-2.29835,-0.277446,0.572843,1.15327,1.58039,1.95034,2.26615,2.55712,2.9004,All
3.36345,1.49669,-7,-1.9547,-0.0687358,0.730371,1.28121,1.69396,2.03363,2.32509,2.5803,2.90097,All
3.44578,1.60262,-7,-1.55305,0.137964,0.887107,1.39132,1.79085,2.10682,2.3678,2.60829,2.90199,All
3.52811,1.693,-7,-1.25928,0.292269,1.01347,1.49801,1.86159,2.16078,2.40348,2.63179,2.91212,All
3.61044,1.77071,-7,-0.980351,0.462462,1.12755,1.59167,1.92937,2.21477,2.43274,2.64412,2.91729,All
3.69277,1.84211,-7,-0.725195,0.601847,1.23178,1.66984,1.98682,2.24898,2.45573,2.65665,2.91743,All
3.7751,1.90942,-7,-0.448946,0.751206,1.33617,1.73801,2.048,2.26816,2.47108,2.66476,2.91913,All
3.85743,1.95765,-7,-0.211371,0.871181,1.41849,1.80357,2.089,2.29148,2.48801,2.67085,2.92717,All
3.93976,1.99784,-7,-0.0402928,0.988141,1.49916,1.85664,2.11812,2.31023,2.49394,2.67441,2.93052,All
4.02209,2.03264,-7,0.129021,1.08864,1.56762,1.90138,2.14724,2.33079,2.50382,2.66954,2.91915,All
4.10442,2.05808,-7,0.271981,1.17484,1.63551,1.93867,2.16871,2.34281,2.5078,2.6639,2.91477,All
4.18675,2.08188,-6.18978,0.405806,1.24516,1.68554,1.96623,2.18548,2.35116,2.51496,2.65762,2.90694,All
4.26908,2.10514,-4.87764,0.531761,1.31066,1.72435,1.99404,2.1943,2.35731,2.51145,2.65573,2.89954,All
4.35141,2.11389,-4.31452,0.635861,1.38399,1.75499,2.01283,2.20177,2.36079,2.5088,2.65271,2.89297,All
4.43373,2.12048,-3.63485,0.751074,1.43241,1.79169,2.02468,2.20642,2.36513,2.50124,2.64849,2.88528,All
4.51606,2.12635,-3.07246,0.824779,1.47564,1.81532,2.03572,2.21137,2.36092,2.49554,2.63705,2.8774,All
4.59839,2.13397,-2.7656,0.892537,1.51092,1.83073,2.03681,2.21589,2.35363,2.48888,2.62814,2.86531,All
4.68072,2.13464,-2.44721,0.964062,1.54247,1.84757,2.04025,2.21421,2.34629,2.4781,2.62122,2.85167,All
4.76305,2.13068,-2.27348,1.02101,1.56832,1.85509,2.04509,2.21037,2.33999,2.4682,2.60841,2.84681,All
4.84538,2.13012,-1.85178,1.06898,1.5926,1.86108,2.04767,2.19665,2.33328,2.45999,2.59568,2.84237,All
4.92771,2.1235,-1.56632,1.10593,1.60601,1.87513,2.05089,2.18722,2.31987,2.44474,2.58861,2.8319,All
5.01004,2.11547,-1.38159,1.12824,1.60895,1.87834,2.04924,2.17936,2.30656,2.43321,2.57499,2.8236,All
5.09237,2.10739,-1.0837,1.15861,1.61447,1.87369,2.03963,2.17598,2.29236,2.4216,2.56247,2.81466,All
5.1747,2.09753,-0.894558,1.17143,1.6221,1.86811,2.03028,2.16631,2.28391,2.40725,2.54605,2.79811,All
5.25703,2.08614,-0.692764,1.18178,1.62569,1.86062,2.0206,2.15461,2.26934,2.39416,2.53501,2.79311,All
5.33936,2.07606,-0.602249,1.20324,1.6132,1.85141,2.01183,2.13988,2.25571,2.3783,2.52289,2.78429,All
5.42169,2.06455,-0.471286,1.20126,1.608,1.83943,1.99769,2.12552,2.24438,2.36335,2.50694,2.77323,All
5.50402,2.04745,-0.426069,1.20373,1.60011,1.82354,1.98353,2.11014,2.22987,2.35204,2.49478,2.7577,All
5.58635,2.03464,-0.27378,1.19896,1.57874,1.80752,1.97016,2.09753,2.2124,2.33402,2.4807,2.74294,All
5.66867,2.01683,-0.213347,1.1946,1.56737,1.79619,1.9477,2.08338,2.19908,2.31976,2.46681,2.72857,All
5.751,1.9988,-0.0970383,1.18862,1.5514,1.7801,1.93012,2.06762,2.18426,2.30264,2.45494,2.72147,All
5.83333,1.98082,-0.0459402,1.17979,1.53902,1.75318,1.9099,2.04826,2.16676,2.28442,2.43861,2.70916,All
5.91566,1.96085,-0.00459308,1.17097,1.52183,1.73348,1.89093,2.03092,2.14586,2.27111,2.42688,2.69058,All
5.99799,1.94309,-0.0165311,1.15321,1.50085,1.71114,1.87254,2.00961,2.12659,2.25623,2.40875,2.68271,All
6.08032,1.92096,0.0218756,1.13456,1.4701,1.68785,1.85064,1.98718,2.10838,2.23599,2.3928,2.66567,All
6.16265,1.89688,0.0520151,1.11072,1.44214,1.66084,1.82766,1.96461,2.09015,2.21471,2.37782,2.65005,All
6.24498,1.87239,0.0738421,1.08728,1.42072,1.63913,1.80138,1.9372,2.06649,2.19394,2.3568,2.63893,All
6.32731,1.84894,0.101674,1.06766,1.39088,1.61418,1.77741,1.9136,2.0451,2.1746,2.33977,2.62313,All
6.40964,1.82303,0.10468,1.03653,1.36544,1.5891,1.75268,1.89108,2.02204,2.15492,2.32338,2.60787,All
6.49197,1.79478,0.121795,1.01058,1.33816,1.5653,1.72589,1.86631,1.99816,2.13497,2.30403,2.59269,All
6.5743,1.76749,0.0926061,0.983457,1.3142,1.53982,1.69851,1.84243,1.97668,2.10839,2.28305,2.57645,All
6.65663,1.74242,0.0814713,0.959712,1.28565,1.51006,1.67007,1.81358,1.95216,2.08622,2.26739,2.56194,All
6.73896,1.71641,0.0752597,0.92978,1.25768,1.48057,1.63951,1.78902,1.92723,2.06344,2.24472,2.54363,All
6.82129,1.69232,0.0906208,0.901736,1.23027,1.45035,1.61433,1.76507,1.90031,2.04172,2.2276,2.5184,All
6.90361,1.6668,0.0801944,0.876916,1.2022,1.4156,1.58714,1.73577,1.87477,2.01654,2.20634,2.49949,All
6.98594,1.635,0.0867369,0.844513,1.16875,1.38207,1.55798,1.71105,1.85068,1.99523,2.19082,2.48363,All
7.06827,1.60495,0.0568884,0.809326,1.1386,1.35327,1.52727,1.68092,1.8233,1.96929,2.16677,2.47135,All
7.1506,1.57258,0.01362,0.773875,1.10142,1.32006,1.49455,1.65056,1.79591,1.94331,2.14437,2.45473,All
7.23293,1.54148,-0.0054892,0.744343,1.06874,1.28956,1.46225,1.61756,1.76627,1.91811,2.12294,2.43425,All
7.31526,1.50808,-0.0154765,0.715741,1.03291,1.25659,1.43078,1.58514,1.73789,1.88948,2.09964,2.41756,All
7.39759,1.47153,-0.0524643,0.686641,0.999504,1.22412,1.39783,1.55562,1.71013,1.86579,2.0794,2.40014,All
7.47992,1.44022,-0.0956349,0.654321,0.963785,1.18872,1.36339,1.52144,1.68042,1.83839,2.06112,2.38559,All
7.56225,1.40676,-0.108859,0.617862,0.926171,1.15516,1.32925,1.48787,1.64697,1.81029,2.03594,2.36762,All
7.64458,1.37405,-0.131883,0.573465,0.896959,1.12245,1.2951,1.45792,1.61693,1.78863,2.01395,2.35016,All
7.72691,1.34284,-0.16529,0.543345,0.864903,1.08909,1.26076,1.42887,1.58658,1.75973,1.98427,2.33552,All
7.80924,1.31055,-0.215747,0.509553,0.826041,1.05762,1.2265,1.39735,1.55873,1.73004,1.96017,2.31648,All
7.89157,1.27657,-0.26397,0.477048,0.796766,1.02166,1.19127,1.36337,1.52976,1.70119,1.93742,2.29856,All
7.9739,1.24193,-0.302402,0.445088,0.766693,0.983742,1.15438,1.33138,1.49996,1.67241,1.91557,2.28046,All
8.05622,1.20879,-0.351456,0.397865,0.730067,0.943306,1.11975,1.29575,1.46442,1.64444,1.89234,2.26531,All
8.13855,1.17585,-0.406774,0.355542,0.696259,0.904729,1.08242,1.2619,1.43372,1.61382,1.86986,2.24756,All
8.22088,1.14367,-0.458642,0.321778,0.662214,0.870749,1.04867,1.22825,1.40184,1.58878,1.8456,2.22256,All
8.30321,1.11232,-0.520543,0.275642,0.618132,0.836753,1.0188,1.19742,1.37167,1.55957,1.82203,2.20733,All
8.38554,1.08011,-0.569676,0.227319,0.582586,0.796639,0.993677,1.16724,1.34022,1.52839,1.79557,2.19082,All
8.46787,1.04412,-0.61787,0.184014,0.537694,0.759139,0.961297,1.13513,1.30928,1.49872,1.77099,2.17218,All
8.5502,1.01604,-0.659768,0.138999,0.497113,0.722556,0.926092,1.10317,1.28166,1.46925,1.75201,2.1608,All
8.63253,0.98675,-0.72515,0.0937281,0.455219,0.687298,0.891554,1.07076,1.25273,1.44687,1.72802,2.14542,All
8.71486,0.954278,-0.781291,0.0536837,0.416773,0.652707,0.860841,1.04229,1.22257,1.42007,1.70207,2.12834,All
8.79719,0.922193,-0.839217,0.00690532,0.369466,0.615067,0.827483,1.01006,1.18921,1.39414,1.67896,2.1148,All
8.87952,0.887117,-0.888817,-0.0482882,0.326566,0.576625,0.794982,0.979522,1.15619,1.36649,1.65488,2.09683,All
8.96185,0.849825,-0.961291,-0.093113,0.283607,0.539592,0.757043,0.947305,1.12611,1.33915,1.62724,2.08263,All
9.04418,0.819533,-1.01586,-0.143378,0.240679,0.499395,0.719494,0.913577,1.09511,1.31547,1.59979,2.06734,All
9.12651,0.783065,-1.07098,-0.196868,0.194937,0.461887,0.684559,0.884155,1.06709,1.2878,1.57012,2.05436,All
9.20884,0.747274,-1.12383,-0.247447,0.148579,0.42408,0.650885,0.854415,1.03722,1.25936,1.5467,2.03872,All
9.29116,0.714399,-1.17607,-0.304371,0.105645,0.38045,0.614204,0.822881,1.00587,1.22915,1.52255,2.02394,All
9.37349,0.683388,-1.22977,-0.365354,0.0569285,0.33961,0.575057,0.791461,0.979601,1.20373,1.49596,2.01341,All
9.45582,0.649285,-1.29208,-0.421407,0.00684206,0.293244,0.538128,0.758556,0.952379,1.17713,1.47399,2.00036,All
9.53815,0.61349,-1.34976,-0.47792,-0.0442019,0.248858,0.503687,0.725415,0.929389,1.15221,1.45318,1.98621,All
9.62048,0.582167,-1.41669,-0.533936,-0.0919132,0.209166,0.4676,0.691476,0.903212,1.12406,1.43278,1.97304,All
9.70281,0.547699,-1.47734,-0.585747,-0.141976,0.167571,0.429543,0.659518,0.880254,1.09164,1.41927,1.96248,All
9.78514,0.508859,-1.53992,-0.642622,-0.195073,0.119831,0.391785,0.625124,0.853681,1.05988,1.3929,1.94736,All
9.86747,0.472665,-1.58935,-0.702224,-0.250128,0.0773279,0.358518,0.591835,0.82884,1.03842,1.37502,1.9384,All
9.9498,0.428704,-1.63813,-0.758353,-0.308255,0.0330449,0.316769,0.563481,0.795766,1.01741,1.35211,1.92548,All
10.0321,0.395862,-1.67982,-0.809901,-0.363292,-0.0125731,0.276086,0.526347,0.767129,0.990673,1.33596,1.90882,All
10.1145,0.360888,-1.73535,-0.869577,-0.416867,-0.060148,0.23091,0.494959,0.740841,0.963078,1.31661,1.89197,All
10.1968,0.330972,-1.78214,-0.919008,-0.468313,-0.102786,0.188309,0.458083,0.712009,0.945032,1.29347,1.87714,All
10.2791,0.285957,-1.83034,-0.972429,-0.522735,-0.155128,0.148008,0.423862,0.682028,0.922087,1.27458,1.85992,All
10.3614,0.249678,-1.86965,-1.02934,-0.565157,-0.20081,0.107746,0.389859,0.649599,0.899029,1.25782,1.84308,All
10.4438,0.211223,-1.92404,-1.08642,-0.618258,-0.2498,0.065764,0.357558,0.618559,0.872661,1.23746,1.82658,All
10.5261,0.166506,-1.96901,-1.1383,-0.66852,-0.296363,0.0256886,0.326055,0.592895,0.854167,1.21371,1.81335,All
10.6084,0.127599,-2.01198,-1.19474,-0.718876,-0.352061,-0.0157369,0.284843,0.562392,0.833394,1.18941,1.79835,All
10.6908,0.0763354,-2.06193,-1.25062,-0.769754,-0.397848,-0.0577277,0.248542,0.528461,0.807656,1.1703,1.77853,All
10.7731,0.0384034,-2.10924,-1.30531,-0.817345,-0.451236,-0.108689,0.21192,0.495397,0.780012,1.14885,1.76026,All
10.8554,-0.00999927,-2.15756,-1.35556,-0.858182,-0.499497,-0.158227,0.16378,0.465555,0.761106,1.11833,1.7454,All
10.9378,-0.0521127,-2.21251,-1.41,-0.912306,-0.54929,-0.202863,0.122531,0.429744,0.734822,1.09291,1.73066,All
11.0201,-0.0947818,-2.25474,-1.46536,-0.964749,-0.597607,-0.241787,0.0802908,0.398022,0.708049,1.07177,1.71078,All
11.1024,-0.13808,-2.30307,-1.5122,-1.01387,-0.639329,-0.288644,0.0373609,0.365408,0.680624,1.04584,1.69855,All
11.1847,-0.178436,-2.35731,-1.55873,-1.06207,-0.685448,-0.336266,-0.0116255,0.330931,0.656668,1.02374,1.68303,All
11.2671,-0.228087,-2.40866,-1.6037,-1.1099,-0.73151,-0.387403,-0.0547904,0.291867,0.625745,1.00166,1.66677,All
11.3494,-0.273632,-2.45587,-1.66039,-1.15707,-0.778966,-0.439582,-0.098766,0.255724,0.592617,0.979918,1.65328,All
11.4317,-0.318857,-2.49701,-1.70621,-1.2012,-0.824847,-0.48694,-0.142356,0.217903,0.56238,0.953839,1.63356,All
11.5141,-0.360158,-2.5544,-1.7551,-1.24776,-0.875337,-0.532861,-0.189336,0.179339,0.531998,0.919473,1.61571,All
11.5964,-0.404424,-2.60617,-1.79447,-1.29957,-0.921189,-0.577388,-0.230892,0.136643,0.498355,0.893584,1.59323,All
