popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
2.22045e-16,0.311188,2.22045e-16,-1.43186e-16,5.87275e-16,2.22045e-16,-0.0542184,2.22045e-16,-1.43186e-16,5.87275e-16,All
4.64432e-16,0.311188,4.64432e-16,9.92006e-17,8.29662e-16,4.66901e-16,-0.0542184,4.66901e-16,1.0167e-16,8.32132e-16,All
9.71411e-16,0.311188,9.71411e-16,3.11831e-16,1.63099e-15,9.81768e-16,-0.0542184,9.81768e-16,3.15155e-16,1.64838e-15,All
2.03182e-15,0.311188,2.03182e-15,6.52229e-16,3.4114e-15,2.0644e-15,-0.0542184,2.0644e-15,6.62688e-16,3.46611e-15,All
4.24978e-15,0.311188,4.24978e-15,1.36421e-15,7.13534e-15,4.34088e-15,-0.0542184,4.34088e-15,1.39346e-15,7.2883e-15,All
8.88889e-15,0.311188,8.88889e-15,2.8534e-15,1.49244e-14,9.12771e-15,-0.0542184,9.12771e-15,2.93007e-15,1.53253e-14,All
1.85921e-14,0.311188,1.85921e-14,5.96822e-15,3.1216e-14,1.91931e-14,-0.0542184,1.91931e-14,6.16115e-15,3.22251e-14,All
3.88875e-14,0.311188,3.88875e-14,1.24832e-14,6.52919e-14,4.03581e-14,-0.0542184,4.03581e-14,1.29553e-14,6.77609e-14,All
8.13377e-14,0.311188,8.13377e-14,2.611e-14,1.36565e-13,8.48623e-14,-0.0542184,8.48623e-14,2.72415e-14,1.42483e-13,All
1.70127e-13,0.311188,1.70127e-13,5.46121e-14,2.85642e-13,1.78443e-13,-0.0542184,1.78443e-13,5.72815e-14,2.99604e-13,All
3.5584e-13,0.311188,3.5584e-13,1.14227e-13,5.97453e-13,3.75218e-13,-0.0542184,3.75218e-13,1.20448e-13,6.29987e-13,All
7.4428e-13,0.311188,7.4428e-13,2.3892e-13,1.24964e-12,7.88983e-13,-0.0542184,7.88983e-13,2.5327e-13,1.3247e-12,All
1.55675e-12,0.311188,1.55675e-12,4.99728e-13,2.61376e-12,1.65902e-12,-0.0542184,1.65902e-12,5.32559e-13,2.78548e-12,All
3.25611e-12,0.311188,3.25611e-12,1.04524e-12,5.46698e-12,3.48848e-12,-0.0542184,3.48848e-12,1.11983e-12,5.85713e-12,All
6.81053e-12,0.311188,6.81053e-12,2.18623e-12,1.14348e-11,7.33534e-12,-0.0542184,7.33534e-12,2.3547e-12,1.2316e-11,All
1.4245e-11,0.311188,1.4245e-11,4.57275e-12,2.39172e-11,1.54243e-11,-0.0542184,1.54243e-11,4.95131e-12,2.58972e-11,All
2.9795e-11,0.311188,2.9795e-11,9.56443e-12,5.00256e-11,3.24331e-11,-0.0542184,3.24331e-11,1.04113e-11,5.4455e-11,All
6.23196e-11,0.311188,6.23196e-11,2.00051e-11,1.04634e-10,6.81982e-11,-0.0542184,6.81982e-11,2.18922e-11,1.14504e-10,All
1.30349e-10,0.311188,1.30349e-10,4.18429e-11,2.18854e-10,1.43403e-10,-0.0542184,1.43403e-10,4.60334e-11,2.40772e-10,All
2.72639e-10,0.311188,2.72639e-10,8.75193e-11,4.57759e-10,3.01538e-10,-0.0542184,3.01538e-10,9.6796e-11,5.0628e-10,All
5.70255e-10,0.311188,5.70255e-10,1.83056e-10,9.57454e-10,6.34054e-10,-0.0542184,6.34054e-10,2.03536e-10,1.06457e-09,All
1.19275e-09,0.311188,1.19275e-09,3.82883e-10,2.00262e-09,1.33325e-09,-0.0542184,1.33325e-09,4.27983e-10,2.23851e-09,All
2.49478e-09,0.311188,2.49478e-09,8.00844e-10,4.18872e-09,2.80346e-09,-0.0542184,2.80346e-09,8.99933e-10,4.70699e-09,All
5.21812e-09,0.311188,5.21812e-09,1.67506e-09,8.76117e-09,5.89493e-09,-0.0542184,5.89493e-09,1.89232e-09,9.89755e-09,All
1.09143e-08,0.311188,1.09143e-08,3.50357e-09,1.8325e-08,1.23955e-08,-0.0542184,1.23955e-08,3.97905e-09,2.08119e-08,All
2.28285e-08,0.311188,2.28285e-08,7.32812e-09,3.83288e-08,2.60644e-08,-0.0542184,2.60644e-08,8.36688e-09,4.37619e-08,All
4.77483e-08,0.311188,4.77483e-08,1.53276e-08,8.0169e-08,5.48065e-08,-0.0542183,5.48065e-08,1.75933e-08,9.20196e-08,All
9.9871e-08,0.311188,9.9871e-08,3.20594e-08,1.67683e-07,1.15243e-07,-0.0542182,1.15243e-07,3.6994e-08,1.93493e-07,All
2.08892e-07,0.311189,2.08892e-07,6.70559e-08,3.50727e-07,2.42326e-07,-0.054218,2.42326e-07,7.77886e-08,4.06864e-07,All
4.36921e-07,0.311189,4.36921e-07,1.40255e-07,7.33586e-07,5.09547e-07,-0.0542176,5.09547e-07,1.63569e-07,8.55526e-07,All
9.13869e-07,0.31119,9.13869e-07,2.93359e-07,1.53438e-06,1.07144e-06,-0.0542167,1.07144e-06,3.43942e-07,1.79894e-06,All
1.91146e-06,0.311193,1.91146e-06,6.13594e-07,3.20933e-06,2.25296e-06,-0.0542149,2.25296e-06,7.23218e-07,3.7827e-06,All
3.99804e-06,0.311197,3.99804e-06,1.2834e-06,6.71267e-06,4.73737e-06,-0.054211,4.73737e-06,1.52073e-06,7.95401e-06,All
8.36235e-06,0.311208,8.36235e-06,2.68438e-06,1.40403e-05,9.96143e-06,-0.0542028,9.96143e-06,3.1977e-06,1.67252e-05,All
1.74908e-05,0.311229,1.74908e-05,5.61469e-06,2.93669e-05,2.09462e-05,-0.0541855,2.09462e-05,6.72391e-06,3.51686e-05,All
3.6584e-05,0.311273,3.6584e-05,1.17438e-05,6.14242e-05,4.40444e-05,-0.0541493,4.40444e-05,1.41386e-05,7.39502e-05,All
7.65196e-05,0.311367,7.65196e-05,2.45634e-05,0.000128476,9.26136e-05,-0.054073,9.26136e-05,2.97297e-05,0.000155497,All
0.000160049,0.311562,0.000160049,5.13771e-05,0.000268722,0.000194742,-0.0539134,0.000194742,6.25136e-05,0.00032697,All
0.000334762,0.311969,0.000334762,0.000107461,0.000562062,0.00040949,-0.0535782,0.00040949,0.00013145,0.00068753,All
0.000700192,0.312822,0.000700192,0.000224767,0.00117562,0.000861048,-0.0528768,0.000861048,0.000276403,0.00144569,All
0.00146453,0.314607,0.00146453,0.000470126,0.00245894,0.00181056,-0.0514206,0.00181056,0.000581203,0.00303991,All
0.00306323,0.318338,0.00306323,0.000983322,0.00514314,0.00380712,-0.0484241,0.00380712,0.00122211,0.00639212,All
0.0064071,0.326144,0.0064071,0.00205673,0.0107575,0.00800535,-0.0429137,0.00800535,0.00256978,0.0134409,All
0.0134012,0.342469,0.0134012,0.00430188,0.0225005,0.0168331,-0.0318875,0.0168331,0.00540357,0.0282627,All
0.0280301,0.376616,0.0280301,0.00899788,0.0470623,0.0353956,-0.0111671,0.0353956,0.0113623,0.0594289,All
0.04694,0.420756,0.04694,0.0150681,0.0788119,0.0611906,0.0124979,0.0611906,0.0196427,0.102739,All
0.0586281,0.448038,0.0586281,0.0188201,0.0984361,0.0744275,0.0241944,0.0744275,0.0238918,0.124963,All
0.09388,0.530323,0.09388,0.0301362,0.157624,0.122381,0.0741729,0.122381,0.0392853,0.205477,All
0.122627,0.565782,0.122627,0.0393643,0.20589,0.156501,0.112769,0.156501,0.0502381,0.262764,All
0.14082,0.57981,0.14082,0.0452043,0.236436,0.183572,0.141766,0.183572,0.058928,0.308216,All
0.18776,0.616006,0.18776,0.0602724,0.315247,0.244762,0.200742,0.244762,0.0785707,0.410954,All
0.2347,0.652202,0.2347,0.0753406,0.394059,0.305953,0.266085,0.305953,0.0982134,0.513693,All
0.256489,0.669003,0.256489,0.082335,0.430643,0.32908,0.296413,0.32908,0.105637,0.552523,All
0.28164,0.688397,0.28164,0.0904087,0.472871,0.367144,0.350931,0.367144,0.117856,0.616431,All
0.32858,0.724886,0.32858,0.105477,0.551683,0.428334,0.432479,0.428334,0.137499,0.71917,All
0.37552,0.762255,0.37552,0.120545,0.630495,0.489525,0.486724,0.489525,0.157141,0.821908,All
0.42246,0.799623,0.42246,0.135613,0.709307,0.550715,0.531821,0.550715,0.176784,0.924647,All
0.4694,0.836992,0.4694,0.150681,0.788119,0.611906,0.593811,0.611906,0.196427,1.02739,All
0.51634,0.87436,0.51634,0.165749,0.866931,0.673097,0.673852,0.673097,0.216069,1.13012,All
0.536476,0.89039,0.536476,0.172213,0.900739,0.691968,0.699538,0.691968,0.222127,1.16181,All
0.56328,0.911336,0.56328,0.180817,0.945742,0.734287,0.754232,0.734287,0.235712,1.23286,All
0.61022,0.938118,0.61022,0.195885,1.02455,0.795478,0.818084,0.795478,0.255355,1.3356,All
