popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
0.65716,0.964899,0.65716,0.210954,1.10337,0.856669,0.864616,0.856669,0.274997,1.43834,All
0.7041,0.99168,0.7041,0.226022,1.18218,0.917859,0.901517,0.917859,0.29464,1.54108,All
0.75104,1.01846,0.75104,0.24109,1.26099,0.97905,0.939499,0.97905,0.314283,1.64382,All
0.79798,1.04524,0.79798,0.256158,1.3398,1.04024,0.989512,1.04024,0.333925,1.74656,All
0.84492,1.06782,0.84492,0.271226,1.41861,1.10143,1.05562,1.10143,0.353568,1.84929,All
0.89186,1.08321,0.89186,0.286294,1.49743,1.16262,1.133,1.16262,0.373211,1.95203,All
0.9388,1.09861,0.9388,0.301362,1.57624,1.22381,1.2131,1.22381,0.392853,2.05477,All
0.98574,1.114,0.98574,0.31643,1.65505,1.285,1.29098,1.285,0.412496,2.15751,All
1.03268,1.12939,1.03268,0.331498,1.73386,1.34619,1.36133,1.34619,0.432139,2.26025,All
1.07962,1.15891,1.07962,0.346567,1.81267,1.40738,1.42808,1.40738,0.451781,2.36299,All
1.1221,1.19733,1.1221,0.360203,1.884,1.45503,1.47591,1.45503,0.467075,2.44298,All
1.12656,1.20195,1.12656,0.361635,1.89148,1.46857,1.48901,1.46857,0.471424,2.46573,All
1.1735,1.25052,1.1735,0.376703,1.9703,1.52977,1.54677,1.52977,0.491067,2.56846,All
1.22044,1.2991,1.22044,0.391771,2.04911,1.59096,1.60265,1.59096,0.510709,2.6712,All
1.26738,1.34767,1.26738,0.406839,2.12792,1.65215,1.66152,1.65215,0.530352,2.77394,All
1.31432,1.39625,1.31432,0.421907,2.20673,1.71334,1.72927,1.71334,0.549995,2.87668,All
1.36126,1.4443,1.36126,0.436975,2.28554,1.77453,1.80598,1.77453,0.569637,2.97942,All
1.4082,1.49021,1.4082,0.452043,2.36436,1.83572,1.88626,1.83572,0.58928,3.08216,All
1.45514,1.53612,1.45514,0.467111,2.44317,1.89691,1.96468,1.89691,0.608923,3.1849,All
1.50208,1.58202,1.50208,0.48218,2.52198,1.9581,2.03604,1.9581,0.628566,3.28763,All
1.54902,1.62793,1.54902,0.497248,2.60079,2.01929,2.0964,2.01929,0.648208,3.39037,All
1.59596,1.68099,1.59596,0.512316,2.6796,2.08048,2.14501,2.08048,0.667851,3.49311,All
1.6429,1.74834,1.6429,0.527384,2.75842,2.14167,2.18183,2.14167,0.687494,3.59585,All
1.68984,1.81569,1.68984,0.542452,2.83723,2.20286,2.21671,2.20286,0.707136,3.69859,All
1.73678,1.89845,1.73678,0.55752,2.91604,2.26405,2.26701,2.26405,0.726779,3.80133,All
1.78372,1.97687,1.78372,0.572588,2.99485,2.32524,2.35301,2.32524,0.746422,3.90406,All
1.83066,2.0246,1.83066,0.587656,3.07366,2.38643,2.4896,2.38643,0.766064,4.0068,All
1.8776,2.07233,1.8776,0.602724,3.15247,2.44762,2.64754,2.44762,0.785707,4.10954,All
1.92454,2.12006,1.92454,0.617793,3.23129,2.50882,2.79873,2.50882,0.80535,4.21228,All
1.97148,2.14092,1.97148,0.632861,3.3101,2.57001,2.89769,2.57001,0.824992,4.31502,All
2.01842,2.151,2.01842,0.647929,3.38891,2.6312,2.91771,2.6312,0.844635,4.41776,All
2.06536,2.16109,2.06536,0.662997,3.46772,2.69239,2.90304,2.69239,0.864278,4.5205,All
2.1123,2.23345,2.1123,0.678065,3.54653,2.75358,2.92645,2.75358,0.88392,4.62323,All
2.15924,2.3119,2.15924,0.693133,3.62535,2.81477,3.04556,2.81477,0.903563,4.72597,All
2.20618,2.34403,2.20618,0.708201,3.70416,2.87596,3.22716,2.87596,0.923206,4.82871,All
2.25312,2.35516,2.25312,0.723269,3.78297,2.93715,3.40009,2.93715,0.942848,4.93145,All
2.30006,2.30755,2.30006,0.738337,3.86178,2.99834,3.45711,2.99834,0.962491,5.03419,All
2.347,2.28639,2.347,0.753406,3.94059,3.05953,3.44078,3.05953,0.982134,5.13693,All
