rep,ID,time,y1,y1_simBlq_simulated,indivPredSimulated,censored,split,color,filter
3,7,5,5.678,5.678,6.19469,0,All,#4682B4,0
4,7,5,5.678,5.678,5.71206,0,All,#4682B4,0
5,7,5,5.678,5.678,5.76496,0,All,#4682B4,0
6,7,5,5.678,5.678,6.53476,0,All,#4682B4,0
7,7,5,5.678,5.678,5.90573,0,All,#4682B4,0
8,7,5,5.678,5.678,6.15087,0,All,#4682B4,0
9,7,5,5.678,5.678,6.395,0,All,#4682B4,0
10,7,5,5.678,5.678,6.3628,0,All,#4682B4,0
1,7,5.5,7.345,7.345,6.85967,0,All,#4682B4,0
2,7,5.5,7.345,7.345,7.16838,0,All,#4682B4,0
3,7,5.5,7.345,7.345,6.85927,0,All,#4682B4,0
4,7,5.5,7.345,7.345,6.61474,0,All,#4682B4,0
5,7,5.5,7.345,7.345,6.82055,0,All,#4682B4,0
6,7,5.5,7.345,7.345,7.94825,0,All,#4682B4,0
7,7,5.5,7.345,7.345,6.8043,0,All,#4682B4,0
8,7,5.5,7.345,7.345,6.86508,0,All,#4682B4,0
9,7,5.5,7.345,7.345,7.09575,0,All,#4682B4,0
10,7,5.5,7.345,7.345,7.03567,0,All,#4682B4,0
1,7,6,8.513,8.513,8.33644,0,All,#4682B4,0
2,7,6,8.513,8.513,7.87276,0,All,#4682B4,0
3,7,6,8.513,8.513,7.36574,0,All,#4682B4,0
4,7,6,8.513,8.513,7.47248,0,All,#4682B4,0
5,7,6,8.513,8.513,7.78788,0,All,#4682B4,0
6,7,6,8.513,8.513,7.93378,0,All,#4682B4,0
7,7,6,8.513,8.513,7.49126,0,All,#4682B4,0
8,7,6,8.513,8.513,7.4271,0,All,#4682B4,0
9,7,6,8.513,8.513,7.57853,0,All,#4682B4,0
10,7,6,8.513,8.513,7.55633,0,All,#4682B4,0
1,7,6.5,7.832,7.832,8.41655,0,All,#4682B4,0
2,7,6.5,7.832,7.832,7.99569,0,All,#4682B4,0
3,7,6.5,7.832,7.832,7.53385,0,All,#4682B4,0
4,7,6.5,7.832,7.832,7.86411,0,All,#4682B4,0
5,7,6.5,7.832,7.832,8.02861,0,All,#4682B4,0
6,7,6.5,7.832,7.832,7.45922,0,All,#4682B4,0
7,7,6.5,7.832,7.832,7.57834,0,All,#4682B4,0
8,7,6.5,7.832,7.832,7.67695,0,All,#4682B4,0
9,7,6.5,7.832,7.832,7.70553,0,All,#4682B4,0
10,7,6.5,7.832,7.832,7.77183,0,All,#4682B4,0
1,7,7,6.952,6.952,8.07519,0,All,#4682B4,0
2,7,7,6.952,6.952,7.72978,0,All,#4682B4,0
3,7,7,6.952,6.952,7.39302,0,All,#4682B4,0
4,7,7,6.952,6.952,7.70867,0,All,#4682B4,0
5,7,7,6.952,6.952,7.83477,0,All,#4682B4,0
6,7,7,6.952,6.952,7.12556,0,All,#4682B4,0
7,7,7,6.952,6.952,7.35113,0,All,#4682B4,0
8,7,7,6.952,6.952,7.58441,0,All,#4682B4,0
9,7,7,6.952,6.952,7.59576,0,All,#4682B4,0
10,7,7,6.952,6.952,7.69469,0,All,#4682B4,0
1,7,7.5,8.266,8.266,7.77835,0,All,#4682B4,0
2,7,7.5,8.266,8.266,7.38975,0,All,#4682B4,0
3,7,7.5,8.266,8.266,7.1434,0,All,#4682B4,0
4,7,7.5,8.266,8.266,7.39287,0,All,#4682B4,0
5,7,7.5,8.266,8.266,7.65967,0,All,#4682B4,0
6,7,7.5,8.266,8.266,6.94594,0,All,#4682B4,0
7,7,7.5,8.266,8.266,7.11151,0,All,#4682B4,0
8,7,7.5,8.266,8.266,7.33203,0,All,#4682B4,0
9,7,7.5,8.266,8.266,7.38235,0,All,#4682B4,0
10,7,7.5,8.266,8.266,7.48384,0,All,#4682B4,0
1,7,8,7.563,7.563,7.54991,0,All,#4682B4,0
2,7,8,7.563,7.563,7.10767,0,All,#4682B4,0
3,7,8,7.563,7.563,6.91667,0,All,#4682B4,0
4,7,8,7.563,7.563,7.11314,0,All,#4682B4,0
5,7,8,7.563,7.563,7.55812,0,All,#4682B4,0
6,7,8,7.563,7.563,6.87175,0,All,#4682B4,0
7,7,8,7.563,7.563,6.94766,0,All,#4682B4,0
8,7,8,7.563,7.563,7.08489,0,All,#4682B4,0
9,7,8,7.563,7.563,7.13603,0,All,#4682B4,0
10,7,8,7.563,7.563,7.25847,0,All,#4682B4,0
1,7,8.5,7.162,7.162,7.36123,0,All,#4682B4,0
2,7,8.5,7.162,7.162,6.91172,0,All,#4682B4,0
3,7,8.5,7.162,7.162,6.75678,0,All,#4682B4,0
4,7,8.5,7.162,7.162,6.91693,0,All,#4682B4,0
5,7,8.5,7.162,7.162,7.45344,0,All,#4682B4,0
6,7,8.5,7.162,7.162,6.85068,0,All,#4682B4,0
7,7,8.5,7.162,7.162,6.85851,0,All,#4682B4,0
8,7,8.5,7.162,7.162,6.9066,0,All,#4682B4,0
9,7,8.5,7.162,7.162,6.8877,0,All,#4682B4,0
10,7,8.5,7.162,7.162,7.07073,0,All,#4682B4,0
1,7,9,6.28,6.28,7.1873,0,All,#4682B4,0
2,7,9,6.28,6.28,6.79156,0,All,#4682B4,0
3,7,9,6.28,6.28,6.66463,0,All,#4682B4,0
4,7,9,6.28,6.28,6.74685,0,All,#4682B4,0
5,7,9,6.28,6.28,7.27896,0,All,#4682B4,0
6,7,9,6.28,6.28,6.85023,0,All,#4682B4,0
7,7,9,6.28,6.28,6.78107,0,All,#4682B4,0
8,7,9,6.28,6.28,6.80322,0,All,#4682B4,0
9,7,9,6.28,6.28,6.64977,0,All,#4682B4,0
10,7,9,6.28,6.28,6.88275,0,All,#4682B4,0
1,7,9.5,8.078,8.078,7.02259,0,All,#4682B4,0
2,7,9.5,8.078,8.078,6.66495,0,All,#4682B4,0
3,7,9.5,8.078,8.078,6.62884,0,All,#4682B4,0
4,7,9.5,8.078,8.078,6.5776,0,All,#4682B4,0
5,7,9.5,8.078,8.078,7.05606,0,All,#4682B4,0
6,7,9.5,8.078,8.078,6.85223,0,All,#4682B4,0
7,7,9.5,8.078,8.078,6.67099,0,All,#4682B4,0
8,7,9.5,8.078,8.078,6.76248,0,All,#4682B4,0
9,7,9.5,8.078,8.078,6.42528,0,All,#4682B4,0
10,7,9.5,8.078,8.078,6.67133,0,All,#4682B4,0
1,7,10,7.415,7.415,6.85466,0,All,#4682B4,0
2,7,10,7.415,7.415,6.50678,0,All,#4682B4,0
3,7,10,7.415,7.415,6.58354,0,All,#4682B4,0
4,7,10,7.415,7.415,6.40122,0,All,#4682B4,0
5,7,10,7.415,7.415,6.7946,0,All,#4682B4,0
6,7,10,7.415,7.415,6.77081,0,All,#4682B4,0
7,7,10,7.415,7.415,6.5271,0,All,#4682B4,0
8,7,10,7.415,7.415,6.76877,0,All,#4682B4,0
9,7,10,7.415,7.415,6.2116,0,All,#4682B4,0
10,7,10,7.415,7.415,6.43622,0,All,#4682B4,0
1,7,10.5,7.022,7.022,6.68374,0,All,#4682B4,0
2,7,10.5,7.022,7.022,6.30691,0,All,#4682B4,0
3,7,10.5,7.022,7.022,6.47115,0,All,#4682B4,0
4,7,10.5,7.022,7.022,6.20649,0,All,#4682B4,0
5,7,10.5,7.022,7.022,6.49601,0,All,#4682B4,0
6,7,10.5,7.022,7.022,6.59433,0,All,#4682B4,0
7,7,10.5,7.022,7.022,6.34756,0,All,#4682B4,0
8,7,10.5,7.022,7.022,6.78679,0,All,#4682B4,0
9,7,10.5,7.022,7.022,6.00008,0,All,#4682B4,0
10,7,10.5,7.022,7.022,6.17323,0,All,#4682B4,0
1,7,11,6.394,6.394,6.5022,0,All,#4682B4,0
2,7,11,6.394,6.394,6.05876,0,All,#4682B4,0
3,7,11,6.394,6.394,6.28924,0,All,#4682B4,0
4,7,11,6.394,6.394,5.98688,0,All,#4682B4,0
5,7,11,6.394,6.394,6.14606,0,All,#4682B4,0
6,7,11,6.394,6.394,6.34517,0,All,#4682B4,0
7,7,11,6.394,6.394,6.13105,0,All,#4682B4,0
8,7,11,6.394,6.394,6.66075,0,All,#4682B4,0
9,7,11,6.394,6.394,5.78131,0,All,#4682B4,0
10,7,11,6.394,6.394,5.87627,0,All,#4682B4,0
1,7,11.5,5.54,5.54,6.31842,0,All,#4682B4,0
2,7,11.5,5.54,5.54,5.74812,0,All,#4682B4,0
3,7,11.5,5.54,5.54,6.03632,0,All,#4682B4,0
4,7,11.5,5.54,5.54,5.73443,0,All,#4682B4,0
5,7,11.5,5.54,5.54,5.7304,0,All,#4682B4,0
6,7,11.5,5.54,5.54,6.0336,0,All,#4682B4,0
7,7,11.5,5.54,5.54,5.87562,0,All,#4682B4,0
8,7,11.5,5.54,5.54,6.38834,0,All,#4682B4,0
9,7,11.5,5.54,5.54,5.55031,0,All,#4682B4,0
10,7,11.5,5.54,5.54,5.53963,0,All,#4682B4,0
1,7,12,4.815,4.815,6.05193,0,All,#4682B4,0
2,7,12,4.815,4.815,5.37859,0,All,#4682B4,0
3,7,12,4.815,4.815,5.71503,0,All,#4682B4,0
4,7,12,4.815,4.815,5.43935,0,All,#4682B4,0
5,7,12,4.815,4.815,5.24042,0,All,#4682B4,0
6,7,12,4.815,4.815,5.6611,0,All,#4682B4,0
7,7,12,4.815,4.815,5.57258,0,All,#4682B4,0
8,7,12,4.815,4.815,5.99236,0,All,#4682B4,0
9,7,12,4.815,4.815,5.30048,0,All,#4682B4,0
10,7,12,4.815,4.815,5.15944,0,All,#4682B4,0
1,7,12.5,6.041,6.041,5.61485,0,All,#4682B4,0
2,7,12.5,6.041,6.041,4.94407,0,All,#4682B4,0
3,7,12.5,6.041,6.041,5.32668,0,All,#4682B4,0
4,7,12.5,6.041,6.041,5.09459,0,All,#4682B4,0
5,7,12.5,6.041,6.041,4.67078,0,All,#4682B4,0
6,7,12.5,6.041,6.041,5.2242,0,All,#4682B4,0
7,7,12.5,6.041,6.041,5.21626,0,All,#4682B4,0
8,7,12.5,6.041,6.041,5.49315,0,All,#4682B4,0
9,7,12.5,6.041,6.041,5.02618,0,All,#4682B4,0
10,7,12.5,6.041,6.041,4.73081,0,All,#4682B4,0
1,7,13,3.252,3.252,5.01568,0,All,#4682B4,0
2,7,13,3.252,3.252,4.44183,0,All,#4682B4,0
3,7,13,3.252,3.252,4.8699,0,All,#4682B4,0
4,7,13,3.252,3.252,4.69367,0,All,#4682B4,0
5,7,13,3.252,3.252,4.02275,0,All,#4682B4,0
6,7,13,3.252,3.252,4.71697,0,All,#4682B4,0
7,7,13,3.252,3.252,4.79481,0,All,#4682B4,0
8,7,13,3.252,3.252,4.90936,0,All,#4682B4,0
9,7,13,3.252,3.252,4.72194,0,All,#4682B4,0
10,7,13,3.252,3.252,4.25705,0,All,#4682B4,0
1,7,13.5,3,2.46144,4.27206,1,All,#4682B4,0
2,7,13.5,3,1.99678,3.87298,1,All,#4682B4,0
3,7,13.5,3,2.98696,4.34879,1,All,#4682B4,0
4,7,13.5,3,2.95631,4.23259,1,All,#4682B4,0
5,7,13.5,3,2.99886,3.30258,1,All,#4682B4,0
6,7,13.5,3,1.9755,4.13261,1,All,#4682B4,0
7,7,13.5,3,1.33726,4.30634,1,All,#4682B4,0
8,7,13.5,3,2.98854,4.25144,1,All,#4682B4,0
9,7,13.5,3,2.47648,4.38517,1,All,#4682B4,0
10,7,13.5,3,2.79023,3.73295,1,All,#4682B4,0
1,7,14,3.522,3.522,3.41725,0,All,#4682B4,0
2,7,14,3.522,3.522,3.24213,0,All,#4682B4,0
3,7,14,3.522,3.522,3.76253,0,All,#4682B4,0
4,7,14,3.522,3.522,3.71055,0,All,#4682B4,0
5,7,14,3.522,3.522,2.52098,0,All,#4682B4,0
6,7,14,3.522,3.522,3.4769,0,All,#4682B4,0
7,7,14,3.522,3.522,3.74449,0,All,#4682B4,0
8,7,14,3.522,3.522,3.53032,0,All,#4682B4,0
9,7,14,3.522,3.522,4.01233,0,All,#4682B4,0
10,7,14,3.522,3.522,3.16369,0,All,#4682B4,0
1,7,14.5,3,2.38576,2.49168,1,All,#4682B4,0
2,7,14.5,3,1.87226,2.55406,1,All,#4682B4,0
3,7,14.5,3,2.8115,3.11855,1,All,#4682B4,0
4,7,14.5,3,2.94732,3.12738,1,All,#4682B4,0
5,7,14.5,3,2.20189,1.68989,1,All,#4682B4,0
6,7,14.5,3,2.71124,2.75595,1,All,#4682B4,0
7,7,14.5,3,2.71638,3.11477,1,All,#4682B4,0
8,7,14.5,3,2.74574,2.75475,1,All,#4682B4,0
9,7,14.5,3,2.7077,3.60271,1,All,#4682B4,0
10,7,14.5,3,2.13439,2.55148,1,All,#4682B4,0
1,7,15,3,1.67109,1.52758,1,All,#4682B4,0
2,7,15,3,1.5202,1.81643,1,All,#4682B4,0
3,7,15,3,2.58577,2.42126,1,All,#4682B4,0
4,7,15,3,2.52822,2.48644,1,All,#4682B4,0
5,7,15,3,0.664693,0.820643,1,All,#4682B4,0
6,7,15,3,1.56204,1.97807,1,All,#4682B4,0
7,7,15,3,2.42541,2.42057,1,All,#4682B4,0
8,7,15,3,0.741224,1.93479,1,All,#4682B4,0
9,7,15,3,1.4644,3.15386,1,All,#4682B4,0
10,7,15,3,0.714018,1.89904,1,All,#4682B4,0
1,7,15.5,3,1.28855,0.542542,1,All,#4682B4,0
2,7,15.5,3,2.77628,1.03368,1,All,#4682B4,0
3,7,15.5,3,1.69287,1.67727,1,All,#4682B4,0
4,7,15.5,3,2.39515,1.79346,1,All,#4682B4,0
5,7,15.5,3,1.00981,0,1,All,#4682B4,0
6,7,15.5,3,0.738046,1.15438,1,All,#4682B4,0
7,7,15.5,3,1.22729,1.66892,1,All,#4682B4,0
8,7,15.5,3,1.12958,1.07594,1,All,#4682B4,0
9,7,15.5,3,2.9535,2.66907,1,All,#4682B4,0
10,7,15.5,3,1.41912,1.20984,1,All,#4682B4,0
1,7,16,3,0.390516,0,1,All,#4682B4,0
2,7,16,3,0.223287,0.216326,1,All,#4682B4,0
3,7,16,3,1.51499,0.892556,1,All,#4682B4,0
4,7,16,3,0.825333,1.05208,1,All,#4682B4,0
5,7,16,3,0.464387,0,1,All,#4682B4,0
6,7,16,3,1.56243,0.295588,1,All,#4682B4,0
7,7,16,3,0.190902,0.86944,1,All,#4682B4,0
8,7,16,3,0.171346,0.1858,1,All,#4682B4,0
9,7,16,3,0.659865,2.14656,1,All,#4682B4,0
10,7,16,3,0.253091,0.487574,1,All,#4682B4,0
1,8,1,3,1.04138,0,1,All,#4682B4,0
2,8,1,3,0.675915,0,1,All,#4682B4,0
3,8,1,3,0.242336,0,1,All,#4682B4,0
4,8,1,3,0.631081,0,1,All,#4682B4,0
5,8,1,3,1.04293,0,1,All,#4682B4,0
6,8,1,3,1.01871,0,1,All,#4682B4,0
7,8,1,3,0.0118784,0,1,All,#4682B4,0
8,8,1,3,1.20595,0,1,All,#4682B4,0
9,8,1,3,0.288369,0,1,All,#4682B4,0
10,8,1,3,0.333509,0,1,All,#4682B4,0
1,8,1.5,3,0.148997,0,1,All,#4682B4,0
2,8,1.5,3,0.556403,0,1,All,#4682B4,0
3,8,1.5,3,1.80557,0,1,All,#4682B4,0
4,8,1.5,3,0.0552293,0,1,All,#4682B4,0
5,8,1.5,3,0.18763,0,1,All,#4682B4,0
6,8,1.5,3,0.475792,0,1,All,#4682B4,0
7,8,1.5,3,1.04377,0,1,All,#4682B4,0
8,8,1.5,3,1.84623,0,1,All,#4682B4,0
9,8,1.5,3,1.29987,0,1,All,#4682B4,0
10,8,1.5,3,0.470807,0,1,All,#4682B4,0
1,8,2,3.586,3.586,0,0,All,#4682B4,0
2,8,2,3.586,3.586,0,0,All,#4682B4,0
3,8,2,3.586,3.586,0,0,All,#4682B4,0
4,8,2,3.586,3.586,0,0,All,#4682B4,0
5,8,2,3.586,3.586,0,0,All,#4682B4,0
6,8,2,3.586,3.586,0,0,All,#4682B4,0
7,8,2,3.586,3.586,0,0,All,#4682B4,0
8,8,2,3.586,3.586,0,0,All,#4682B4,0
9,8,2,3.586,3.586,0,0,All,#4682B4,0
10,8,2,3.586,3.586,0,0,All,#4682B4,0
1,8,2.5,3,0.352481,0,1,All,#4682B4,0
2,8,2.5,3,1.70687,2.61764,1,All,#4682B4,0
3,8,2.5,3,0.194699,0,1,All,#4682B4,0
4,8,2.5,3,0.546134,0,1,All,#4682B4,0
5,8,2.5,3,0.400402,0,1,All,#4682B4,0
6,8,2.5,3,0.17191,0,1,All,#4682B4,0
7,8,2.5,3,1.34408,1.34981,1,All,#4682B4,0
8,8,2.5,3,1.20842,0,1,All,#4682B4,0
9,8,2.5,3,0.355456,0,1,All,#4682B4,0
10,8,2.5,3,0.343534,0,1,All,#4682B4,0
1,8,3,6.307,6.307,5.70726,0,All,#4682B4,0
2,8,3,6.307,6.307,7.18473,0,All,#4682B4,0
3,8,3,6.307,6.307,5.58986,0,All,#4682B4,0
4,8,3,6.307,6.307,5.7509,0,All,#4682B4,0
5,8,3,6.307,6.307,5.86905,0,All,#4682B4,0
6,8,3,6.307,6.307,5.64052,0,All,#4682B4,0
7,8,3,6.307,6.307,6.31408,0,All,#4682B4,0
8,8,3,6.307,6.307,5.83943,0,All,#4682B4,0
9,8,3,6.307,6.307,5.16772,0,All,#4682B4,0
10,8,3,6.307,6.307,6.8661,0,All,#4682B4,0
1,8,3.5,7.513,7.513,7.27633,0,All,#4682B4,0
2,8,3.5,7.513,7.513,8.1027,0,All,#4682B4,0
3,8,3.5,7.513,7.513,7.8447,0,All,#4682B4,0
4,8,3.5,7.513,7.513,7.37472,0,All,#4682B4,0
5,8,3.5,7.513,7.513,7.37877,0,All,#4682B4,0
6,8,3.5,7.513,7.513,7.02596,0,All,#4682B4,0
7,8,3.5,7.513,7.513,7.52768,0,All,#4682B4,0
8,8,3.5,7.513,7.513,7.72525,0,All,#4682B4,0
9,8,3.5,7.513,7.513,7.40285,0,All,#4682B4,0
10,8,3.5,7.513,7.513,7.91915,0,All,#4682B4,0
1,8,4,8.396,8.396,7.9579,0,All,#4682B4,0
2,8,4,8.396,8.396,8.45407,0,All,#4682B4,0
3,8,4,8.396,8.396,8.46827,0,All,#4682B4,0
4,8,4,8.396,8.396,8.07445,0,All,#4682B4,0
5,8,4,8.396,8.396,7.99598,0,All,#4682B4,0
6,8,4,8.396,8.396,7.65477,0,All,#4682B4,0
7,8,4,8.396,8.396,8.1076,0,All,#4682B4,0
8,8,4,8.396,8.396,8.38836,0,All,#4682B4,0
9,8,4,8.396,8.396,8.24934,0,All,#4682B4,0
10,8,4,8.396,8.396,8.28025,0,All,#4682B4,0
1,8,4.5,8.555,8.555,8.25265,0,All,#4682B4,0
2,8,4.5,8.555,8.555,8.54161,0,All,#4682B4,0
3,8,4.5,8.555,8.555,8.57017,0,All,#4682B4,0
4,8,4.5,8.555,8.555,8.37796,0,All,#4682B4,0
5,8,4.5,8.555,8.555,8.28752,0,All,#4682B4,0
6,8,4.5,8.555,8.555,7.96683,0,All,#4682B4,0
7,8,4.5,8.555,8.555,8.36438,0,All,#4682B4,0
8,8,4.5,8.555,8.555,8.62379,0,All,#4682B4,0
9,8,4.5,8.555,8.555,8.5906,0,All,#4682B4,0
10,8,4.5,8.555,8.555,8.32166,0,All,#4682B4,0
1,8,5,8.486,8.486,8.31703,0,All,#4682B4,0
2,8,5,8.486,8.486,8.51887,0,All,#4682B4,0
3,8,5,8.486,8.486,8.488,0,All,#4682B4,0
4,8,5,8.486,8.486,8.44752,0,All,#4682B4,0
5,8,5,8.486,8.486,8.38886,0,All,#4682B4,0
6,8,5,8.486,8.486,8.08746,0,All,#4682B4,0
7,8,5,8.486,8.486,8.42494,0,All,#4682B4,0
8,8,5,8.486,8.486,8.64479,0,All,#4682B4,0
9,8,5,8.486,8.486,8.6455,0,All,#4682B4,0
10,8,5,8.486,8.486,8.23223,0,All,#4682B4,0
1,8,5.5,7.651,7.651,8.26165,0,All,#4682B4,0
2,8,5.5,7.651,7.651,8.45782,0,All,#4682B4,0
3,8,5.5,7.651,7.651,8.35755,0,All,#4682B4,0
4,8,5.5,7.651,7.651,8.39818,0,All,#4682B4,0
5,8,5.5,7.651,7.651,8.37994,0,All,#4682B4,0
6,8,5.5,7.651,7.651,8.09486,0,All,#4682B4,0
7,8,5.5,7.651,7.651,8.38181,0,All,#4682B4,0
8,8,5.5,7.651,7.651,8.57653,0,All,#4682B4,0
9,8,5.5,7.651,7.651,8.55452,0,All,#4682B4,0
10,8,5.5,7.651,7.651,8.10024,0,All,#4682B4,0
1,8,6,8.769,8.769,8.1497,0,All,#4682B4,0
2,8,6,8.769,8.769,8.37131,0,All,#4682B4,0
3,8,6,8.769,8.769,8.21587,0,All,#4682B4,0
4,8,6,8.769,8.769,8.29404,0,All,#4682B4,0
5,8,6,8.769,8.769,8.3105,0,All,#4682B4,0
6,8,6,8.769,8.769,8.04124,0,All,#4682B4,0
7,8,6,8.769,8.769,8.28263,0,All,#4682B4,0
8,8,6,8.769,8.769,8.4779,0,All,#4682B4,0
9,8,6,8.769,8.769,8.39651,0,All,#4682B4,0
10,8,6,8.769,8.769,7.95559,0,All,#4682B4,0
1,8,6.5,6.997,6.997,8.00655,0,All,#4682B4,0
2,8,6.5,6.997,6.997,8.26049,0,All,#4682B4,0
3,8,6.5,6.997,6.997,8.07175,0,All,#4682B4,0
4,8,6.5,6.997,6.997,8.15908,0,All,#4682B4,0
5,8,6.5,6.997,6.997,8.20269,0,All,#4682B4,0
6,8,6.5,6.997,6.997,7.95215,0,All,#4682B4,0
7,8,6.5,6.997,6.997,8.14813,0,All,#4682B4,0
8,8,6.5,6.997,6.997,8.36887,0,All,#4682B4,0
9,8,6.5,6.997,6.997,8.20212,0,All,#4682B4,0
10,8,6.5,6.997,6.997,7.80728,0,All,#4682B4,0
1,8,7,9.526,9.526,7.83986,0,All,#4682B4,0
2,8,7,9.526,9.526,8.12194,0,All,#4682B4,0
3,8,7,9.526,9.526,7.92709,0,All,#4682B4,0
4,8,7,9.526,9.526,7.9994,0,All,#4682B4,0
5,8,7,9.526,9.526,8.06327,0,All,#4682B4,0
6,8,7,9.526,9.526,7.83606,0,All,#4682B4,0
7,8,7,9.526,9.526,7.9844,0,All,#4682B4,0
8,8,7,9.526,9.526,8.23962,0,All,#4682B4,0
9,8,7,9.526,9.526,7.98083,0,All,#4682B4,0
10,8,7,9.526,9.526,7.65531,0,All,#4682B4,0
1,8,7.5,7.693,7.693,7.65077,0,All,#4682B4,0
2,8,7.5,7.693,7.693,7.94966,0,All,#4682B4,0
3,8,7.5,7.693,7.693,7.76765,0,All,#4682B4,0
4,8,7.5,7.693,7.693,7.81485,0,All,#4682B4,0
