popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
0.00179863,1.191,0.00179863,-1.46496,1.46856,0.00194585,0.251632,0.00194585,-1.46481,1.46871,All
0.00385416,1.19205,0.00385416,-1.46291,1.47061,0.00417804,0.254299,0.00417804,-1.46258,1.47094,All
0.0082588,1.19431,0.0082588,-1.4585,1.47502,0.0089709,0.260026,0.0089709,-1.45779,1.47573,All
0.0176972,1.19916,0.0176972,-1.44906,1.48446,0.0192619,0.272323,0.0192619,-1.4475,1.48602,All
0.037922,1.20954,0.037922,-1.42884,1.50468,0.0413583,0.298727,0.0413583,-1.4254,1.50812,All
0.0812603,1.23179,0.0812603,-1.3855,1.54802,0.0888026,0.35542,0.0888026,-1.37796,1.55556,All
0.157337,1.27084,0.157337,-1.30942,1.6241,0.174035,0.457268,0.174035,-1.29272,1.64079,All
0.174127,1.27946,0.174127,-1.29263,1.64089,0.190673,0.477149,0.190673,-1.27609,1.65743,All
0.314675,1.3516,0.314675,-1.15208,1.78143,0.348069,0.642609,0.348069,-1.11869,1.81483,All
0.373124,1.38161,0.373124,-1.09364,1.83988,0.409404,0.701993,0.409404,-1.05736,1.87616,All
0.472012,1.43237,0.472012,-0.994747,1.93877,0.522104,0.798221,0.522104,-0.944656,1.98886,All
0.62935,1.51313,0.62935,-0.83741,2.09611,0.696138,0.925259,0.696138,-0.770621,2.1629,All
0.786687,1.5939,0.786687,-0.680072,2.25345,0.870173,1.04672,0.870173,-0.596586,2.33693,All
0.79954,1.6005,0.79954,-0.667219,2.2663,0.879054,1.05292,0.879054,-0.587705,2.34581,All
0.944025,1.75543,0.944025,-0.522735,2.41078,1.04421,1.16818,1.04421,-0.422552,2.51097,All
1.10136,1.94673,1.10136,-0.365397,2.56812,1.21824,1.28938,1.21824,-0.248517,2.685,All
1.2587,2.14191,1.2587,-0.20806,2.72546,1.39228,1.41434,1.39228,-0.0744826,2.85904,All
1.41604,2.33302,1.41604,-0.0507225,2.8828,1.56631,1.56181,1.56631,0.099552,3.03307,All
1.57337,2.51041,1.57337,0.106615,3.04013,1.74035,1.72244,1.74035,0.273587,3.20711,All
1.71328,2.64386,1.71328,0.246518,3.18004,1.88747,1.88563,1.88747,0.420706,3.35422,All
1.73071,2.66031,1.73071,0.263952,3.19747,1.91438,1.91716,1.91438,0.447621,3.38114,All
1.88805,2.77964,1.88805,0.42129,3.35481,2.08842,2.1265,2.08842,0.621656,3.55517,All
2.04539,2.87091,2.04539,0.578627,3.51215,2.26245,2.33265,2.26245,0.79569,3.72921,All
2.20272,2.93886,2.20272,0.735965,3.66948,2.43648,2.51685,2.43648,0.969725,3.90324,All
2.36006,2.99811,2.36006,0.893302,3.82682,2.61052,2.66324,2.61052,1.14376,4.07728,All
2.5174,3.08404,2.5174,1.05064,3.98416,2.78455,2.78923,2.78455,1.31779,4.25131,All
2.67474,3.28163,2.67474,1.20798,4.1415,2.95859,2.93604,2.95859,1.49183,4.42535,All
2.83207,3.50217,2.83207,1.36531,4.29883,3.13262,3.10444,3.13262,1.66586,4.59938,All
2.98941,3.6465,2.98941,1.52265,4.45617,3.30666,3.25735,3.30666,1.8399,4.77342,All
3.14675,3.74025,3.14675,1.67999,4.61351,3.48069,3.40182,3.48069,2.01393,4.94745,All
3.30409,3.82922,3.30409,1.83733,4.77085,3.65473,3.59802,3.65473,2.18797,5.12149,All
3.46142,3.94782,3.46142,1.99466,4.92818,3.82876,3.8392,3.82876,2.362,5.29552,All
3.61876,4.14674,3.61876,2.152,5.08552,4.0028,4.05055,4.0028,2.53604,5.46956,All
3.67126,4.21712,3.67126,2.2045,5.13802,4.05268,4.09851,4.05268,2.58592,5.51944,All
3.7761,4.33402,3.7761,2.30934,5.24286,4.17683,4.19871,4.17683,2.71007,5.64359,All
3.93344,4.50067,3.93344,2.46668,5.4002,4.35086,4.32837,4.35086,2.88411,5.81762,All
4.09077,4.62309,4.09077,2.62401,5.55753,4.5249,4.49079,4.5249,3.05814,5.99166,All
4.24811,4.73986,4.24811,2.78135,5.71487,4.69893,4.69313,4.69893,3.23217,6.16569,All
4.40545,4.85332,4.40545,2.93869,5.87221,4.87297,4.89942,4.87297,3.40621,6.33973,All
4.56279,4.96676,4.56279,3.09603,6.02954,5.047,5.07926,5.047,3.58024,6.51376,All
4.72012,5.11811,4.72012,3.25336,6.18688,5.22104,5.2409,5.22104,3.75428,6.6878,All
4.87746,5.27905,4.87746,3.4107,6.34422,5.39507,5.41989,5.39507,3.92831,6.86183,All
5.0348,5.41777,5.0348,3.56804,6.50156,5.56911,5.61605,5.56911,4.10235,7.03587,All
5.19214,5.50245,5.19214,3.72538,6.65889,5.74314,5.79639,5.74314,4.27638,7.2099,All
5.34947,5.58713,5.34947,3.88271,6.81623,5.91718,5.95272,5.91718,4.45042,7.38394,All
5.50681,5.61801,5.50681,4.04005,6.97357,6.09121,6.13002,6.09121,4.62445,7.55797,All
5.66415,5.60761,5.66415,4.19739,7.13091,6.26525,6.3628,6.26525,4.79849,7.732,All
5.82148,5.66167,5.82148,4.35473,7.28824,6.43928,6.55055,6.43928,4.97252,7.90604,All
5.97882,5.90134,5.97882,4.51206,7.44558,6.61331,6.69721,6.61331,5.14656,8.08007,All
6.13616,6.15802,6.13616,4.6694,7.60292,6.78735,6.87975,6.78735,5.32059,8.25411,All
6.2935,6.37182,6.2935,4.82674,7.76026,6.96138,7.04948,6.96138,5.49462,8.42814,All
6.45083,6.40587,6.45083,4.98408,7.91759,7.13542,7.19341,7.13542,5.66866,8.60218,All
6.60817,6.43992,6.60817,5.14141,8.07493,7.30945,7.37496,7.30945,5.84269,8.77621,All
6.76551,6.54592,6.76551,5.29875,8.23227,7.48349,7.60656,7.48349,6.01673,8.95025,All
6.92285,6.78009,6.92285,5.45609,8.38961,7.65752,7.79659,7.65752,6.19076,9.12428,All
7.08018,7.01234,7.08018,5.61342,8.54694,7.83156,7.94429,7.83156,6.3648,9.29832,All
7.23752,7.1928,7.23752,5.77076,8.70428,8.00559,8.09506,8.00559,6.53883,9.47235,All
7.39486,7.19481,7.39486,5.9281,8.86162,8.17963,8.25487,8.17963,6.71287,9.64639,All
7.5522,7.39823,7.5522,6.08544,9.01896,8.35366,8.42554,8.35366,6.8869,9.82042,All
7.70953,7.48076,7.70953,6.24277,9.17629,8.5277,8.62134,8.5277,7.06094,9.99445,All
7.86687,7.46582,7.86687,6.40011,9.33363,8.70173,8.84809,8.70173,7.23497,10.1685,All
