popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
4.32069e-06,0.274993,4.32069e-06,1.45325e-06,7.18813e-06,4.84977e-06,-0.0435152,4.84977e-06,1.63121e-06,8.06833e-06,All
9.05916e-06,0.275003,9.05916e-06,3.04702e-06,1.50713e-05,1.02052e-05,-0.04351,1.02052e-05,3.43251e-06,1.6978e-05,All
1.89943e-05,0.275024,1.89943e-05,6.38867e-06,3.15999e-05,2.14746e-05,-0.0434992,2.14746e-05,7.22294e-06,3.57263e-05,All
3.98252e-05,0.275068,3.98252e-05,1.33951e-05,6.62553e-05,4.51886e-05,-0.0434764,4.51886e-05,1.5199e-05,7.51781e-05,All
8.35011e-05,0.275159,8.35011e-05,2.80854e-05,0.000138917,9.50891e-05,-0.0434284,9.50891e-05,3.1983e-05,0.000158195,All
0.000175076,0.275351,0.000175076,5.88864e-05,0.000291266,0.000200094,-0.0433272,0.000200094,6.7301e-05,0.000332886,All
0.000367081,0.275753,0.000367081,0.000123467,0.000610695,0.000421052,-0.043114,0.000421052,0.00014162,0.000700485,All
0.000769656,0.276597,0.000769656,0.000258872,0.00128044,0.00088601,-0.0426625,0.00088601,0.000298007,0.00147401,All
0.00161373,0.278365,0.00161373,0.000542775,0.00268469,0.00186441,-0.0417057,0.00186441,0.000627089,0.00310173,All
0.0033835,0.282072,0.0033835,0.00113803,0.00562897,0.00392323,-0.0396554,0.00392323,0.00131957,0.00652689,All
0.00709416,0.289846,0.00709416,0.0023861,0.0118022,0.00825555,-0.0351958,0.00825555,0.00277673,0.0137344,All
0.0148743,0.306145,0.0148743,0.00500292,0.0247456,0.017372,-0.0252417,0.017372,0.00584301,0.0289009,All
0.0311868,0.340319,0.0311868,0.0104896,0.051884,0.0365554,-0.00352912,0.0365554,0.0122953,0.0608154,All
0.0529919,0.385999,0.0529919,0.0178237,0.0881601,0.0634741,0.0254847,0.0634741,0.0213493,0.105599,All
0.0653891,0.411971,0.0653891,0.0219935,0.108785,0.0769225,0.0393294,0.0769225,0.0258727,0.127972,All
0.105984,0.497014,0.105984,0.0356474,0.17632,0.126948,0.0876431,0.126948,0.0426986,0.211198,All
0.137101,0.528596,0.137101,0.0461135,0.228088,0.161866,0.121107,0.161866,0.0544433,0.269289,All
0.158976,0.539683,0.158976,0.053471,0.26448,0.190422,0.149356,0.190422,0.064048,0.316796,All
0.211968,0.566543,0.211968,0.0712947,0.35264,0.253896,0.215175,0.253896,0.0853973,0.422395,All
0.264959,0.593402,0.264959,0.0891184,0.440801,0.31737,0.284197,0.31737,0.106747,0.527994,All
0.287458,0.609392,0.287458,0.0966859,0.478231,0.340611,0.309987,0.340611,0.114564,0.566658,All
0.317951,0.633793,0.317951,0.106942,0.528961,0.380844,0.354501,0.380844,0.128096,0.633593,All
0.370943,0.676199,0.370943,0.124766,0.617121,0.444318,0.422374,0.444318,0.149445,0.739191,All
0.423935,0.718606,0.423935,0.142589,0.705281,0.507792,0.48622,0.507792,0.170795,0.84479,All
0.476927,0.761012,0.476927,0.160413,0.793441,0.571266,0.549105,0.571266,0.192144,0.950389,All
0.529919,0.790541,0.529919,0.178237,0.881601,0.634741,0.615044,0.634741,0.213493,1.05599,All
0.582911,0.819848,0.582911,0.19606,0.969761,0.698215,0.684449,0.698215,0.234843,1.16159,All
0.602712,0.830799,0.602712,0.202721,1.0027,0.716739,0.704562,0.716739,0.241073,1.19241,All
0.635903,0.849154,0.635903,0.213884,1.05792,0.761689,0.751628,0.761689,0.256192,1.26719,All
0.688895,0.878461,0.688895,0.231708,1.14608,0.825163,0.81182,0.825163,0.277541,1.37278,All
0.741886,0.907767,0.741886,0.249531,1.23424,0.888637,0.866556,0.888637,0.298891,1.47838,All
0.794878,0.93402,0.794878,0.267355,1.3224,0.952111,0.919701,0.952111,0.32024,1.58398,All
0.84787,0.96309,0.84787,0.285179,1.41056,1.01558,0.974178,1.01558,0.341589,1.68958,All
0.900862,0.997022,0.900862,0.303003,1.49872,1.07906,1.03276,1.07906,0.362939,1.79518,All
0.953854,1.03095,0.953854,0.320826,1.58688,1.14253,1.09566,1.14253,0.384288,1.90078,All
1.00685,1.06489,1.00685,0.33865,1.67504,1.20601,1.16063,1.20601,0.405637,2.00638,All
1.05984,1.09862,1.05984,0.356474,1.7632,1.26948,1.22555,1.26948,0.426986,2.11198,All
1.11283,1.13154,1.11283,0.374297,1.85136,1.33296,1.28845,1.33296,0.448336,2.21757,All
1.16582,1.16446,1.16582,0.392121,1.93952,1.39643,1.34778,1.39643,0.469685,2.32317,All
1.21881,1.19738,1.21881,0.409945,2.02768,1.4599,1.40503,1.4599,0.491034,2.42877,All
1.2637,1.22526,1.2637,0.425043,2.10236,1.50822,1.4485,1.50822,0.507285,2.50915,All
1.27181,1.2303,1.27181,0.427768,2.11584,1.52338,1.46216,1.52338,0.512384,2.53437,All
1.3248,1.26322,1.3248,0.445592,2.204,1.58685,1.52123,1.58685,0.533733,2.63997,All
1.37779,1.29867,1.37779,0.463416,2.29216,1.65033,1.58463,1.65033,0.555082,2.74557,All
1.43078,1.34268,1.43078,0.481239,2.38032,1.7138,1.65725,1.7138,0.576432,2.85117,All
1.48377,1.3867,1.48377,0.499063,2.46848,1.77727,1.74386,1.77727,0.597781,2.95677,All
1.53676,1.43071,1.53676,0.516887,2.55664,1.84075,1.83847,1.84075,0.61913,3.06236,All
1.58976,1.47473,1.58976,0.53471,2.6448,1.90422,1.92677,1.90422,0.64048,3.16796,All
1.64275,1.51874,1.64275,0.552534,2.73296,1.9677,1.99394,1.9677,0.661829,3.27356,All
1.69574,1.57086,1.69574,0.570358,2.82112,2.03117,2.03417,2.03117,0.683178,3.37916,All
1.74873,1.62744,1.74873,0.588181,2.90928,2.09464,2.06018,2.09464,0.704528,3.48476,All
1.80172,1.68402,1.80172,0.606005,2.99744,2.15812,2.08339,2.15812,0.725877,3.59036,All
1.85472,1.7406,1.85472,0.623829,3.0856,2.22159,2.11753,2.22159,0.747226,3.69596,All
1.90771,1.79718,1.90771,0.641652,3.17376,2.28507,2.1762,2.28507,0.768576,3.80156,All
1.9607,1.85011,1.9607,0.659476,3.26192,2.34854,2.26017,2.34854,0.789925,3.90715,All
2.01369,1.90201,2.01369,0.6773,3.35008,2.41201,2.36387,2.41201,0.811274,4.01275,All
2.06668,1.95391,2.06668,0.695123,3.43824,2.47549,2.47841,2.47549,0.832624,4.11835,All
2.11968,2.00582,2.11968,0.712947,3.5264,2.53896,2.59465,2.53896,0.853973,4.22395,All
2.17267,2.0775,2.17267,0.730771,3.61456,2.60244,2.7015,2.60244,0.875322,4.32955,All
2.22566,2.14668,2.22566,0.748594,3.70272,2.66591,2.78887,2.66591,0.896672,4.43515,All
2.27865,2.21586,2.27865,0.766418,3.79088,2.72938,2.84657,2.72938,0.918021,4.54075,All
2.33164,2.24648,2.33164,0.784242,3.87904,2.79286,2.89038,2.79286,0.93937,4.64635,All
2.38464,2.20729,2.38464,0.802065,3.9672,2.85633,2.94918,2.85633,0.96072,4.75195,All
2.43763,2.24084,2.43763,0.819889,4.05536,2.91981,3.0467,2.91981,0.982069,4.85754,All
2.49062,2.33585,2.49062,0.837713,4.14352,2.98328,3.17508,2.98328,1.00342,4.96314,All
2.54361,2.42557,2.54361,0.855537,4.23168,3.04675,3.31437,3.04675,1.02477,5.06874,All
2.5966,2.30058,2.5966,0.87336,4.31984,3.11023,3.44526,3.11023,1.04612,5.17434,All
2.64959,2.42391,2.64959,0.891184,4.40801,3.1737,3.54945,3.1737,1.06747,5.27994,All
