popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
2.22045e-16,1.07267,2.22045e-16,-1.41611,1.41611,2.22045e-16,0.316348,2.22045e-16,-1.41611,1.41611,All
4.76168e-16,1.07267,4.76168e-16,-1.41611,1.41611,4.77103e-16,0.316348,4.77103e-16,-1.41611,1.41611,All
1.02113e-15,1.07267,1.02113e-15,-1.41611,1.41611,1.02514e-15,0.316348,1.02514e-15,-1.41611,1.41611,All
2.18978e-15,1.07267,2.18978e-15,-1.41611,1.41611,2.2027e-15,0.316348,2.2027e-15,-1.41611,1.41611,All
4.69591e-15,1.07267,4.69591e-15,-1.41611,1.41611,4.73291e-15,0.316348,4.73291e-15,-1.41611,1.41611,All
1.00702e-14,1.07267,1.00702e-14,-1.41611,1.41611,1.01695e-14,0.316348,1.01695e-14,-1.41611,1.41611,All
2.15953e-14,1.07267,2.15953e-14,-1.41611,1.41611,2.1851e-14,0.316348,2.1851e-14,-1.41611,1.41611,All
4.63105e-14,1.07267,4.63105e-14,-1.41611,1.41611,4.69509e-14,0.316348,4.69509e-14,-1.41611,1.41611,All
9.93114e-14,1.07267,9.93114e-14,-1.41611,1.41611,1.00882e-13,0.316348,1.00882e-13,-1.41611,1.41611,All
2.1297e-13,1.07267,2.1297e-13,-1.41611,1.41611,2.16764e-13,0.316348,2.16764e-13,-1.41611,1.41611,All
4.56708e-13,1.07267,4.56708e-13,-1.41611,1.41611,4.65757e-13,0.316348,4.65757e-13,-1.41611,1.41611,All
9.79397e-13,1.07267,9.79397e-13,-1.41611,1.41611,1.00076e-12,0.316348,1.00076e-12,-1.41611,1.41611,All
2.10029e-12,1.07267,2.10029e-12,-1.41611,1.41611,2.15032e-12,0.316348,2.15032e-12,-1.41611,1.41611,All
4.504e-12,1.07267,4.504e-12,-1.41611,1.41611,4.62036e-12,0.316348,4.62036e-12,-1.41611,1.41611,All
9.65869e-12,1.07267,9.65869e-12,-1.41611,1.41611,9.92767e-12,0.316348,9.92767e-12,-1.41611,1.41611,All
2.07128e-11,1.07267,2.07128e-11,-1.41611,1.41611,2.13314e-11,0.316348,2.13314e-11,-1.41611,1.41611,All
4.44179e-11,1.07267,4.44179e-11,-1.41611,1.41611,4.58344e-11,0.316348,4.58344e-11,-1.41611,1.41611,All
9.52528e-11,1.07267,9.52528e-11,-1.41611,1.41611,9.84835e-11,0.316348,9.84835e-11,-1.41611,1.41611,All
2.04267e-10,1.07267,2.04267e-10,-1.41611,1.41611,2.1161e-10,0.316348,2.1161e-10,-1.41611,1.41611,All
4.38044e-10,1.07267,4.38044e-10,-1.41611,1.41611,4.54681e-10,0.316348,4.54681e-10,-1.41611,1.41611,All
9.39371e-10,1.07267,9.39371e-10,-1.41611,1.41611,9.76965e-10,0.316348,9.76965e-10,-1.41611,1.41611,All
2.01445e-09,1.07267,2.01445e-09,-1.41611,1.41611,2.09919e-09,0.316348,2.09919e-09,-1.41611,1.41611,All
4.31993e-09,1.07267,4.31993e-09,-1.41611,1.41611,4.51048e-09,0.316348,4.51048e-09,-1.41611,1.41611,All
9.26397e-09,1.07267,9.26397e-09,-1.41611,1.41611,9.69159e-09,0.316348,9.69159e-09,-1.41611,1.41611,All
1.98663e-08,1.07267,1.98663e-08,-1.41611,1.41611,2.08241e-08,0.316348,2.08241e-08,-1.41611,1.41611,All
4.26027e-08,1.07267,4.26027e-08,-1.41611,1.41611,4.47444e-08,0.316348,4.47444e-08,-1.41611,1.41611,All
9.13601e-08,1.07267,9.13601e-08,-1.41611,1.41611,9.61415e-08,0.316348,9.61415e-08,-1.41611,1.41611,All
1.95919e-07,1.07267,1.95919e-07,-1.41611,1.41611,2.06577e-07,0.316348,2.06577e-07,-1.41611,1.41611,All
4.20142e-07,1.07267,4.20142e-07,-1.41611,1.41611,4.43869e-07,0.316348,4.43869e-07,-1.41611,1.41611,All
9.00982e-07,1.07267,9.00982e-07,-1.41611,1.41611,9.53733e-07,0.316349,9.53733e-07,-1.41611,1.41611,All
1.93213e-06,1.07267,1.93213e-06,-1.41611,1.41611,2.04927e-06,0.316349,2.04927e-06,-1.41611,1.41611,All
4.14339e-06,1.07267,4.14339e-06,-1.41611,1.41612,4.40322e-06,0.316351,4.40322e-06,-1.41611,1.41612,All
8.88537e-06,1.07268,8.88537e-06,-1.4161,1.41612,9.46112e-06,0.316353,9.46112e-06,-1.4161,1.41612,All
1.90544e-05,1.07269,1.90544e-05,-1.41609,1.41613,2.03289e-05,0.316359,2.03289e-05,-1.41609,1.41613,All
4.08616e-05,1.07271,4.08616e-05,-1.41607,1.41615,4.36804e-05,0.316373,4.36804e-05,-1.41607,1.41615,All
8.76264e-05,1.07276,8.76264e-05,-1.41602,1.4162,9.38552e-05,0.316401,9.38552e-05,-1.41602,1.41621,All
0.000187912,1.07286,0.000187912,-1.41592,1.4163,0.000201665,0.316461,0.000201665,-1.41591,1.41631,All
0.000402972,1.07307,0.000402972,-1.41571,1.41651,0.000433313,0.316591,0.000433313,-1.41568,1.41654,All
0.000864161,1.07353,0.000864161,-1.41525,1.41698,0.000931052,0.31687,0.000931052,-1.41518,1.41704,All
0.00185317,1.07451,0.00185317,-1.41426,1.41796,0.00200053,0.31747,0.00200053,-1.41411,1.41811,All
0.00397406,1.07663,0.00397406,-1.41214,1.42009,0.00429851,0.318758,0.00429851,-1.41181,1.42041,All
0.00852225,1.08115,0.00852225,-1.40759,1.42463,0.00923613,0.321526,0.00923613,-1.40688,1.42535,All
0.0182757,1.09087,0.0182757,-1.39784,1.43439,0.0198455,0.327474,0.0198455,-1.39627,1.43596,All
0.0391917,1.1117,0.0391917,-1.37692,1.4553,0.0426416,0.340255,0.0426416,-1.37347,1.45875,All
0.0840454,1.15636,0.0840454,-1.33207,1.50016,0.0916233,0.367717,0.0916233,-1.32449,1.50773,All
0.163479,1.23546,0.163479,-1.25263,1.57959,0.18033,0.423979,0.18033,-1.23578,1.59644,All
0.180233,1.25214,0.180233,-1.23588,1.59634,0.196869,0.437522,0.196869,-1.21924,1.61298,All
0.326959,1.39825,0.326959,-1.08915,1.74307,0.36066,0.571639,0.36066,-1.05545,1.77677,All
0.386504,1.45755,0.386504,-1.02961,1.80261,0.423009,0.622692,0.423009,-0.993102,1.83912,All
0.490438,1.56105,0.490438,-0.925673,1.90655,0.540989,0.719298,0.540989,-0.875122,1.9571,All
0.653918,1.72384,0.653918,-0.762194,2.07003,0.721319,0.888719,0.721319,-0.694792,2.13743,All
0.817397,1.88663,0.817397,-0.598714,2.23351,0.901649,1.07107,0.901649,-0.514462,2.31776,All
0.828845,1.89803,0.828845,-0.587266,2.24496,0.908912,1.07858,0.908912,-0.5072,2.32502,All
0.980876,2.04942,0.980876,-0.435235,2.39699,1.08198,1.25752,1.08198,-0.334133,2.49809,All
1.14436,2.20045,1.14436,-0.271755,2.56047,1.26231,1.44393,1.26231,-0.153803,2.67842,All
1.30784,2.19165,1.30784,-0.108276,2.72395,1.44264,1.61557,1.44264,0.0265271,2.85875,All
1.47131,2.18285,1.47131,0.0552034,2.88743,1.62297,1.77292,1.62297,0.206857,3.03908,All
