rep,ID,time,y1,y1_simBlq_simulated,indivPredSimulated,censored,split,color,filter
3,7,3.5,3.949,3.949,3.11513,0,All,#4682B4,0
4,7,3.5,3.949,3.949,2.73359,0,All,#4682B4,0
5,7,3.5,3.949,3.949,2.63733,0,All,#4682B4,0
6,7,3.5,3.949,3.949,3.88452,0,All,#4682B4,0
7,7,3.5,3.949,3.949,3.65021,0,All,#4682B4,0
8,7,3.5,3.949,3.949,2.44497,0,All,#4682B4,0
9,7,3.5,3.949,3.949,3.89648,0,All,#4682B4,0
10,7,3.5,3.949,3.949,3.42074,0,All,#4682B4,0
1,7,4,3,2.63673,4.77213,1,All,#4682B4,0
2,7,4,3,2.96261,5.05607,1,All,#4682B4,0
3,7,4,3,2.76281,4.80058,1,All,#4682B4,0
4,7,4,3,2.98,3.89709,1,All,#4682B4,0
5,7,4,3,2.58631,4.12618,1,All,#4682B4,0
6,7,4,3,2.55654,4.90597,1,All,#4682B4,0
7,7,4,3,2.93563,4.86673,1,All,#4682B4,0
8,7,4,3,2.45407,4.26995,1,All,#4682B4,0
9,7,4,3,2.81517,4.83426,1,All,#4682B4,0
10,7,4,3,2.89808,4.40493,1,All,#4682B4,0
1,7,4.5,5.246,5.246,5.70871,0,All,#4682B4,0
2,7,4.5,5.246,5.246,5.82098,0,All,#4682B4,0
3,7,4.5,5.246,5.246,5.73407,0,All,#4682B4,0
4,7,4.5,5.246,5.246,4.82794,0,All,#4682B4,0
5,7,4.5,5.246,5.246,5.14749,0,All,#4682B4,0
6,7,4.5,5.246,5.246,5.66163,0,All,#4682B4,0
7,7,4.5,5.246,5.246,5.71671,0,All,#4682B4,0
8,7,4.5,5.246,5.246,5.28626,0,All,#4682B4,0
9,7,4.5,5.246,5.246,5.61591,0,All,#4682B4,0
10,7,4.5,5.246,5.246,5.21684,0,All,#4682B4,0
1,7,5,5.678,5.678,6.37403,0,All,#4682B4,0
2,7,5,5.678,5.678,6.36286,0,All,#4682B4,0
3,7,5,5.678,5.678,6.34899,0,All,#4682B4,0
4,7,5,5.678,5.678,5.58911,0,All,#4682B4,0
5,7,5,5.678,5.678,5.90042,0,All,#4682B4,0
6,7,5,5.678,5.678,6.24107,0,All,#4682B4,0
7,7,5,5.678,5.678,6.35066,0,All,#4682B4,0
8,7,5,5.678,5.678,5.95782,0,All,#4682B4,0
9,7,5,5.678,5.678,6.27607,0,All,#4682B4,0
10,7,5,5.678,5.678,5.89953,0,All,#4682B4,0
1,7,5.5,7.345,7.345,6.86804,0,All,#4682B4,0
2,7,5.5,7.345,7.345,6.76858,0,All,#4682B4,0
3,7,5.5,7.345,7.345,6.78917,0,All,#4682B4,0
4,7,5.5,7.345,7.345,6.22036,0,All,#4682B4,0
5,7,5.5,7.345,7.345,6.47961,0,All,#4682B4,0
6,7,5.5,7.345,7.345,6.69792,0,All,#4682B4,0
7,7,5.5,7.345,7.345,6.83969,0,All,#4682B4,0
8,7,5.5,7.345,7.345,6.44225,0,All,#4682B4,0
9,7,5.5,7.345,7.345,6.83506,0,All,#4682B4,0
10,7,5.5,7.345,7.345,6.47922,0,All,#4682B4,0
1,7,6,8.513,8.513,7.23197,0,All,#4682B4,0
2,7,6,8.513,8.513,7.0758,0,All,#4682B4,0
3,7,6,8.513,8.513,7.10841,0,All,#4682B4,0
4,7,6,8.513,8.513,6.74545,0,All,#4682B4,0
5,7,6,8.513,8.513,6.93176,0,All,#4682B4,0
6,7,6,8.513,8.513,7.05538,0,All,#4682B4,0
7,7,6,8.513,8.513,7.21733,0,All,#4682B4,0
8,7,6,8.513,8.513,6.80905,0,All,#4682B4,0
9,7,6,8.513,8.513,7.2964,0,All,#4682B4,0
10,7,6,8.513,8.513,6.96675,0,All,#4682B4,0
1,7,6.5,7.832,7.832,7.47612,0,All,#4682B4,0
2,7,6.5,7.832,7.832,7.30308,0,All,#4682B4,0
3,7,6.5,7.832,7.832,7.33626,0,All,#4682B4,0
4,7,6.5,7.832,7.832,7.16884,0,All,#4682B4,0
5,7,6.5,7.832,7.832,7.27355,0,All,#4682B4,0
6,7,6.5,7.832,7.832,7.31834,0,All,#4682B4,0
7,7,6.5,7.832,7.832,7.49214,0,All,#4682B4,0
8,7,6.5,7.832,7.832,7.08743,0,All,#4682B4,0
9,7,6.5,7.832,7.832,7.63785,0,All,#4682B4,0
10,7,6.5,7.832,7.832,7.35327,0,All,#4682B4,0
1,7,7,6.952,6.952,7.59581,0,All,#4682B4,0
2,7,7,6.952,6.952,7.45718,0,All,#4682B4,0
3,7,7,6.952,6.952,7.47698,0,All,#4682B4,0
4,7,7,6.952,6.952,7.47444,0,All,#4682B4,0
5,7,7,6.952,6.952,7.50007,0,All,#4682B4,0
6,7,7,6.952,6.952,7.47995,0,All,#4682B4,0
7,7,7,6.952,6.952,7.65923,0,All,#4682B4,0
8,7,7,6.952,6.952,7.28413,0,All,#4682B4,0
9,7,7,6.952,6.952,7.81375,0,All,#4682B4,0
10,7,7,6.952,6.952,7.59557,0,All,#4682B4,0
1,7,7.5,8.266,8.266,7.59221,0,All,#4682B4,0
2,7,7.5,8.266,8.266,7.54032,0,All,#4682B4,0
3,7,7.5,8.266,8.266,7.53777,0,All,#4682B4,0
4,7,7.5,8.266,8.266,7.62193,0,All,#4682B4,0
5,7,7.5,8.266,8.266,7.59995,0,All,#4682B4,0
6,7,7.5,8.266,8.266,7.53501,0,All,#4682B4,0
7,7,7.5,8.266,8.266,7.71519,0,All,#4682B4,0
8,7,7.5,8.266,8.266,7.40266,0,All,#4682B4,0
9,7,7.5,8.266,8.266,7.79384,0,All,#4682B4,0
10,7,7.5,8.266,8.266,7.65307,0,All,#4682B4,0
1,7,8,7.563,7.563,7.48569,0,All,#4682B4,0
2,7,8,7.563,7.563,7.55636,0,All,#4682B4,0
3,7,8,7.563,7.563,7.51326,0,All,#4682B4,0
4,7,8,7.563,7.563,7.58229,0,All,#4682B4,0
5,7,8,7.563,7.563,7.57836,0,All,#4682B4,0
6,7,8,7.563,7.563,7.49248,0,All,#4682B4,0
7,7,8,7.563,7.563,7.65976,0,All,#4682B4,0
8,7,8,7.563,7.563,7.44351,0,All,#4682B4,0
9,7,8,7.563,7.563,7.60432,0,All,#4682B4,0
10,7,8,7.563,7.563,7.5447,0,All,#4682B4,0
1,7,8.5,7.162,7.162,7.31104,0,All,#4682B4,0
2,7,8.5,7.162,7.162,7.49852,0,All,#4682B4,0
3,7,8.5,7.162,7.162,7.40777,0,All,#4682B4,0
4,7,8.5,7.162,7.162,7.37203,0,All,#4682B4,0
5,7,8.5,7.162,7.162,7.46023,0,All,#4682B4,0
6,7,8.5,7.162,7.162,7.37392,0,All,#4682B4,0
7,7,8.5,7.162,7.162,7.51746,0,All,#4682B4,0
8,7,8.5,7.162,7.162,7.40605,0,All,#4682B4,0
9,7,8.5,7.162,7.162,7.30961,0,All,#4682B4,0
10,7,8.5,7.162,7.162,7.32742,0,All,#4682B4,0
1,7,9,6.28,6.28,7.09939,0,All,#4682B4,0
2,7,9,6.28,6.28,7.35269,0,All,#4682B4,0
3,7,9,6.28,6.28,7.22321,0,All,#4682B4,0
4,7,9,6.28,6.28,7.0477,0,All,#4682B4,0
5,7,9,6.28,6.28,7.25767,0,All,#4682B4,0
6,7,9,6.28,6.28,7.19193,0,All,#4682B4,0
7,7,9,6.28,6.28,7.31418,0,All,#4682B4,0
8,7,9,6.28,6.28,7.3001,0,All,#4682B4,0
9,7,9,6.28,6.28,6.97749,0,All,#4682B4,0
10,7,9,6.28,6.28,7.04501,0,All,#4682B4,0
1,7,9.5,8.078,8.078,6.87338,0,All,#4682B4,0
2,7,9.5,8.078,8.078,7.12687,0,All,#4682B4,0
3,7,9.5,8.078,8.078,6.96025,0,All,#4682B4,0
4,7,9.5,8.078,8.078,6.67394,0,All,#4682B4,0
5,7,9.5,8.078,8.078,6.98815,0,All,#4682B4,0
6,7,9.5,8.078,8.078,6.95355,0,All,#4682B4,0
7,7,9.5,8.078,8.078,7.06434,0,All,#4682B4,0
8,7,9.5,8.078,8.078,7.12852,0,All,#4682B4,0
9,7,9.5,8.078,8.078,6.65922,0,All,#4682B4,0
10,7,9.5,8.078,8.078,6.71844,0,All,#4682B4,0
1,7,10,7.415,7.415,6.64514,0,All,#4682B4,0
2,7,10,7.415,7.415,6.82267,0,All,#4682B4,0
3,7,10,7.415,7.415,6.61831,0,All,#4682B4,0
4,7,10,7.415,7.415,6.29913,0,All,#4682B4,0
5,7,10,7.415,7.415,6.65885,0,All,#4682B4,0
6,7,10,7.415,7.415,6.66813,0,All,#4682B4,0
7,7,10,7.415,7.415,6.77318,0,All,#4682B4,0
8,7,10,7.415,7.415,6.89383,0,All,#4682B4,0
9,7,10,7.415,7.415,6.38183,0,All,#4682B4,0
10,7,10,7.415,7.415,6.35603,0,All,#4682B4,0
1,7,10.5,7.022,7.022,6.38526,0,All,#4682B4,0
2,7,10.5,7.022,7.022,6.44065,0,All,#4682B4,0
3,7,10.5,7.022,7.022,6.19884,0,All,#4682B4,0
4,7,10.5,7.022,7.022,5.95973,0,All,#4682B4,0
5,7,10.5,7.022,7.022,6.26968,0,All,#4682B4,0
6,7,10.5,7.022,7.022,6.34041,0,All,#4682B4,0
7,7,10.5,7.022,7.022,6.4415,0,All,#4682B4,0
8,7,10.5,7.022,7.022,6.59585,0,All,#4682B4,0
9,7,10.5,7.022,7.022,6.14569,0,All,#4682B4,0
10,7,10.5,7.022,7.022,5.96252,0,All,#4682B4,0
1,7,11,6.394,6.394,6.04791,0,All,#4682B4,0
2,7,11,6.394,6.394,5.98405,0,All,#4682B4,0
3,7,11,6.394,6.394,5.71136,0,All,#4682B4,0
4,7,11,6.394,6.394,5.66102,0,All,#4682B4,0
5,7,11,6.394,6.394,5.81853,0,All,#4682B4,0
6,7,11,6.394,6.394,5.97401,0,All,#4682B4,0
7,7,11,6.394,6.394,6.06868,0,All,#4682B4,0
8,7,11,6.394,6.394,6.23149,0,All,#4682B4,0
9,7,11,6.394,6.394,5.87919,0,All,#4682B4,0
10,7,11,6.394,6.394,5.54296,0,All,#4682B4,0
1,7,11.5,5.54,5.54,5.62523,0,All,#4682B4,0
2,7,11.5,5.54,5.54,5.46563,0,All,#4682B4,0
3,7,11.5,5.54,5.54,5.17074,0,All,#4682B4,0
4,7,11.5,5.54,5.54,5.30456,0,All,#4682B4,0
5,7,11.5,5.54,5.54,5.3058,0,All,#4682B4,0
6,7,11.5,5.54,5.54,5.57465,0,All,#4682B4,0
7,7,11.5,5.54,5.54,5.65465,0,All,#4682B4,0
8,7,11.5,5.54,5.54,5.80137,0,All,#4682B4,0
9,7,11.5,5.54,5.54,5.57609,0,All,#4682B4,0
10,7,11.5,5.54,5.54,5.10523,0,All,#4682B4,0
1,7,12,4.815,4.815,5.12521,0,All,#4682B4,0
2,7,12,4.815,4.815,4.91114,0,All,#4682B4,0
3,7,12,4.815,4.815,4.61652,0,All,#4682B4,0
4,7,12,4.815,4.815,4.89347,0,All,#4682B4,0
5,7,12,4.815,4.815,4.73908,0,All,#4682B4,0
6,7,12,4.815,4.815,5.15237,0,All,#4682B4,0
7,7,12,4.815,4.815,5.20105,0,All,#4682B4,0
8,7,12,4.815,4.815,5.30239,0,All,#4682B4,0
9,7,12,4.815,4.815,5.24342,0,All,#4682B4,0
10,7,12,4.815,4.815,4.66019,0,All,#4682B4,0
1,7,12.5,6.041,6.041,4.57966,0,All,#4682B4,0
2,7,12.5,6.041,6.041,4.37175,0,All,#4682B4,0
3,7,12.5,6.041,6.041,4.08134,0,All,#4682B4,0
4,7,12.5,6.041,6.041,4.44351,0,All,#4682B4,0
5,7,12.5,6.041,6.041,4.13341,0,All,#4682B4,0
6,7,12.5,6.041,6.041,4.71981,0,All,#4682B4,0
7,7,12.5,6.041,6.041,4.7115,0,All,#4682B4,0
8,7,12.5,6.041,6.041,4.74468,0,All,#4682B4,0
9,7,12.5,6.041,6.041,4.88399,0,All,#4682B4,0
10,7,12.5,6.041,6.041,4.22051,0,All,#4682B4,0
1,7,13,3.252,3.252,4.02358,0,All,#4682B4,0
2,7,13,3.252,3.252,3.87432,0,All,#4682B4,0
3,7,13,3.252,3.252,3.59855,0,All,#4682B4,0
4,7,13,3.252,3.252,3.96388,0,All,#4682B4,0
5,7,13,3.252,3.252,3.52024,0,All,#4682B4,0
6,7,13,3.252,3.252,4.29362,0,All,#4682B4,0
7,7,13,3.252,3.252,4.20013,0,All,#4682B4,0
8,7,13,3.252,3.252,4.16081,0,All,#4682B4,0
9,7,13,3.252,3.252,4.50007,0,All,#4682B4,0
10,7,13,3.252,3.252,3.79738,0,All,#4682B4,0
1,7,13.5,3,2.59668,3.49365,1,All,#4682B4,0
2,7,13.5,3,2.32986,3.43434,1,All,#4682B4,0
3,7,13.5,3,1.46674,3.17246,1,All,#4682B4,0
4,7,13.5,3,2.93335,3.4565,1,All,#4682B4,0
5,7,13.5,3,2.36241,2.93467,1,All,#4682B4,0
6,7,13.5,3,1.53128,3.89044,1,All,#4682B4,0
7,7,13.5,3,2.79688,3.68779,1,All,#4682B4,0
8,7,13.5,3,1.10395,3.5836,1,All,#4682B4,0
9,7,13.5,3,2.43364,4.0945,1,All,#4682B4,0
10,7,13.5,3,1.85252,3.39807,1,All,#4682B4,0
1,7,14,3.522,3.522,2.99751,0,All,#4682B4,0
2,7,14,3.522,3.522,3.05032,0,All,#4682B4,0
3,7,14,3.522,3.522,2.79914,0,All,#4682B4,0
4,7,14,3.522,3.522,2.92747,0,All,#4682B4,0
5,7,14,3.522,3.522,2.39907,0,All,#4682B4,0
6,7,14,3.522,3.522,3.52192,0,All,#4682B4,0
7,7,14,3.522,3.522,3.19761,0,All,#4682B4,0
8,7,14,3.522,3.522,3.05456,0,All,#4682B4,0
9,7,14,3.522,3.522,3.66674,0,All,#4682B4,0
10,7,14,3.522,3.522,3.02646,0,All,#4682B4,0
1,7,14.5,3,2.67647,2.53686,1,All,#4682B4,0
2,7,14.5,3,2.28658,2.71532,1,All,#4682B4,0
3,7,14.5,3,2.26165,2.47129,1,All,#4682B4,0
4,7,14.5,3,0.74714,2.37719,1,All,#4682B4,0
5,7,14.5,3,1.68657,1.91918,1,All,#4682B4,0
6,7,14.5,3,1.11273,3.19003,1,All,#4682B4,0
7,7,14.5,3,2.75,2.74752,1,All,#4682B4,0
8,7,14.5,3,0.587859,2.58512,1,All,#4682B4,0
9,7,14.5,3,2.65728,3.21507,1,All,#4682B4,0
10,7,14.5,3,2.85614,2.68378,1,All,#4682B4,0
1,7,15,3,1.75072,2.10361,1,All,#4682B4,0
2,7,15,3,1.5191,2.41999,1,All,#4682B4,0
3,7,15,3,2.29887,2.18163,1,All,#4682B4,0
4,7,15,3,1.61686,1.80902,1,All,#4682B4,0
5,7,15,3,1.40052,1.49359,1,All,#4682B4,0
6,7,15,3,2.84566,2.89569,1,All,#4682B4,0
7,7,15,3,2.20545,2.34582,1,All,#4682B4,0
8,7,15,3,1.3635,2.17788,1,All,#4682B4,0
9,7,15,3,1.20258,2.74514,1,All,#4682B4,0
10,7,15,3,0.946315,2.36976,1,All,#4682B4,0
1,7,15.5,3,0.64683,1.69147,1,All,#4682B4,0
2,7,15.5,3,1.59387,2.15371,1,All,#4682B4,0
3,7,15.5,3,1.90568,1.91867,1,All,#4682B4,0
4,7,15.5,3,0.606662,1.2215,1,All,#4682B4,0
5,7,15.5,3,0.298203,1.11658,1,All,#4682B4,0
6,7,15.5,3,2.66658,2.63256,1,All,#4682B4,0
7,7,15.5,3,1.32412,1.99317,1,All,#4682B4,0
8,7,15.5,3,1.606,1.82623,1,All,#4682B4,0
9,7,15.5,3,2.86882,2.25294,1,All,#4682B4,0
10,7,15.5,3,1.8255,2.08093,1,All,#4682B4,0
1,7,16,3,0.528659,1.29551,1,All,#4682B4,0
2,7,16,3,0.0667979,1.90815,1,All,#4682B4,0
3,7,16,3,1.76564,1.67587,1,All,#4682B4,0
4,7,16,3,1.00297,0.616599,1,All,#4682B4,0
5,7,16,3,0.970245,0.780966,1,All,#4682B4,0
6,7,16,3,0.95489,2.39791,1,All,#4682B4,0
7,7,16,3,1.97995,1.68762,1,All,#4682B4,0
8,7,16,3,1.34072,1.52154,1,All,#4682B4,0
9,7,16,3,2.82843,1.74036,1,All,#4682B4,0
10,7,16,3,2.44637,1.81489,1,All,#4682B4,0
1,8,1,3,1.0132,0,1,All,#4682B4,0
2,8,1,3,0.65655,0,1,All,#4682B4,0
3,8,1,3,0.235061,0,1,All,#4682B4,0
4,8,1,3,0.612896,0,1,All,#4682B4,0
5,8,1,3,1.01472,0,1,All,#4682B4,0
6,8,1,3,0.991024,0,1,All,#4682B4,0
7,8,1,3,0.0115151,0,1,All,#4682B4,0
8,8,1,3,1.17439,0,1,All,#4682B4,0
9,8,1,3,0.279748,0,1,All,#4682B4,0
10,8,1,3,0.32358,0,1,All,#4682B4,0
1,8,1.5,3,0.144488,0,1,All,#4682B4,0
2,8,1.5,3,0.540225,0,1,All,#4682B4,0
3,8,1.5,3,1.76653,0,1,All,#4682B4,0
4,8,1.5,3,0.0535457,0,1,All,#4682B4,0
5,8,1.5,3,0.181971,0,1,All,#4682B4,0
6,8,1.5,3,0.461832,0,1,All,#4682B4,0
7,8,1.5,3,1.01553,0,1,All,#4682B4,0
8,8,1.5,3,1.80706,0,1,All,#4682B4,0
9,8,1.5,3,1.26658,0,1,All,#4682B4,0
10,8,1.5,3,0.456985,0,1,All,#4682B4,0
1,8,2,3.586,3.586,0,0,All,#4682B4,0
2,8,2,3.586,3.586,0,0,All,#4682B4,0
3,8,2,3.586,3.586,4.13603,0,All,#4682B4,0
4,8,2,3.586,3.586,0,0,All,#4682B4,0
5,8,2,3.586,3.586,0,0,All,#4682B4,0
6,8,2,3.586,3.586,2.71489,0,All,#4682B4,0
7,8,2,3.586,3.586,0,0,All,#4682B4,0
8,8,2,3.586,3.586,0,0,All,#4682B4,0
9,8,2,3.586,3.586,0,0,All,#4682B4,0
10,8,2,3.586,3.586,0,0,All,#4682B4,0
1,8,2.5,3,2.35178,2.68801,1,All,#4682B4,0
2,8,2.5,3,2.14884,3.15436,1,All,#4682B4,0
3,8,2.5,3,2.95474,6.52062,1,All,#4682B4,0
4,8,2.5,3,2.18742,2.70836,1,All,#4682B4,0
5,8,2.5,3,0.38856,0,1,All,#4682B4,0
6,8,2.5,3,2.9531,5.93361,1,All,#4682B4,0
7,8,2.5,3,0.227345,0,1,All,#4682B4,0
8,8,2.5,3,0.6451,1.28605,1,All,#4682B4,0
9,8,2.5,3,2.67955,3.14428,1,All,#4682B4,0
10,8,2.5,3,1.30709,1.00166,1,All,#4682B4,0
1,8,3,6.307,6.307,6.29884,0,All,#4682B4,0
2,8,3,6.307,6.307,6.39723,0,All,#4682B4,0
3,8,3,6.307,6.307,7.33328,0,All,#4682B4,0
4,8,3,6.307,6.307,6.23926,0,All,#4682B4,0
5,8,3,6.307,6.307,5.70379,0,All,#4682B4,0
6,8,3,6.307,6.307,6.94665,0,All,#4682B4,0
7,8,3,6.307,6.307,4.95931,0,All,#4682B4,0
8,8,3,6.307,6.307,6.00842,0,All,#4682B4,0
9,8,3,6.307,6.307,6.29801,0,All,#4682B4,0
10,8,3,6.307,6.307,6.36505,0,All,#4682B4,0
1,8,3.5,7.513,7.513,7.36235,0,All,#4682B4,0
2,8,3.5,7.513,7.513,7.47948,0,All,#4682B4,0
3,8,3.5,7.513,7.513,7.78259,0,All,#4682B4,0
4,8,3.5,7.513,7.513,7.23986,0,All,#4682B4,0
5,8,3.5,7.513,7.513,7.03394,0,All,#4682B4,0
6,8,3.5,7.513,7.513,7.49251,0,All,#4682B4,0
7,8,3.5,7.513,7.513,7.02281,0,All,#4682B4,0
8,8,3.5,7.513,7.513,7.02701,0,All,#4682B4,0
9,8,3.5,7.513,7.513,7.33894,0,All,#4682B4,0
10,8,3.5,7.513,7.513,7.4891,0,All,#4682B4,0
1,8,4,8.396,8.396,7.92485,0,All,#4682B4,0
2,8,4,8.396,8.396,8.06,0,All,#4682B4,0
3,8,4,8.396,8.396,8.06654,0,All,#4682B4,0
4,8,4,8.396,8.396,7.75708,0,All,#4682B4,0
5,8,4,8.396,8.396,7.71122,0,All,#4682B4,0
6,8,4,8.396,8.396,7.82655,0,All,#4682B4,0
7,8,4,8.396,8.396,7.9079,0,All,#4682B4,0
8,8,4,8.396,8.396,7.54171,0,All,#4682B4,0
9,8,4,8.396,8.396,7.89829,0,All,#4682B4,0
10,8,4,8.396,8.396,8.05382,0,All,#4682B4,0
1,8,4.5,8.555,8.555,8.26181,0,All,#4682B4,0
2,8,4.5,8.555,8.555,8.39239,0,All,#4682B4,0
3,8,4.5,8.555,8.555,8.25289,0,All,#4682B4,0
4,8,4.5,8.555,8.555,8.05818,0,All,#4682B4,0
5,8,4.5,8.555,8.555,8.10669,0,All,#4682B4,0
6,8,4.5,8.555,8.555,8.0264,0,All,#4682B4,0
7,8,4.5,8.555,8.555,8.37185,0,All,#4682B4,0
8,8,4.5,8.555,8.555,7.84557,0,All,#4682B4,0
9,8,4.5,8.555,8.555,8.22412,0,All,#4682B4,0
10,8,4.5,8.555,8.555,8.37693,0,All,#4682B4,0
1,8,5,8.486,8.486,8.4497,0,All,#4682B4,0
2,8,5,8.486,8.486,8.54265,0,All,#4682B4,0
3,8,5,8.486,8.486,8.3675,0,All,#4682B4,0
4,8,5,8.486,8.486,8.215,0,All,#4682B4,0
5,8,5,8.486,8.486,8.31345,0,All,#4682B4,0
6,8,5,8.486,8.486,8.11533,0,All,#4682B4,0
7,8,5,8.486,8.486,8.55432,0,All,#4682B4,0
8,8,5,8.486,8.486,8.02015,0,All,#4682B4,0
9,8,5,8.486,8.486,8.38331,0,All,#4682B4,0
10,8,5,8.486,8.486,8.53858,0,All,#4682B4,0
1,8,5.5,7.651,7.651,8.51664,0,All,#4682B4,0
2,8,5.5,7.651,7.651,8.54356,0,All,#4682B4,0
3,8,5.5,7.651,7.651,8.42201,0,All,#4682B4,0
4,8,5.5,7.651,7.651,8.25669,0,All,#4682B4,0
5,8,5.5,7.651,7.651,8.36663,0,All,#4682B4,0
6,8,5.5,7.651,7.651,8.11656,0,All,#4682B4,0
7,8,5.5,7.651,7.651,8.54136,0,All,#4682B4,0
8,8,5.5,7.651,7.651,8.09371,0,All,#4682B4,0
9,8,5.5,7.651,7.651,8.41118,0,All,#4682B4,0
10,8,5.5,7.651,7.651,8.57515,0,All,#4682B4,0
1,8,6,8.769,8.769,8.48885,0,All,#4682B4,0
2,8,6,8.769,8.769,8.43499,0,All,#4682B4,0
3,8,6,8.769,8.769,8.42281,0,All,#4682B4,0
4,8,6,8.769,8.769,8.20629,0,All,#4682B4,0
5,8,6,8.769,8.769,8.30353,0,All,#4682B4,0
6,8,6,8.769,8.769,8.05323,0,All,#4682B4,0
7,8,6,8.769,8.769,8.43278,0,All,#4682B4,0
8,8,6,8.769,8.769,8.08702,0,All,#4682B4,0
9,8,6,8.769,8.769,8.34858,0,All,#4682B4,0
10,8,6,8.769,8.769,8.51608,0,All,#4682B4,0
1,8,6.5,6.997,6.997,8.39245,0,All,#4682B4,0
2,8,6.5,6.997,6.997,8.25265,0,All,#4682B4,0
3,8,6.5,6.997,6.997,8.37409,0,All,#4682B4,0
4,8,6.5,6.997,6.997,8.0874,0,All,#4682B4,0
5,8,6.5,6.997,6.997,8.16483,0,All,#4682B4,0
6,8,6.5,6.997,6.997,7.94457,0,All,#4682B4,0
7,8,6.5,6.997,6.997,8.28299,0,All,#4682B4,0
8,8,6.5,6.997,6.997,8.02045,0,All,#4682B4,0
9,8,6.5,6.997,6.997,8.22982,0,All,#4682B4,0
10,8,6.5,6.997,6.997,8.38812,0,All,#4682B4,0
1,8,7,9.526,9.526,8.24679,0,All,#4682B4,0
2,8,7,9.526,9.526,8.01472,0,All,#4682B4,0
3,8,7,9.526,9.526,8.27801,0,All,#4682B4,0
4,8,7,9.526,9.526,7.91799,0,All,#4682B4,0
5,8,7,9.526,9.526,7.97738,0,All,#4682B4,0
6,8,7,9.526,9.526,7.80142,0,All,#4682B4,0
7,8,7,9.526,9.526,8.10611,0,All,#4682B4,0
8,8,7,9.526,9.526,7.90843,0,All,#4682B4,0
9,8,7,9.526,9.526,8.07244,0,All,#4682B4,0
10,8,7,9.526,9.526,8.2073,0,All,#4682B4,0
1,8,7.5,7.693,7.693,8.06104,0,All,#4682B4,0
2,8,7.5,7.693,7.693,7.72486,0,All,#4682B4,0
3,8,7.5,7.693,7.693,8.13419,0,All,#4682B4,0
4,8,7.5,7.693,7.693,7.70636,0,All,#4682B4,0
5,8,7.5,7.693,7.693,7.75182,0,All,#4682B4,0
6,8,7.5,7.693,7.693,7.62697,0,All,#4682B4,0
