iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,alpha_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_alpha_exp,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_p_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_p_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_p_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_p_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2,a3,b3
1617,2090.86,2,-3.54112,0.934651,2.7603,1.69035,-2.5333,0.618397,6.03454,0.401472,-2.14748,-2.19108,-3.71247,0.543899,1.15589,0.554213,0.520063,1.64484,0.312634,1.9391,0.698357,0.873115,0.302826,-0.717986,-0.754824,-0.960917,0.171536,-0.900787,0.0864098,-0.485801,0.747925,0.539355,0.666741,-0.421028,0.52698,-0.4218,0.146106,-0.583408,0.725434,0.199249,0.736137,0.405124,0.849667,-0.617122,-0.272325,0.92954,-0.0828683,0.444667,-0.644632,-0.217256,0.615372,0.521625,-0.197795,0.121073,0.529953,-0.591714,0.739423,0.0780551,-0.434244,0.893461,0.41651,0.45453,0.599146
1618,2081.09,2,-3.54132,0.93469,2.7605,1.69034,-2.53262,0.618307,6.03812,0.401552,-2.14746,-2.19131,-3.71263,0.543963,1.15568,0.554289,0.520242,1.64456,0.312571,1.93801,0.698445,0.873082,0.303065,-0.717848,-0.754782,-0.960853,0.171434,-0.900706,0.0859464,-0.486191,0.748085,0.540073,0.666326,-0.420557,0.526661,-0.420941,0.147116,-0.583383,0.725211,0.198895,0.736008,0.405233,0.849827,-0.617723,-0.272397,0.929594,-0.0824339,0.44495,-0.644585,-0.217364,0.614809,0.520876,-0.198435,0.121638,0.53042,-0.591653,0.739479,0.0773098,-0.434907,0.893388,0.416501,0.454433,0.599222
1619,2079.64,2,-3.54156,0.934624,2.76076,1.69032,-2.53192,0.61821,6.04225,0.401624,-2.14743,-2.19149,-3.71275,0.544046,1.15548,0.554378,0.520491,1.64443,0.312527,1.93769,0.698431,0.872977,0.30324,-0.717652,-0.754815,-0.960812,0.171329,-0.900675,0.0855293,-0.486625,0.7483,0.540808,0.665905,-0.420089,0.526218,-0.420291,0.148004,-0.583435,0.725026,0.198469,0.735811,0.405185,0.849916,-0.61838,-0.272433,0.929632,-0.0821158,0.445238,-0.644595,-0.217405,0.614308,0.520109,-0.198969,0.122182,0.530869,-0.591613,0.739359,0.0764937,-0.435743,0.893257,0.416453,0.454203,0.599331
1620,2088.32,2,-3.54181,0.934889,2.76103,1.69038,-2.53104,0.618122,6.04481,0.401688,-2.14751,-2.19204,-3.71269,0.544085,1.15527,0.554323,0.520618,1.64437,0.31249,1.93671,0.698469,0.873171,0.303283,-0.71745,-0.754725,-0.960758,0.171274,-0.900652,0.0851833,-0.486933,0.748437,0.541395,0.665506,-0.419511,0.525681,-0.41986,0.148661,-0.583619,0.724845,0.197866,0.735507,0.405131,0.849883,-0.618686,-0.272591,0.929698,-0.0817538,0.445523,-0.6445,-0.217468,0.613853,0.51941,-0.199578,0.122545,0.531102,-0.591497,0.739379,0.07581,-0.436402,0.893199,0.416398,0.45419,0.599425
1621,2084.31,2,-3.54224,0.935004,2.76133,1.69036,-2.53029,0.617999,6.04623,0.401709,-2.14761,-2.1925,-3.71278,0.544261,1.15494,0.55423,0.520726,1.64426,0.312472,1.93551,0.698444,0.873247,0.303114,-0.717314,-0.754636,-0.960766,0.171334,-0.900676,0.0848786,-0.487231,0.748541,0.542033,0.665187,-0.418923,0.525204,-0.419368,0.149469,-0.583685,0.724652,0.197361,0.7352,0.404836,0.849843,-0.619036,-0.272624,0.929746,-0.0814285,0.445828,-0.644539,-0.217461,0.61362,0.518745,-0.200107,0.122798,0.531416,-0.59153,0.739349,0.0752782,-0.436894,0.893115,0.416431,0.454198,0.59951
1622,2093.15,2,-3.54261,0.935371,2.76179,1.69057,-2.52969,0.617924,6.04741,0.401767,-2.1476,-2.19284,-3.71306,0.544471,1.15459,0.554031,0.520654,1.64408,0.312393,1.93467,0.698466,0.873329,0.302893,-0.717321,-0.754581,-0.960745,0.171759,-0.900689,0.0846068,-0.487648,0.748558,0.54269,0.665009,-0.418629,0.525004,-0.418717,0.150662,-0.583692,0.724644,0.196632,0.735027,0.404727,0.849956,-0.619234,-0.272984,0.929806,-0.0810357,0.446343,-0.644577,-0.217777,0.61322,0.517673,-0.200413,0.123161,0.531847,-0.591379,0.739224,0.0747172,-0.437489,0.893085,0.416415,0.454617,0.599501
1623,2083.52,2,-3.54266,0.935677,2.76201,1.6907,-2.5292,0.61784,6.0481,0.401758,-2.14759,-2.19307,-3.71353,0.544731,1.15459,0.553897,0.520615,1.64377,0.312333,1.93428,0.698354,0.87334,0.30287,-0.717165,-0.754705,-0.960719,0.17197,-0.900739,0.0842984,-0.488079,0.748717,0.543439,0.664628,-0.418216,0.52484,-0.417842,0.151798,-0.583612,0.724731,0.195898,0.734991,0.404542,0.850017,-0.619504,-0.273174,0.929896,-0.0807273,0.446857,-0.644712,-0.218236,0.612628,0.516457,-0.200786,0.123356,0.532227,-0.591273,0.73906,0.0742008,-0.437914,0.892998,0.416415,0.455002,0.599504
1624,2088.01,2,-3.54269,0.936048,2.76203,1.69073,-2.52868,0.61775,6.04924,0.401792,-2.14766,-2.19326,-3.71399,0.545029,1.15486,0.553636,0.520603,1.64363,0.312304,1.93432,0.698261,0.87345,0.30268,-0.717331,-0.754726,-0.960712,0.172279,-0.900847,0.0839434,-0.488453,0.748917,0.544442,0.664587,-0.417536,0.525126,-0.41666,0.153322,-0.583893,0.724621,0.195085,0.734839,0.40446,0.850169,-0.619731,-0.273551,0.929989,-0.0805006,0.447187,-0.644949,-0.218713,0.612152,0.515264,-0.200982,0.123533,0.532507,-0.591345,0.738912,0.0736507,-0.438391,0.89311,0.416405,0.455297,0.599493
1625,2085.38,2,-3.54273,0.936394,2.76192,1.6908,-2.52816,0.617674,6.05072,0.401866,-2.14787,-2.19332,-3.71455,0.545327,1.15486,0.553285,0.520527,1.64363,0.312295,1.93474,0.698052,0.873341,0.30257,-0.717413,-0.754714,-0.960675,0.172182,-0.900962,0.0835164,-0.489013,0.749103,0.545811,0.664459,-0.416517,0.525317,-0.414906,0.155335,-0.583896,0.724322,0.19467,0.734459,0.404598,0.850375,-0.620142,-0.273583,0.93006,-0.08018,0.447668,-0.645054,-0.219053,0.611527,0.51441,-0.201759,0.123489,0.532678,-0.591408,0.738801,0.072844,-0.439307,0.893006,0.416428,0.455573,0.599518
1626,2093.21,2,-3.54259,0.93646,2.76167,1.69097,-2.52751,0.61756,6.05258,0.402008,-2.14811,-2.19325,-3.715,0.54555,1.15507,0.552931,0.520348,1.64374,0.312304,1.93516,0.697729,0.873322,0.302476,-0.717363,-0.754891,-0.960687,0.171863,-0.901083,0.0834457,-0.489432,0.749162,0.547139,0.664247,-0.415362,0.525395,-0.413678,0.157179,-0.583707,0.724326,0.194331,0.734325,0.404192,0.850532,-0.620402,-0.273284,0.930155,-0.080209,0.448018,-0.645132,-0.219176,0.611045,0.513785,-0.202527,0.123032,0.532707,-0.591347,0.738453,0.0723904,-0.439902,0.892926,0.416451,0.45579,0.599521
1627,2090.45,2,-3.5426,0.936621,2.76144,1.69108,-2.52678,0.617466,6.0542,0.402104,-2.14813,-2.19328,-3.71572,0.545837,1.15565,0.552639,0.520099,1.64376,0.312284,1.9354,0.697341,0.873564,0.302358,-0.717477,-0.754929,-0.960717,0.171829,-0.901217,0.0835772,-0.489788,0.749247,0.548414,0.66433,-0.41435,0.525676,-0.412671,0.158857,-0.583545,0.724369,0.193789,0.734177,0.403686,0.8506,-0.620522,-0.273179,0.93025,-0.0804541,0.448407,-0.645339,-0.21957,0.610466,0.512935,-0.203135,0.122542,0.532766,-0.591338,0.73791,0.0721293,-0.440354,0.892861,0.416426,0.455951,0.599612
1628,2083.81,2,-3.54262,0.936554,2.76118,1.69109,-2.52603,0.617358,6.05592,0.402161,-2.14811,-2.19335,-3.71638,0.546019,1.15626,0.552318,0.520055,1.64379,0.312283,1.93581,0.696931,0.873984,0.302289,-0.717717,-0.755043,-0.96074,0.171846,-0.901343,0.0837324,-0.49022,0.749452,0.549743,0.664491,-0.41332,0.526023,-0.411669,0.160606,-0.583751,0.724401,0.19339,0.733878,0.403116,0.850702,-0.620777,-0.273199,0.930355,-0.0807031,0.448816,-0.645593,-0.220057,0.609809,0.512293,-0.20337,0.121993,0.532742,-0.59146,0.737304,0.0722563,-0.440843,0.892957,0.416424,0.455994,0.599644
1629,2081.25,2,-3.5424,0.936453,2.76087,1.69122,-2.52513,0.617222,6.05714,0.40225,-2.14813,-2.19341,-3.71687,0.546031,1.15669,0.551884,0.52009,1.64395,0.312313,1.93568,0.696466,0.874427,0.302385,-0.717911,-0.755174,-0.960775,0.172036,-0.901513,0.0837998,-0.490471,0.74958,0.550802,0.664637,-0.412405,0.526486,-0.410752,0.162031,-0.584121,0.724494,0.192984,0.733807,0.4028,0.850811,-0.621265,-0.273407,0.9305,-0.0807666,0.449119,-0.645745,-0.220621,0.608988,0.511495,-0.203688,0.121652,0.532784,-0.591573,0.736951,0.0722037,-0.441281,0.892959,0.416432,0.455931,0.599682
1630,2073.8,2,-3.54223,0.936481,2.76046,1.69122,-2.52425,0.617092,6.05832,0.402342,-2.14821,-2.19333,-3.71737,0.546181,1.15709,0.551528,0.520194,1.64413,0.312348,1.93585,0.695991,0.874661,0.302551,-0.717942,-0.755227,-0.960818,0.172114,-0.901717,0.0837262,-0.490677,0.749822,0.551553,0.66456,-0.411835,0.526849,-0.40963,0.163299,-0.58412,0.724505,0.192645,0.733619,0.402841,0.850908,-0.621717,-0.273384,0.930679,-0.0806885,0.449298,-0.646068,-0.221145,0.608285,0.510934,-0.204087,0.121157,0.532602,-0.591819,0.73679,0.0719405,-0.441871,0.892808,0.416448,0.455785,0.599741
1631,2074.38,2,-3.54212,0.936394,2.76017,1.69118,-2.52337,0.616973,6.0588,0.402429,-2.14806,-2.19328,-3.71793,0.546315,1.15755,0.551159,0.520335,1.64433,0.3124,1.9359,0.695553,0.874806,0.302523,-0.718102,-0.755283,-0.960861,0.172229,-0.901765,0.0838384,-0.490785,0.750028,0.552384,0.664656,-0.411107,0.526981,-0.408656,0.164442,-0.584365,0.724459,0.192609,0.733289,0.402752,0.850956,-0.622151,-0.273343,0.930676,-0.0809015,0.449349,-0.646336,-0.221602,0.607791,0.510586,-0.204216,0.120661,0.5323,-0.591939,0.736592,0.0718006,-0.442398,0.892729,0.416389,0.455879,0.599699
1632,2087.15,2,-3.54218,0.936481,2.75985,1.6911,-2.52249,0.616865,6.05984,0.402483,-2.14801,-2.19319,-3.71848,0.546505,1.15791,0.550849,0.520512,1.6445,0.312428,1.93598,0.695181,0.874882,0.302662,-0.718342,-0.755307,-0.960885,0.172396,-0.901785,0.084086,-0.490938,0.750245,0.553032,0.664772,-0.410142,0.527118,-0.407855,0.165619,-0.584845,0.724414,0.192544,0.733003,0.402493,0.850996,-0.622636,-0.273474,0.930668,-0.0811804,0.449393,-0.646525,-0.222148,0.607269,0.510156,-0.204409,0.120211,0.532087,-0.591959,0.736168,0.0716449,-0.443125,0.892647,0.416382,0.455915,0.599701
1633,2079.97,2,-3.54215,0.936386,2.75942,1.69105,-2.5217,0.616787,6.06019,0.402497,-2.14808,-2.19304,-3.71865,0.546609,1.15821,0.550493,0.520662,1.64465,0.312406,1.93607,0.69475,0.874834,0.302869,-0.718627,-0.755245,-0.960917,0.17229,-0.901851,0.0841372,-0.490911,0.750443,0.553582,0.665034,-0.409395,0.52746,-0.407153,0.166369,-0.585156,0.724329,0.192701,0.732732,0.402537,0.851005,-0.622914,-0.273331,0.930732,-0.081223,0.449395,-0.646814,-0.222437,0.606839,0.510017,-0.204656,0.119796,0.531775,-0.592056,0.73612,0.0716364,-0.443441,0.892651,0.416344,0.455814,0.599725
1634,2071,2,-3.54219,0.936119,2.75912,1.69093,-2.52095,0.616689,6.06052,0.402508,-2.14808,-2.19311,-3.7189,0.546748,1.15871,0.550097,0.520828,1.64477,0.312409,1.93575,0.694424,0.874763,0.302733,-0.718884,-0.755215,-0.960926,0.17243,-0.901992,0.0842022,-0.490908,0.750562,0.554235,0.665211,-0.408854,0.527897,-0.406316,0.1673,-0.585365,0.724269,0.192564,0.732745,0.402629,0.851078,-0.623066,-0.273454,0.93081,-0.0812674,0.449418,-0.646939,-0.222686,0.606542,0.509791,-0.204754,0.119455,0.531677,-0.59228,0.736075,0.0714624,-0.443826,0.892668,0.41632,0.455802,0.599709
1635,2079.36,2,-3.54237,0.935822,2.75879,1.69087,-2.52025,0.616584,6.06106,0.402521,-2.14808,-2.19313,-3.71903,0.546835,1.15919,0.549669,0.52094,1.6449,0.312433,1.93577,0.694266,0.87492,0.302712,-0.719322,-0.755014,-0.960951,0.172695,-0.902116,0.0841935,-0.490772,0.750625,0.554899,0.665525,-0.408432,0.528607,-0.405304,0.168281,-0.58562,0.724018,0.192399,0.732768,0.402965,0.851219,-0.623006,-0.273532,0.930867,-0.0812459,0.449317,-0.647053,-0.223025,0.606075,0.509376,-0.204758,0.119424,0.531697,-0.592304,0.736168,0.0715593,-0.443791,0.892649,0.416342,0.455687,0.599659
1636,2071.63,2,-3.54237,0.935671,2.75853,1.69091,-2.51962,0.616504,6.06264,0.402595,-2.14825,-2.19312,-3.71898,0.546904,1.15964,0.549345,0.520924,1.64488,0.312407,1.9357,0.694209,0.874857,0.302675,-0.719642,-0.754779,-0.960978,0.173055,-0.90228,0.0840021,-0.490874,0.750752,0.555527,0.665766,-0.408102,0.529269,-0.404023,0.169533,-0.585705,0.723746,0.192087,0.732715,0.403612,0.851465,-0.622798,-0.273731,0.930919,-0.0811342,0.449381,-0.647301,-0.223457,0.60554,0.508778,-0.204731,0.119407,0.531827,-0.592514,0.73622,0.0715311,-0.443993,0.892585,0.416324,0.455431,0.599694
1637,2071.37,2,-3.54238,0.935533,2.75834,1.6909,-2.51898,0.616416,6.06424,0.402657,-2.14811,-2.19326,-3.71928,0.547046,1.16007,0.54905,0.520937,1.64485,0.312396,1.93555,0.694106,0.874832,0.302704,-0.719906,-0.754537,-0.961003,0.173537,-0.902428,0.0838892,-0.491002,0.750868,0.556109,0.665928,-0.407866,0.529855,-0.40284,0.170833,-0.585747,0.723498,0.19171,0.7326,0.404221,0.851753,-0.622573,-0.274032,0.930991,-0.0810548,0.449512,-0.647575,-0.224052,0.605146,0.50807,-0.204548,0.119198,0.531888,-0.592801,0.736174,0.0716362,-0.444125,0.892591,0.416309,0.455309,0.599704
1638,2083.04,2,-3.54226,0.935272,2.75812,1.69096,-2.5183,0.616319,6.06361,0.402788,-2.14844,-2.19335,-3.71952,0.547089,1.1606,0.548777,0.520974,1.64486,0.312405,1.93543,0.693963,0.875007,0.302644,-0.720105,-0.754356,-0.961023,0.173752,-0.902448,0.0838508,-0.490972,0.751023,0.556784,0.6661,-0.407325,0.530219,-0.401605,0.171902,-0.585795,0.723306,0.191573,0.732348,0.404627,0.851967,-0.622324,-0.274076,0.93093,-0.0810779,0.449545,-0.647922,-0.224497,0.604844,0.507662,-0.204367,0.118993,0.531802,-0.593024,0.736225,0.0718247,-0.444012,0.892583,0.416297,0.455385,0.599657
1639,2081.84,2,-3.54213,0.934815,2.7579,1.69109,-2.5177,0.61622,6.06475,0.40291,-2.14849,-2.19327,-3.71956,0.547172,1.16094,0.548557,0.52096,1.64486,0.31242,1.93482,0.693801,0.874967,0.302601,-0.720243,-0.754174,-0.961041,0.173926,-0.902551,0.0837922,-0.491034,0.751059,0.557449,0.666205,-0.406944,0.530636,-0.400457,0.173006,-0.585753,0.723076,0.191472,0.732105,0.405024,0.85216,-0.622151,-0.274137,0.930946,-0.0810634,0.449615,-0.648038,-0.224781,0.604579,0.507348,-0.204424,0.11877,0.531755,-0.593117,0.736249,0.0719494,-0.444017,0.892528,0.416351,0.455395,0.599658
1640,2082.89,2,-3.54216,0.93429,2.75786,1.69118,-2.51704,0.616119,6.06642,0.403064,-2.1484,-2.19316,-3.71968,0.547303,1.16115,0.548563,0.521027,1.64493,0.312424,1.93392,0.693667,0.875029,0.302565,-0.720449,-0.754046,-0.961059,0.17432,-0.902665,0.0837606,-0.49107,0.751069,0.558135,0.666313,-0.406874,0.531171,-0.399517,0.174059,-0.585835,0.722887,0.191124,0.731741,0.405165,0.852247,-0.622043,-0.274349,0.931006,-0.0810738,0.449674,-0.648215,-0.225371,0.604536,0.506845,-0.204038,0.11838,0.531472,-0.59313,0.736205,0.0722216,-0.443808,0.892579,0.416327,0.455249,0.599736
1641,2087.05,2,-3.54228,0.933871,2.75798,1.69137,-2.51637,0.616021,6.067,0.403147,-2.14826,-2.19307,-3.71965,0.547598,1.16134,0.54846,0.521052,1.64501,0.312413,1.9328,0.693497,0.87517,0.302469,-0.720495,-0.753883,-0.961045,0.174676,-0.902769,0.0839788,-0.491009,0.751079,0.558593,0.666253,-0.407067,0.531502,-0.398914,0.174665,-0.585562,0.722721,0.19076,0.731389,0.405117,0.852306,-0.621799,-0.274529,0.931081,-0.0812019,0.449707,-0.648349,-0.225864,0.604365,0.506335,-0.203775,0.117789,0.531267,-0.593075,0.736091,0.0727654,-0.443458,0.892574,0.416291,0.455309,0.59973
1642,2082.14,2,-3.54243,0.933453,2.75802,1.69165,-2.51563,0.615909,6.06777,0.403257,-2.14826,-2.19295,-3.71963,0.547856,1.1614,0.548251,0.520889,1.64505,0.312398,1.93128,0.693286,0.875232,0.302173,-0.720464,-0.753832,-0.961038,0.17486,-0.902809,0.0841086,-0.490879,0.751099,0.559062,0.666056,-0.406884,0.531436,-0.398277,0.175129,-0.585432,0.722559,0.190705,0.730958,0.405107,0.852292,-0.62205,-0.274567,0.931103,-0.0813369,0.449588,-0.648526,-0.226089,0.604297,0.506186,-0.203733,0.117303,0.530881,-0.593221,0.736133,0.0728294,-0.443438,0.892534,0.416288,0.455475,0.59969
1643,2086.42,2,-3.54258,0.933031,2.75796,1.692,-2.5147,0.615791,6.06885,0.403406,-2.14857,-2.19278,-3.71942,0.548145,1.16152,0.54788,0.520832,1.64526,0.312382,1.93056,0.69313,0.875289,0.302041,-0.72039,-0.753634,-0.961076,0.174861,-0.902837,0.0841945,-0.490819,0.751187,0.559358,0.665899,-0.406754,0.531375,-0.397932,0.175462,-0.585386,0.722327,0.190757,0.73058,0.405113,0.852301,-0.622191,-0.274352,0.931099,-0.0813294,0.449623,-0.648839,-0.226012,0.604126,0.506079,-0.203746,0.11719,0.530752,-0.593323,0.736075,0.0729804,-0.443529,0.892558,0.416292,0.455456,0.599694
1644,2093.17,2,-3.54276,0.93242,2.75772,1.69226,-2.51377,0.615666,6.06928,0.403559,-2.14885,-2.19262,-3.7193,0.548427,1.16186,0.547446,0.520754,1.64544,0.312352,1.92976,0.692862,0.875393,0.301934,-0.720307,-0.753479,-0.96113,0.174441,-0.902881,0.0844576,-0.490755,0.751266,0.559805,0.665775,-0.40643,0.53132,-0.397581,0.176075,-0.585107,0.722198,0.191153,0.730191,0.40476,0.852253,-0.622416,-0.273574,0.931116,-0.0814122,0.449727,-0.649258,-0.22542,0.603928,0.506055,-0.203921,0.116976,0.530648,-0.593626,0.73583,0.0732455,-0.443673,0.892607,0.416314,0.455467,0.599658
1645,2091.01,2,-3.54291,0.931843,2.75761,1.6924,-2.51294,0.615535,6.06897,0.403699,-2.14895,-2.19259,-3.71916,0.54858,1.16236,0.546973,0.520747,1.6455,0.312365,1.92953,0.692598,0.875293,0.302036,-0.720307,-0.753292,-0.961165,0.17435,-0.90293,0.0845272,-0.490702,0.751287,0.560339,0.665683,-0.406185,0.531369,-0.397052,0.176737,-0.585253,0.722065,0.191277,0.729835,0.404666,0.852271,-0.622585,-0.273019,0.93109,-0.0812586,0.449912,-0.649517,-0.225173,0.60368,0.505938,-0.20401,0.116909,0.530663,-0.593755,0.735754,0.0733182,-0.443917,0.892569,0.416364,0.455563,0.599596
1646,2087.82,2,-3.54298,0.931199,2.75752,1.69259,-2.51199,0.615402,6.06893,0.403821,-2.14904,-2.19272,-3.71915,0.548663,1.16279,0.546524,0.520821,1.64567,0.312379,1.92925,0.692395,0.875266,0.302052,-0.720237,-0.753107,-0.961201,0.174385,-0.903018,0.0845085,-0.490497,0.751429,0.560813,0.665548,-0.40596,0.531364,-0.39656,0.177283,-0.585624,0.721903,0.19138,0.729494,0.404601,0.852314,-0.622797,-0.272578,0.931083,-0.0810484,0.449903,-0.649961,-0.22491,0.603605,0.505845,-0.203723,0.116911,0.530564,-0.593952,0.735804,0.0735527,-0.443716,0.892548,0.416383,0.45541,0.599636
1647,2091.17,2,-3.5431,0.930704,2.75757,1.69267,-2.51104,0.61528,6.06939,0.403937,-2.14903,-2.19278,-3.7192,0.548872,1.16336,0.546071,0.520868,1.64576,0.312352,1.92913,0.692277,0.875327,0.302226,-0.720127,-0.752891,-0.961225,0.174588,-0.902973,0.0844867,-0.49042,0.751532,0.561031,0.66524,-0.405859,0.531099,-0.395964,0.177851,-0.585788,0.721733,0.191572,0.729227,0.404716,0.852449,-0.622784,-0.272328,0.931021,-0.0807967,0.450014,-0.650337,-0.224791,0.603715,0.505882,-0.203243,0.117211,0.530639,-0.593922,0.735783,0.0738152,-0.4436,0.892596,0.41636,0.455378,0.599638
1648,2094.19,2,-3.54317,0.930221,2.75754,1.69273,-2.51019,0.615154,6.06962,0.404043,-2.14884,-2.19301,-3.71937,0.549003,1.16401,0.5455,0.520843,1.64577,0.312329,1.92916,0.69205,0.875387,0.302446,-0.719946,-0.752664,-0.961241,0.174626,-0.903039,0.0844384,-0.490425,0.751718,0.561332,0.664848,-0.405236,0.530871,-0.395281,0.178545,-0.586072,0.721503,0.191825,0.728835,0.404803,0.852538,-0.622821,-0.272086,0.931083,-0.0805363,0.450166,-0.650672,-0.224721,0.603718,0.506008,-0.202994,0.117181,0.530492,-0.594124,0.735742,0.0740983,-0.443615,0.892642,0.416403,0.455318,0.599625
1649,2090.04,2,-3.54318,0.929703,2.75755,1.69281,-2.50926,0.61505,6.07036,0.404109,-2.14866,-2.19329,-3.71959,0.549112,1.16463,0.545122,0.520898,1.64581,0.312285,1.92925,0.691804,0.87551,0.302595,-0.71971,-0.752482,-0.961275,0.174694,-0.903185,0.0843535,-0.49041,0.751845,0.561637,0.66441,-0.404585,0.530888,-0.394584,0.179173,-0.586543,0.721284,0.192056,0.728514,0.404859,0.852616,-0.62298,-0.271826,0.931191,-0.0802404,0.450291,-0.650937,-0.224782,0.603595,0.506026,-0.202713,0.117091,0.530382,-0.594363,0.735662,0.0743403,-0.443675,0.892664,0.416345,0.455417,0.59956
1650,2091.38,2,-3.54305,0.929526,2.75741,1.69289,-2.50847,0.614968,6.07111,0.404168,-2.14863,-2.19373,-3.71972,0.549066,1.16516,0.544774,0.520957,1.64578,0.312245,1.92935,0.6915,0.875569,0.302515,-0.719378,-0.752089,-0.961302,0.174728,-0.903359,0.0841939,-0.490339,0.751889,0.561851,0.663918,-0.404033,0.530914,-0.393963,0.17977,-0.586852,0.720825,0.192466,0.728177,0.405042,0.852774,-0.623173,-0.271614,0.931287,-0.0799038,0.450283,-0.651025,-0.224677,0.603313,0.506058,-0.202608,0.117183,0.530289,-0.594643,0.735546,0.0745087,-0.443811,0.892654,0.416331,0.455581,0.599526
1651,2086.14,2,-3.5429,0.929452,2.75735,1.69303,-2.5077,0.614865,6.07148,0.404209,-2.14863,-2.19413,-3.71997,0.549144,1.16567,0.544505,0.520909,1.64567,0.312205,1.92926,0.691168,0.87565,0.302311,-0.719075,-0.751719,-0.961312,0.174829,-0.903545,0.0840028,-0.490149,0.751862,0.561958,0.663396,-0.403609,0.530975,-0.393445,0.18016,-0.587066,0.720395,0.192949,0.72784,0.405312,0.852927,-0.623426,-0.271479,0.931394,-0.0795357,0.450204,-0.651028,-0.224637,0.602953,0.506086,-0.202711,0.117234,0.530063,-0.594888,0.735569,0.074377,-0.443872,0.8927,0.416336,0.455495,0.59956
1652,2082.86,2,-3.54283,0.929456,2.75712,1.69313,-2.50702,0.614787,6.07144,0.404281,-2.1488,-2.1942,-3.72008,0.549199,1.16613,0.544307,0.520859,1.64555,0.312145,1.92953,0.690898,0.875555,0.302185,-0.71882,-0.751312,-0.961354,0.174632,-0.903706,0.083909,-0.48995,0.751835,0.562054,0.663027,-0.403253,0.53091,-0.392996,0.180379,-0.587321,0.719913,0.193578,0.727564,0.405587,0.853009,-0.623656,-0.271013,0.931473,-0.0793523,0.45012,-0.651081,-0.224075,0.602877,0.506367,-0.203053,0.117277,0.529969,-0.595073,0.735637,0.0742947,-0.443951,0.892821,0.41632,0.455476,0.599534
1653,2088.52,2,-3.54271,0.929374,2.75689,1.69325,-2.50635,0.614685,6.0708,0.404361,-2.1489,-2.19433,-3.7202,0.549305,1.16647,0.544218,0.520669,1.6455,0.312118,1.92933,0.690596,0.875464,0.302051,-0.71852,-0.750865,-0.96138,0.174325,-0.903896,0.0836616,-0.489696,0.751793,0.562102,0.662574,-0.402898,0.53107,-0.392304,0.180633,-0.587312,0.719381,0.194188,0.727182,0.406154,0.853128,-0.623628,-0.270427,0.931572,-0.0790381,0.449924,-0.651141,-0.223799,0.60293,0.506726,-0.203517,0.117137,0.529591,-0.595286,0.735876,0.0739508,-0.443991,0.892919,0.416316,0.455408,0.599538
1654,2093.12,2,-3.54278,0.929281,2.75673,1.69332,-2.50563,0.614598,6.07105,0.404489,-2.14916,-2.1946,-3.72052,0.549461,1.16683,0.544124,0.520519,1.64541,0.312098,1.92971,0.690162,0.875377,0.301836,-0.718225,-0.750635,-0.961408,0.174068,-0.904093,0.0833592,-0.489522,0.751837,0.562386,0.662095,-0.402738,0.531302,-0.391675,0.181002,-0.587176,0.719009,0.19452,0.726951,0.40637,0.853123,-0.623834,-0.269973,0.931671,-0.0787632,0.449704,-0.651278,-0.223575,0.602829,0.506931,-0.203879,0.116978,0.529261,-0.595709,0.736066,0.0734764,-0.444138,0.892979,0.416308,0.455639,0.59951
1655,2091.48,2,-3.54291,0.929135,2.7565,1.69341,-2.50491,0.61451,6.07121,0.404575,-2.14915,-2.19486,-3.72084,0.549679,1.16712,0.54405,0.520374,1.64531,0.31209,1.9299,0.689787,0.87521,0.301697,-0.717947,-0.750454,-0.96143,0.173893,-0.904299,0.0831813,-0.489379,0.751854,0.562625,0.661636,-0.402848,0.531673,-0.391073,0.181411,-0.587087,0.71868,0.194589,0.726825,0.406541,0.853178,-0.624025,-0.269555,0.931746,-0.0786328,0.449496,-0.651401,-0.223384,0.60276,0.506919,-0.204071,0.116674,0.528938,-0.596131,0.736194,0.0732169,-0.444256,0.893091,0.416328,0.455685,0.599503
