pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-3.53276,0.00255754,-3.54322,0.000255754,-2.67166,0.00255754,All
-2.39601,0.00511509,-3.50523,0.000511509,-2.33437,0.00511509,All
-2.32656,0.00767263,-3.41981,0.000767263,-2.03547,0.00767263,All
-2.29732,0.0102302,-3.33047,0.00102302,-1.90126,0.0102302,All
-2.28944,0.0127877,-3.32483,0.00127877,-1.80408,0.0127877,All
-1.64428,0.0153453,-3.26602,0.00153453,-1.46942,0.0153453,All
-1.42988,0.0179028,-3.1013,0.00179028,-1.36192,0.0179028,All
-1.39278,0.0204604,-3.08624,0.00204604,-1.32822,0.0204604,All
-1.39125,0.0230179,-3.07271,0.00230179,-1.32741,0.0230179,All
-1.36385,0.0255754,-3.03178,0.00255754,-1.30403,0.0255754,All
-1.36111,0.028133,-3.01651,0.0028133,-1.26519,0.028133,All
-1.25748,0.0306905,-3.01641,0.00306905,-1.20843,0.0306905,All
-1.18577,0.0332481,-2.98215,0.00332481,-1.19557,0.0332481,All
-1.14791,0.0358056,-2.9711,0.00358056,-1.1704,0.0358056,All
-1.11113,0.0383632,-2.9368,0.00383632,-1.14448,0.0383632,All
-1.08117,0.0409207,-2.93529,0.00409207,-1.13555,0.0409207,All
-1.03354,0.0434783,-2.91182,0.00434783,-1.13089,0.0434783,All
-1.03003,0.0460358,-2.87891,0.00460358,-1.13042,0.0460358,All
-1.02191,0.0485934,-2.87725,0.00485934,-1.11289,0.0485934,All
-1.00231,0.0511509,-2.80065,0.00511509,-1.11152,0.0511509,All
-0.99552,0.0537084,-2.75254,0.00537084,-1.09927,0.0537084,All
-0.983584,0.056266,-2.73297,0.0056266,-1.06167,0.056266,All
-0.973768,0.0588235,-2.73242,0.00588235,-1.05134,0.0588235,All
-0.973068,0.0613811,-2.70464,0.00613811,-1.04543,0.0613811,All
-0.968741,0.0639386,-2.68216,0.00639386,-1.01685,0.0639386,All
-0.956957,0.0664962,-2.6521,0.00664962,-1.01336,0.0664962,All
-0.950988,0.0690537,-2.63155,0.00690537,-0.996431,0.0690537,All
-0.934985,0.0716113,-2.61808,0.00716113,-0.993467,0.0716113,All
-0.917765,0.0741688,-2.58458,0.00741688,-0.944263,0.0741688,All
-0.909429,0.0767263,-2.56071,0.00767263,-0.942536,0.0767263,All
-0.862983,0.0792839,-2.53896,0.00792839,-0.916703,0.0792839,All
-0.851442,0.0818414,-2.52804,0.00818414,-0.909338,0.0818414,All
-0.848587,0.084399,-2.49205,0.0084399,-0.906541,0.084399,All
-0.840207,0.0869565,-2.48135,0.00869565,-0.903795,0.0869565,All
-0.834762,0.0895141,-2.47692,0.00895141,-0.895242,0.0895141,All
-0.829902,0.0920716,-2.46918,0.00920716,-0.892134,0.0920716,All
-0.826337,0.0946292,-2.46876,0.00946292,-0.8749,0.0946292,All
-0.812828,0.0971867,-2.46297,0.00971867,-0.870371,0.0971867,All
-0.806482,0.0997442,-2.44955,0.00997442,-0.864507,0.0997442,All
-0.790795,0.102302,-2.41133,0.0102302,-0.854802,0.102302,All
-0.782849,0.104859,-2.4076,0.0104859,-0.850145,0.104859,All
-0.774846,0.107417,-2.40411,0.0107417,-0.843107,0.107417,All
-0.774205,0.109974,-2.40082,0.0109974,-0.841399,0.109974,All
-0.77122,0.112532,-2.39988,0.0112532,-0.839966,0.112532,All
-0.76891,0.11509,-2.39769,0.011509,-0.829282,0.11509,All
-0.756342,0.117647,-2.39228,0.0117647,-0.815964,0.117647,All
-0.75351,0.120205,-2.38932,0.0120205,-0.809706,0.120205,All
-0.753506,0.122762,-2.37944,0.0122762,-0.800309,0.122762,All
-0.747401,0.12532,-2.34506,0.012532,-0.787197,0.12532,All
-0.745262,0.127877,-2.34497,0.0127877,-0.784021,0.127877,All
-0.737444,0.130435,-2.32714,0.0130435,-0.78204,0.130435,All
-0.734925,0.132992,-2.32621,0.0132992,-0.769893,0.132992,All
-0.700122,0.13555,-2.3207,0.013555,-0.766406,0.13555,All
-0.696334,0.138107,-2.31523,0.0138107,-0.756264,0.138107,All
-0.694946,0.140665,-2.31167,0.0140665,-0.753304,0.140665,All
-0.694579,0.143223,-2.28931,0.0143223,-0.74912,0.143223,All
-0.69215,0.14578,-2.28004,0.014578,-0.723167,0.14578,All
-0.660865,0.148338,-2.26485,0.0148338,-0.713593,0.148338,All
-0.652192,0.150895,-2.25668,0.0150895,-0.710939,0.150895,All
-0.638831,0.153453,-2.25279,0.0153453,-0.701842,0.153453,All
-0.631445,0.15601,-2.23903,0.015601,-0.701792,0.15601,All
